Bravyi-Kitaev mapping of BeH2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIII (-12.109913082430284+0j)
IIIYYXIIXZXIII (0.011875719590358711+0j)
IIIXYYIIXZXIII (-0.011875719590358711+0j)
XYYXZIIIYIYZZI (0.012751050646656052+0j)
XXYYZIIIYIYZZI (-0.012751050646656052+0j)
XYYXZIIIXZXIII (0.012751050646656052+0j)
XXYYZIIIXZXIII (-0.012751050646656052+0j)
IIIYYZIYZIYZZI (0.003453592409869341+0j)
IIIXXIIYZIYZZI (0.003453592409869341+0j)
IIIYYZIXZIXIII (0.003453592409869341+0j)
IIIXXIIXZIXIII (0.003453592409869341+0j)
YIYXZIIYZIYZZI (0.004117403363045482+0j)
XZYYZIIYZIYZZI (-0.004117403363045482+0j)
YIYXZIIXZIXIII (0.004117403363045482+0j)
XZYYZIIXZIXIII (-0.004117403363045482+0j)
IIIIIIIIZIIIII (0.07949191446363259+0j)
IIIIIIIZIZIIII (0.09405484566698555+0j)
IIIIIIZZZZZIII (0.14229299196031558+0j)
IIXIXYYZZZZIII (0.002041248607417213+0j)
IIXIXXXIIZIIII (0.002041248607417213+0j)
XYZIIIYZZZZIII (0.0011425226688368529+0j)
XXZIIIXIIZIIII (0.0011425226688368529+0j)
IIIIIZIIIZIIII (0.09279999627169265+0j)
XYYIXXIIIZIIII (-0.012573232996953242+0j)
XXYIXYIIIZIIII (0.012573232996953242+0j)
IIIIZZIIIZIIII (0.08975893886236372+0j)
YIYIXZIIIZIIII (-0.014425447996548262+0j)
XZYIYIIIIZIIII (0.014425447996548262+0j)
IIIZIIIIIZIIII (0.10034007066108222+0j)
IIZZZIIIIZIIII (0.11246476027166791+0j)
IZIIIIIIIZIIII (0.09224296511028865+0j)
ZZIIIIIIIZIIII (0.09817224903003104+0j)
IIYIIIYZIXZIII (-0.004083900527745103+0j)
IIXZZIXIZXIIII (-0.004083900527745103+0j)
IIYIIIYZZXZIII (0.004083900527745103+0j)
IIXZZIXIIXIIII (0.004083900527745103+0j)
IIZIXXIIZXIIII (0.011875719590358724+0j)
IIIZYYIIZXIIII (0.011875719590358724+0j)
IIZIXXIIIXIIII (-0.011875719590358724+0j)
IIIZYYIIIXIIII (-0.011875719590358724+0j)
XYYZZIIIZXIIII (-0.01275105064665606+0j)
XXXIIIIIZXIIII (-0.01275105064665606+0j)
XYYZZIIIIXIIII (0.01275105064665606+0j)
XXXIIIIIIXIIII (0.01275105064665606+0j)
IIZIXZIYYXIIII (-0.0034535924098693443+0j)
IIIZXIIYYXIIII (0.0034535924098693443+0j)
IIZIXZIXYYIIII (0.0034535924098693443+0j)
IIIZXIIXYYIIII (-0.0034535924098693443+0j)
YIYZZIIYYXIIII (0.004117403363045487+0j)
XZXIIIIYYXIIII (0.004117403363045487+0j)
YIYZZIIXYYIIII (-0.004117403363045487+0j)
XZXIIIIXYYIIII (-0.004117403363045487+0j)
IIIIIIIZZZIIII (0.07443688259877773+0j)
IIIIIIZZIZZIII (0.11933209515552604+0j)
IIXIXYYZIZZIII (0.0016331538525335475+0j)
IIXIXXXIZZIIII (0.0016331538525335475+0j)
XYZIIIYZIZZIII (0.0014816329409562338+0j)
XXZIIIXIZZIIII (0.0014816329409562338+0j)
IIIIIZIIZZIIII (0.0998566221517386+0j)
XYYIXXIIZZIIII (0.009012402710649133+0j)
XXYIXYIIZZIIII (-0.009012402710649133+0j)
IIIIZZIIZZIIII (0.1026095769172983+0j)
YIYIXZIIZZIIII (0.006865537098656869+0j)
XZYIYIIIZZIIII (-0.006865537098656869+0j)
IIIZIIIIZZIIII (0.09224296511028857+0j)
IIZZZIIIZZIIII (0.09224296511028865+0j)
IZIIIIIIZZIIII (0.10346463771577957+0j)
ZZIIIIIIZZIIII (0.10974895466485646+0j)
IIXIYIYXXZZIII (-0.002869889314662391+0j)
IIXIXZXYYZIIII (0.002869889314662391+0j)
IIXIYIYYYIZIII (-0.002869889314662391+0j)
IIXIXZXXXIIIII (0.002869889314662391+0j)
YIZIIIYXXZZIII (-0.00409908031204884+0j)
XZZIIIXYYZIIII (0.00409908031204884+0j)
YIZIIIYYYIZIII (-0.00409908031204884+0j)
XZZIIIXXXIIIII (0.00409908031204884+0j)
IIIIZXIYYZIIII (-0.03578157683499356+0j)
IIIIIXIYYZIIII (0.03578157683499356+0j)
IIIIZXIXXIIIII (-0.03578157683499356+0j)
IIIIIXIXXIIIII (0.03578157683499356+0j)
YIYIXXIYYZIIII (-0.014202408128973968+0j)
XZYIXYIYYZIIII (0.014202408128973968+0j)
YIYIXXIXXIIIII (-0.014202408128973968+0j)
XZYIXYIXXIIIII (0.014202408128973968+0j)
XYYIXZIYYZIIII (-0.024005440472664733+0j)
XXYIYIIYYZIIII (0.024005440472664733+0j)
XYYIXZIXXIIIII (-0.024005440472664733+0j)
XXYIYIIXXIIIII (0.024005440472664733+0j)
ZXIIIIIYYZIIII (-0.03531207206607873+0j)
IXIIIIIYYZIIII (0.03531207206607873+0j)
ZXIIIIIXXIIIII (-0.03531207206607873+0j)
IXIIIIIXXIIIII (0.03531207206607873+0j)
IIIIIIZIZIZIII (0.14526754648302317+0j)
IIXIXYYIZIZIII (0.0023138699556311156+0j)
IIXIXXXZIIIIII (0.0023138699556311156+0j)
XYZIIIYIZIZIII (0.002233663996386527+0j)
XXZIIIXZIIIIII (0.002233663996386527+0j)
IIIIIZIZIIIIII (0.10791347828879969+0j)
XYYIXXIZIIIIII (0.009780396756415873+0j)
XXYIXYIZIIIIII (-0.009780396756415873+0j)
IIIIZZIZIIIIII (0.11266318038769048+0j)
YIYIXZIZIIIIII (0.003326266630218464+0j)
XZYIYIIZIIIIII (-0.003326266630218464+0j)
IIIZIIIZIIIIII (0.09817224903003095+0j)
IIZZZIIZIIIIII (0.09817224903003104+0j)
IZIIIIIZIIIIII (0.10974895466485646+0j)
ZZIIIIIZIIIIII (0.12329134507807078+0j)
IIIIIZZZZIZIII (0.11622280017997322+0j)
XYYIXXZZZIZIII (-0.020705584480567602+0j)
XXYIXYZZZIZIII (0.020705584480567602+0j)
IIIIZZZZZIZIII (0.11423100554785275+0j)
YIYIXZZZZIZIII (-0.031696111244351226+0j)
XZYIYIZZZIZIII (0.031696111244351226+0j)
IIIZIIZZZIZIII (0.13835103444268612+0j)
IIZZZIZZZIZIII (0.13835103444268623+0j)
IZIIIIZZZIZIII (0.11356880406905016+0j)
ZZIIIIZZZIZIII (0.13983738921622463+0j)
XYZIIZYZZIZIII (3.875214412914999e-05+0j)
XXZIIZXIIIIIII (3.875214412914999e-05+0j)
IIXIYXYZZIZIII (0.004380679259245681+0j)
IIXIYYXIIIIIII (-0.004380679259245681+0j)
YIZIIXYZZIZIII (0.00651020864099568+0j)
XZZIZYYZZIZIII (-0.002144606570902468+0j)
YIZIZXYZZIZIII (-0.00436560207009321+0j)
XZZIIXXIIIIIII (0.00436560207009321+0j)
YIZIIYXIIIIIII (-0.002144606570902468+0j)
XZZIZXXIIIIIII (-0.00651020864099568+0j)
IIXZXYYZZIZIII (0.0058790424234687975+0j)
IIXZXXXIIIIIII (0.0058790424234687975+0j)
IIYZYYYZZIZIII (-0.005879042423468801+0j)
IIYZYXXIIIIIII (-0.005879042423468801+0j)
IZXIXYYZZIZIII (0.0006988721068193675+0j)
IZXIXXXIIIIIII (0.0006988721068193675+0j)
ZZXIXYYZZIZIII (0.004102811672108251+0j)
ZZXIXXXIIIIIII (0.004102811672108251+0j)
XYZIZZYZZIZIII (0.00031692937658847674+0j)
XXZIZZXIIIIIII (0.00031692937658847674+0j)
ZXXIYIYZZIZIII (-0.0034687869685246283+0j)
IXXIYIYZZIZIII (0.0036748113105703082+0j)
ZYXIXZYZZIZIII (-0.00020602434204567988+0j)
IYXIYIXIIIIIII (-0.00020602434204567988+0j)
ZXXIXZXIIIIIII (-0.0036748113105703082+0j)
IXXIXZXIIIIIII (0.0034687869685246283+0j)
XYZZIIYZZIZIII (0.005226423196581951+0j)
XXZZIIXIIIIIII (0.005226423196581951+0j)
XYIZZIYZZIZIII (0.005226423196581956+0j)
XXIZZIXIIIIIII (0.005226423196581956+0j)
YXZIIIYZZIZIII (0.006332744308435366+0j)
YYZIIIXIIIIIII (-0.006332744308435366+0j)
IIIIZIIIIIIIII (0.06250250544781386+0j)
YIYIXIIIIIIIII (-0.009534485483616168+0j)
XZYIYZIIIIIIII (0.009534485483616168+0j)
IIIZIZIIIIIIII (0.08036167234862382+0j)
IIZZZZIIIIIIII (0.0803616723486239+0j)
IZIIIZIIIIIIII (0.0805735138630127+0j)
ZZIIIZIIIIIIII (0.09377551455824538+0j)
XYYIYYIIIIIIII (0.011607207569915054+0j)
XXYIYXIIIIIIII (0.011607207569915054+0j)
ZXIIZXIIIIIIII (0.02049489390495392+0j)
IXIIZXIIIIIIII (-0.01768289792966363+0j)
ZYIIIYIIIIIIII (0.0028119959752902915+0j)
IYIIZYIIIIIIII (0.0028119959752902915+0j)
ZXIIIXIIIIIIII (-0.01768289792966363+0j)
IXIIIXIIIIIIII (0.02049489390495392+0j)
XYYZXXIIIIIIII (-0.0006975134065945205+0j)
XXYZXYIIIIIIII (0.0006975134065945205+0j)
XYXZYXIIIIIIII (-0.0006975134065945205+0j)
XXXZYYIIIIIIII (0.0006975134065945205+0j)
YXYIXXIIIIIIII (-0.0044220113725580955+0j)
YYYIXYIIIIIIII (-0.0044220113725580955+0j)
IIIZZZIIIIIIII (0.08602665952400962+0j)
IIZZIZIIIIIIII (0.0860266595240097+0j)
IZIIZZIIIIIIII (0.08178814169455068+0j)
ZZIIZZIIIIIIII (0.09219528616642292+0j)
YIYZXZIIIIIIII (-0.010971855586678908+0j)
XZYZYIIIIIIIII (0.010971855586678908+0j)
YIXZYZIIIIIIII (-0.010971855586678918+0j)
XZXZXIIIIIIIII (-0.010971855586678918+0j)
YZYIXZIIIIIIII (-0.01713990337400787+0j)
XIYIYIIIIIIIII (0.01713990337400787+0j)
IIZIZIIIIIIIII (0.09427772585578942+0j)
IZIZIIIIIIIIII (0.07949191446363252+0j)
ZZIZIIIIIIIIII (0.09405484566698546+0j)
IZZZZIIIIIIIII (0.07949191446363259+0j)
ZZZZZIIIIIIIII (0.09405484566698555+0j)
ZIIIIIIIIIIIII (0.07443688259877773+0j)
