Jordan-Wigner mapping of BeH2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIII (-12.109913082430284+0j)
IIIXXIIXZZXIII (0.003453592409869341+0j)
YZZYIIIYZZYIII (0.004117403363045482+0j)
XZZXIIIYZZYIII (0.004117403363045482+0j)
YZZYIIIXZZXIII (0.004117403363045482+0j)
XZZXIIIXZZXIII (0.004117403363045482+0j)
IIIIIIIIZZIIII (0.07949191446363259+0j)
IIIIIIIZIZIIII (0.09405484566698555+0j)
IIIIIIZIIZIIII (0.14229299196031558+0j)
IIIIIYYIIZIIII (0.002041248607417213+0j)
IIIIIXXIIZIIII (0.002041248607417213+0j)
IYZZZZYIIZIIII (0.0011425226688368529+0j)
IXZZZZXIIZIIII (0.0011425226688368529+0j)
IIIIIZIIIZIIII (0.09279999627169265+0j)
IYZZZYIIIZIIII (-0.012573232996953242+0j)
IXZZZXIIIZIIII (-0.012573232996953242+0j)
IIIIZIIIIZIIII (0.08975893886236372+0j)
YZZZYIIIIZIIII (-0.014425447996548262+0j)
XZZZXIIIIZIIII (-0.014425447996548262+0j)
IIIZIIIIIZIIII (0.10034007066108222+0j)
IIZIIIIIIZIIII (0.11246476027166791+0j)
IZIIIIIIIZIIII (0.09224296511028865+0j)
ZIIIIIIIIZIIII (0.09817224903003104+0j)
IIYZZZYIYYIIII (0.004083900527745103+0j)
IIXZZZXIYYIIII (0.004083900527745103+0j)
IIYZZZYIXXIIII (0.004083900527745103+0j)
IIXZZZXIXXIIII (0.004083900527745103+0j)
IIYZZYIIYYIIII (0.011875719590358724+0j)
IIXZZXIIYYIIII (0.011875719590358724+0j)
IIYZZYIIXXIIII (0.011875719590358724+0j)
IIXZZXIIXXIIII (0.011875719590358724+0j)
IYYIIIIIYYIIII (0.01275105064665606+0j)
IXXIIIIIYYIIII (0.01275105064665606+0j)
IYYIIIIIXXIIII (0.01275105064665606+0j)
IXXIIIIIXXIIII (0.01275105064665606+0j)
IIYZYIIYZYIIII (0.0034535924098693443+0j)
IIXZXIIYZYIIII (0.0034535924098693443+0j)
IIYZYIIXZXIIII (0.0034535924098693443+0j)
IIXZXIIXZXIIII (0.0034535924098693443+0j)
YZYIIIIYZYIIII (0.004117403363045487+0j)
XZXIIIIYZYIIII (0.004117403363045487+0j)
YZYIIIIXZXIIII (0.004117403363045487+0j)
XZXIIIIXZXIIII (0.004117403363045487+0j)
IIIIIIIZZIIIII (0.07443688259877773+0j)
IIIIIIZIZIIIII (0.11933209515552604+0j)
IIIIIYYIZIIIII (0.0016331538525335475+0j)
IIIIIXXIZIIIII (0.0016331538525335475+0j)
IYZZZZYIZIIIII (0.0014816329409562338+0j)
IXZZZZXIZIIIII (0.0014816329409562338+0j)
IIIIIZIIZIIIII (0.0998566221517386+0j)
IYZZZYIIZIIIII (0.009012402710649133+0j)
IXZZZXIIZIIIII (0.009012402710649133+0j)
IIIIZIIIZIIIII (0.1026095769172983+0j)
YZZZYIIIZIIIII (0.006865537098656869+0j)
XZZZXIIIZIIIII (0.006865537098656869+0j)
IIIZIIIIZIIIII (0.09224296511028857+0j)
IIZIIIIIZIIIII (0.09224296511028865+0j)
IZIIIIIIZIIIII (0.10346463771577957+0j)
ZIIIIIIIZIIIII (0.10974895466485646+0j)
IIIIYZYYYIIIII (0.002869889314662391+0j)
IIIIXZXYYIIIII (0.002869889314662391+0j)
IIIIYZYXXIIIII (0.002869889314662391+0j)
IIIIXZXXXIIIII (0.002869889314662391+0j)
YZZZZZYYYIIIII (0.00409908031204884+0j)
XZZZZZXYYIIIII (0.00409908031204884+0j)
YZZZZZYXXIIIII (0.00409908031204884+0j)
XZZZZZXXXIIIII (0.00409908031204884+0j)
IIIIYYIYYIIIII (0.03578157683499356+0j)
IIIIXXIYYIIIII (0.03578157683499356+0j)
IIIIYYIXXIIIII (0.03578157683499356+0j)
IIIIXXIXXIIIII (0.03578157683499356+0j)
YZZZZYIYYIIIII (-0.014202408128973968+0j)
XZZZZXIYYIIIII (-0.014202408128973968+0j)
YZZZZYIXXIIIII (-0.014202408128973968+0j)
XZZZZXIXXIIIII (-0.014202408128973968+0j)
IYZZYIIYYIIIII (-0.024005440472664733+0j)
IXZZXIIYYIIIII (-0.024005440472664733+0j)
IYZZYIIXXIIIII (-0.024005440472664733+0j)
IXZZXIIXXIIIII (-0.024005440472664733+0j)
YYIIIIIYYIIIII (0.03531207206607873+0j)
XXIIIIIYYIIIII (0.03531207206607873+0j)
YYIIIIIXXIIIII (0.03531207206607873+0j)
XXIIIIIXXIIIII (0.03531207206607873+0j)
IIIIIIZZIIIIII (0.14526754648302317+0j)
IIIIIYYZIIIIII (0.0023138699556311156+0j)
IIIIIXXZIIIIII (0.0023138699556311156+0j)
IYZZZZYZIIIIII (0.002233663996386527+0j)
IXZZZZXZIIIIII (0.002233663996386527+0j)
IIIIIZIZIIIIII (0.10791347828879969+0j)
IYZZZYIZIIIIII (0.009780396756415873+0j)
IXZZZXIZIIIIII (0.009780396756415873+0j)
IIIIZIIZIIIIII (0.11266318038769048+0j)
YZZZYIIZIIIIII (0.003326266630218464+0j)
XZZZXIIZIIIIII (0.003326266630218464+0j)
IIIZIIIZIIIIII (0.09817224903003095+0j)
IIZIIIIZIIIIII (0.09817224903003104+0j)
IZIIIIIZIIIIII (0.10974895466485646+0j)
ZIIIIIIZIIIIII (0.12329134507807078+0j)
IIIIIZZIIIIIII (0.11622280017997322+0j)
IYZZZYZIIIIIII (-0.020705584480567602+0j)
IXZZZXZIIIIIII (-0.020705584480567602+0j)
IIIIZIZIIIIIII (0.11423100554785275+0j)
YZZZYIZIIIIIII (-0.031696111244351226+0j)
XZZZXIZIIIIIII (-0.031696111244351226+0j)
IIIZIIZIIIIIII (0.13835103444268612+0j)
IIZIIIZIIIIIII (0.13835103444268623+0j)
IZIIIIZIIIIIII (0.11356880406905016+0j)
ZIIIIIZIIIIIII (0.13983738921622463+0j)
IYZZZIYIIIIIII (3.875214412914999e-05+0j)
IXZZZIXIIIIIII (3.875214412914999e-05+0j)
IIIIZYYIIIIIII (0.004380679259245681+0j)
IIIIZXXIIIIIII (0.004380679259245681+0j)
YZZZYYYIIIIIII (-0.00651020864099568+0j)
XZZZXYYIIIIIII (-0.002144606570902468+0j)
YZZZXXYIIIIIII (-0.00436560207009321+0j)
XZZZYYXIIIIIII (-0.00436560207009321+0j)
YZZZYXXIIIIIII (-0.002144606570902468+0j)
XZZZXXXIIIIIII (-0.00651020864099568+0j)
IIIZIYYIIIIIII (0.0058790424234687975+0j)
IIIZIXXIIIIIII (0.0058790424234687975+0j)
IIZIIYYIIIIIII (0.005879042423468801+0j)
IIZIIXXIIIIIII (0.005879042423468801+0j)
IZIIIYYIIIIIII (0.0006988721068193675+0j)
IZIIIXXIIIIIII (0.0006988721068193675+0j)
ZIIIIYYIIIIIII (0.004102811672108251+0j)
ZIIIIXXIIIIIII (0.004102811672108251+0j)
IYZZIZYIIIIIII (0.00031692937658847674+0j)
IXZZIZXIIIIIII (0.00031692937658847674+0j)
YYIIYZYIIIIIII (0.0034687869685246283+0j)
XXIIYZYIIIIIII (0.0036748113105703082+0j)
YXIIXZYIIIIIII (-0.00020602434204567988+0j)
XYIIYZXIIIIIII (-0.00020602434204567988+0j)
YYIIXZXIIIIIII (0.0036748113105703082+0j)
XXIIXZXIIIIIII (0.0034687869685246283+0j)
IYZIZZYIIIIIII (0.005226423196581951+0j)
IXZIZZXIIIIIII (0.005226423196581951+0j)
IYIZZZYIIIIIII (0.005226423196581956+0j)
IXIZZZXIIIIIII (0.005226423196581956+0j)
ZYZZZZYIIIIIII (0.006332744308435366+0j)
ZXZZZZXIIIIIII (0.006332744308435366+0j)
IIIIZZIIIIIIII (0.06250250544781386+0j)
YZZZYZIIIIIIII (-0.009534485483616168+0j)
XZZZXZIIIIIIII (-0.009534485483616168+0j)
IIIZIZIIIIIIII (0.08036167234862382+0j)
IIZIIZIIIIIIII (0.0803616723486239+0j)
IZIIIZIIIIIIII (0.0805735138630127+0j)
ZIIIIZIIIIIIII (0.09377551455824538+0j)
IYZZIYIIIIIIII (-0.011607207569915054+0j)
IXZZIXIIIIIIII (-0.011607207569915054+0j)
YYIIYYIIIIIIII (0.02049489390495392+0j)
XXIIYYIIIIIIII (0.01768289792966363+0j)
YXIIXYIIIIIIII (0.0028119959752902915+0j)
XYIIYXIIIIIIII (0.0028119959752902915+0j)
YYIIXXIIIIIIII (0.01768289792966363+0j)
XXIIXXIIIIIIII (0.02049489390495392+0j)
IYZIZYIIIIIIII (-0.0006975134065945205+0j)
IXZIZXIIIIIIII (-0.0006975134065945205+0j)
IYIZZYIIIIIIII (-0.0006975134065945205+0j)
IXIZZXIIIIIIII (-0.0006975134065945205+0j)
ZYZZZYIIIIIIII (-0.0044220113725580955+0j)
ZXZZZXIIIIIIII (-0.0044220113725580955+0j)
IIIZZIIIIIIIII (0.08602665952400962+0j)
IIZIZIIIIIIIII (0.0860266595240097+0j)
IZIIZIIIIIIIII (0.08178814169455068+0j)
ZIIIZIIIIIIIII (0.09219528616642292+0j)
YZZIYIIIIIIIII (-0.010971855586678908+0j)
XZZIXIIIIIIIII (-0.010971855586678908+0j)
YZIZYIIIIIIIII (-0.010971855586678918+0j)
XZIZXIIIIIIIII (-0.010971855586678918+0j)
YIZZYIIIIIIIII (-0.01713990337400787+0j)
XIZZXIIIIIIIII (-0.01713990337400787+0j)
IIZZIIIIIIIIII (0.09427772585578942+0j)
IZIZIIIIIIIIII (0.07949191446363252+0j)
ZIIZIIIIIIIIII (0.09405484566698546+0j)
IZZIIIIIIIIIII (0.07949191446363259+0j)
ZIZIIIIIIIIIII (0.09405484566698555+0j)
ZZIIIIIIIIIIII (0.07443688259877773+0j)
