Jordan-Wigner mapping of NH3 Hamiltonian in sto3g basis.
IIIIIIIIIIII (-15.41294640079288+0j)
YZZYIIIIIZII (-0.014437274211840257+0j)
XZZXIIIIIZII (-0.014437274211840257+0j)
IIZIIIIIIZII (0.13278603922932036+0j)
IYYIIIIIIZII (0.0078616669548775+0j)
IXXIIIIIIZII (0.0078616669548775+0j)
IZIIIIIIIZII (0.12592342117983454+0j)
ZIIIIIIIIZII (0.13993689756448113+0j)
IIIIIIYZIYII (-0.03295554549532827+0j)
IIIIIIXZIXII (-0.03295554549532827+0j)
IIIIIIYYYYII (0.004620321857496237+0j)
IIIIIIXXYYII (6.3844444567776e-05+0j)
IIIIIIYXXYII (0.004556477412928461+0j)
IIIIIIXYYXII (0.004556477412928461+0j)
IIIIIIYYXXII (6.3844444567776e-05+0j)
IIIIIIXXXXII (0.004620321857496237+0j)
IIIYZYIIYYII (-0.0008058665440099663+0j)
IIIXZXIIYYII (-0.0008058665440099663+0j)
IIIYZYIIXXII (-0.0008058665440099663+0j)
IIIXZXIIXXII (-0.0008058665440099663+0j)
YZZZZYIIYYII (0.006281615825594021+0j)
XZZZZXIIYYII (0.006281615825594021+0j)
YZZZZYIIXXII (0.006281615825594021+0j)
XZZZZXIIXXII (0.006281615825594021+0j)
IIIYYIIIYYII (0.002595120387374727+0j)
IIIXXIIIYYII (0.002595120387374727+0j)
IIIYYIIIXXII (0.002595120387374727+0j)
IIIXXIIIXXII (0.002595120387374727+0j)
YZZZYIIIYYII (-0.002616224071675449+0j)
XZZZXIIIYYII (-0.002616224071675449+0j)
YZZZYIIIXXII (-0.002616224071675449+0j)
XZZZXIIIXXII (-0.002616224071675449+0j)
IIYYIIIIYYII (0.00789713153928647+0j)
IIXXIIIIYYII (0.00789713153928647+0j)
IIYYIIIIXXII (0.00789713153928647+0j)
IIXXIIIIXXII (0.00789713153928647+0j)
IYZYIIIIYYII (0.0035184412305791155+0j)
IXZXIIIIYYII (0.0035184412305791155+0j)
IYZYIIIIXXII (0.0035184412305791155+0j)
IXZXIIIIXXII (0.0035184412305791155+0j)
YZYIIIIIYYII (0.0046119473710569125+0j)
XZXIIIIIYYII (0.0046119473710569125+0j)
YZYIIIIIXXII (0.0046119473710569125+0j)
XZXIIIIIXXII (0.0046119473710569125+0j)
YYIIIIIIYYII (-0.004406455550359706+0j)
XXIIIIIIYYII (-0.004406455550359706+0j)
YYIIIIIIXXII (-0.004406455550359706+0j)
XXIIIIIIXXII (-0.004406455550359706+0j)
IIIIIIYIZYII (-0.02033110111095667+0j)
IIIIIIXIZXII (-0.02033110111095667+0j)
IIIYZYIYZYII (-0.005201317931196623+0j)
IIIXZXIYZYII (-0.005201317931196623+0j)
IIIYZYIXZXII (-0.005201317931196623+0j)
IIIXZXIXZXII (-0.005201317931196623+0j)
YZZZZYIYZYII (0.009537148737102567+0j)
XZZZZXIYZYII (0.009537148737102567+0j)
YZZZZYIXZXII (0.009537148737102567+0j)
XZZZZXIXZXII (0.009537148737102567+0j)
IIIYYIIYZYII (0.007320446767139862+0j)
IIIXXIIYZYII (0.007320446767139862+0j)
IIIYYIIXZXII (0.007320446767139862+0j)
IIIXXIIXZXII (0.007320446767139862+0j)
YZZZYIIYZYII (-0.006525171904740619+0j)
XZZZXIIYZYII (-0.006525171904740619+0j)
YZZZYIIXZXII (-0.006525171904740619+0j)
XZZZXIIXZXII (-0.006525171904740619+0j)
IIYYIIIYZYII (0.0035184412305791155+0j)
IIXXIIIYZYII (0.0035184412305791155+0j)
IIYYIIIXZXII (0.0035184412305791155+0j)
IIXXIIIXZXII (0.0035184412305791155+0j)
IYZYIIIYZYII (0.013274650769410964+0j)
IXZXIIIYZYII (0.013274650769410964+0j)
IYZYIIIXZXII (0.013274650769410964+0j)
IXZXIIIXZXII (0.013274650769410964+0j)
YZYIIIIYZYII (-0.004470299994927482+0j)
XZXIIIIYZYII (-0.004470299994927482+0j)
YZYIIIIXZXII (-0.004470299994927482+0j)
XZXIIIIXZXII (-0.004470299994927482+0j)
YYIIIIIYZYII (-0.009374805904064427+0j)
XXIIIIIYZYII (-0.009374805904064427+0j)
YYIIIIIXZXII (-0.009374805904064427+0j)
XXIIIIIXZXII (-0.009374805904064427+0j)
IIIIIZYZZYII (-0.025216439801225243+0j)
IIIIIZXZZXII (-0.025216439801225243+0j)
IIIIYYYZZYII (0.010293518251262375+0j)
IIIIXXYZZYII (0.010293518251262375+0j)
IIIIYYXZZXII (0.010293518251262375+0j)
IIIIXXXZZXII (0.010293518251262375+0j)
IIYZZYYZZYII (0.012494465142844188+0j)
IIXZZXYZZYII (0.012494465142844188+0j)
IIYZZYXZZXII (0.012494465142844188+0j)
IIXZZXXZZXII (0.012494465142844188+0j)
IYZZZYYZZYII (0.018697393275268707+0j)
IXZZZXYZZYII (0.018697393275268707+0j)
IYZZZYXZZXII (0.018697393275268707+0j)
IXZZZXXZZXII (0.018697393275268707+0j)
IIIIZIYZZYII (-0.02113116632914358+0j)
IIIIZIXZZXII (-0.02113116632914358+0j)
IIYZYIYZZYII (-0.0026164642790366924+0j)
IIXZXIYZZYII (-0.0026164642790366924+0j)
IIYZYIXZZXII (-0.0026164642790366924+0j)
IIXZXIXZZXII (-0.0026164642790366924+0j)
IYZZYIYZZYII (-0.0065271396429213415+0j)
IXZZXIYZZYII (-0.0065271396429213415+0j)
IYZZYIXZZXII (-0.0065271396429213415+0j)
IXZZXIXZZXII (-0.0065271396429213415+0j)
IIIZIIYZZYII (-0.014437274211840257+0j)
IIIZIIXZZXII (-0.014437274211840257+0j)
YZZYIIYZZYII (0.0343896839294899+0j)
XZZXIIYZZYII (0.0343896839294899+0j)
YZZYIIXZZXII (0.0343896839294899+0j)
XZZXIIXZZXII (0.0343896839294899+0j)
IIZIIIYZZYII (-0.03756749286638518+0j)
IIZIIIXZZXII (-0.03756749286638518+0j)
IYYIIIYZZYII (-0.009026777407855943+0j)
IXXIIIYZZYII (-0.009026777407855943+0j)
IYYIIIXZZXII (-0.009026777407855943+0j)
IXXIIIXZZXII (-0.009026777407855943+0j)
IZIIIIYZZYII (-0.010956295206892246+0j)
IZIIIIXZZXII (-0.010956295206892246+0j)
ZIIIIIYZZYII (-0.016701361616112163+0j)
ZIIIIIXZZXII (-0.016701361616112163+0j)
IIIIIIIZZIII (0.11245926652360086+0j)
IIIIIIZIZIII (0.12584149593696844+0j)
IIIIIZIIZIII (0.14591468453527678+0j)
IIIIYYIIZIII (-3.21799365247781e-07+0j)
IIIIXXIIZIII (-3.21799365247781e-07+0j)
IIYZZYIIZIII (-0.024035303747537557+0j)
IIXZZXIIZIII (-0.024035303747537557+0j)
IYZZZYIIZIII (-0.027731679984169155+0j)
IXZZZXIIZIII (-0.027731679984169155+0j)
IIIIZIIIZIII (0.13278619635238081+0j)
IIYZYIIIZIII (4.7483690407022425e-07+0j)
IIXZXIIIZIII (4.7483690407022425e-07+0j)
IYZZYIIIZIII (6.050617576231431e-06+0j)
IXZZXIIIZIII (6.050617576231431e-06+0j)
IIIZIIIIZIII (0.13278603922932036+0j)
YZZYIIIIZIII (-0.03756749286638518+0j)
XZZXIIIIZIII (-0.03756749286638518+0j)
IIZIIIIIZIII (0.18716071703378187+0j)
IYYIIIIIZIII (0.01678191484634023+0j)
IXXIIIIIZIII (0.01678191484634023+0j)
IZIIIIIIZIII (0.12141732481799741+0j)
ZIIIIIIIZIII (0.1377073738549341+0j)
IIIIIIZYYIII (0.016976577952440786+0j)
IIIIIIZXXIII (0.016976577952440786+0j)
IIIIIZIYYIII (0.015264105849520572+0j)
IIIIIZIXXIII (0.015264105849520572+0j)
IIIIYYIYYIII (-2.043620035018846e-06+0j)
IIIIXXIYYIII (-2.043620035018846e-06+0j)
IIIIYYIXXIII (-2.043620035018846e-06+0j)
IIIIXXIXXIII (-2.043620035018846e-06+0j)
IIYZZYIYYIII (0.002171715916025247+0j)
IIXZZXIYYIII (0.002171715916025247+0j)
IIYZZYIXXIII (0.002171715916025247+0j)
IIXZZXIXXIII (0.002171715916025247+0j)
IYZZZYIYYIII (-0.012989533144774136+0j)
IXZZZXIYYIII (-0.012989533144774136+0j)
IYZZZYIXXIII (-0.012989533144774136+0j)
IXZZZXIXXIII (-0.012989533144774136+0j)
IIIIZIIYYIII (0.007863016470072865+0j)
IIIIZIIXXIII (0.007863016470072865+0j)
IIYZYIIYYIII (-6.523287090288749e-07+0j)
IIXZXIIYYIII (-6.523287090288749e-07+0j)
IIYZYIIXXIII (-6.523287090288749e-07+0j)
IIXZXIIXXIII (-6.523287090288749e-07+0j)
IYZZYIIYYIII (1.9711735206289892e-06+0j)
IXZZXIIYYIII (1.9711735206289892e-06+0j)
IYZZYIIXXIII (1.9711735206289892e-06+0j)
IXZZXIIXXIII (1.9711735206289892e-06+0j)
IIIZIIIYYIII (0.0078616669548775+0j)
IIIZIIIXXIII (0.0078616669548775+0j)
YZZYIIIYYIII (-0.009026777407855943+0j)
XZZXIIIYYIII (-0.009026777407855943+0j)
YZZYIIIXXIII (-0.009026777407855943+0j)
XZZXIIIXXIII (-0.009026777407855943+0j)
IIZIIIIYYIII (0.01678191484634023+0j)
IIZIIIIXXIII (0.01678191484634023+0j)
IYYIIIIYYIII (0.00895805829439656+0j)
IXXIIIIYYIII (0.00895805829439656+0j)
IYYIIIIXXIII (0.00895805829439656+0j)
IXXIIIIXXIII (0.00895805829439656+0j)
IZIIIIIYYIII (0.012248410796693011+0j)
IZIIIIIXXIII (0.012248410796693011+0j)
ZIIIIIIYYIII (0.007339314537280214+0j)
ZIIIIIIXXIII (0.007339314537280214+0j)
IIIYZYYZYIII (0.013267432774309322+0j)
IIIXZXYZYIII (0.013267432774309322+0j)
IIIYZYXZXIII (0.013267432774309322+0j)
IIIXZXXZXIII (0.013267432774309322+0j)
YZZZZYYZYIII (0.003747015383250126+0j)
XZZZZXYZYIII (0.003747015383250126+0j)
YZZZZYXZXIII (0.003747015383250126+0j)
XZZZZXXZXIII (0.003747015383250126+0j)
IIIYYIYZYIII (-0.005080502233136274+0j)
IIIXXIYZYIII (-0.005080502233136274+0j)
IIIYYIXZXIII (-0.005080502233136274+0j)
IIIXXIXZXIII (-0.005080502233136274+0j)
YZZZYIYZYIII (0.004960888051024456+0j)
XZZZXIYZYIII (0.004960888051024456+0j)
YZZZYIXZXIII (0.004960888051024456+0j)
XZZZXIXZXIII (0.004960888051024456+0j)
IIYYIIYZYIII (0.0046119473710569125+0j)
IIXXIIYZYIII (0.0046119473710569125+0j)
IIYYIIXZXIII (0.0046119473710569125+0j)
IIXXIIXZXIII (0.0046119473710569125+0j)
IYZYIIYZYIII (-0.004470299994927482+0j)
IXZXIIYZYIII (-0.004470299994927482+0j)
IYZYIIXZXIII (-0.004470299994927482+0j)
IXZXIIXZXIII (-0.004470299994927482+0j)
YZYIIIYZYIII (0.011865877917965643+0j)
XZXIIIYZYIII (0.011865877917965643+0j)
YZYIIIXZXIII (0.011865877917965643+0j)
XZXIIIXZXIII (0.011865877917965643+0j)
YYIIIIYZYIII (0.009637263415160573+0j)
XXIIIIYZYIII (0.009637263415160573+0j)
YYIIIIXZXIII (0.009637263415160573+0j)
XXIIIIXZXIII (0.009637263415160573+0j)
IIIIIIZZIIII (0.10262409894998245+0j)
IIIIIZIZIIII (0.1369313558085216+0j)
IIIIYYIZIIII (6.172287921531704e-06+0j)
IIIIXXIZIIII (6.172287921531704e-06+0j)
IIYZZYIZIIII (0.013405565263211454+0j)
IIXZZXIZIIII (0.013405565263211454+0j)
IYZZZYIZIIII (-0.024708703105989063+0j)
IXZZZXIZIIII (-0.024708703105989063+0j)
IIIIZIIZIIII (0.12591791053545304+0j)
IIYZYIIZIIII (-9.710071922361743e-07+0j)
IIXZXIIZIIII (-9.710071922361743e-07+0j)
IYZZYIIZIIII (-3.540470284767519e-07+0j)
IXZZXIIZIIII (-3.540470284767519e-07+0j)
IIIZIIIZIIII (0.12592342117983454+0j)
YZZYIIIZIIII (-0.010956295206892246+0j)
XZZXIIIZIIII (-0.010956295206892246+0j)
IIZIIIIZIIII (0.12141732481799741+0j)
IYYIIIIZIIII (0.012248410796693011+0j)
IXXIIIIZIIII (0.012248410796693011+0j)
IZIIIIIZIIII (0.13508099722001454+0j)
ZIIIIIIZIIII (0.1262016616966266+0j)
IIIYZYYYIIII (0.022861174142253818+0j)
IIIXZXYYIIII (0.022861174142253818+0j)
IIIYZYXXIIII (0.022861174142253818+0j)
IIIXZXXXIIII (0.022861174142253818+0j)
YZZZZYYYIIII (-0.0002791266248962903+0j)
XZZZZXYYIIII (-0.0002791266248962903+0j)
YZZZZYXXIIII (-0.0002791266248962903+0j)
XZZZZXXXIIII (-0.0002791266248962903+0j)
IIIYYIYYIIII (-0.011105916466319681+0j)
IIIXXIYYIIII (-0.011105916466319681+0j)
IIIYYIXXIIII (-0.011105916466319681+0j)
IIIXXIXXIIII (-0.011105916466319681+0j)
YZZZYIYYIIII (0.01120730502707168+0j)
XZZZXIYYIIII (0.01120730502707168+0j)
YZZZYIXXIIII (0.01120730502707168+0j)
XZZZXIXXIIII (0.01120730502707168+0j)
IIYYIIYYIIII (-0.004406455550359706+0j)
IIXXIIYYIIII (-0.004406455550359706+0j)
IIYYIIXXIIII (-0.004406455550359706+0j)
IIXXIIXXIIII (-0.004406455550359706+0j)
IYZYIIYYIIII (-0.009374805904064427+0j)
IXZXIIYYIIII (-0.009374805904064427+0j)
IYZYIIXXIIII (-0.009374805904064427+0j)
IXZXIIXXIIII (-0.009374805904064427+0j)
YZYIIIYYIIII (0.009637263415160573+0j)
XZXIIIYYIIII (0.009637263415160573+0j)
YZYIIIXXIIII (0.009637263415160573+0j)
XZXIIIXXIIII (0.009637263415160573+0j)
YYIIIIYYIIII (0.023577562746644163+0j)
XXIIIIYYIIII (0.023577562746644163+0j)
YYIIIIXXIIII (0.023577562746644163+0j)
XXIIIIXXIIII (0.023577562746644163+0j)
IIIIIZZIIIII (0.13698093677353865+0j)
IIIIYYZIIIII (0.007611057509161204+0j)
IIIIXXZIIIII (0.007611057509161204+0j)
IIYZZYZIIIII (-0.003548854362407984+0j)
IIXZZXZIIIII (-0.003548854362407984+0j)
IYZZZYZIIIII (-0.019901421150582473+0j)
IXZZZXZIIIII (-0.019901421150582473+0j)
IIIIZIZIIIII (0.12175009370675238+0j)
IIYZYIZIIIII (-0.0036848174025869585+0j)
IIXZXIZIIIII (-0.0036848174025869585+0j)
IYZZYIZIIIII (-0.008828183859850416+0j)
IXZZXIZIIIII (-0.008828183859850416+0j)
IIIZIIZIIIII (0.13993689756448113+0j)
YZZYIIZIIIII (-0.016701361616112163+0j)
XZZXIIZIIIII (-0.016701361616112163+0j)
IIZIIIZIIIII (0.1377073738549341+0j)
IYYIIIZIIIII (0.007339314537280214+0j)
IXXIIIZIIIII (0.007339314537280214+0j)
IZIIIIZIIIII (0.1262016616966266+0j)
ZIIIIIZIIIII (0.14415343874915562+0j)
IIIIZZIIIIII (0.10848581025370185+0j)
IIYZYZIIIIII (2.6031282169961586e-07+0j)
IIXZXZIIIIII (2.6031282169961586e-07+0j)
IYZZYZIIIIII (3.1647869144284745e-06+0j)
IXZZXZIIIIII (3.1647869144284745e-06+0j)
IIIZIZIIIIII (0.10848609088935371+0j)
YZZYIZIIIIII (-0.01844822582853088+0j)
XZZXIZIIIIII (-0.01844822582853088+0j)
IIZIIZIIIIII (0.12208627955339334+0j)
IYYIIZIIIIII (0.011677832958948605+0j)
IXXIIZIIIIII (0.011677832958948605+0j)
IZIIIZIIIIII (0.11278716743387024+0j)
ZIIIIZIIIIII (0.12380628920080962+0j)
IIYZIYIIIIII (-0.0003419613898698867+0j)
IIXZIXIIIIII (-0.0003419613898698867+0j)
IYZZIYIIIIII (-0.02487716567172257+0j)
IXZZIXIIIIII (-0.02487716567172257+0j)
IIIZYYIIIIII (2.6941227771262732e-08+0j)
IIIZXXIIIIII (2.6941227771262732e-08+0j)
YZZYYYIIIIII (0.00648737698996732+0j)
XZZXYYIIIIII (4.1771795119237287e-07+0j)
YZZXXYIIIIII (0.006486959272016131+0j)
XZZYYXIIIIII (0.006486959272016131+0j)
YZZYXXIIIIII (4.1771795119237287e-07+0j)
XZZXXXIIIIII (0.00648737698996732+0j)
IIZIYYIIIIII (-3.4282282457395643e-07+0j)
IIZIXXIIIIII (-3.4282282457395643e-07+0j)
IYYIYYIIIIII (-1.0160833583349425e-06+0j)
IXXIYYIIIIII (-1.7709755669988256e-07+0j)
IYXIXYIIIIII (-8.3898580163506e-07+0j)
IXYIYXIIIIII (-8.3898580163506e-07+0j)
IYYIXXIIIIII (-1.7709755669988256e-07+0j)
IXXIXXIIIIII (-1.0160833583349425e-06+0j)
IZIIYYIIIIII (2.1031862598404946e-06+0j)
IZIIXXIIIIII (2.1031862598404946e-06+0j)
ZIIIYYIIIIII (0.006045421778902292+0j)
ZIIIXXIIIIII (0.006045421778902292+0j)
IIYIZYIIIIII (-0.000341839605664035+0j)
IIXIZXIIIIII (-0.000341839605664035+0j)
IYZIZYIIIIII (-0.024878273114469125+0j)
IXZIZXIIIIII (-0.024878273114469125+0j)
YZYYZYIIIIII (0.0069858169487153005+0j)
XZXYZYIIIIII (0.000772967631465137+0j)
YZXXZYIIIIII (0.006212849317250164+0j)
XZYYZXIIIIII (0.006212849317250164+0j)
YZYXZXIIIIII (0.000772967631465137+0j)
XZXXZXIIIIII (0.0069858169487153005+0j)
YYIYZYIIIIII (0.013324025405151249+0j)
XXIYZYIIIIII (0.004163780866985111+0j)
YXIXZYIIIIII (0.009160244538166138+0j)
XYIYZXIIIIII (0.009160244538166138+0j)
YYIXZXIIIIII (0.004163780866985111+0j)
XXIXZXIIIIII (0.013324025405151249+0j)
IYIZZYIIIIII (-0.025559964068143908+0j)
IXIZZXIIIIII (-0.025559964068143908+0j)
IZYZZYIIIIII (0.0004160321184373157+0j)
IZXZZXIIIIII (0.0004160321184373157+0j)
ZIYZZYIIIIII (0.000198161020842142+0j)
ZIXZZXIIIIII (0.000198161020842142+0j)
ZYZZZYIIIIII (-0.020180547775478765+0j)
ZXZZZXIIIIII (-0.020180547775478765+0j)
IIIZZIIIIIII (0.11098940203154403+0j)
YZZYZIIIIIII (-0.024478678784779256+0j)
XZZXZIIIIIII (-0.024478678784779256+0j)
IIZIZIIIIIII (0.12488905025026696+0j)
IYYIZIIIIIII (0.011380855562612955+0j)
IXXIZIIIIIII (0.011380855562612955+0j)
IZIIZIIIIIII (0.11264635671039147+0j)
ZIIIZIIIIIII (0.11323660636606517+0j)
IIYIYIIIIIII (1.8982886787650977e-07+0j)
IIXIXIIIIIII (1.8982886787650977e-07+0j)
IYZIYIIIIIII (3.7424254675910013e-06+0j)
IXZIXIIIIIII (3.7424254675910013e-06+0j)
YZYYYIIIIIII (-0.002464278161460824+0j)
XZXYYIIIIIII (-0.0024640379540995802+0j)
YZXXYIIIIIII (-2.4020736124393677e-07+0j)
XZYYXIIIIIII (-2.4020736124393677e-07+0j)
YZYXXIIIIIII (-0.0024640379540995802+0j)
XZXXXIIIIIII (-0.002464278161460824+0j)
YYIYYIIIIIII (-0.004580744561579059+0j)
XXIYYIIIIIII (-0.004578776823398338+0j)
YXIXYIIIIIII (-1.967738180721698e-06+0j)
XYIYXIIIIIII (-1.967738180721698e-06+0j)
YYIXXIIIIIII (-0.004578776823398338+0j)
XXIXXIIIIIII (-0.004580744561579059+0j)
IYIZYIIIIIII (5.398288867202556e-06+0j)
IXIZXIIIIIII (5.398288867202556e-06+0j)
IZYZYIIIIIII (1.000166328392815e-06+0j)
IZXZXIIIIIII (1.000166328392815e-06+0j)
ZIYZYIIIIIII (0.001276070648437497+0j)
ZIXZXIIIIIII (0.001276070648437497+0j)
ZYZZYIIIIIII (0.002379121167221266+0j)
ZXZZXIIIIIII (0.002379121167221266+0j)
IIZZIIIIIIII (0.1248889076900339+0j)
IYYZIIIIIIII (0.011380108185456615+0j)
IXXZIIIIIIII (0.011380108185456615+0j)
IZIZIIIIIIII (0.11264877041042358+0j)
ZIIZIIIIIIII (0.10554721363499123+0j)
YZIYIIIIIIII (-0.03295554549532827+0j)
XZIXIIIIIIII (-0.03295554549532827+0j)
YYYYIIIIIIII (0.004620321857496237+0j)
XXYYIIIIIIII (6.3844444567776e-05+0j)
YXXYIIIIIIII (0.004556477412928461+0j)
XYYXIIIIIIII (0.004556477412928461+0j)
YYXXIIIIIIII (6.3844444567776e-05+0j)
XXXXIIIIIIII (0.004620321857496237+0j)
YIZYIIIIIIII (-0.02033110111095667+0j)
XIZXIIIIIIII (-0.02033110111095667+0j)
IZZIIIIIIIII (0.11245926652360086+0j)
ZIZIIIIIIIII (0.12584149593696844+0j)
ZYYIIIIIIIII (0.016976577952440786+0j)
ZXXIIIIIIIII (0.016976577952440786+0j)
ZZIIIIIIIIII (0.10262409894998245+0j)
