Jordan-Wigner mapping of NH3 Hamiltonian in sto3g basis.
IIIIIIIIIIIIII (-15.686545446509985+0j)
IIXZZXIXZZZZZX (0.009536641780833683+0j)
YZZZZYIYZZZZZY (0.0015697927442892086+0j)
XZZZZXIYZZZZZY (0.0015697927442892086+0j)
YZZZZYIXZZZZZX (0.0015697927442892086+0j)
XZZZZXIXZZZZZX (0.0015697927442892086+0j)
IIIIZIIYZZZZZY (-0.003808579508084095+0j)
IIIIZIIXZZZZZX (-0.003808579508084095+0j)
IYZZYIIYZZZZZY (-0.0015628626270266272+0j)
IXZZXIIYZZZZZY (-0.0015628626270266272+0j)
IYZZYIIXZZZZZX (-0.0015628626270266272+0j)
IXZZXIIXZZZZZX (-0.0015628626270266272+0j)
IIIZIIIYZZZZZY (-3.993097115833889e-06+0j)
IIIZIIIXZZZZZX (-3.993097115833889e-06+0j)
IIYYIIIYZZZZZY (-2.5477243973232554e-06+0j)
IIXXIIIYZZZZZY (-2.5477243973232554e-06+0j)
IIYYIIIXZZZZZX (-2.5477243973232554e-06+0j)
IIXXIIIXZZZZZX (-2.5477243973232554e-06+0j)
YZZYIIIYZZZZZY (0.0037471057980907716+0j)
XZZXIIIYZZZZZY (0.0037471057980907716+0j)
YZZYIIIXZZZZZX (0.0037471057980907716+0j)
XZZXIIIXZZZZZX (0.0037471057980907716+0j)
IIZIIIIYZZZZZY (-3.152673027133346e-06+0j)
IIZIIIIXZZZZZX (-3.152673027133346e-06+0j)
YZYIIIIYZZZZZY (-0.0002777029780166452+0j)
XZXIIIIYZZZZZY (-0.0002777029780166452+0j)
YZYIIIIXZZZZZX (-0.0002777029780166452+0j)
XZXIIIIXZZZZZX (-0.0002777029780166452+0j)
IZIIIIIYZZZZZY (-0.006089039255437851+0j)
IZIIIIIXZZZZZX (-0.006089039255437851+0j)
ZIIIIIIYZZZZZY (0.006083354852748517+0j)
ZIIIIIIXZZZZZX (0.006083354852748517+0j)
IIIIIIIIIIIZZI (0.11098940203156295+0j)
IIIIIIIIYZZYZI (-0.024478678784783457+0j)
IIIIIIIIXZZXZI (-0.024478678784783457+0j)
IIIIIIIIIIZIZI (0.12488905025021384+0j)
IIIIIIIIIYYIZI (0.011380855562668324+0j)
IIIIIIIIIXXIZI (0.011380855562668324+0j)
IIIIIIIYZZYIZI (-0.002462705439218658+0j)
IIIIIIIXZZXIZI (-0.002462705439218658+0j)
IIIIIIIIIZIIZI (0.11264635671042258+0j)
IIIIIIIYZYIIZI (-0.004581397018490592+0j)
IIIIIIIXZXIIZI (-0.004581397018490592+0j)
IIIIIIIIZIIIZI (0.11323660636606628+0j)
IIIIIIIZIIIIZI (0.10554982207945288+0j)
IIIIIIZIIIIIZI (0.1388787083862406+0j)
IIIIIYYIIIIIZI (-0.011340211110000453+0j)
IIIIIXXIIIIIZI (-0.011340211110000453+0j)
IIIYZZYIIIIIZI (0.0004643354535715223+0j)
IIIXZZXIIIIIZI (0.0004643354535715223+0j)
IIYZZZYIIIIIZI (-0.019677306483949823+0j)
IIXZZZXIIIIIZI (-0.019677306483949823+0j)
YZZZZZYIIIIIZI (0.003803097242617403+0j)
XZZZZZXIIIIIZI (0.003803097242617403+0j)
IIIIIZIIIIIIZI (0.1429445839260365+0j)
IIIYZYIIIIIIZI (0.002595215705473678+0j)
IIIXZXIIIIIIZI (0.002595215705473678+0j)
IIYZZYIIIIIIZI (0.007322335083746757+0j)
IIXZZXIIIIIIZI (0.007322335083746757+0j)
YZZZZYIIIIIIZI (-0.014436972252489749+0j)
XZZZZXIIIIIIZI (-0.014436972252489749+0j)
IIIIZIIIIIIIZI (0.12164167914994527+0j)
IYZZYIIIIIIIZI (-0.021131166329150623+0j)
IXZZXIIIIIIIZI (-0.021131166329150623+0j)
IIIZIIIIIIIIZI (0.13278619635235114+0j)
IIYYIIIIIIIIZI (0.007863016470109918+0j)
IIXXIIIIIIIIZI (0.007863016470109918+0j)
YZZYIIIIIIIIZI (-0.005079062175328535+0j)
XZZXIIIIIIIIZI (-0.005079062175328535+0j)
IIZIIIIIIIIIZI (0.12591791053546852+0j)
YZYIIIIIIIIIZI (-0.011101837245975077+0j)
XZXIIIIIIIIIZI (-0.011101837245975077+0j)
IZIIIIIIIIIIZI (0.12175009370675371+0j)
ZIIIIIIIIIIIZI (0.1399403744366109+0j)
IIIIIIIIIIYIYI (1.8982886725374404e-07+0j)
IIIIIIIIIIXIXI (1.8982886725374404e-07+0j)
IIIIIIIIIYZIYI (3.742425468532956e-06+0j)
IIIIIIIIIXZIXI (3.742425468532956e-06+0j)
IIIIIIIYZZZIYI (-0.024478602126418465+0j)
IIIIIIIXZZZIXI (-0.024478602126418465+0j)
IIIIIIIIYZYYYI (-0.0024642781614690745+0j)
IIIIIIIIXZXYYI (-0.00246403795410815+0j)
IIIIIIIIYZXXYI (-2.4020736092474765e-07+0j)
IIIIIIIIXZYYXI (-2.4020736092474765e-07+0j)
IIIIIIIIYZYXXI (-0.00246403795410815+0j)
IIIIIIIIXZXXXI (-0.0024642781614690745+0j)
IIIIIIIIYYIYYI (-0.004580744561565999+0j)
IIIIIIIIXXIYYI (-0.004578776823384908+0j)
IIIIIIIIYXIXYI (-1.9677381810911942e-06+0j)
IIIIIIIIXYIYXI (-1.9677381810911942e-06+0j)
IIIIIIIIYYIXXI (-0.004578776823384908+0j)
IIIIIIIIXXIXXI (-0.004580744561565999+0j)
IIIIIIIYYIIYYI (-0.00880773145551907+0j)
IIIIIIIXXIIYYI (0.0011176924684853217+0j)
IIIIIIIYXIIXYI (-0.009925423924004391+0j)
IIIIIIIXYIIYXI (-0.009925423924004391+0j)
IIIIIIIYYIIXXI (0.0011176924684853217+0j)
IIIIIIIXXIIXXI (-0.00880773145551907+0j)
IIIIYZYIIIIYYI (-0.011340618830595532+0j)
IIIIXZXIIIIYYI (-0.011340618830595532+0j)
IIIIYZYIIIIXXI (-0.011340618830595532+0j)
IIIIXZXIIIIXXI (-0.011340618830595532+0j)
IYZZZZYIIIIYYI (0.00380614126128371+0j)
IXZZZZXIIIIYYI (0.00380614126128371+0j)
IYZZZZYIIIIXXI (0.00380614126128371+0j)
IXZZZZXIIIIXXI (0.00380614126128371+0j)
IIIIYYIIIIIYYI (0.010652277118382321+0j)
IIIIXXIIIIIYYI (0.010652277118382321+0j)
IIIIYYIIIIIXXI (0.010652277118382321+0j)
IIIIXXIIIIIXXI (0.010652277118382321+0j)
IYZZZYIIIIIYYI (-0.003347512455632831+0j)
IXZZZXIIIIIYYI (-0.003347512455632831+0j)
IYZZZYIIIIIXXI (-0.003347512455632831+0j)
IXZZZXIIIIIXXI (-0.003347512455632831+0j)
IIIYYIIIIIIYYI (0.0025951203874019393+0j)
IIIXXIIIIIIYYI (0.0025951203874019393+0j)
IIIYYIIIIIIXXI (0.0025951203874019393+0j)
IIIXXIIIIIIXXI (0.0025951203874019393+0j)
IIYZYIIIIIIYYI (0.007320446767137465+0j)
IIXZXIIIIIIYYI (0.007320446767137465+0j)
IIYZYIIIIIIXXI (0.007320446767137465+0j)
IIXZXIIIIIIXXI (0.007320446767137465+0j)
YZZZYIIIIIIYYI (-0.0033461526146732266+0j)
XZZZXIIIIIIYYI (-0.0033461526146732266+0j)
YZZZYIIIIIIXXI (-0.0033461526146732266+0j)
XZZZXIIIIIIXXI (-0.0033461526146732266+0j)
IYZYIIIIIIIYYI (-0.0050805022331693135+0j)
IXZXIIIIIIIYYI (-0.0050805022331693135+0j)
IYZYIIIIIIIXXI (-0.0050805022331693135+0j)
IXZXIIIIIIIXXI (-0.0050805022331693135+0j)
IYYIIIIIIIIYYI (-0.011105916466305599+0j)
IXXIIIIIIIIYYI (-0.011105916466305599+0j)
IYYIIIIIIIIXXI (-0.011105916466305599+0j)
IXXIIIIIIIIXXI (-0.011105916466305599+0j)
YYIIIIIIIIIYYI (0.009092328400696398+0j)
XXIIIIIIIIIYYI (0.009092328400696398+0j)
YYIIIIIIIIIXXI (0.009092328400696398+0j)
XXIIIIIIIIIXXI (0.009092328400696398+0j)
IIIIIIIIIYIZYI (5.398288868361785e-06+0j)
IIIIIIIIIXIZXI (5.398288868361785e-06+0j)
IIIIIIIYZZIZYI (-0.032955696158550984+0j)
IIIIIIIXZZIZXI (-0.032955696158550984+0j)
IIIIIIIIIZYZYI (1.0001663282048143e-06+0j)
IIIIIIIIIZXZXI (1.0001663282048143e-06+0j)
IIIIIIIYZYYZYI (0.004619634275051158+0j)
IIIIIIIXZXYZYI (6.366218238197338e-05+0j)
IIIIIIIYZXXZYI (0.004555972092669183+0j)
IIIIIIIXZYYZXI (0.004555972092669183+0j)
IIIIIIIYZYXZXI (6.366218238197338e-05+0j)
IIIIIIIXZXXZXI (0.004619634275051158+0j)
IIIIIIIIZIYZYI (0.0012760706484398448+0j)
IIIIIIIIZIXZXI (0.0012760706484398448+0j)
IIIIIIIZIIYZYI (-0.0012761348609923607+0j)
IIIIIIIZIIXZXI (-0.0012761348609923607+0j)
IIIIIIZIIIYZYI (3.456913050084475e-07+0j)
IIIIIIZIIIXZXI (3.456913050084475e-07+0j)
IIIIIYYIIIYZYI (-0.0008062968435164624+0j)
IIIIIXXIIIYZYI (-0.0008062968435164624+0j)
IIIIIYYIIIXZXI (-0.0008062968435164624+0j)
IIIIIXXIIIXZXI (-0.0008062968435164624+0j)
IIYZZZYIIIYZYI (-1.0275366765095635e-06+0j)
IIXZZZXIIIYZYI (-1.0275366765095635e-06+0j)
IIYZZZYIIIXZXI (-1.0275366765095635e-06+0j)
IIXZZZXIIIXZXI (-1.0275366765095635e-06+0j)
YZZZZZYIIIYZYI (0.0062816953706034+0j)
XZZZZZXIIIYZYI (0.0062816953706034+0j)
YZZZZZYIIIXZXI (0.0062816953706034+0j)
XZZZZZXIIIXZXI (0.0062816953706034+0j)
IIIIIZIIIIYZYI (0.002595215705473678+0j)
IIIIIZIIIIXZXI (0.002595215705473678+0j)
IIIYZYIIIIYZYI (0.007897146102137305+0j)
IIIXZXIIIIYZYI (0.007897146102137305+0j)
IIIYZYIIIIXZXI (0.007897146102137305+0j)
IIIXZXIIIIXZXI (0.007897146102137305+0j)
IIYZZYIIIIYZYI (0.0035178390925584063+0j)
IIXZZXIIIIYZYI (0.0035178390925584063+0j)
IIYZZYIIIIXZXI (0.0035178390925584063+0j)
IIXZZXIIIIXZXI (0.0035178390925584063+0j)
YZZZZYIIIIYZYI (0.0026163567361098777+0j)
XZZZZXIIIIYZYI (0.0026163567361098777+0j)
YZZZZYIIIIXZXI (0.0026163567361098777+0j)
XZZZZXIIIIXZXI (0.0026163567361098777+0j)
IIIIZIIIIIYZYI (-0.002594930558534685+0j)
IIIIZIIIIIXZXI (-0.002594930558534685+0j)
IYZZYIIIIIYZYI (-0.0026164642790611637+0j)
IXZZXIIIIIYZYI (-0.0026164642790611637+0j)
IYZZYIIIIIXZXI (-0.0026164642790611637+0j)
IXZZXIIIIIXZXI (-0.0026164642790611637+0j)
IIIZIIIIIIYZYI (4.748369026065513e-07+0j)
IIIZIIIIIIXZXI (4.748369026065513e-07+0j)
IIYYIIIIIIYZYI (-6.523287095908169e-07+0j)
IIXXIIIIIIYZYI (-6.523287095908169e-07+0j)
IIYYIIIIIIXZXI (-6.523287095908169e-07+0j)
IIXXIIIIIIXZXI (-6.523287095908169e-07+0j)
YZZYIIIIIIYZYI (0.004611853113453864+0j)
XZZXIIIIIIYZYI (0.004611853113453864+0j)
YZZYIIIIIIXZXI (0.004611853113453864+0j)
XZZXIIIIIIXZXI (0.004611853113453864+0j)
IIZIIIIIIIYZYI (-9.71007192611742e-07+0j)
IIZIIIIIIIXZXI (-9.71007192611742e-07+0j)
YZYIIIIIIIYZYI (-0.00440574913199407+0j)
XZXIIIIIIIYZYI (-0.00440574913199407+0j)
YZYIIIIIIIXZXI (-0.00440574913199407+0j)
XZXIIIIIIIXZXI (-0.00440574913199407+0j)
IZIIIIIIIIYZYI (-0.0036848174026188557+0j)
IZIIIIIIIIXZXI (-0.0036848174026188557+0j)
ZIIIIIIIIIYZYI (0.0036863267731401766+0j)
ZIIIIIIIIIXZXI (0.0036863267731401766+0j)
IIIIIIIYZIZZYI (-0.020332480769610237+0j)
IIIIIIIXZIZZXI (-0.020332480769610237+0j)
IIIIIIIIZYZZYI (0.0023791211672144555+0j)
IIIIIIIIZXZZXI (0.0023791211672144555+0j)
IIIIIIIZIYZZYI (-0.002371336828820521+0j)
IIIIIIIZIXZZXI (-0.002371336828820521+0j)
IIIIIIZIIYZZYI (4.340647690584572e-06+0j)
IIIIIIZIIXZZXI (4.340647690584572e-06+0j)
IIIIIYYIIYZZYI (-0.005199859187767757+0j)
IIIIIXXIIYZZYI (-0.005199859187767757+0j)
IIIIIYYIIXZZXI (-0.005199859187767757+0j)
IIIIIXXIIXZZXI (-0.005199859187767757+0j)
IIIYZZYIIYZZYI (-1.8665224785623124e-06+0j)
IIIXZZXIIYZZYI (-1.8665224785623124e-06+0j)
IIIYZZYIIXZZXI (-1.8665224785623124e-06+0j)
IIIXZZXIIXZZXI (-1.8665224785623124e-06+0j)
IIYZZZYIIYZZYI (-4.069101662745054e-06+0j)
IIXZZZXIIYZZYI (-4.069101662745054e-06+0j)
IIYZZZYIIXZZXI (-4.069101662745054e-06+0j)
IIXZZZXIIXZZXI (-4.069101662745054e-06+0j)
YZZZZZYIIYZZYI (0.009536641780833683+0j)
XZZZZZXIIYZZYI (0.009536641780833683+0j)
YZZZZZYIIXZZXI (0.009536641780833683+0j)
XZZZZZXIIXZZXI (0.009536641780833683+0j)
IIIIIZIIIYZZYI (0.007322335083746757+0j)
IIIIIZIIIXZZXI (0.007322335083746757+0j)
IIIYZYIIIYZZYI (0.0035178390925584063+0j)
IIIXZXIIIYZZYI (0.0035178390925584063+0j)
IIIYZYIIIXZZXI (0.0035178390925584063+0j)
IIIXZXIIIXZZXI (0.0035178390925584063+0j)
IIYZZYIIIYZZYI (0.013271553825045936+0j)
IIXZZXIIIYZZYI (0.013271553825045936+0j)
IIYZZYIIIXZZXI (0.013271553825045936+0j)
IIXZZXIIIXZZXI (0.013271553825045936+0j)
YZZZZYIIIYZZYI (0.006520440227484485+0j)
XZZZZXIIIYZZYI (0.006520440227484485+0j)
YZZZZYIIIXZZXI (0.006520440227484485+0j)
XZZZZXIIIXZZXI (0.006520440227484485+0j)
IIIIZIIIIYZZYI (-0.007316704341668931+0j)
IIIIZIIIIXZZXI (-0.007316704341668931+0j)
IYZZYIIIIYZZYI (-0.006527139642920691+0j)
IXZZXIIIIYZZYI (-0.006527139642920691+0j)
IYZZYIIIIXZZXI (-0.006527139642920691+0j)
IXZZXIIIIXZZXI (-0.006527139642920691+0j)
IIIZIIIIIYZZYI (6.050617577952602e-06+0j)
IIIZIIIIIXZZXI (6.050617577952602e-06+0j)
IIYYIIIIIYZZYI (1.9711735208165562e-06+0j)
IIXXIIIIIYZZYI (1.9711735208165562e-06+0j)
IIYYIIIIIXZZXI (1.9711735208165562e-06+0j)
IIXXIIIIIXZZXI (1.9711735208165562e-06+0j)
YZZYIIIIIYZZYI (-0.004469411314376045+0j)
XZZXIIIIIYZZYI (-0.004469411314376045+0j)
YZZYIIIIIXZZXI (-0.004469411314376045+0j)
XZZXIIIIIXZZXI (-0.004469411314376045+0j)
IIZIIIIIIYZZYI (-3.540470285782332e-07+0j)
IIZIIIIIIXZZXI (-3.540470285782332e-07+0j)
YZYIIIIIIYZZYI (-0.009370236076583672+0j)
XZXIIIIIIYZZYI (-0.009370236076583672+0j)
YZYIIIIIIXZZXI (-0.009370236076583672+0j)
XZXIIIIIIXZZXI (-0.009370236076583672+0j)
IZIIIIIIIYZZYI (-0.008828183859845882+0j)
IZIIIIIIIXZZXI (-0.008828183859845882+0j)
ZIIIIIIIIYZZYI (0.008837070911815355+0j)
ZIIIIIIIIXZZXI (0.008837070911815355+0j)
IIIIIIIYIZZZYI (-0.026349481373425652+0j)
IIIIIIIXIZZZXI (-0.026349481373425652+0j)
IIIIYZYIYZZZYI (0.010293100533304442+0j)
IIIIXZXIYZZZYI (0.010293100533304442+0j)
IIIIYZYIXZZZXI (0.010293100533304442+0j)
IIIIXZXIXZZZXI (0.010293100533304442+0j)
IYZZZZYIYZZZYI (-0.0015656357302472736+0j)
IXZZZZXIYZZZYI (-0.0015656357302472736+0j)
IYZZZZYIXZZZXI (-0.0015656357302472736+0j)
IXZZZZXIXZZZXI (-0.0015656357302472736+0j)
IIIIYYIIYZZZYI (-0.003347512455632831+0j)
IIIIXXIIYZZZYI (-0.003347512455632831+0j)
IIIIYYIIXZZZXI (-0.003347512455632831+0j)
IIIIXXIIXZZZXI (-0.003347512455632831+0j)
IYZZZYIIYZZZYI (0.008513487340687438+0j)
IXZZZXIIYZZZYI (0.008513487340687438+0j)
IYZZZYIIXZZZXI (0.008513487340687438+0j)
IXZZZXIIXZZZXI (0.008513487340687438+0j)
IIIYYIIIYZZZYI (-0.0026162240717002394+0j)
IIIXXIIIYZZZYI (-0.0026162240717002394+0j)
IIIYYIIIXZZZXI (-0.0026162240717002394+0j)
IIIXXIIIXZZZXI (-0.0026162240717002394+0j)
IIYZYIIIYZZZYI (-0.0065251719047396+0j)
IIXZXIIIYZZZYI (-0.0065251719047396+0j)
IIYZYIIIXZZZXI (-0.0065251719047396+0j)
IIXZXIIIXZZZXI (-0.0065251719047396+0j)
YZZZYIIIYZZZYI (0.007974635932211078+0j)
XZZZXIIIYZZZYI (0.007974635932211078+0j)
YZZZYIIIXZZZXI (0.007974635932211078+0j)
XZZZXIIIXZZZXI (0.007974635932211078+0j)
IYZYIIIIYZZZYI (0.004960888051058702+0j)
IXZXIIIIYZZZYI (0.004960888051058702+0j)
IYZYIIIIXZZZXI (0.004960888051058702+0j)
IXZXIIIIXZZZXI (0.004960888051058702+0j)
IYYIIIIIYZZZYI (0.011207305027060339+0j)
IXXIIIIIYZZZYI (0.011207305027060339+0j)
IYYIIIIIXZZZXI (0.011207305027060339+0j)
IXXIIIIIXZZZXI (0.011207305027060339+0j)
YYIIIIIIYZZZYI (-0.003214717120293108+0j)
XXIIIIIIYZZZYI (-0.003214717120293108+0j)
YYIIIIIIXZZZXI (-0.003214717120293108+0j)
XXIIIIIIXZZZXI (-0.003214717120293108+0j)
IIIIIIZYZZZZYI (-0.02521607802382437+0j)
IIIIIIZXZZZZXI (-0.02521607802382437+0j)
IIIIIYYYZZZZYI (-0.010292956923660668+0j)
IIIIIXXYZZZZYI (-0.010292956923660668+0j)
IIIIIYYXZZZZXI (-0.010292956923660668+0j)
IIIIIXXXZZZZXI (-0.010292956923660668+0j)
IIIYZZYYZZZZYI (0.01249470959287529+0j)
IIIXZZXYZZZZYI (0.01249470959287529+0j)
IIIYZZYXZZZZXI (0.01249470959287529+0j)
IIIXZZXXZZZZXI (0.01249470959287529+0j)
IIYZZZYYZZZZYI (0.018697120137115105+0j)
IIXZZZXYZZZZYI (0.018697120137115105+0j)
IIYZZZYXZZZZXI (0.018697120137115105+0j)
IIXZZZXXZZZZXI (0.018697120137115105+0j)
YZZZZZYYZZZZYI (0.0015697927442892086+0j)
XZZZZZXYZZZZYI (0.0015697927442892086+0j)
YZZZZZYXZZZZXI (0.0015697927442892086+0j)
XZZZZZXXZZZZXI (0.0015697927442892086+0j)
IIIIIZIYZZZZYI (-0.014436972252489749+0j)
IIIIIZIXZZZZXI (-0.014436972252489749+0j)
IIIYZYIYZZZZYI (0.0026163567361098777+0j)
IIIXZXIYZZZZYI (0.0026163567361098777+0j)
IIIYZYIXZZZZXI (0.0026163567361098777+0j)
IIIXZXIXZZZZXI (0.0026163567361098777+0j)
IIYZZYIYZZZZYI (0.006520440227484485+0j)
IIXZZXIYZZZZYI (0.006520440227484485+0j)
IIYZZYIXZZZZXI (0.006520440227484485+0j)
IIXZZXIXZZZZXI (0.006520440227484485+0j)
YZZZZYIYZZZZYI (0.03439055235715802+0j)
XZZZZXIYZZZZYI (0.03439055235715802+0j)
YZZZZYIXZZZZXI (0.03439055235715802+0j)
XZZZZXIXZZZZXI (0.03439055235715802+0j)
IIIIZIIYZZZZYI (-0.02113244951174524+0j)
IIIIZIIXZZZZXI (-0.02113244951174524+0j)
IYZZYIIYZZZZYI (0.01790005985621547+0j)
IXZZXIIYZZZZYI (0.01790005985621547+0j)
IYZZYIIXZZZZXI (0.01790005985621547+0j)
IXZZXIIXZZZZXI (0.01790005985621547+0j)
IIIZIIIYZZZZYI (-0.03756754927200485+0j)
IIIZIIIXZZZZXI (-0.03756754927200485+0j)
IIYYIIIYZZZZYI (-0.009025383407045227+0j)
IIXXIIIYZZZZYI (-0.009025383407045227+0j)
IIYYIIIXZZZZXI (-0.009025383407045227+0j)
IIXXIIIXZZZZXI (-0.009025383407045227+0j)
YZZYIIIYZZZZYI (-0.004962461634132539+0j)
XZZXIIIYZZZZYI (-0.004962461634132539+0j)
YZZYIIIXZZZZXI (-0.004962461634132539+0j)
XZZXIIIXZZZZXI (-0.004962461634132539+0j)
IIZIIIIYZZZZYI (-0.010962244693026568+0j)
IIZIIIIXZZZZXI (-0.010962244693026568+0j)
YZYIIIIYZZZZYI (-0.011208407740635876+0j)
XZXIIIIYZZZZYI (-0.011208407740635876+0j)
YZYIIIIXZZZZXI (-0.011208407740635876+0j)
XZXIIIIXZZZZXI (-0.011208407740635876+0j)
IZIIIIIYZZZZYI (-0.02313476425313254+0j)
IZIIIIIXZZZZXI (-0.02313476425313254+0j)
ZIIIIIIYZZZZYI (-0.016698569945428676+0j)
ZIIIIIIXZZZZXI (-0.016698569945428676+0j)
IIIIIIIIIIZZII (0.1248889076899801+0j)
IIIIIIIIIYYZII (0.011380108185511913+0j)
IIIIIIIIIXXZII (0.011380108185511913+0j)
IIIIIIIYZZYZII (0.002465955930395984+0j)
IIIIIIIXZZXZII (0.002465955930395984+0j)
IIIIIIIIIZIZII (0.11264877041045507+0j)
IIIIIIIYZYIZII (0.004580793786184607+0j)
IIIIIIIXZXIZII (0.004580793786184607+0j)
IIIIIIIIZIIZII (0.10554721363499134+0j)
IIIIIIIZIIIZII (0.11323598458355254+0j)
IIIIIIZIIIIZII (0.13887795453721813+0j)
IIIIIYYIIIIZII (0.011340645771823294+0j)
IIIIIXXIIIIZII (0.011340645771823294+0j)
IIIYZZYIIIIZII (0.0004640269382953095+0j)
IIIXZZXIIIIZII (0.0004640269382953095+0j)
IIYZZZYIIIIZII (-0.019676955183264212+0j)
IIXZZZXIIIIZII (-0.019676955183264212+0j)
YZZZZZYIIIIZII (-0.003808579508084095+0j)
XZZZZZXIIIIZII (-0.003808579508084095+0j)
IIIIIZIIIIIZII (0.12164167914994527+0j)
IIIYZYIIIIIZII (-0.002594930558534685+0j)
IIIXZXIIIIIZII (-0.002594930558534685+0j)
IIYZZYIIIIIZII (-0.007316704341668931+0j)
IIXZZXIIIIIZII (-0.007316704341668931+0j)
YZZZZYIIIIIZII (-0.02113244951174524+0j)
XZZZZXIIIIIZII (-0.02113244951174524+0j)
IIIIZIIIIIIZII (0.14294474634968107+0j)
IYZZYIIIIIIZII (-0.01443727421185273+0j)
IXZZXIIIIIIZII (-0.01443727421185273+0j)
IIIZIIIIIIIZII (0.1327860392292896+0j)
IIYYIIIIIIIZII (0.007861666954914687+0j)
IIXXIIIIIIIZII (0.007861666954914687+0j)
YZZYIIIIIIIZII (0.00508155899260825+0j)
XZZXIIIIIIIZII (0.00508155899260825+0j)
IIZIIIIIIIIZII (0.12592342117985134+0j)
YZYIIIIIIIIZII (0.011103848553149304+0j)
XZXIIIIIIIIZII (0.011103848553149304+0j)
IZIIIIIIIIIZII (0.13993689756448216+0j)
ZIIIIIIIIIIZII (0.12174710376605108+0j)
IIIIIIIIYZIYII (-0.03295554549529803+0j)
IIIIIIIIXZIXII (-0.03295554549529803+0j)
IIIIIIIIYYYYII (0.004620321857536098+0j)
IIIIIIIIXXYYII (6.384444456422373e-05+0j)
IIIIIIIIYXXYII (0.004556477412971874+0j)
IIIIIIIIXYYXII (0.004556477412971874+0j)
IIIIIIIIYYXXII (6.384444456422373e-05+0j)
IIIIIIIIXXXXII (0.004620321857536098+0j)
IIIIIIIYYIYYII (-0.001275705681819365+0j)
IIIIIIIXXIYYII (-0.0012753996198194822+0j)
IIIIIIIYXIXYII (-3.060619998829228e-07+0j)
IIIIIIIXYIYXII (-3.060619998829228e-07+0j)
IIIIIIIYYIXXII (-0.0012753996198194822+0j)
IIIIIIIXXIXXII (-0.001275705681819365+0j)
IIIIYZYIIIYYII (-0.0008058665440341127+0j)
IIIIXZXIIIYYII (-0.0008058665440341127+0j)
IIIIYZYIIIXXII (-0.0008058665440341127+0j)
IIIIXZXIIIXXII (-0.0008058665440341127+0j)
IYZZZZYIIIYYII (0.006281615825617077+0j)
IXZZZZXIIIYYII (0.006281615825617077+0j)
IYZZZZYIIIXXII (0.006281615825617077+0j)
IXZZZZXIIIXXII (0.006281615825617077+0j)
IIIIYYIIIIYYII (0.0025951203874019393+0j)
IIIIXXIIIIYYII (0.0025951203874019393+0j)
IIIIYYIIIIXXII (0.0025951203874019393+0j)
IIIIXXIIIIXXII (0.0025951203874019393+0j)
IYZZZYIIIIYYII (-0.0026162240717002394+0j)
IXZZZXIIIIYYII (-0.0026162240717002394+0j)
IYZZZYIIIIXXII (-0.0026162240717002394+0j)
IXZZZXIIIIXXII (-0.0026162240717002394+0j)
IIIYYIIIIIYYII (0.007897131539309522+0j)
IIIXXIIIIIYYII (0.007897131539309522+0j)
IIIYYIIIIIXXII (0.007897131539309522+0j)
IIIXXIIIIIXXII (0.007897131539309522+0j)
IIYZYIIIIIYYII (0.003518441230597227+0j)
IIXZXIIIIIYYII (0.003518441230597227+0j)
IIYZYIIIIIXXII (0.003518441230597227+0j)
IIXZXIIIIIXXII (0.003518441230597227+0j)
YZZZYIIIIIYYII (-0.002615603062212267+0j)
XZZZXIIIIIYYII (-0.002615603062212267+0j)
YZZZYIIIIIXXII (-0.002615603062212267+0j)
XZZZXIIIIIXXII (-0.002615603062212267+0j)
IYZYIIIIIIYYII (0.004611947371018283+0j)
IXZXIIIIIIYYII (0.004611947371018283+0j)
IYZYIIIIIIXXII (0.004611947371018283+0j)
IXZXIIIIIIXXII (0.004611947371018283+0j)
IYYIIIIIIIYYII (-0.004406455550420382+0j)
IXXIIIIIIIYYII (-0.004406455550420382+0j)
IYYIIIIIIIXXII (-0.004406455550420382+0j)
IXXIIIIIIIXXII (-0.004406455550420382+0j)
YYIIIIIIIIYYII (0.0036843263032362915+0j)
XXIIIIIIIIYYII (0.0036843263032362915+0j)
YYIIIIIIIIXXII (0.0036843263032362915+0j)
XXIIIIIIIIXXII (0.0036843263032362915+0j)
IIIIIIIIYIZYII (-0.0203311011109769+0j)
IIIIIIIIXIZXII (-0.0203311011109769+0j)
IIIIIIIYYYZYII (-0.002374784159882147+0j)
IIIIIIIXXYZYII (-0.0023744086989902413+0j)
IIIIIIIYXXZYII (-3.7546089190661214e-07+0j)
IIIIIIIXYYZXII (-3.7546089190661214e-07+0j)
IIIIIIIYYXZXII (-0.0023744086989902413+0j)
IIIIIIIXXXZXII (-0.002374784159882147+0j)
IIIIYZYIIYZYII (-0.00520131793120037+0j)
IIIIXZXIIYZYII (-0.00520131793120037+0j)
IIIIYZYIIXZXII (-0.00520131793120037+0j)
IIIIXZXIIXZXII (-0.00520131793120037+0j)
IYZZZZYIIYZYII (0.00953714873706859+0j)
IXZZZZXIIYZYII (0.00953714873706859+0j)
IYZZZZYIIXZXII (0.00953714873706859+0j)
IXZZZZXIIXZXII (0.00953714873706859+0j)
IIIIYYIIIYZYII (0.007320446767137465+0j)
IIIIXXIIIYZYII (0.007320446767137465+0j)
IIIIYYIIIXZXII (0.007320446767137465+0j)
IIIIXXIIIXZXII (0.007320446767137465+0j)
