Bravyi-Kitaev mapping of NH3 Hamiltonian in sto3g basis.
IIIIIIIIIIIIII (-15.686545446509985+0j)
IIZIXXIXZIYIXY (0.009536641780833683+0j)
IIIZYYIXZIYIXY (0.009536641780833683+0j)
YIYIXXIYZIYIXX (0.0015697927442892086+0j)
XZYIXYIYZIYIXX (-0.0015697927442892086+0j)
YIYIXXIXZIYIXY (-0.0015697927442892086+0j)
XZYIXYIXZIYIXY (0.0015697927442892086+0j)
IIIIZZIYZIYIXX (-0.003808579508084095+0j)
IIIIZZIXZIYIXY (0.003808579508084095+0j)
XYYIXZIYZIYIXX (-0.0015628626270266272+0j)
XXYIYIIYZIYIXX (0.0015628626270266272+0j)
XYYIXZIXZIYIXY (0.0015628626270266272+0j)
XXYIYIIXZIYIXY (-0.0015628626270266272+0j)
IIIZIIIYZIYIXX (-3.993097115833889e-06+0j)
IIIZIIIXZIYIXY (3.993097115833889e-06+0j)
IIZXZIIYZIYIXX (2.5477243973232554e-06+0j)
IIIXIIIYZIYIXX (-2.5477243973232554e-06+0j)
IIZXZIIXZIYIXY (-2.5477243973232554e-06+0j)
IIIXIIIXZIYIXY (2.5477243973232554e-06+0j)
YIYXZIIYZIYIXX (0.0037471057980907716+0j)
XZYYZIIYZIYIXX (-0.0037471057980907716+0j)
YIYXZIIXZIYIXY (-0.0037471057980907716+0j)
XZYYZIIXZIYIXY (0.0037471057980907716+0j)
IIZZZIIYZIYIXX (-3.152673027133346e-06+0j)
IIZZZIIXZIYIXY (3.152673027133346e-06+0j)
YIYZZIIYZIYIXX (-0.0002777029780166452+0j)
XZXIIIIYZIYIXX (-0.0002777029780166452+0j)
YIYZZIIXZIYIXY (0.0002777029780166452+0j)
XZXIIIIXZIYIXY (0.0002777029780166452+0j)
IZIIIIIYZIYIXX (-0.006089039255437851+0j)
IZIIIIIXZIYIXY (0.006089039255437851+0j)
ZZIIIIIYZIYIXX (0.006083354852748517+0j)
ZZIIIIIXZIYIXY (-0.006083354852748517+0j)
IIIIIIIIIIIZZZ (0.11098940203156295+0j)
IIIIIIIIYIYXIZ (-0.024478678784783457+0j)
IIIIIIIIXZYYIZ (0.024478678784783457+0j)
IIIIIIIIIIZZIZ (0.12488905025021384+0j)
IIIIIIIIXYYZIZ (0.011380855562668324+0j)
IIIIIIIIXXXIZZ (0.011380855562668324+0j)
IIIIIIIYZIYZIZ (-0.002462705439218658+0j)
IIIIIIIXZIXIZZ (-0.002462705439218658+0j)
IIIIIIIIIZIIZZ (0.11264635671042258+0j)
IIIIIIIYYXIIZZ (-0.004581397018490592+0j)
IIIIIIIXYYIIZZ (0.004581397018490592+0j)
IIIIIIIIZZIIZZ (0.11323660636606628+0j)
IIIIIIIZIIIIZZ (0.10554982207945288+0j)
IIIIIIZZZIZIZZ (0.1388787083862406+0j)
IIXIXYYZZIZIZZ (-0.011340211110000453+0j)
IIXIXXXIIIIIZZ (-0.011340211110000453+0j)
IIXYZIYZZIZIZZ (0.0004643354535715223+0j)
IIXXZIXIIIIIZZ (0.0004643354535715223+0j)
IIYIIIYZZIZIZZ (-0.019677306483949823+0j)
IIXZZIXIIIIIZZ (-0.019677306483949823+0j)
YIZIIIYZZIZIZZ (0.003803097242617403+0j)
XZZIIIXIIIIIZZ (0.003803097242617403+0j)
IIIIIZIIIIIIZZ (0.1429445839260365+0j)
IIIYYXIIIIIIZZ (0.002595215705473678+0j)
IIIXYYIIIIIIZZ (-0.002595215705473678+0j)
IIZIXXIIIIIIZZ (-0.007322335083746757+0j)
IIIZYYIIIIIIZZ (-0.007322335083746757+0j)
YIYIXXIIIIIIZZ (-0.014436972252489749+0j)
XZYIXYIIIIIIZZ (0.014436972252489749+0j)
IIIIZZIIIIIIZZ (0.12164167914994527+0j)
XYYIXZIIIIIIZZ (-0.021131166329150623+0j)
XXYIYIIIIIIIZZ (0.021131166329150623+0j)
IIIZIIIIIIIIZZ (0.13278619635235114+0j)
IIZXZIIIIIIIZZ (-0.007863016470109918+0j)
IIIXIIIIIIIIZZ (0.007863016470109918+0j)
YIYXZIIIIIIIZZ (-0.005079062175328535+0j)
XZYYZIIIIIIIZZ (0.005079062175328535+0j)
IIZZZIIIIIIIZZ (0.12591791053546852+0j)
YIYZZIIIIIIIZZ (-0.011101837245975077+0j)
XZXIIIIIIIIIZZ (-0.011101837245975077+0j)
IZIIIIIIIIIIZZ (0.12175009370675371+0j)
ZZIIIIIIIIIIZZ (0.1399403744366109+0j)
IIIIIIIIIIZZXZ (-1.8982886725374404e-07+0j)
IIIIIIIIIIIIXI (1.8982886725374404e-07+0j)
IIIIIIIIXYYZXZ (3.742425468532956e-06+0j)
IIIIIIIIXXYZYI (-3.742425468532956e-06+0j)
IIIIIIIYZIYZXZ (-0.024478602126418465+0j)
IIIIIIIXZIYZYI (0.024478602126418465+0j)
IIIIIIIIYIYXXZ (0.0024642781614690745+0j)
IIIIIIIIXZXYYZ (-0.00246403795410815+0j)
IIIIIIIIYIXXYZ (-2.4020736092474765e-07+0j)
IIIIIIIIXZYXYI (-2.4020736092474765e-07+0j)
IIIIIIIIYIYYYI (0.00246403795410815+0j)
IIIIIIIIXZXXXI (-0.0024642781614690745+0j)
IIIIIIIIZXIYYZ (0.004580744561565999+0j)
IIIIIIIIIXIYYZ (-0.004578776823384908+0j)
IIIIIIIIZYIXYZ (-1.9677381810911942e-06+0j)
IIIIIIIIIYIYXI (-1.9677381810911942e-06+0j)
IIIIIIIIZXIXXI (0.004578776823384908+0j)
IIIIIIIIIXIXXI (-0.004580744561565999+0j)
IIIIIIIYYZIYYZ (-0.00880773145551907+0j)
IIIIIIIXXIIYYZ (0.0011176924684853217+0j)
IIIIIIIYXIIXYZ (-0.009925423924004391+0j)
IIIIIIIXYZIYXI (-0.009925423924004391+0j)
IIIIIIIYYZIXXI (0.0011176924684853217+0j)
IIIIIIIXXIIXXI (-0.00880773145551907+0j)
IIXIYIYZZIZYYZ (-0.011340618830595532+0j)
IIXIXZXIIIIYYZ (-0.011340618830595532+0j)
IIXIYIYZZIZXXI (-0.011340618830595532+0j)
IIXIXZXIIIIXXI (-0.011340618830595532+0j)
XYZIIIYZZIZYYZ (0.00380614126128371+0j)
XXZIIIXIIIIYYZ (0.00380614126128371+0j)
XYZIIIYZZIZXXI (0.00380614126128371+0j)
XXZIIIXIIIIXXI (0.00380614126128371+0j)
IIIIZXIIIIIYYZ (-0.010652277118382321+0j)
IIIIIXIIIIIYYZ (0.010652277118382321+0j)
IIIIZXIIIIIXXI (-0.010652277118382321+0j)
IIIIIXIIIIIXXI (0.010652277118382321+0j)
XYYIXXIIIIIYYZ (-0.003347512455632831+0j)
XXYIXYIIIIIYYZ (0.003347512455632831+0j)
XYYIXXIIIIIXXI (-0.003347512455632831+0j)
XXYIXYIIIIIXXI (0.003347512455632831+0j)
IIIYYZIIIIIYYZ (0.0025951203874019393+0j)
IIIXXIIIIIIYYZ (0.0025951203874019393+0j)
IIIYYZIIIIIXXI (0.0025951203874019393+0j)
IIIXXIIIIIIXXI (0.0025951203874019393+0j)
IIZIXZIIIIIYYZ (-0.007320446767137465+0j)
IIIZXIIIIIIYYZ (0.007320446767137465+0j)
IIZIXZIIIIIXXI (-0.007320446767137465+0j)
IIIZXIIIIIIXXI (0.007320446767137465+0j)
YIYIXZIIIIIYYZ (-0.0033461526146732266+0j)
XZYIYIIIIIIYYZ (0.0033461526146732266+0j)
YIYIXZIIIIIXXI (-0.0033461526146732266+0j)
XZYIYIIIIIIXXI (0.0033461526146732266+0j)
XYYXZIIIIIIYYZ (-0.0050805022331693135+0j)
XXYYZIIIIIIYYZ (0.0050805022331693135+0j)
XYYXZIIIIIIXXI (-0.0050805022331693135+0j)
XXYYZIIIIIIXXI (0.0050805022331693135+0j)
XYYZZIIIIIIYYZ (-0.011105916466305599+0j)
XXXIIIIIIIIYYZ (-0.011105916466305599+0j)
XYYZZIIIIIIXXI (-0.011105916466305599+0j)
XXXIIIIIIIIXXI (-0.011105916466305599+0j)
ZXIIIIIIIIIYYZ (-0.009092328400696398+0j)
IXIIIIIIIIIYYZ (0.009092328400696398+0j)
ZXIIIIIIIIIXXI (-0.009092328400696398+0j)
IXIIIIIIIIIXXI (0.009092328400696398+0j)
IIIIIIIIXYXZYZ (5.398288868361785e-06+0j)
IIIIIIIIXXXZXI (5.398288868361785e-06+0j)
IIIIIIIYZIXZYZ (-0.032955696158550984+0j)
IIIIIIIXZIXZXI (-0.032955696158550984+0j)
IIIIIIIIIZZIXZ (-1.0001663282048143e-06+0j)
IIIIIIIIIZIZXI (1.0001663282048143e-06+0j)
IIIIIIIYYXZIXZ (-0.004619634275051158+0j)
IIIIIIIXYYZIXZ (6.366218238197338e-05+0j)
IIIIIIIYYYIZYZ (-0.004555972092669183+0j)
IIIIIIIXYXZIYI (0.004555972092669183+0j)
IIIIIIIYYXIZXI (6.366218238197338e-05+0j)
IIIIIIIXYYIZXI (-0.004619634275051158+0j)
IIIIIIIIZZZIXZ (-0.0012760706484398448+0j)
IIIIIIIIZZIZXI (0.0012760706484398448+0j)
IIIIIIIZIIZIXZ (0.0012761348609923607+0j)
IIIIIIIZIIIZXI (-0.0012761348609923607+0j)
IIIIIIZZZIIIXZ (-3.456913050084475e-07+0j)
IIIIIIZZZIZZXI (3.456913050084475e-07+0j)
IIXIXYYZZIIIXZ (0.0008062968435164624+0j)
IIXIXXXIIIZIXZ (0.0008062968435164624+0j)
IIXIXYYZZIZZXI (-0.0008062968435164624+0j)
IIXIXXXIIIIZXI (-0.0008062968435164624+0j)
IIYIIIYZZIIIXZ (1.0275366765095635e-06+0j)
IIXZZIXIIIZIXZ (1.0275366765095635e-06+0j)
IIYIIIYZZIZZXI (-1.0275366765095635e-06+0j)
IIXZZIXIIIIZXI (-1.0275366765095635e-06+0j)
YIZIIIYZZIIIXZ (-0.0062816953706034+0j)
XZZIIIXIIIZIXZ (-0.0062816953706034+0j)
YIZIIIYZZIZZXI (0.0062816953706034+0j)
XZZIIIXIIIIZXI (0.0062816953706034+0j)
IIIIIZIIIIZIXZ (-0.002595215705473678+0j)
IIIIIZIIIIIZXI (0.002595215705473678+0j)
IIIYYXIIIIZIXZ (-0.007897146102137305+0j)
IIIXYYIIIIZIXZ (0.007897146102137305+0j)
IIIYYXIIIIIZXI (0.007897146102137305+0j)
IIIXYYIIIIIZXI (-0.007897146102137305+0j)
IIZIXXIIIIZIXZ (0.0035178390925584063+0j)
IIIZYYIIIIZIXZ (0.0035178390925584063+0j)
IIZIXXIIIIIZXI (-0.0035178390925584063+0j)
IIIZYYIIIIIZXI (-0.0035178390925584063+0j)
YIYIXXIIIIZIXZ (-0.0026163567361098777+0j)
XZYIXYIIIIZIXZ (0.0026163567361098777+0j)
YIYIXXIIIIIZXI (0.0026163567361098777+0j)
XZYIXYIIIIIZXI (-0.0026163567361098777+0j)
IIIIZZIIIIZIXZ (0.002594930558534685+0j)
IIIIZZIIIIIZXI (-0.002594930558534685+0j)
XYYIXZIIIIZIXZ (0.0026164642790611637+0j)
XXYIYIIIIIZIXZ (-0.0026164642790611637+0j)
XYYIXZIIIIIZXI (-0.0026164642790611637+0j)
XXYIYIIIIIIZXI (0.0026164642790611637+0j)
IIIZIIIIIIZIXZ (-4.748369026065513e-07+0j)
IIIZIIIIIIIZXI (4.748369026065513e-07+0j)
IIZXZIIIIIZIXZ (-6.523287095908169e-07+0j)
IIIXIIIIIIZIXZ (6.523287095908169e-07+0j)
IIZXZIIIIIIZXI (6.523287095908169e-07+0j)
IIIXIIIIIIIZXI (-6.523287095908169e-07+0j)
YIYXZIIIIIZIXZ (-0.004611853113453864+0j)
XZYYZIIIIIZIXZ (0.004611853113453864+0j)
YIYXZIIIIIIZXI (0.004611853113453864+0j)
XZYYZIIIIIIZXI (-0.004611853113453864+0j)
IIZZZIIIIIZIXZ (9.71007192611742e-07+0j)
IIZZZIIIIIIZXI (-9.71007192611742e-07+0j)
YIYZZIIIIIZIXZ (0.00440574913199407+0j)
XZXIIIIIIIZIXZ (0.00440574913199407+0j)
YIYZZIIIIIIZXI (-0.00440574913199407+0j)
XZXIIIIIIIIZXI (-0.00440574913199407+0j)
IZIIIIIIIIZIXZ (0.0036848174026188557+0j)
IZIIIIIIIIIZXI (-0.0036848174026188557+0j)
ZZIIIIIIIIZIXZ (-0.0036863267731401766+0j)
ZZIIIIIIIIIZXI (0.0036863267731401766+0j)
IIIIIIIYZZYIXZ (-0.020332480769610237+0j)
IIIIIIIXZZYIYI (0.020332480769610237+0j)
IIIIIIIIYXYIXZ (0.0023791211672144555+0j)
IIIIIIIIYYYIYI (0.0023791211672144555+0j)
IIIIIIIZXYYIXZ (-0.002371336828820521+0j)
IIIIIIIZXXYIYI (0.002371336828820521+0j)
IIIIIIZZYYXIXZ (4.340647690584572e-06+0j)
IIIIIIZZYXXIYI (-4.340647690584572e-06+0j)
IIXIXYYZYYXIXZ (-0.005199859187767757+0j)
IIXIXXXIXYYIXZ (-0.005199859187767757+0j)
IIXIXYYZYXXIYI (0.005199859187767757+0j)
IIXIXXXIXXYIYI (0.005199859187767757+0j)
IIXYZIYZYYXIXZ (-1.8665224785623124e-06+0j)
IIXXZIXIXYYIXZ (-1.8665224785623124e-06+0j)
IIXYZIYZYXXIYI (1.8665224785623124e-06+0j)
IIXXZIXIXXYIYI (1.8665224785623124e-06+0j)
IIYIIIYZYYXIXZ (-4.069101662745054e-06+0j)
IIXZZIXIXYYIXZ (-4.069101662745054e-06+0j)
IIYIIIYZYXXIYI (4.069101662745054e-06+0j)
IIXZZIXIXXYIYI (4.069101662745054e-06+0j)
YIZIIIYZYYXIXZ (0.009536641780833683+0j)
XZZIIIXIXYYIXZ (0.009536641780833683+0j)
YIZIIIYZYXXIYI (-0.009536641780833683+0j)
XZZIIIXIXXYIYI (-0.009536641780833683+0j)
IIIIIZIIXYYIXZ (0.007322335083746757+0j)
IIIIIZIIXXYIYI (-0.007322335083746757+0j)
IIIYYXIIXYYIXZ (0.0035178390925584063+0j)
IIIXYYIIXYYIXZ (-0.0035178390925584063+0j)
IIIYYXIIXXYIYI (-0.0035178390925584063+0j)
IIIXYYIIXXYIYI (0.0035178390925584063+0j)
IIZIXXIIXYYIXZ (-0.013271553825045936+0j)
IIIZYYIIXYYIXZ (-0.013271553825045936+0j)
IIZIXXIIXXYIYI (0.013271553825045936+0j)
IIIZYYIIXXYIYI (0.013271553825045936+0j)
YIYIXXIIXYYIXZ (0.006520440227484485+0j)
XZYIXYIIXYYIXZ (-0.006520440227484485+0j)
YIYIXXIIXXYIYI (-0.006520440227484485+0j)
XZYIXYIIXXYIYI (0.006520440227484485+0j)
IIIIZZIIXYYIXZ (-0.007316704341668931+0j)
IIIIZZIIXXYIYI (0.007316704341668931+0j)
XYYIXZIIXYYIXZ (-0.006527139642920691+0j)
XXYIYIIIXYYIXZ (0.006527139642920691+0j)
XYYIXZIIXXYIYI (0.006527139642920691+0j)
XXYIYIIIXXYIYI (-0.006527139642920691+0j)
IIIZIIIIXYYIXZ (6.050617577952602e-06+0j)
IIIZIIIIXXYIYI (-6.050617577952602e-06+0j)
IIZXZIIIXYYIXZ (-1.9711735208165562e-06+0j)
IIIXIIIIXYYIXZ (1.9711735208165562e-06+0j)
IIZXZIIIXXYIYI (1.9711735208165562e-06+0j)
IIIXIIIIXXYIYI (-1.9711735208165562e-06+0j)
YIYXZIIIXYYIXZ (-0.004469411314376045+0j)
XZYYZIIIXYYIXZ (0.004469411314376045+0j)
YIYXZIIIXXYIYI (0.004469411314376045+0j)
XZYYZIIIXXYIYI (-0.004469411314376045+0j)
IIZZZIIIXYYIXZ (-3.540470285782332e-07+0j)
IIZZZIIIXXYIYI (3.540470285782332e-07+0j)
YIYZZIIIXYYIXZ (-0.009370236076583672+0j)
XZXIIIIIXYYIXZ (-0.009370236076583672+0j)
YIYZZIIIXXYIYI (0.009370236076583672+0j)
XZXIIIIIXXYIYI (0.009370236076583672+0j)
IZIIIIIIXYYIXZ (-0.008828183859845882+0j)
IZIIIIIIXXYIYI (0.008828183859845882+0j)
ZZIIIIIIXYYIXZ (0.008837070911815355+0j)
ZZIIIIIIXXYIYI (-0.008837070911815355+0j)
IIIIIIIYIZYIXZ (-0.026349481373425652+0j)
IIIIIIIXIZYIYI (0.026349481373425652+0j)
IIXIYIYZXIXIXZ (-0.010293100533304442+0j)
IIXIXZXIYIYIXZ (0.010293100533304442+0j)
IIXIYIYZYZXIYI (-0.010293100533304442+0j)
IIXIXZXIXZYIYI (-0.010293100533304442+0j)
XYZIIIYZXIXIXZ (0.0015656357302472736+0j)
XXZIIIXIYIYIXZ (-0.0015656357302472736+0j)
XYZIIIYZYZXIYI (0.0015656357302472736+0j)
XXZIIIXIXZYIYI (0.0015656357302472736+0j)
IIIIZXIIYIYIXZ (0.003347512455632831+0j)
IIIIIXIIYIYIXZ (-0.003347512455632831+0j)
IIIIZXIIXZYIYI (-0.003347512455632831+0j)
IIIIIXIIXZYIYI (0.003347512455632831+0j)
XYYIXXIIYIYIXZ (0.008513487340687438+0j)
XXYIXYIIYIYIXZ (-0.008513487340687438+0j)
XYYIXXIIXZYIYI (-0.008513487340687438+0j)
XXYIXYIIXZYIYI (0.008513487340687438+0j)
IIIYYZIIYIYIXZ (-0.0026162240717002394+0j)
IIIXXIIIYIYIXZ (-0.0026162240717002394+0j)
IIIYYZIIXZYIYI (0.0026162240717002394+0j)
IIIXXIIIXZYIYI (0.0026162240717002394+0j)
IIZIXZIIYIYIXZ (0.0065251719047396+0j)
IIIZXIIIYIYIXZ (-0.0065251719047396+0j)
IIZIXZIIXZYIYI (-0.0065251719047396+0j)
IIIZXIIIXZYIYI (0.0065251719047396+0j)
YIYIXZIIYIYIXZ (0.007974635932211078+0j)
XZYIYIIIYIYIXZ (-0.007974635932211078+0j)
YIYIXZIIXZYIYI (-0.007974635932211078+0j)
XZYIYIIIXZYIYI (0.007974635932211078+0j)
XYYXZIIIYIYIXZ (0.004960888051058702+0j)
XXYYZIIIYIYIXZ (-0.004960888051058702+0j)
XYYXZIIIXZYIYI (-0.004960888051058702+0j)
XXYYZIIIXZYIYI (0.004960888051058702+0j)
XYYZZIIIYIYIXZ (0.011207305027060339+0j)
XXXIIIIIYIYIXZ (0.011207305027060339+0j)
XYYZZIIIXZYIYI (-0.011207305027060339+0j)
XXXIIIIIXZYIYI (-0.011207305027060339+0j)
ZXIIIIIIYIYIXZ (0.003214717120293108+0j)
IXIIIIIIYIYIXZ (-0.003214717120293108+0j)
ZXIIIIIIXZYIYI (-0.003214717120293108+0j)
IXIIIIIIXZYIYI (0.003214717120293108+0j)
IIIIIIZXIIXIXZ (0.02521607802382437+0j)
IIIIIIZYIIXIYI (0.02521607802382437+0j)
IIXIXYYXIIXIXZ (0.010292956923660668+0j)
IIXIXXXYZIYIXZ (-0.010292956923660668+0j)
IIXIXYYYIIXIYI (0.010292956923660668+0j)
IIXIXXXXZIYIYI (0.010292956923660668+0j)
IIXYZIYXIIXIXZ (-0.01249470959287529+0j)
IIXXZIXYZIYIXZ (0.01249470959287529+0j)
IIXYZIYYIIXIYI (-0.01249470959287529+0j)
IIXXZIXXZIYIYI (-0.01249470959287529+0j)
IIYIIIYXIIXIXZ (-0.018697120137115105+0j)
IIXZZIXYZIYIXZ (0.018697120137115105+0j)
IIYIIIYYIIXIYI (-0.018697120137115105+0j)
IIXZZIXXZIYIYI (-0.018697120137115105+0j)
YIZIIIYXIIXIXZ (-0.0015697927442892086+0j)
XZZIIIXYZIYIXZ (0.0015697927442892086+0j)
YIZIIIYYIIXIYI (-0.0015697927442892086+0j)
XZZIIIXXZIYIYI (-0.0015697927442892086+0j)
IIIIIZIYZIYIXZ (-0.014436972252489749+0j)
IIIIIZIXZIYIYI (0.014436972252489749+0j)
IIIYYXIYZIYIXZ (0.0026163567361098777+0j)
IIIXYYIYZIYIXZ (-0.0026163567361098777+0j)
IIIYYXIXZIYIYI (-0.0026163567361098777+0j)
IIIXYYIXZIYIYI (0.0026163567361098777+0j)
IIZIXXIYZIYIXZ (-0.006520440227484485+0j)
IIIZYYIYZIYIXZ (-0.006520440227484485+0j)
IIZIXXIXZIYIYI (0.006520440227484485+0j)
IIIZYYIXZIYIYI (0.006520440227484485+0j)
YIYIXXIYZIYIXZ (0.03439055235715802+0j)
XZYIXYIYZIYIXZ (-0.03439055235715802+0j)
YIYIXXIXZIYIYI (-0.03439055235715802+0j)
XZYIXYIXZIYIYI (0.03439055235715802+0j)
IIIIZZIYZIYIXZ (-0.02113244951174524+0j)
IIIIZZIXZIYIYI (0.02113244951174524+0j)
XYYIXZIYZIYIXZ (0.01790005985621547+0j)
XXYIYIIYZIYIXZ (-0.01790005985621547+0j)
XYYIXZIXZIYIYI (-0.01790005985621547+0j)
XXYIYIIXZIYIYI (0.01790005985621547+0j)
IIIZIIIYZIYIXZ (-0.03756754927200485+0j)
IIIZIIIXZIYIYI (0.03756754927200485+0j)
IIZXZIIYZIYIXZ (0.009025383407045227+0j)
IIIXIIIYZIYIXZ (-0.009025383407045227+0j)
IIZXZIIXZIYIYI (-0.009025383407045227+0j)
IIIXIIIXZIYIYI (0.009025383407045227+0j)
YIYXZIIYZIYIXZ (-0.004962461634132539+0j)
XZYYZIIYZIYIXZ (0.004962461634132539+0j)
YIYXZIIXZIYIYI (0.004962461634132539+0j)
XZYYZIIXZIYIYI (-0.004962461634132539+0j)
IIZZZIIYZIYIXZ (-0.010962244693026568+0j)
IIZZZIIXZIYIYI (0.010962244693026568+0j)
YIYZZIIYZIYIXZ (-0.011208407740635876+0j)
XZXIIIIYZIYIXZ (-0.011208407740635876+0j)
YIYZZIIXZIYIYI (0.011208407740635876+0j)
XZXIIIIXZIYIYI (0.011208407740635876+0j)
IZIIIIIYZIYIXZ (-0.02313476425313254+0j)
IZIIIIIXZIYIYI (0.02313476425313254+0j)
ZZIIIIIYZIYIXZ (-0.016698569945428676+0j)
ZZIIIIIXZIYIYI (0.016698569945428676+0j)
IIIIIIIIIIZIZI (0.1248889076899801+0j)
IIIIIIIIXYYIZI (0.011380108185511913+0j)
IIIIIIIIXXXZII (0.011380108185511913+0j)
IIIIIIIYZIYIZI (0.002465955930395984+0j)
IIIIIIIXZIXZII (0.002465955930395984+0j)
IIIIIIIIIZIZII (0.11264877041045507+0j)
IIIIIIIYYXIZII (0.004580793786184607+0j)
IIIIIIIXYYIZII (-0.004580793786184607+0j)
IIIIIIIIZZIZII (0.10554721363499134+0j)
IIIIIIIZIIIZII (0.11323598458355254+0j)
IIIIIIZZZIZZII (0.13887795453721813+0j)
IIXIXYYZZIZZII (0.011340645771823294+0j)
IIXIXXXIIIIZII (0.011340645771823294+0j)
IIXYZIYZZIZZII (0.0004640269382953095+0j)
IIXXZIXIIIIZII (0.0004640269382953095+0j)
IIYIIIYZZIZZII (-0.019676955183264212+0j)
IIXZZIXIIIIZII (-0.019676955183264212+0j)
YIZIIIYZZIZZII (-0.003808579508084095+0j)
XZZIIIXIIIIZII (-0.003808579508084095+0j)
IIIIIZIIIIIZII (0.12164167914994527+0j)
IIIYYXIIIIIZII (-0.002594930558534685+0j)
IIIXYYIIIIIZII (0.002594930558534685+0j)
IIZIXXIIIIIZII (0.007316704341668931+0j)
IIIZYYIIIIIZII (0.007316704341668931+0j)
YIYIXXIIIIIZII (-0.02113244951174524+0j)
XZYIXYIIIIIZII (0.02113244951174524+0j)
IIIIZZIIIIIZII (0.14294474634968107+0j)
XYYIXZIIIIIZII (-0.01443727421185273+0j)
XXYIYIIIIIIZII (0.01443727421185273+0j)
IIIZIIIIIIIZII (0.1327860392292896+0j)
IIZXZIIIIIIZII (-0.007861666954914687+0j)
IIIXIIIIIIIZII (0.007861666954914687+0j)
YIYXZIIIIIIZII (0.00508155899260825+0j)
XZYYZIIIIIIZII (-0.00508155899260825+0j)
IIZZZIIIIIIZII (0.12592342117985134+0j)
YIYZZIIIIIIZII (0.011103848553149304+0j)
XZXIIIIIIIIZII (0.011103848553149304+0j)
IZIIIIIIIIIZII (0.13993689756448216+0j)
ZZIIIIIIIIIZII (0.12174710376605108+0j)
IIIIIIIIYIXYII (-0.03295554549529803+0j)
IIIIIIIIXZXXII (-0.03295554549529803+0j)
IIIIIIIIZXZXZI (0.004620321857536098+0j)
IIIIIIIIIXZXZI (-6.384444456422373e-05+0j)
IIIIIIIIZYIYII (0.004556477412971874+0j)
IIIIIIIIIYZYZI (0.004556477412971874+0j)
IIIIIIIIZXIXII (-6.384444456422373e-05+0j)
IIIIIIIIIXIXII (0.004620321857536098+0j)
IIIIIIIYYZZXZI (0.001275705681819365+0j)
IIIIIIIXXIZXZI (0.0012753996198194822+0j)
IIIIIIIYXIIYII (-3.060619998829228e-07+0j)
IIIIIIIXYZZYZI (-3.060619998829228e-07+0j)
IIIIIIIYYZIXII (-0.0012753996198194822+0j)
IIIIIIIXXIIXII (-0.001275705681819365+0j)
IIXIYIYZZIIXZI (0.0008058665440341127+0j)
IIXIXZXIIIZXZI (0.0008058665440341127+0j)
IIXIYIYZZIZXII (-0.0008058665440341127+0j)
IIXIXZXIIIIXII (-0.0008058665440341127+0j)
XYZIIIYZZIIXZI (-0.006281615825617077+0j)
XXZIIIXIIIZXZI (-0.006281615825617077+0j)
XYZIIIYZZIZXII (0.006281615825617077+0j)
XXZIIIXIIIIXII (0.006281615825617077+0j)
IIIIZXIIIIZXZI (0.0025951203874019393+0j)
IIIIIXIIIIZXZI (-0.0025951203874019393+0j)
IIIIZXIIIIIXII (-0.0025951203874019393+0j)
IIIIIXIIIIIXII (0.0025951203874019393+0j)
XYYIXXIIIIZXZI (0.0026162240717002394+0j)
XXYIXYIIIIZXZI (-0.0026162240717002394+0j)
XYYIXXIIIIIXII (-0.0026162240717002394+0j)
XXYIXYIIIIIXII (0.0026162240717002394+0j)
IIIYYZIIIIZXZI (-0.007897131539309522+0j)
IIIXXIIIIIZXZI (-0.007897131539309522+0j)
IIIYYZIIIIIXII (0.007897131539309522+0j)
IIIXXIIIIIIXII (0.007897131539309522+0j)
IIZIXZIIIIZXZI (0.003518441230597227+0j)
IIIZXIIIIIZXZI (-0.003518441230597227+0j)
IIZIXZIIIIIXII (-0.003518441230597227+0j)
IIIZXIIIIIIXII (0.003518441230597227+0j)
YIYIXZIIIIZXZI (0.002615603062212267+0j)
XZYIYIIIIIZXZI (-0.002615603062212267+0j)
YIYIXZIIIIIXII (-0.002615603062212267+0j)
XZYIYIIIIIIXII (0.002615603062212267+0j)
XYYXZIIIIIZXZI (-0.004611947371018283+0j)
XXYYZIIIIIZXZI (0.004611947371018283+0j)
XYYXZIIIIIIXII (0.004611947371018283+0j)
XXYYZIIIIIIXII (-0.004611947371018283+0j)
XYYZZIIIIIZXZI (0.004406455550420382+0j)
XXXIIIIIIIZXZI (0.004406455550420382+0j)
XYYZZIIIIIIXII (-0.004406455550420382+0j)
XXXIIIIIIIIXII (-0.004406455550420382+0j)
ZXIIIIIIIIZXZI (0.0036843263032362915+0j)
IXIIIIIIIIZXZI (-0.0036843263032362915+0j)
ZXIIIIIIIIIXII (-0.0036843263032362915+0j)
IXIIIIIIIIIXII (0.0036843263032362915+0j)
IIIIIIIIYZYXZI (-0.0203311011109769+0j)
IIIIIIIIXIYYZI (0.0203311011109769+0j)
IIIIIIIYZXYXZI (0.002374784159882147+0j)
IIIIIIIXIYYXZI (-0.0023744086989902413+0j)
IIIIIIIYIXYXZI (-3.7546089190661214e-07+0j)
IIIIIIIXZXYYZI (-3.7546089190661214e-07+0j)
IIIIIIIYZYYYZI (0.0023744086989902413+0j)
IIIIIIIXIXYYZI (0.002374784159882147+0j)
IIXIYIYZYYXXZI (-0.00520131793120037+0j)
IIXIXZXIXYYXZI (-0.00520131793120037+0j)
