Bravyi-Kitaev mapping of NH3 Hamiltonian in sto3g basis.
IIIIIIIIIIII (-15.41294640079288+0j)
XIYIYZZIZZII (-0.0025949305585068506+0j)
XIXZXIIIIZII (-0.0025949305585068506+0j)
XYZIYZZIZZII (-0.007316704341672272+0j)
XXZIXIIIIZII (-0.007316704341672272+0j)
IIIZIIIIIZII (0.1429447463496701+0j)
ZIXXIIIIIZII (0.014437274211840257+0j)
IZYYIIIIIZII (0.014437274211840257+0j)
IIZZIIIIIZII (0.13278603922932036+0j)
IYYZIIIIIZII (0.0078616669548775+0j)
IXXIIIIIIZII (0.0078616669548775+0j)
IZIIIIIIIZII (0.12592342117983454+0j)
ZZZIIIIIIZII (0.13993689756448113+0j)
IIIIIIYIXYII (-0.03295554549532827+0j)
IIIIIIXZXXII (-0.03295554549532827+0j)
IIIIIIZXZXZI (0.004620321857496237+0j)
IIIIIIIXZXZI (-6.3844444567776e-05+0j)
IIIIIIZYIYII (0.004556477412928461+0j)
IIIIIIIYZYZI (0.004556477412928461+0j)
IIIIIIZXIXII (-6.3844444567776e-05+0j)
IIIIIIIXIXII (0.004620321857496237+0j)
XIXYYXZIIXZI (0.0008058665440099663+0j)
XIXXYYZIIXZI (-0.0008058665440099663+0j)
XIXYYXZIZXII (-0.0008058665440099663+0j)
XIXXYYZIZXII (0.0008058665440099663+0j)
YIIIYXZIIXZI (-0.006281615825594021+0j)
XZZIYYZIIXZI (0.006281615825594021+0j)
YIIIYXZIZXII (0.006281615825594021+0j)
XZZIYYZIZXII (-0.006281615825594021+0j)
XIXYYZZIIXZI (-0.002595120387374727+0j)
XIXXXIIIZXZI (-0.002595120387374727+0j)
XIXYYZZIZXII (0.002595120387374727+0j)
XIXXXIIIIXII (0.002595120387374727+0j)
YIIIYZZIIXZI (0.002616224071675449+0j)
XZZIXIIIZXZI (0.002616224071675449+0j)
YIIIYZZIZXII (-0.002616224071675449+0j)
XZZIXIIIIXII (-0.002616224071675449+0j)
IIZXIIIIZXZI (0.00789713153928647+0j)
IIIXIIIIZXZI (-0.00789713153928647+0j)
IIZXIIIIIXII (-0.00789713153928647+0j)
IIIXIIIIIXII (0.00789713153928647+0j)
IYYXIIIIZXZI (-0.0035184412305791155+0j)
IXYYIIIIZXZI (0.0035184412305791155+0j)
IYYXIIIIIXII (0.0035184412305791155+0j)
IXYYIIIIIXII (-0.0035184412305791155+0j)
ZIXZIIIIZXZI (0.0046119473710569125+0j)
IZXIIIIIZXZI (-0.0046119473710569125+0j)
ZIXZIIIIIXII (-0.0046119473710569125+0j)
IZXIIIIIIXII (0.0046119473710569125+0j)
ZXZIIIIIZXZI (-0.004406455550359706+0j)
IXIIIIIIZXZI (0.004406455550359706+0j)
ZXZIIIIIIXII (0.004406455550359706+0j)
IXIIIIIIIXII (-0.004406455550359706+0j)
IIIIIIYZYXZI (-0.02033110111095667+0j)
IIIIIIXIYYZI (0.02033110111095667+0j)
XIXYYXYYXXZI (-0.005201317931196623+0j)
XIXXYYYYXXZI (0.005201317931196623+0j)
XIXYYXYXXYZI (0.005201317931196623+0j)
XIXXYYYXXYZI (-0.005201317931196623+0j)
YIIIYXYYXXZI (0.009537148737102567+0j)
XZZIYYYYXXZI (-0.009537148737102567+0j)
YIIIYXYXXYZI (-0.009537148737102567+0j)
XZZIYYYXXYZI (0.009537148737102567+0j)
XIXYYZYYXXZI (0.007320446767139862+0j)
XIXXXIXYYXZI (0.007320446767139862+0j)
XIXYYZYXXYZI (-0.007320446767139862+0j)
XIXXXIXXYYZI (-0.007320446767139862+0j)
YIIIYZYYXXZI (-0.006525171904740619+0j)
XZZIXIXYYXZI (-0.006525171904740619+0j)
YIIIYZYXXYZI (0.006525171904740619+0j)
XZZIXIXXYYZI (0.006525171904740619+0j)
IIZXIIXYYXZI (-0.0035184412305791155+0j)
IIIXIIXYYXZI (0.0035184412305791155+0j)
IIZXIIXXYYZI (0.0035184412305791155+0j)
IIIXIIXXYYZI (-0.0035184412305791155+0j)
IYYXIIXYYXZI (0.013274650769410964+0j)
IXYYIIXYYXZI (-0.013274650769410964+0j)
IYYXIIXXYYZI (-0.013274650769410964+0j)
IXYYIIXXYYZI (0.013274650769410964+0j)
ZIXZIIXYYXZI (0.004470299994927482+0j)
IZXIIIXYYXZI (-0.004470299994927482+0j)
ZIXZIIXXYYZI (-0.004470299994927482+0j)
IZXIIIXXYYZI (0.004470299994927482+0j)
ZXZIIIXYYXZI (0.009374805904064427+0j)
IXIIIIXYYXZI (-0.009374805904064427+0j)
ZXZIIIXXYYZI (-0.009374805904064427+0j)
IXIIIIXXYYZI (0.009374805904064427+0j)
IIIIIZYIYXZI (-0.025216439801225243+0j)
IIIIIZXZYYZI (0.025216439801225243+0j)
IIIIZXXIXXZI (0.010293518251262375+0j)
IIIIIXYIYXZI (0.010293518251262375+0j)
IIIIZXYZXYZI (0.010293518251262375+0j)
IIIIIXXZYYZI (-0.010293518251262375+0j)
XIYIYXXIXXZI (-0.012494465142844188+0j)
XIXZYYXIXXZI (0.012494465142844188+0j)
XIYIYXYZXYZI (-0.012494465142844188+0j)
XIXZYYYZXYZI (0.012494465142844188+0j)
XYZIYXXIXXZI (-0.018697393275268707+0j)
XXZIYYXIXXZI (0.018697393275268707+0j)
XYZIYXYZXYZI (-0.018697393275268707+0j)
XXZIYYYZXYZI (0.018697393275268707+0j)
IIIIZZXIXXZI (0.02113116632914358+0j)
IIIIZZYZXYZI (0.02113116632914358+0j)
XIYIYZXIXXZI (0.0026164642790366924+0j)
XIXZXIYIYXZI (-0.0026164642790366924+0j)
XIYIYZYZXYZI (0.0026164642790366924+0j)
XIXZXIXZYYZI (0.0026164642790366924+0j)
XYZIYZXIXXZI (0.0065271396429213415+0j)
XXZIXIYIYXZI (-0.0065271396429213415+0j)
XYZIYZYZXYZI (0.0065271396429213415+0j)
XXZIXIXZYYZI (0.0065271396429213415+0j)
IIIZIIYIYXZI (-0.014437274211840257+0j)
IIIZIIXZYYZI (0.014437274211840257+0j)
ZIXXIIYIYXZI (-0.0343896839294899+0j)
IZYYIIYIYXZI (-0.0343896839294899+0j)
ZIXXIIXZYYZI (0.0343896839294899+0j)
IZYYIIXZYYZI (0.0343896839294899+0j)
IIZZIIYIYXZI (-0.03756749286638518+0j)
IIZZIIXZYYZI (0.03756749286638518+0j)
IYYZIIYIYXZI (-0.009026777407855943+0j)
IXXIIIYIYXZI (-0.009026777407855943+0j)
IYYZIIXZYYZI (0.009026777407855943+0j)
IXXIIIXZYYZI (0.009026777407855943+0j)
IZIIIIYIYXZI (-0.010956295206892246+0j)
IZIIIIXZYYZI (0.010956295206892246+0j)
ZZZIIIYIYXZI (-0.016701361616112163+0j)
ZZZIIIXZYYZI (0.016701361616112163+0j)
IIIIIIIZZZZI (0.11245926652360086+0j)
IIIIIIZZZZZI (0.12584149593696844+0j)
IIIIIZIIZZZI (0.14591468453527678+0j)
IIIIZXZIIZZI (3.21799365247781e-07+0j)
IIIIIXIIZZZI (-3.21799365247781e-07+0j)
XIYIYXZIIZZI (-0.024035303747537557+0j)
XIXZYYZIIZZI (0.024035303747537557+0j)
XYZIYXZIIZZI (-0.027731679984169155+0j)
XXZIYYZIIZZI (0.027731679984169155+0j)
IIIIZZZIIZZI (0.13278619635238081+0j)
XIYIYZZIIZZI (4.7483690407022425e-07+0j)
XIXZXIIIZZZI (4.7483690407022425e-07+0j)
XYZIYZZIIZZI (6.050617576231431e-06+0j)
XXZIXIIIZZZI (6.050617576231431e-06+0j)
IIIZIIIIZZZI (0.13278603922932036+0j)
ZIXXIIIIZZZI (0.03756749286638518+0j)
IZYYIIIIZZZI (0.03756749286638518+0j)
IIZZIIIIZZZI (0.18716071703378187+0j)
IYYZIIIIZZZI (0.01678191484634023+0j)
IXXIIIIIZZZI (0.01678191484634023+0j)
IZIIIIIIZZZI (0.12141732481799741+0j)
ZZZIIIIIZZZI (0.1377073738549341+0j)
IIIIIIYXYZZI (0.016976577952440786+0j)
IIIIIIYYXIII (-0.016976577952440786+0j)
IIIIIZXYYZZI (0.015264105849520572+0j)
IIIIIZXXXIII (0.015264105849520572+0j)
IIIIZXYYXZZI (2.043620035018846e-06+0j)
IIIIIXXYYZZI (-2.043620035018846e-06+0j)
IIIIZXYXYIII (-2.043620035018846e-06+0j)
IIIIIXXXXIII (-2.043620035018846e-06+0j)
XIYIYXYYXZZI (0.002171715916025247+0j)
XIXZYYYYXZZI (-0.002171715916025247+0j)
XIYIYXYXYIII (-0.002171715916025247+0j)
XIXZYYYXYIII (0.002171715916025247+0j)
XYZIYXYYXZZI (-0.012989533144774136+0j)
XXZIYYYYXZZI (0.012989533144774136+0j)
XYZIYXYXYIII (0.012989533144774136+0j)
XXZIYYYXYIII (-0.012989533144774136+0j)
IIIIZZYYXZZI (0.007863016470072865+0j)
IIIIZZYXYIII (-0.007863016470072865+0j)
XIYIYZYYXZZI (-6.523287090288749e-07+0j)
XIXZXIXYYZZI (-6.523287090288749e-07+0j)
XIYIYZYXYIII (6.523287090288749e-07+0j)
XIXZXIXXXIII (-6.523287090288749e-07+0j)
XYZIYZYYXZZI (1.9711735206289892e-06+0j)
XXZIXIXYYZZI (1.9711735206289892e-06+0j)
XYZIYZYXYIII (-1.9711735206289892e-06+0j)
XXZIXIXXXIII (1.9711735206289892e-06+0j)
IIIZIIXYYZZI (0.0078616669548775+0j)
IIIZIIXXXIII (0.0078616669548775+0j)
ZIXXIIXYYZZI (0.009026777407855943+0j)
IZYYIIXYYZZI (0.009026777407855943+0j)
ZIXXIIXXXIII (0.009026777407855943+0j)
IZYYIIXXXIII (0.009026777407855943+0j)
IIZZIIXYYZZI (0.01678191484634023+0j)
IIZZIIXXXIII (0.01678191484634023+0j)
IYYZIIXYYZZI (0.00895805829439656+0j)
IXXIIIXYYZZI (0.00895805829439656+0j)
IYYZIIXXXIII (0.00895805829439656+0j)
IXXIIIXXXIII (0.00895805829439656+0j)
IZIIIIXYYZZI (0.012248410796693011+0j)
IZIIIIXXXIII (0.012248410796693011+0j)
ZZZIIIXYYZZI (0.007339314537280214+0j)
ZZZIIIXXXIII (0.007339314537280214+0j)
XIXYYXXIXZZI (-0.013267432774309322+0j)
XIXXYYXIXZZI (0.013267432774309322+0j)
XIXYYXYZYIII (-0.013267432774309322+0j)
XIXXYYYZYIII (0.013267432774309322+0j)
YIIIYXXIXZZI (-0.003747015383250126+0j)
XZZIYYXIXZZI (0.003747015383250126+0j)
YIIIYXYZYIII (-0.003747015383250126+0j)
XZZIYYYZYIII (0.003747015383250126+0j)
XIXYYZXIXZZI (0.005080502233136274+0j)
XIXXXIYIYZZI (-0.005080502233136274+0j)
XIXYYZYZYIII (0.005080502233136274+0j)
XIXXXIXZXIII (-0.005080502233136274+0j)
YIIIYZXIXZZI (-0.004960888051024456+0j)
XZZIXIYIYZZI (0.004960888051024456+0j)
YIIIYZYZYIII (-0.004960888051024456+0j)
XZZIXIXZXIII (0.004960888051024456+0j)
IIZXIIYIYZZI (-0.0046119473710569125+0j)
IIIXIIYIYZZI (0.0046119473710569125+0j)
IIZXIIXZXIII (-0.0046119473710569125+0j)
IIIXIIXZXIII (0.0046119473710569125+0j)
IYYXIIYIYZZI (-0.004470299994927482+0j)
IXYYIIYIYZZI (0.004470299994927482+0j)
IYYXIIXZXIII (-0.004470299994927482+0j)
IXYYIIXZXIII (0.004470299994927482+0j)
ZIXZIIYIYZZI (-0.011865877917965643+0j)
IZXIIIYIYZZI (0.011865877917965643+0j)
ZIXZIIXZXIII (-0.011865877917965643+0j)
IZXIIIXZXIII (0.011865877917965643+0j)
ZXZIIIYIYZZI (-0.009637263415160573+0j)
IXIIIIYIYZZI (0.009637263415160573+0j)
ZXZIIIXZXIII (-0.009637263415160573+0j)
IXIIIIXZXIII (0.009637263415160573+0j)
IIIIIIZIIIII (0.10262409894998245+0j)
IIIIIZIZIIII (0.1369313558085216+0j)
IIIIZXZZZIII (-6.172287921531704e-06+0j)
IIIIIXIZIIII (6.172287921531704e-06+0j)
XIYIYXZZZIII (0.013405565263211454+0j)
XIXZYYZZZIII (-0.013405565263211454+0j)
XYZIYXZZZIII (-0.024708703105989063+0j)
XXZIYYZZZIII (0.024708703105989063+0j)
IIIIZZZZZIII (0.12591791053545304+0j)
XIYIYZZZZIII (-9.710071922361743e-07+0j)
XIXZXIIZIIII (-9.710071922361743e-07+0j)
XYZIYZZZZIII (-3.540470284767519e-07+0j)
XXZIXIIZIIII (-3.540470284767519e-07+0j)
IIIZIIIZIIII (0.12592342117983454+0j)
ZIXXIIIZIIII (0.010956295206892246+0j)
IZYYIIIZIIII (0.010956295206892246+0j)
IIZZIIIZIIII (0.12141732481799741+0j)
IYYZIIIZIIII (0.012248410796693011+0j)
IXXIIIIZIIII (0.012248410796693011+0j)
IZIIIIIZIIII (0.13508099722001454+0j)
ZZZIIIIZIIII (0.1262016616966266+0j)
XIXYYXIXZIII (-0.022861174142253818+0j)
XIXXYYIXZIII (0.022861174142253818+0j)
XIXYYXZXZIII (0.022861174142253818+0j)
XIXXYYZXZIII (-0.022861174142253818+0j)
YIIIYXIXZIII (0.0002791266248962903+0j)
XZZIYYIXZIII (-0.0002791266248962903+0j)
YIIIYXZXZIII (-0.0002791266248962903+0j)
XZZIYYZXZIII (0.0002791266248962903+0j)
XIXYYZIXZIII (0.011105916466319681+0j)
XIXXXIZXIIII (0.011105916466319681+0j)
XIXYYZZXZIII (-0.011105916466319681+0j)
XIXXXIIXIIII (-0.011105916466319681+0j)
YIIIYZIXZIII (-0.01120730502707168+0j)
XZZIXIZXIIII (-0.01120730502707168+0j)
YIIIYZZXZIII (0.01120730502707168+0j)
XZZIXIIXIIII (0.01120730502707168+0j)
IIZXIIZXIIII (-0.004406455550359706+0j)
IIIXIIZXIIII (0.004406455550359706+0j)
IIZXIIIXIIII (0.004406455550359706+0j)
IIIXIIIXIIII (-0.004406455550359706+0j)
IYYXIIZXIIII (0.009374805904064427+0j)
IXYYIIZXIIII (-0.009374805904064427+0j)
IYYXIIIXIIII (-0.009374805904064427+0j)
IXYYIIIXIIII (0.009374805904064427+0j)
ZIXZIIZXIIII (0.009637263415160573+0j)
IZXIIIZXIIII (-0.009637263415160573+0j)
ZIXZIIIXIIII (-0.009637263415160573+0j)
IZXIIIIXIIII (0.009637263415160573+0j)
ZXZIIIZXIIII (0.023577562746644163+0j)
IXIIIIZXIIII (-0.023577562746644163+0j)
ZXZIIIIXIIII (-0.023577562746644163+0j)
IXIIIIIXIIII (0.023577562746644163+0j)
IIIIIZZZIIII (0.13698093677353865+0j)
IIIIZXIZZIII (-0.007611057509161204+0j)
IIIIIXZZIIII (0.007611057509161204+0j)
XIYIYXIZZIII (-0.003548854362407984+0j)
XIXZYYIZZIII (0.003548854362407984+0j)
XYZIYXIZZIII (-0.019901421150582473+0j)
XXZIYYIZZIII (0.019901421150582473+0j)
IIIIZZIZZIII (0.12175009370675238+0j)
XIYIYZIZZIII (-0.0036848174025869585+0j)
XIXZXIZZIIII (-0.0036848174025869585+0j)
XYZIYZIZZIII (-0.008828183859850416+0j)
XXZIXIZZIIII (-0.008828183859850416+0j)
IIIZIIZZIIII (0.13993689756448113+0j)
ZIXXIIZZIIII (0.016701361616112163+0j)
IZYYIIZZIIII (0.016701361616112163+0j)
IIZZIIZZIIII (0.1377073738549341+0j)
IYYZIIZZIIII (0.007339314537280214+0j)
IXXIIIZZIIII (0.007339314537280214+0j)
IZIIIIZZIIII (0.1262016616966266+0j)
ZZZIIIZZIIII (0.14415343874915562+0j)
IIIIZIZIZIII (0.10848581025370185+0j)
XIYIYIZIZIII (2.6031282169961586e-07+0j)
XIXZXZIIIIII (2.6031282169961586e-07+0j)
XYZIYIZIZIII (3.1647869144284745e-06+0j)
XXZIXZIIIIII (3.1647869144284745e-06+0j)
IIIZIZIIIIII (0.10848609088935371+0j)
ZIXXIZIIIIII (0.01844822582853088+0j)
IZYYIZIIIIII (0.01844822582853088+0j)
IIZZIZIIIIII (0.12208627955339334+0j)
IYYZIZIIIIII (0.011677832958948605+0j)
IXXIIZIIIIII (0.011677832958948605+0j)
IZIIIZIIIIII (0.11278716743387024+0j)
ZZZIIZIIIIII (0.12380628920080962+0j)
XIYIXYIIIIII (-0.0003419613898698867+0j)
XIXZXXIIIIII (-0.0003419613898698867+0j)
XYZIXYIIIIII (-0.02487716567172257+0j)
XXZIXXIIIIII (-0.02487716567172257+0j)
IIIZZXZIZIII (-2.6941227771262732e-08+0j)
IIIZIXIIIIII (2.6941227771262732e-08+0j)
ZIXXZXZIZIII (0.00648737698996732+0j)
IZYYZXZIZIII (4.1771795119237287e-07+0j)
ZIXYIYIIIIII (0.006486959272016131+0j)
IZYXZYZIZIII (0.006486959272016131+0j)
ZIXXIXIIIIII (-4.1771795119237287e-07+0j)
IZYYIXIIIIII (-0.00648737698996732+0j)
IIZZZXZIZIII (3.4282282457395643e-07+0j)
IIZZIXIIIIII (-3.4282282457395643e-07+0j)
IYYZZXZIZIII (1.0160833583349425e-06+0j)
IXXIZXZIZIII (1.7709755669988256e-07+0j)
IYXIIYIIIIII (-8.3898580163506e-07+0j)
IXYZZYZIZIII (-8.3898580163506e-07+0j)
IYYZIXIIIIII (-1.7709755669988256e-07+0j)
IXXIIXIIIIII (-1.0160833583349425e-06+0j)
IZIIZXZIZIII (-2.1031862598404946e-06+0j)
IZIIIXIIIIII (2.1031862598404946e-06+0j)
ZZZIZXZIZIII (-0.006045421778902292+0j)
ZZZIIXIIIIII (0.006045421778902292+0j)
XIYZYXZIZIII (-0.000341839605664035+0j)
XIXIYYZIZIII (0.000341839605664035+0j)
XYZZYXZIZIII (-0.024878273114469125+0j)
XXZZYYZIZIII (0.024878273114469125+0j)
YIIXYXZIZIII (-0.0069858169487153005+0j)
XZIYYXZIZIII (0.000772967631465137+0j)
YIZXYXZIZIII (0.006212849317250164+0j)
XZZXYYZIZIII (0.006212849317250164+0j)
YIIYYYZIZIII (-0.000772967631465137+0j)
XZIXYYZIZIII (-0.0069858169487153005+0j)
YXYYYXZIZIII (0.013324025405151249+0j)
XXXYYXZIZIII (0.004163780866985111+0j)
YYYXYXZIZIII (-0.009160244538166138+0j)
XYXYYYZIZIII (-0.009160244538166138+0j)
YXYXYYZIZIII (-0.004163780866985111+0j)
XXXXYYZIZIII (-0.013324025405151249+0j)
XYIZYXZIZIII (-0.025559964068143908+0j)
XXIZYYZIZIII (0.025559964068143908+0j)
XZYIYXZIZIII (0.0004160321184373157+0j)
XZXZYYZIZIII (-0.0004160321184373157+0j)
YZXIYXZIZIII (0.000198161020842142+0j)
YZYZYYZIZIII (0.000198161020842142+0j)
YXIIYXZIZIII (-0.020180547775478765+0j)
YYIIYYZIZIII (-0.020180547775478765+0j)
IIIZZZZIZIII (0.11098940203154403+0j)
ZIXXZZZIZIII (0.024478678784779256+0j)
IZYYZZZIZIII (0.024478678784779256+0j)
IIZZZZZIZIII (0.12488905025026696+0j)
IYYZZZZIZIII (0.011380855562612955+0j)
IXXIZZZIZIII (0.011380855562612955+0j)
IZIIZZZIZIII (0.11264635671039147+0j)
ZZZIZZZIZIII (0.11323660636606517+0j)
XIYZYZZIZIII (1.8982886787650977e-07+0j)
XIXIXIIIIIII (1.8982886787650977e-07+0j)
XYZZYZZIZIII (3.7424254675910013e-06+0j)
XXZZXIIIIIII (3.7424254675910013e-06+0j)
YIIXYZZIZIII (0.002464278161460824+0j)
XZIYYZZIZIII (-0.0024640379540995802+0j)
YIZXYZZIZIII (-2.4020736124393677e-07+0j)
XZZXXIIIIIII (2.4020736124393677e-07+0j)
YIIYXIIIIIII (-0.0024640379540995802+0j)
XZIXXIIIIIII (-0.002464278161460824+0j)
YXYYYZZIZIII (-0.004580744561579059+0j)
XXXYYZZIZIII (-0.004578776823398338+0j)
YYYXYZZIZIII (1.967738180721698e-06+0j)
XYXYXIIIIIII (-1.967738180721698e-06+0j)
YXYXXIIIIIII (-0.004578776823398338+0j)
XXXXXIIIIIII (-0.004580744561579059+0j)
XYIZYZZIZIII (5.398288867202556e-06+0j)
XXIZXIIIIIII (5.398288867202556e-06+0j)
XZYIYZZIZIII (1.000166328392815e-06+0j)
XZXZXIIIIIII (1.000166328392815e-06+0j)
YZXIYZZIZIII (0.001276070648437497+0j)
YZYZXIIIIIII (-0.001276070648437497+0j)
YXIIYZZIZIII (0.002379121167221266+0j)
YYIIXIIIIIII (-0.002379121167221266+0j)
IIZIIIIIIIII (0.1248889076900339+0j)
IYYIIIIIIIII (0.011380108185456615+0j)
IXXZIIIIIIII (0.011380108185456615+0j)
IZIZIIIIIIII (0.11264877041042358+0j)
ZZZZIIIIIIII (0.10554721363499123+0j)
ZIYYIIIIIIII (-0.03295554549532827+0j)
IZXXIIIIIIII (-0.03295554549532827+0j)
ZXIXIIIIIIII (0.004620321857496237+0j)
IXZXIIIIIIII (-6.3844444567776e-05+0j)
ZYZYIIIIIIII (0.004556477412928461+0j)
IYZYIIIIIIII (0.004556477412928461+0j)
ZXZXIIIIIIII (-6.3844444567776e-05+0j)
IXIXIIIIIIII (0.004620321857496237+0j)
ZZXXIIIIIIII (0.02033110111095667+0j)
IIYYIIIIIIII (0.02033110111095667+0j)
IZZZIIIIIIII (0.11245926652360086+0j)
ZZIZIIIIIIII (0.12584149593696844+0j)
ZXXZIIIIIIII (-0.016976577952440786+0j)
ZYYIIIIIIIII (-0.016976577952440786+0j)
ZIZIIIIIIIII (0.10262409894998245+0j)
