Bravyi-Kitaev mapping of NH3 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIII (-45.692878261398114+0j)
IIIIIIIIIZXXYIXY (-0.003639543859799403+0j)
IIIIIIIIZZYYXIXX (0.0036396651979635785+0j)
IIIIIIIIZZYXXIXY (-0.0036396651979635785+0j)
IIIIIIIZIIXYYIXX (0.03987832265602617+0j)
IIIIIIIZIIXXYIXY (-0.03987832265602617+0j)
IIIIIIZXIIXYYIXX (-0.004436005845284347+0j)
IIIIIIIXIIXYYIXX (0.004436005845284347+0j)
IIIIIIZXIIXXYIXY (0.004436005845284347+0j)
IIIIIIIXIIXXYIXY (-0.004436005845284347+0j)
IIXYYIXXIIXYYIXX (0.006547949266694305+0j)
IIXXYIXYIIXYYIXX (-0.006547949266694305+0j)
IIXYYIXXIIXXYIXY (-0.006547949266694305+0j)
IIXXYIXYIIXXYIXY (0.006547949266694305+0j)
IIYIYIXXIIXYYIXX (0.0012699313679930791+0j)
IIXZYIXYIIXYYIXX (-0.0012699313679930791+0j)
IIYIYIXXIIXXYIXY (-0.0012699313679930791+0j)
IIXZYIXYIIXXYIXY (0.0012699313679930791+0j)
ZIIIXIXXZIXYYIXX (-1.853500677107663e-07+0j)
IZZIYIXYIIXYYIXX (-1.853500677107663e-07+0j)
ZIIIXIXXZIXXYIXY (1.853500677107663e-07+0j)
IZZIYIXYIIXXYIXY (1.853500677107663e-07+0j)
IIIIIIZZIIXYYIXX (0.0036410692122704727+0j)
IIIIIIZZIIXXYIXY (-0.0036410692122704727+0j)
IIXYYIXZIIXYYIXX (0.0043613949661654+0j)
IIXXYIYIIIXYYIXX (-0.0043613949661654+0j)
IIXYYIXZIIXXYIXY (-0.0043613949661654+0j)
IIXXYIYIIIXXYIXY (0.0043613949661654+0j)
IIYIYIXZIIXYYIXX (-0.00397101673177117+0j)
IIXZYIYIIIXYYIXX (0.00397101673177117+0j)
IIYIYIXZIIXXYIXY (0.00397101673177117+0j)
IIXZYIYIIIXXYIXY (-0.00397101673177117+0j)
ZIIIXIXZZIXYYIXX (5.718204840613298e-07+0j)
IZZIYIYIIIXYYIXX (5.718204840613298e-07+0j)
ZIIIXIXZZIXXYIXY (-5.718204840613298e-07+0j)
IZZIYIYIIIXXYIXY (-5.718204840613298e-07+0j)
IIIIIZIIIIXYYIXX (0.001315294851012192+0j)
IIIIIZIIIIXXYIXY (-0.001315294851012192+0j)
ZIIIXXZIZIXYYIXX (-0.00013921924447939628+0j)
IZZIYYZIIIXYYIXX (-0.00013921924447939628+0j)
ZIIIXXZIZIXXYIXY (0.00013921924447939628+0j)
IZZIYYZIIIXXYIXY (0.00013921924447939628+0j)
IIIIZZZIIIXYYIXX (0.0013152661935384496+0j)
IIIIZZZIIIXXYIXY (-0.0013152661935384496+0j)
IYZIYZZIIIXYYIXX (0.00013919393306867852+0j)
IXZIXIIIIIXYYIXX (0.00013919393306867852+0j)
IYZIYZZIIIXXYIXY (-0.00013919393306867852+0j)
IXZIXIIIIIXXYIXY (-0.00013919393306867852+0j)
IIIZIIIIIIXYYIXX (-0.0031985883879161567+0j)
IIIZIIIIIIXXYIXY (0.0031985883879161567+0j)
IIZXIIIIIIXYYIXX (-0.0017688922112776722+0j)
IIIXIIIIIIXYYIXX (0.0017688922112776722+0j)
IIZXIIIIIIXXYIXY (0.0017688922112776722+0j)
IIIXIIIIIIXXYIXY (-0.0017688922112776722+0j)
ZIXXZIIIZIXYYIXX (-2.5762262876291517e-07+0j)
IZYYIIIIIIXYYIXX (-2.5762262876291517e-07+0j)
ZIXXZIIIZIXXYIXY (2.5762262876291517e-07+0j)
IZYYIIIIIIXXYIXY (2.5762262876291517e-07+0j)
IIZZIIIIIIXYYIXX (0.005545092881349985+0j)
IIZZIIIIIIXXYIXY (-0.005545092881349985+0j)
ZIXZZIIIZIXYYIXX (6.946558567894274e-07+0j)
IZXIIIIIIIXYYIXX (-6.946558567894274e-07+0j)
ZIXZZIIIZIXXYIXY (-6.946558567894274e-07+0j)
IZXIIIIIIIXXYIXY (6.946558567894274e-07+0j)
IZIIIIIIIIXYYIXX (0.000897508746016149+0j)
IZIIIIIIIIXXYIXY (-0.000897508746016149+0j)
ZZZIZIIIZIXYYIXX (0.0008974960653446304+0j)
ZZZIZIIIZIXXYIXY (-0.0008974960653446304+0j)
IIIIIIIIIZXIIIZX (-5.584157374911489e-07+0j)
IIIIIIIIZIXZZIZX (5.623999825930866e-07+0j)
IIIIIIIIIZXIIIIX (5.623999825930866e-07+0j)
IIIIIIIIZIXZZIIX (-5.584157374911489e-07+0j)
IIIIIIIIZIZZXIXX (-7.477654660598189e-07+0j)
IIIIIIIIIZIZYIXY (-7.477654660598189e-07+0j)
IIIIIIIIIZYIYIXX (0.004924361890460188+0j)
IIIIIIIIIZXZYIXY (-0.004924361890460188+0j)
IIIIIIIIZZXIXIXX (-0.0049245877313910755+0j)
IIIIIIIIZZYZXIXY (-0.0049245877313910755+0j)
IIIIIIIZIIYIYIXX (0.06716089313794397+0j)
IIIIIIIZIIXZYIXY (-0.06716089313794397+0j)
IIIIIIZXIIYIYIXX (-0.009382888333802521+0j)
IIIIIIIXIIYIYIXX (0.009382888333802521+0j)
IIIIIIZXIIXZYIXY (0.009382888333802521+0j)
IIIIIIIXIIXZYIXY (-0.009382888333802521+0j)
IIIIIYYXIIYIYIXX (-4.622935772378913e-07+0j)
IIIIIXYYIIYIYIXX (4.622935772378913e-07+0j)
IIIIIYYXIIXZYIXY (4.622935772378913e-07+0j)
IIIIIXYYIIXZYIXY (-4.622935772378913e-07+0j)
IIXYYIXXIIYIYIXX (0.0012699313679930791+0j)
IIXXYIXYIIYIYIXX (-0.0012699313679930791+0j)
IIXYYIXXIIXZYIXY (-0.0012699313679930791+0j)
IIXXYIXYIIXZYIXY (0.0012699313679930791+0j)
IIYIYIXXIIYIYIXX (0.009053132648542461+0j)
IIXZYIXYIIYIYIXX (-0.009053132648542461+0j)
IIYIYIXXIIXZYIXY (-0.009053132648542461+0j)
IIXZYIXYIIXZYIXY (0.009053132648542461+0j)
ZIIIXIXXZIYIYIXX (-6.215914156079706e-07+0j)
IZZIYIXYIIYIYIXX (-6.215914156079706e-07+0j)
ZIIIXIXXZIXZYIXY (6.215914156079706e-07+0j)
IZZIYIXYIIXZYIXY (6.215914156079706e-07+0j)
IIIIIIZZIIYIYIXX (0.0005150371773985346+0j)
IIIIIIZZIIXZYIXY (-0.0005150371773985346+0j)
IIIIIYYZIIYIYIXX (-7.336495747261288e-07+0j)
IIIIIXXIIIYIYIXX (-7.336495747261288e-07+0j)
IIIIIYYZIIXZYIXY (7.336495747261288e-07+0j)
IIIIIXXIIIXZYIXY (7.336495747261288e-07+0j)
IIXYYIXZIIYIYIXX (-0.003941451660983188+0j)
IIXXYIYIIIYIYIXX (0.003941451660983188+0j)
IIXYYIXZIIXZYIXY (0.003941451660983188+0j)
IIXXYIYIIIXZYIXY (-0.003941451660983188+0j)
IIYIYIXZIIYIYIXX (0.00022906559292739179+0j)
IIXZYIYIIIYIYIXX (-0.00022906559292739179+0j)
IIYIYIXZIIXZYIXY (-0.00022906559292739179+0j)
IIXZYIYIIIXZYIXY (0.00022906559292739179+0j)
ZIIIXIXZZIYIYIXX (5.584157374911489e-07+0j)
IZZIYIYIIIYIYIXX (5.584157374911489e-07+0j)
ZIIIXIXZZIXZYIXY (-5.584157374911489e-07+0j)
IZZIYIYIIIXZYIXY (-5.584157374911489e-07+0j)
IIIIIZIIIIYIYIXX (0.00024920428432099225+0j)
IIIIIZIIIIXZYIXY (-0.00024920428432099225+0j)
IIXYYXZIIIYIYIXX (-1.9820728071009335e-07+0j)
IIXXYYZIIIYIYIXX (1.9820728071009335e-07+0j)
IIXYYXZIIIXZYIXY (1.9820728071009335e-07+0j)
IIXXYYZIIIXZYIXY (-1.9820728071009335e-07+0j)
ZIIIXXZIZIYIYIXX (0.001529891338545567+0j)
IZZIYYZIIIYIYIXX (0.001529891338545567+0j)
ZIIIXXZIZIXZYIXY (-0.001529891338545567+0j)
IZZIYYZIIIXZYIXY (-0.001529891338545567+0j)
IIIIZZZIIIYIYIXX (0.00024898866106174957+0j)
IIIIZZZIIIXZYIXY (-0.00024898866106174957+0j)
IYZIYZZIIIYIYIXX (-0.0015300931468281804+0j)
IXZIXIIIIIYIYIXX (-0.0015300931468281804+0j)
IYZIYZZIIIXZYIXY (0.0015300931468281804+0j)
IXZIXIIIIIXZYIXY (0.0015300931468281804+0j)
IIIZIIIIIIYIYIXX (0.004648767576731644+0j)
IIIZIIIIIIXZYIXY (-0.004648767576731644+0j)
IIZXIIIIIIYIYIXX (0.001057649445444794+0j)
IIIXIIIIIIYIYIXX (-0.001057649445444794+0j)
IIZXIIIIIIXZYIXY (-0.001057649445444794+0j)
IIIXIIIIIIXZYIXY (0.001057649445444794+0j)
ZIXXZIIIZIYIYIXX (5.748660397772607e-07+0j)
IZYYIIIIIIYIYIXX (5.748660397772607e-07+0j)
ZIXXZIIIZIXZYIXY (-5.748660397772607e-07+0j)
IZYYIIIIIIXZYIXY (-5.748660397772607e-07+0j)
IIZZIIIIIIYIYIXX (-0.0011202296931703548+0j)
IIZZIIIIIIXZYIXY (0.0011202296931703548+0j)
ZIXZZIIIZIYIYIXX (1.4893539229901028e-07+0j)
IZXIIIIIIIYIYIXX (-1.4893539229901028e-07+0j)
ZIXZZIIIZIXZYIXY (-1.4893539229901028e-07+0j)
IZXIIIIIIIXZYIXY (1.4893539229901028e-07+0j)
IZIIIIIIIIYIYIXX (0.0014305642207222769+0j)
IZIIIIIIIIXZYIXY (-0.0014305642207222769+0j)
ZZZIZIIIZIYIYIXX (0.0014306676020328698+0j)
ZZZIZIIIZIXZYIXY (-0.0014306676020328698+0j)
IIIIIIIIZZIIXIXX (-7.635046079135791e-07+0j)
IIIIIIIIIIZIYIXY (-7.635046079135791e-07+0j)
IIIIZIXXIYZIYIXX (-0.003295240317166632+0j)
IIIIIZYYIYZIYIXX (-0.003295240317166632+0j)
IIIIZIXXIXZIYIXY (0.003295240317166632+0j)
IIIIIZYYIXZIYIXY (0.003295240317166632+0j)
IYZIYIXXIYZIYIXX (0.004716205043790196+0j)
IXZIYIXYIYZIYIXX (-0.004716205043790196+0j)
IYZIYIXXIXZIYIXY (-0.004716205043790196+0j)
IXZIYIXYIXZIYIXY (0.004716205043790196+0j)
IIIIZIXZIYZIYIXX (-0.004836538578231094+0j)
IIIIIZXIIYZIYIXX (0.004836538578231094+0j)
IIIIZIXZIXZIYIXY (0.004836538578231094+0j)
IIIIIZXIIXZIYIXY (-0.004836538578231094+0j)
IYZIYIXZIYZIYIXX (0.003751889694404056+0j)
IXZIYIYIIYZIYIXX (-0.003751889694404056+0j)
IYZIYIXZIXZIYIXY (-0.003751889694404056+0j)
IXZIYIYIIXZIYIXY (0.003751889694404056+0j)
IIIIZXZIIYZIYIXX (0.0007623563916299426+0j)
IIIIIXIIIYZIYIXX (-0.0007623563916299426+0j)
IIIIZXZIIXZIYIXY (-0.0007623563916299426+0j)
IIIIIXIIIXZIYIXY (0.0007623563916299426+0j)
IYZIYXZIIYZIYIXX (0.0008035301961780533+0j)
IXZIYYZIIYZIYIXX (-0.0008035301961780533+0j)
IYZIYXZIIXZIYIXY (-0.0008035301961780533+0j)
IXZIYYZIIXZIYIXY (0.0008035301961780533+0j)
IIXYYZZIIYZIYIXX (0.0013515089335537694+0j)
IIXXXIIIIYZIYIXX (0.0013515089335537694+0j)
IIXYYZZIIXZIYIXY (-0.0013515089335537694+0j)
IIXXXIIIIXZIYIXY (-0.0013515089335537694+0j)
IIYIYZZIIYZIYIXX (0.0016100633661917036+0j)
IIXZXIIIIYZIYIXX (0.0016100633661917036+0j)
IIYIYZZIIXZIYIXY (-0.0016100633661917036+0j)
IIXZXIIIIXZIYIXY (-0.0016100633661917036+0j)
ZIIIXZZIZYZIYIXX (-0.0008037102215369684+0j)
IZZIXIIIIYZIYIXX (0.0008037102215369684+0j)
ZIIIXZZIZXZIYIXY (0.0008037102215369684+0j)
IZZIXIIIIXZIYIXY (-0.0008037102215369684+0j)
IYYXIIIIIYZIYIXX (0.0027420351137832535+0j)
IXYYIIIIIYZIYIXX (-0.0027420351137832535+0j)
IYYXIIIIIXZIYIXY (-0.0027420351137832535+0j)
IXYYIIIIIXZIYIXY (0.0027420351137832535+0j)
IYYZIIIIIYZIYIXX (0.0034937976697379113+0j)
IXXIIIIIIYZIYIXX (0.0034937976697379113+0j)
IYYZIIIIIXZIYIXY (-0.0034937976697379113+0j)
IXXIIIIIIXZIYIXY (-0.0034937976697379113+0j)
ZXZIZIIIZYZIYIXX (-4.054033980899706e-05+0j)
IXIIIIIIIYZIYIXX (4.054033980899706e-05+0j)
ZXZIZIIIZXZIYIXY (4.054033980899706e-05+0j)
IXIIIIIIIXZIYIXY (-4.054033980899706e-05+0j)
IIIIIIIZZIIIXIXX (-9.953655812789936e-06+0j)
IIIIIIIZIZZIYIXY (-9.953655812789936e-06+0j)
IIIIIIZXZIIIXIXX (1.4037855208991882e-06+0j)
IIIIIIIXZIIIXIXX (-1.4037855208991882e-06+0j)
IIIIIIZXIZZIYIXY (1.4037855208991882e-06+0j)
IIIIIIIXIZZIYIXY (-1.4037855208991882e-06+0j)
IIIIIYYXZIIIXIXX (-0.0032952874398608223+0j)
IIIIIXYYZIIIXIXX (0.0032952874398608223+0j)
IIIIIYYXIZZIYIXY (-0.0032952874398608223+0j)
IIIIIXYYIZZIYIXY (0.0032952874398608223+0j)
IIXYYIXXZIIIXIXX (-1.853500677107663e-07+0j)
IIXXYIXYZIIIXIXX (1.853500677107663e-07+0j)
IIXYYIXXIZZIYIXY (-1.853500677107663e-07+0j)
IIXXYIXYIZZIYIXY (1.853500677107663e-07+0j)
IIYIYIXXZIIIXIXX (-6.215914156079706e-07+0j)
IIXZYIXYZIIIXIXX (6.215914156079706e-07+0j)
IIYIYIXXIZZIYIXY (-6.215914156079706e-07+0j)
IIXZYIXYIZZIYIXY (6.215914156079706e-07+0j)
ZIIIXIXXIIIIXIXX (0.004716431749767199+0j)
IZZIYIXYZIIIXIXX (0.004716431749767199+0j)
ZIIIXIXXZZZIYIXY (0.004716431749767199+0j)
IZZIYIXYIZZIYIXY (0.004716431749767199+0j)
IIIIIYYZZIIIXIXX (-0.00483668326696897+0j)
IIIIIXXIZIIIXIXX (-0.00483668326696897+0j)
IIIIIYYZIZZIYIXY (-0.00483668326696897+0j)
IIIIIXXIIZZIYIXY (-0.00483668326696897+0j)
IIXYYIXZZIIIXIXX (5.76924807831463e-07+0j)
IIXXYIYIZIIIXIXX (-5.76924807831463e-07+0j)
IIXYYIXZIZZIYIXY (5.76924807831463e-07+0j)
IIXXYIYIIZZIYIXY (-5.76924807831463e-07+0j)
IIYIYIXZZIIIXIXX (5.623999825930866e-07+0j)
IIXZYIYIZIIIXIXX (-5.623999825930866e-07+0j)
IIYIYIXZIZZIYIXY (5.623999825930866e-07+0j)
IIXZYIYIIZZIYIXY (-5.623999825930866e-07+0j)
ZIIIXIXZIIIIXIXX (0.0037519725704536254+0j)
IZZIYIYIZIIIXIXX (0.0037519725704536254+0j)
ZIIIXIXZZZZIYIXY (0.0037519725704536254+0j)
IZZIYIYIIZZIYIXY (0.0037519725704536254+0j)
IIIIIZIIZIIIXIXX (0.0007623067365361095+0j)
IIIIIZIIIZZIYIXY (0.0007623067365361095+0j)
IIXYYXZIZIIIXIXX (-0.0013514920887007834+0j)
IIXXYYZIZIIIXIXX (0.0013514920887007834+0j)
IIXYYXZIIZZIYIXY (-0.0013514920887007834+0j)
IIXXYYZIIZZIYIXY (0.0013514920887007834+0j)
IIYIYXZIZIIIXIXX (-0.001610174006748795+0j)
IIXZYYZIZIIIXIXX (0.001610174006748795+0j)
IIYIYXZIIZZIYIXY (-0.001610174006748795+0j)
IIXZYYZIIZZIYIXY (0.001610174006748795+0j)
ZIIIXXZIIIIIXIXX (-0.0008034637158578961+0j)
IZZIYYZIZIIIXIXX (-0.0008034637158578961+0j)
ZIIIXXZIZZZIYIXY (-0.0008034637158578961+0j)
IZZIYYZIIZZIYIXY (-0.0008034637158578961+0j)
IIIIZZZIZIIIXIXX (-0.0007624563908807743+0j)
IIIIZZZIIZZIYIXY (-0.0007624563908807743+0j)
IYZIYZZIZIIIXIXX (-0.000803327326959211+0j)
IXZIXIIIZIIIXIXX (-0.000803327326959211+0j)
IYZIYZZIIZZIYIXY (-0.000803327326959211+0j)
IXZIXIIIIZZIYIXY (-0.000803327326959211+0j)
IIIZIIIIZIIIXIXX (-6.874105368914002e-07+0j)
IIIZIIIIIZZIYIXY (-6.874105368914002e-07+0j)
IIZXIIIIZIIIXIXX (-5.707565998792578e-07+0j)
IIIXIIIIZIIIXIXX (5.707565998792578e-07+0j)
IIZXIIIIIZZIYIXY (-5.707565998792578e-07+0j)
IIIXIIIIIZZIYIXY (5.707565998792578e-07+0j)
ZIXXZIIIIIIIXIXX (0.002742169132618949+0j)
IZYYIIIIZIIIXIXX (0.002742169132618949+0j)
ZIXXZIIIZZZIYIXY (0.002742169132618949+0j)
IZYYIIIIIZZIYIXY (0.002742169132618949+0j)
IIZZIIIIZIIIXIXX (-8.967008583588292e-07+0j)
IIZZIIIIIZZIYIXY (-8.967008583588292e-07+0j)
ZIXZZIIIIIIIXIXX (0.0034939201293582053+0j)
IZXIIIIIZIIIXIXX (-0.0034939201293582053+0j)
ZIXZZIIIZZZIYIXY (0.0034939201293582053+0j)
IZXIIIIIIZZIYIXY (-0.0034939201293582053+0j)
IZIIIIIIZIIIXIXX (3.977683520108347e-05+0j)
IZIIIIIIIZZIYIXY (3.977683520108347e-05+0j)
ZZZIZIIIIIIIXIXX (-3.920490579355618e-05+0j)
ZZZIZIIIZZZIYIXY (-3.920490579355618e-05+0j)
IIIIIIIIIIIIIZZZ (0.10848581025370345+0j)
IIIIIIIIIIXYYXIZ (2.603128217132226e-07+0j)
IIIIIIIIIIXXYYIZ (-2.603128217132226e-07+0j)
IIIIIIIIIIYIYXIZ (3.1647869136014993e-06+0j)
IIIIIIIIIIXZYYIZ (-3.1647869136014993e-06+0j)
IIIIIIIIZIIIXXIZ (0.018448255503890596+0j)
IIIIIIIIIZZIYYIZ (0.018448255503890596+0j)
IIIIIIIIIIIIZZIZ (0.10848609088935526+0j)
IIIIIIIIIYZIYZIZ (-0.018448225828531225+0j)
IIIIIIIIIXZIXIZZ (-0.018448225828531225+0j)
IIIIIIIIIIIZIIZZ (0.1220862795533923+0j)
IIIIIIIIIIZXIIZZ (-0.011677832958950144+0j)
IIIIIIIIIIIXIIZZ (0.011677832958950144+0j)
IIIIIIIIZIXXZIZZ (-1.557493190931222e-06+0j)
IIIIIIIIIZYYIIZZ (-1.557493190931222e-06+0j)
IIIIIIIIIIZZIIZZ (0.11278716743387229+0j)
IIIIIIIIZIXZZIZZ (-1.2911703914930141e-06+0j)
IIIIIIIIIZXIIIZZ (1.2911703914930141e-06+0j)
IIIIIIIIIZIIIIZZ (0.12380628920081056+0j)
IIIIIIIIZZZIZIZZ (0.12380752603052941+0j)
IIIIIIIZIIIIIIZZ (0.2091050772027092+0j)
IIIIIIZXIIIIIIZZ (-0.002207383397004464+0j)
IIIIIIIXIIIIIIZZ (0.002207383397004464+0j)
IIXYYIXXIIIIIIZZ (0.0036410692122704727+0j)
IIXXYIXYIIIIIIZZ (-0.0036410692122704727+0j)
IIYIYIXXIIIIIIZZ (0.0005150371773985346+0j)
IIXZYIXYIIIIIIZZ (-0.0005150371773985346+0j)
IIIIIIZZIIIIIIZZ (0.15322161549636706+0j)
IIIIIYYZIIIIIIZZ (-6.955101661684174e-07+0j)
IIIIIXXIIIIIIIZZ (-6.955101661684174e-07+0j)
IIXYYIXZIIIIIIZZ (0.004396096586296007+0j)
IIXXYIYIIIIIIIZZ (-0.004396096586296007+0j)
IIYIYIXZIIIIIIZZ (-0.03172342495963794+0j)
IIXZYIYIIIIIIIZZ (0.03172342495963794+0j)
ZIIIXIXZZIIIIIZZ (4.438365798698061e-06+0j)
IZZIYIYIIIIIIIZZ (4.438365798698061e-06+0j)
IIIIIZIIIIIIIIZZ (0.13887870838619978+0j)
IIXYYXZIIIIIIIZZ (3.456913055094302e-07+0j)
IIXXYYZIIIIIIIZZ (-3.456913055094302e-07+0j)
IIYIYXZIIIIIIIZZ (4.3406476884845805e-06+0j)
IIXZYYZIIIIIIIZZ (-4.3406476884845805e-06+0j)
ZIIIXXZIZIIIIIZZ (0.02521607802377689+0j)
IZZIYYZIIIIIIIZZ (0.02521607802377689+0j)
IIIIZZZIIIIIIIZZ (0.13887795453717736+0j)
IYZIYZZIIIIIIIZZ (-0.025216439801226866+0j)
IXZIXIIIIIIIIIZZ (-0.025216439801226866+0j)
IIIZIIIIIIIIIIZZ (0.1459146845352765+0j)
IIZXIIIIIIIIIIZZ (-0.015264105849522747+0j)
IIIXIIIIIIIIIIZZ (0.015264105849522747+0j)
ZIXXZIIIZIIIIIZZ (-1.908486442683561e-06+0j)
IZYYIIIIIIIIIIZZ (-1.908486442683561e-06+0j)
IIZZIIIIIIIIIIZZ (0.13693135580852328+0j)
ZIXZZIIIZIIIIIZZ (4.085209060345884e-07+0j)
IZXIIIIIIIIIIIZZ (-4.085209060345884e-07+0j)
IZIIIIIIIIIIIIZZ (0.13698093677353967+0j)
ZZZIZIIIZIIIIIZZ (0.1369821292195551+0j)
IIIIIIIIIIXYYZXZ (-0.0003419613898724694+0j)
IIIIIIIIIIXXYZYI (0.0003419613898724694+0j)
IIIIIIIIIIYIYZXZ (-0.024877165671722656+0j)
IIIIIIIIIIXZYZYI (0.024877165671722656+0j)
IIIIIIIIZIIIXZXZ (0.0064898596810375065+0j)
IIIIIIIIIZZIYZYI (0.0064898596810375065+0j)
IIIIIIIIIIIIZXXZ (-2.6941227807691925e-08+0j)
IIIIIIIIIIIIZYYI (-2.6941227807691925e-08+0j)
IIIIIIIIIYZIYXXZ (-0.006487376989967435+0j)
IIIIIIIIIXZIXYYZ (4.177179512010465e-07+0j)
IIIIIIIIIYZIXXYZ (0.006486959272016235+0j)
IIIIIIIIIXZIYXYI (0.006486959272016235+0j)
IIIIIIIIIYZIYYYI (-4.177179512010465e-07+0j)
IIIIIIIIIXZIXXXI (0.006487376989967435+0j)
IIIIIIIIIIIZIYYZ (-3.428228245035375e-07+0j)
IIIIIIIIIIIZIXXI (-3.428228245035375e-07+0j)
IIIIIIIIIIZXIYYZ (1.0160833580262973e-06+0j)
IIIIIIIIIIIXIYYZ (-1.770975566367549e-07+0j)
IIIIIIIIIIZYIXYZ (-8.389858013895424e-07+0j)
IIIIIIIIIIIYIYXI (-8.389858013895424e-07+0j)
IIIIIIIIIIZXIXXI (1.770975566367549e-07+0j)
IIIIIIIIIIIXIXXI (-1.0160833580262973e-06+0j)
IIIIIIIIZIXXZYYZ (-0.0069862931576199876+0j)
IIIIIIIIIZYYIYYZ (-0.0007732789353798904+0j)
IIIIIIIIZIXYZXYZ (0.006213014222240095+0j)
IIIIIIIIIZYXIYXI (0.006213014222240095+0j)
IIIIIIIIZIXXZXXI (-0.0007732789353798904+0j)
IIIIIIIIIZYYIXXI (-0.0069862931576199876+0j)
IIIIIIIIIIZZIYYZ (2.10318625911332e-06+0j)
IIIIIIIIIIZZIXXI (2.10318625911332e-06+0j)
IIIIIIIIZIXZZYYZ (-0.013323195207584735+0j)
IIIIIIIIIZXIIYYZ (0.004162716851283467+0j)
IIIIIIIIZIYIZXYZ (0.009160478356301268+0j)
IIIIIIIIIZYZIYXI (0.009160478356301268+0j)
IIIIIIIIZIXZZXXI (-0.004162716851283467+0j)
IIIIIIIIIZXIIXXI (0.013323195207584735+0j)
IIIIIIIIIZIIIYYZ (0.00604542177890247+0j)
IIIIIIIIIZIIIXXI (0.00604542177890247+0j)
IIIIIIIIZZZIZYYZ (-0.006047837305124057+0j)
IIIIIIIIZZZIZXXI (-0.006047837305124057+0j)
IIIIIIIZIIIIIYYZ (-7.92802712584326e-07+0j)
IIIIIIIZIIIIIXXI (-7.92802712584326e-07+0j)
IIIIIYYXIIIIIYYZ (0.0036628439069290855+0j)
IIIIIXYYIIIIIYYZ (-0.0036628439069290855+0j)
IIIIIYYXIIIIIXXI (0.0036628439069290855+0j)
IIIIIXYYIIIIIXXI (-0.0036628439069290855+0j)
IIYIYIXXIIIIIYYZ (-7.336495747261288e-07+0j)
IIXZYIXYIIIIIYYZ (7.336495747261288e-07+0j)
IIYIYIXXIIIIIXXI (-7.336495747261288e-07+0j)
IIXZYIXYIIIIIXXI (7.336495747261288e-07+0j)
ZIIIXIXXZIIIIYYZ (-0.00483668326696897+0j)
IZZIYIXYIIIIIYYZ (-0.00483668326696897+0j)
ZIIIXIXXZIIIIXXI (-0.00483668326696897+0j)
IZZIYIXYIIIIIXXI (-0.00483668326696897+0j)
IIIIIIZZIIIIIYYZ (-6.955101661684174e-07+0j)
IIIIIIZZIIIIIXXI (-6.955101661684174e-07+0j)
IIIIIYYZIIIIIYYZ (0.030392898132496342+0j)
IIIIIXXIIIIIIYYZ (0.030392898132496342+0j)
IIIIIYYZIIIIIXXI (0.030392898132496342+0j)
IIIIIXXIIIIIIXXI (0.030392898132496342+0j)
IIXYYIXZIIIIIYYZ (-8.537848379620763e-08+0j)
IIXXYIYIIIIIIYYZ (8.537848379620763e-08+0j)
IIXYYIXZIIIIIXXI (-8.537848379620763e-08+0j)
IIXXYIYIIIIIIXXI (8.537848379620763e-08+0j)
IIYIYIXZIIIIIYYZ (-1.1758607748830812e-06+0j)
IIXZYIYIIIIIIYYZ (1.1758607748830812e-06+0j)
IIYIYIXZIIIIIXXI (-1.1758607748830812e-06+0j)
IIXZYIYIIIIIIXXI (1.1758607748830812e-06+0j)
ZIIIXIXZZIIIIYYZ (-0.006767822519886294+0j)
IZZIYIYIIIIIIYYZ (-0.006767822519886294+0j)
ZIIIXIXZZIIIIXXI (-0.006767822519886294+0j)
IZZIYIYIIIIIIXXI (-0.006767822519886294+0j)
IIIIIZIIIIIIIYYZ (-0.011340211110012727+0j)
IIIIIZIIIIIIIXXI (-0.011340211110012727+0j)
IIXYYXZIIIIIIYYZ (-0.0008062968434926072+0j)
IIXXYYZIIIIIIYYZ (0.0008062968434926072+0j)
IIXYYXZIIIIIIXXI (-0.0008062968434926072+0j)
IIXXYYZIIIIIIXXI (0.0008062968434926072+0j)
IIYIYXZIIIIIIYYZ (-0.005199859187765477+0j)
IIXZYYZIIIIIIYYZ (0.005199859187765477+0j)
IIYIYXZIIIIIIXXI (-0.005199859187765477+0j)
IIXZYYZIIIIIIXXI (0.005199859187765477+0j)
ZIIIXXZIZIIIIYYZ (0.010292956923667761+0j)
IZZIYYZIIIIIIYYZ (0.010292956923667761+0j)
ZIIIXXZIZIIIIXXI (0.010292956923667761+0j)
IZZIYYZIIIIIIXXI (0.010292956923667761+0j)
IIIIZZZIIIIIIYYZ (0.01134064577183572+0j)
IIIIZZZIIIIIIXXI (0.01134064577183572+0j)
IYZIYZZIIIIIIYYZ (0.010293518251262061+0j)
IXZIXIIIIIIIIYYZ (0.010293518251262061+0j)
IYZIYZZIIIIIIXXI (0.010293518251262061+0j)
IXZIXIIIIIIIIXXI (0.010293518251262061+0j)
IIIZIIIIIIIIIYYZ (-3.217993651280851e-07+0j)
IIIZIIIIIIIIIXXI (-3.217993651280851e-07+0j)
IIZXIIIIIIIIIYYZ (2.04362003443915e-06+0j)
IIIXIIIIIIIIIYYZ (-2.04362003443915e-06+0j)
IIZXIIIIIIIIIXXI (2.04362003443915e-06+0j)
IIIXIIIIIIIIIXXI (-2.04362003443915e-06+0j)
ZIXXZIIIZIIIIYYZ (-0.01326798852820094+0j)
