Bravyi-Kitaev mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIII (-26.75747261175956+0j)
XIYIYXZIYIXYXIIIXIXX (-0.007299831789335543+0j)
XIXZYYZIYIXYXIIIXIXX (0.007299831789335543+0j)
XIYIYXZIYIXXXIIIXIXY (0.007299831789335543+0j)
XIXZYYZIYIXXXIIIXIXY (-0.007299831789335543+0j)
XIXYYZZIYIXYXIIIXIXX (-0.015334663160119123+0j)
XIXXXIIIXIXYYIIIXIXX (-0.015334663160119123+0j)
XIXYYZZIYIXXXIIIXIXY (0.015334663160119123+0j)
XIXXXIIIXIXXYIIIXIXY (0.015334663160119123+0j)
ZXZIIIIIXIXYYIIIXIXX (-0.005639973604602811+0j)
IXIIIIIIXIXYYIIIXIXX (0.005639973604602811+0j)
ZXZIIIIIXIXXYIIIXIXY (0.005639973604602811+0j)
IXIIIIIIXIXXYIIIXIXY (-0.005639973604602811+0j)
IIIIIIIIXZYIYIIIXIXX (-0.0072088724254882235+0j)
IIIIIIIIXZXZYIIIXIXY (0.0072088724254882235+0j)
IIIIIIYIZXXIYIIIXIXX (-7.791691023791853e-05+0j)
IIIIIIXZZYXIYIIIXIXX (7.791691023791853e-05+0j)
IIIIIIYIZXYZYIIIXIXY (-7.791691023791853e-05+0j)
IIIIIIXZZYYZYIIIXIXY (7.791691023791853e-05+0j)
YIIIYIIIIXXIXIIIXIXX (-0.005603375623023272+0j)
XZZIYIIIIYXIXIIIXIXX (0.005603375623023272+0j)
YIIIYIIIIXYZXIIIXIXY (-0.005603375623023272+0j)
XZZIYIIIIYYZXIIIXIXY (0.005603375623023272+0j)
IIIIIIIIYZXIYIIIXIXX (-0.007454562072135249+0j)
IIIIIIIIYZYZYIIIXIXY (-0.007454562072135249+0j)
XYZIYIIIIZXIXIIIXIXX (0.008271919472754725+0j)
XXZIYIIIZIYIXIIIXIXX (-0.008271919472754725+0j)
XYZIYIIIIZYZXIIIXIXY (0.008271919472754725+0j)
XXZIYIIIZIXZXIIIXIXY (0.008271919472754725+0j)
IIIIIIIZXIYIYIIIXIXX (-0.0038008305008144627+0j)
IIIIIIIZXIXZYIIIXIXY (0.0038008305008144627+0j)
XIYIYIXXYIYIXIIIXIXX (0.005775229773807502+0j)
XIXZYIXYYIYIXIIIXIXX (-0.005775229773807502+0j)
XIYIYIXXYIXZXIIIXIXY (-0.005775229773807502+0j)
XIXZYIXYYIXZXIIIXIXY (0.005775229773807502+0j)
IIIIIIZZXIYIYIIIXIXX (-0.006786827905994952+0j)
IIIIIIZZXIXZYIIIXIXY (0.006786827905994952+0j)
YIIIYIXZYIYIXIIIXIXX (0.006838610757082419+0j)
XZZIYIYIYIYIXIIIXIXX (-0.006838610757082419+0j)
YIIIYIXZYIXZXIIIXIXY (-0.006838610757082419+0j)
XZZIYIYIYIXZXIIIXIXY (0.006838610757082419+0j)
IIIIIZIIXIYIYIIIXIXX (-0.002751383644627341+0j)
IIIIIZIIXIXZYIIIXIXY (0.002751383644627341+0j)
IIIIZZZIYIYIXIIIXIXX (-0.011369164081646406+0j)
IIIIZZZIYIXZXIIIXIXY (0.011369164081646406+0j)
IIIZIIIIXIYIYIIIXIXX (-0.01325127211423761+0j)
IIIZIIIIXIXZYIIIXIXY (0.01325127211423761+0j)
IIZZIIIIXIYIYIIIXIXX (-0.0026759002397567485+0j)
IIZZIIIIXIXZYIIIXIXY (0.0026759002397567485+0j)
IZIIIIIIXIYIYIIIXIXX (-0.004658295852486404+0j)
IZIIIIIIXIXZYIIIXIXY (0.004658295852486404+0j)
ZZZIIIIIXIYIYIIIXIXX (-0.00569078006754276+0j)
ZZZIIIIIXIXZYIIIXIXY (0.00569078006754276+0j)
IIIIIIIIIIIIIIIIIZZZ (0.08001674537559773+0j)
IIIIIIIIIIIIZIIIXXIZ (0.012717815433166744+0j)
IIIIIIIIIIIIIZZIYYIZ (0.012717815433166744+0j)
IIIIIIIIIIIIIIIIZZIZ (0.07311431611808641+0j)
IIIIIIIIXIYIYIIIXZIZ (-0.004676969881311024+0j)
IIIIIIIIXIXZYIIIYIZZ (0.004676969881311024+0j)
IIIIIIIIIIIIIIIZIIZZ (0.07331724492056492+0j)
IIIIIIIIIIIIIIZZIIZZ (0.09083604363857962+0j)
IIIIIIIIIIIIIZIIIIZZ (0.09092245274118468+0j)
IIIIIIIIIIIIZZZIZIZZ (0.0860157864743445+0j)
IIIIIIIIIIIZIIIIIIZZ (0.08097185312156799+0j)
IIIIIIIIIIZZIIIIIIZZ (0.08293294531111055+0j)
IIIIIIIIIZIIIIIIIIZZ (0.09768204617176705+0j)
IIIIIIYIYXZIIIIIIIZZ (-0.0005483514551716073+0j)
IIIIIIXZYYZIIIIIIIZZ (0.0005483514551716073+0j)
YIIIYIIIXXZIZIIIIIZZ (-0.007454562072135249+0j)
XZZIYIIIXYZIZIIIIIZZ (0.007454562072135249+0j)
IIIIIIIIZZZIIIIIIIZZ (0.1002503011505963+0j)
XYZIYIIIXZZIZIIIIIZZ (0.011418156076856253+0j)
XXZIYIIIYIIIZIIIIIZZ (-0.011418156076856253+0j)
IIIIIIIZIIIIIIIIIIZZ (0.09534760548636127+0j)
XIYIYIXXZIIIZIIIIIZZ (-0.008165957614392575+0j)
XIXZYIXYZIIIZIIIIIZZ (0.008165957614392575+0j)
IIIIIIZZIIIIIIIIIIZZ (0.10040829328656246+0j)
YIIIYIXZZIIIZIIIIIZZ (-0.011083007582406285+0j)
XZZIYIYIZIIIZIIIIIZZ (0.011083007582406285+0j)
IIIIIZIIIIIIIIIIIIZZ (0.09531687734142559+0j)
IIIIZZZIZIIIZIIIIIZZ (0.09810568597115657+0j)
IIIZIIIIIIIIIIIIIIZZ (0.10223704995077783+0j)
IIZZIIIIIIIIIIIIIIZZ (0.0928966946824119+0j)
IZIIIIIIIIIIIIIIIIZZ (0.09491385267587069+0j)
ZZZIIIIIIIIIIIIIIIZZ (0.09697607669874389+0j)
IIIIIIIIXIXYYIIIXZXZ (0.013544062930309141+0j)
IIIIIIIIXIXXYIIIXZYI (-0.013544062930309141+0j)
IIIIIIIIIIIIIIXYYXXZ (-0.00035276180710510155+0j)
IIIIIIIIIIIIIIXXXYYZ (-0.0157009877241965+0j)
IIIIIIIIIIIIIIXYXXYZ (0.016053749531301603+0j)
IIIIIIIIIIIIIIXXYXYI (0.016053749531301603+0j)
IIIIIIIIIIIIIIXYYYYI (0.0157009877241965+0j)
IIIIIIIIIIIIIIXXXXXI (0.00035276180710510155+0j)
IIIIIIIIXIYIYIXXZYYZ (-0.009973046132066985+0j)
IIIIIIIIXIXZYIXYZYYZ (-0.001399248003071116+0j)
IIIIIIIIXIYIYIXYZXYZ (0.011372294135138102+0j)
IIIIIIIIXIXZYIXXZYXI (-0.011372294135138102+0j)
IIIIIIIIXIYIYIXXZXXI (0.001399248003071116+0j)
IIIIIIIIXIXZYIXYZXXI (0.009973046132066985+0j)
IIIIIIIIXIXYYZZIZYYZ (-0.0023405987867509657+0j)
IIIIIIIIXIXXXIIIIYYZ (-0.007332910312310665+0j)
IIIIIIIIXIXYXIIIIXYZ (0.004992311525559699+0j)
IIIIIIIIXIXXYZZIZYXI (0.004992311525559699+0j)
IIIIIIIIXIXYYZZIZXXI (-0.007332910312310665+0j)
IIIIIIIIXIXXXIIIIXXI (-0.0023405987867509657+0j)
IIIIIYZIYXZIIIIIIYYZ (0.012309290442687644+0j)
IIIIIXZIYYZIIIIIIYYZ (-0.012309290442687644+0j)
IIIIIYZIYXZIIIIIIXXI (0.012309290442687644+0j)
IIIIIXZIYYZIIIIIIXXI (-0.012309290442687644+0j)
IIIIIIXYYZZIIIIIIYYZ (0.01533086011076354+0j)
IIIIIIXXXIIIIIIIIYYZ (0.01533086011076354+0j)
IIIIIIXYYZZIIIIIIXXI (0.01533086011076354+0j)
IIIIIIXXXIIIIIIIIXXI (0.01533086011076354+0j)
XIYIYIIIXZZIZIIIIYYZ (-0.00455185781877417+0j)
XIXZYIIIYIIIZIIIIYYZ (0.00455185781877417+0j)
XIYIYIIIXZZIZIIIIXXI (-0.00455185781877417+0j)
XIXZYIIIYIIIZIIIIXXI (0.00455185781877417+0j)
XYZIYIXXZIIIZIIIIYYZ (0.005258495578631745+0j)
XXZIYIXYZIIIZIIIIYYZ (-0.005258495578631745+0j)
XYZIYIXXZIIIZIIIIXXI (0.005258495578631745+0j)
XXZIYIXYZIIIZIIIIXXI (-0.005258495578631745+0j)
IIIIIYYZIIIIIIIIIYYZ (0.011197421327429957+0j)
IIIIIXXIIIIIIIIIIYYZ (0.011197421327429957+0j)
IIIIIYYZIIIIIIIIIXXI (0.011197421327429957+0j)
IIIIIXXIIIIIIIIIIXXI (0.011197421327429957+0j)
YIIIYXZIZIIIZIIIIYYZ (-0.00758343169511006+0j)
XZZIYYZIZIIIZIIIIYYZ (0.00758343169511006+0j)
YIIIYXZIZIIIZIIIIXXI (-0.00758343169511006+0j)
XZZIYYZIZIIIZIIIIXXI (0.00758343169511006+0j)
IYYZIIIIIIIIIIIIIYYZ (-0.014664466883921671+0j)
IXXIIIIIIIIIIIIIIYYZ (-0.014664466883921671+0j)
IYYZIIIIIIIIIIIIIXXI (-0.014664466883921671+0j)
IXXIIIIIIIIIIIIIIXXI (-0.014664466883921671+0j)
IIIIIIIIXIXYYIIIYZYZ (-0.015998844845576364+0j)
IIIIIIIIXIXXYIIIYZXI (-0.015998844845576364+0j)
IIIIIIIIIIIIZIXXIIXZ (-0.00219426187382202+0j)
IIIIIIIIIIIIIZYYZIXZ (0.0036379440316277635+0j)
IIIIIIIIIIIIZIXYZZYZ (-0.005832205905449783+0j)
IIIIIIIIIIIIIZYXZIYI (-0.005832205905449783+0j)
IIIIIIIIIIIIZIXXZZXI (-0.0036379440316277635+0j)
IIIIIIIIIIIIIZYYIZXI (0.00219426187382202+0j)
IIIIIIIIIIIIIYYZZIXZ (-0.021503036449112924+0j)
IIIIIIIIIIIIIXXIZIXZ (-0.019547503631212212+0j)
IIIIIIIIIIIIIYXIIZYZ (0.0019555328179007153+0j)
IIIIIIIIIIIIIXYZZIYI (0.0019555328179007153+0j)
IIIIIIIIIIIIIYYZIZXI (0.019547503631212212+0j)
IIIIIIIIIIIIIXXIIZXI (0.021503036449112924+0j)
IIIIIIIIIIZXIIIIZIXZ (-0.022402878131308077+0j)
IIIIIIIIIIIXIIIIZIXZ (0.01880563258714101+0j)
IIIIIIIIIIZYIIIIIZYZ (-0.0035972455441670615+0j)
IIIIIIIIIIIYIIIIZIYI (-0.0035972455441670615+0j)
IIIIIIIIIIZXIIIIIZXI (0.01880563258714101+0j)
IIIIIIIIIIIXIIIIIZXI (-0.022402878131308077+0j)
IIIIIIIIZXZIIIIIZIXZ (0.022006051157318435+0j)
IIIIIIIIIXIIIIIIZIXZ (-0.022006051157318435+0j)
IIIIIIIIZXZIIIIIIZXI (-0.022006051157318435+0j)
IIIIIIIIIXIIIIIIIZXI (0.022006051157318435+0j)
XYZIYIIIXXZIZIIIZIXZ (0.004396883272269289+0j)
XXZIYIIIXYZIZIIIZIXZ (-0.004396883272269289+0j)
XYZIYIIIXXZIZIIIIZXI (-0.004396883272269289+0j)
XXZIYIIIXYZIZIIIIZXI (0.004396883272269289+0j)
IIIIIIYIYZZIIIIIZIXZ (-0.027293977168476057+0j)
IIIIIIXZXIIIIIIIZIXZ (-0.027293977168476057+0j)
IIIIIIYIYZZIIIIIIZXI (0.027293977168476057+0j)
IIIIIIXZXIIIIIIIIZXI (0.027293977168476057+0j)
YIIIYIIIXZZIZIIIZIXZ (-0.0064060377010952615+0j)
XZZIYIIIYIIIZIIIZIXZ (0.0064060377010952615+0j)
YIIIYIIIXZZIZIIIIZXI (0.0064060377010952615+0j)
XZZIYIIIYIIIZIIIIZXI (-0.0064060377010952615+0j)
IIIIIYYXIIIIIIIIZIXZ (-0.02689840905162646+0j)
IIIIIXYYIIIIIIIIZIXZ (0.02689840905162646+0j)
IIIIIYYXIIIIIIIIIZXI (0.02689840905162646+0j)
IIIIIXYYIIIIIIIIIZXI (-0.02689840905162646+0j)
XYZIYIXZZIIIZIIIZIXZ (-0.0012389538818562576+0j)
XXZIYIYIZIIIZIIIZIXZ (0.0012389538818562576+0j)
XYZIYIXZZIIIZIIIIZXI (0.0012389538818562576+0j)
XXZIYIYIZIIIZIIIIZXI (-0.0012389538818562576+0j)
XIYIYXZIZIIIZIIIZIXZ (0.00791451575148377+0j)
XIXZYYZIZIIIZIIIZIXZ (-0.00791451575148377+0j)
XIYIYXZIZIIIZIIIIZXI (-0.00791451575148377+0j)
XIXZYYZIZIIIZIIIIZXI (0.00791451575148377+0j)
XIXYYZZIZIIIZIIIZIXZ (-0.022152377953598004+0j)
XIXXXIIIIIIIIIIIZIXZ (-0.022152377953598004+0j)
XIXYYZZIZIIIZIIIIZXI (0.022152377953598004+0j)
XIXXXIIIIIIIIIIIIZXI (0.022152377953598004+0j)
ZXZIIIIIIIIIIIIIZIXZ (-0.030634926754053153+0j)
IXIIIIIIIIIIIIIIZIXZ (0.030634926754053153+0j)
ZXZIIIIIIIIIIIIIIZXI (0.030634926754053153+0j)
IXIIIIIIIIIIIIIIIZXI (-0.030634926754053153+0j)
IIIIIIIIXIXYYIIZXIXZ (0.015167957959116754+0j)
IIIIIIIIXIXXYIIZXIYI (-0.015167957959116754+0j)
IIIIIIIIXIYIYZYYXIXZ (0.008363434037115026+0j)
IIIIIIIIXIXZXIXYYIXZ (0.00914706590068297+0j)
IIIIIIIIXIYIXIXXYIXZ (-0.0007836318635679462+0j)
IIIIIIIIXIXZYZYYXIYI (0.0007836318635679462+0j)
IIIIIIIIXIYIYZYXXIYI (-0.00914706590068297+0j)
IIIIIIIIXIXZXIXXYIYI (-0.008363434037115026+0j)
IIIIIIXYYXZIIIXYYIXZ (0.01791010409171181+0j)
IIIIIIXXYYZIIIXYYIXZ (-0.01791010409171181+0j)
IIIIIIXYYXZIIIXXYIYI (-0.01791010409171181+0j)
IIIIIIXXYYZIIIXXYIYI (0.01791010409171181+0j)
XIYIYIIIXXZIZIXYYIXZ (0.001954615533650443+0j)
XIXZYIIIXYZIZIXYYIXZ (-0.001954615533650443+0j)
XIYIYIIIXXZIZIXXYIYI (-0.001954615533650443+0j)
XIXZYIIIXYZIZIXXYIYI (0.001954615533650443+0j)
IIIIIYZIYZZIIIXYYIXZ (0.021999632420860674+0j)
IIIIIXZIXIIIIIXYYIXZ (0.021999632420860674+0j)
IIIIIYZIYZZIIIXXYIYI (-0.021999632420860674+0j)
IIIIIXZIXIIIIIXXYIYI (-0.021999632420860674+0j)
IIIIIIZXIIIIIIXYYIXZ (-0.010844659520324857+0j)
IIIIIIIXIIIIIIXYYIXZ (0.010844659520324857+0j)
IIIIIIZXIIIIIIXXYIYI (0.010844659520324857+0j)
IIIIIIIXIIIIIIXXYIYI (-0.010844659520324857+0j)
YIIIYIXXZIIIZIXYYIXZ (-0.008982679698181175+0j)
XZZIYIXYZIIIZIXYYIXZ (0.008982679698181175+0j)
YIIIYIXXZIIIZIXXYIYI (0.008982679698181175+0j)
XZZIYIXYZIIIZIXXYIYI (-0.008982679698181175+0j)
XIYIYIXZZIIIZIXYYIXZ (-0.011552459783111533+0j)
XIXZYIYIZIIIZIXYYIXZ (0.011552459783111533+0j)
XIYIYIXZZIIIZIXXYIYI (0.011552459783111533+0j)
XIXZYIYIZIIIZIXXYIYI (-0.011552459783111533+0j)
XYZIYXZIZIIIZIXYYIXZ (0.010140754081731524+0j)
XXZIYYZIZIIIZIXYYIXZ (-0.010140754081731524+0j)
XYZIYXZIZIIIZIXXYIYI (-0.010140754081731524+0j)
XXZIYYZIZIIIZIXXYIYI (0.010140754081731524+0j)
ZIXZIIIIIIIIIIXYYIXZ (-0.01704243399500728+0j)
IZXIIIIIIIIIIIXYYIXZ (0.01704243399500728+0j)
ZIXZIIIIIIIIIIXXYIYI (0.01704243399500728+0j)
IZXIIIIIIIIIIIXXYIYI (-0.01704243399500728+0j)
IIIIIIIIXIXYYIZZXIXZ (0.014257164364105868+0j)
IIIIIIIIXIXXYIZZXIYI (-0.014257164364105868+0j)
IIIIIIIIXIYIYXXIXIXZ (0.0073872155679141575+0j)
IIIIIIIIXIXZYYXIXIXZ (-0.0008454319499756638+0j)
IIIIIIIIXIYIYYYZXIXZ (0.0065417836179384944+0j)
IIIIIIIIXIXZYXXIXIYI (-0.0065417836179384944+0j)
IIIIIIIIXIYIYXYZXIYI (0.0008454319499756638+0j)
IIIIIIIIXIXZYYYZXIYI (-0.0073872155679141575+0j)
XIXYYIIIXXZIZIYIYIXZ (0.008289917882462583+0j)
XIXXYIIIXYZIZIYIYIXZ (-0.008289917882462583+0j)
XIXYYIIIXXZIZIXZYIYI (-0.008289917882462583+0j)
XIXXYIIIXYZIZIXZYIYI (0.008289917882462583+0j)
IIIIZIIIXZZIZIYIYIXZ (-0.007269642332576943+0j)
IIIIIZZIXIIIIIYIYIXZ (0.007269642332576943+0j)
IIIIZIIIXZZIZIXZYIYI (0.007269642332576943+0j)
IIIIIZZIXIIIIIXZYIYI (-0.007269642332576943+0j)
XIXYYIXZZIIIZIYIYIXZ (0.0026048743223857935+0j)
XIXXYIYIZIIIZIYIYIXZ (-0.0026048743223857935+0j)
XIXYYIXZZIIIZIXZYIYI (-0.0026048743223857935+0j)
XIXXYIYIZIIIZIXZYIYI (0.0026048743223857935+0j)
XYZIYZZIZIIIZIYIYIXZ (-0.006785326182894978+0j)
XXZIXIIIIIIIIIYIYIXZ (-0.006785326182894978+0j)
XYZIYZZIZIIIZIXZYIYI (0.006785326182894978+0j)
XXZIXIIIIIIIIIXZYIYI (0.006785326182894978+0j)
ZIXXIIIIIIIIIIYIYIXZ (-0.006566148652096522+0j)
IZYYIIIIIIIIIIYIYIXZ (-0.006566148652096522+0j)
ZIXXIIIIIIIIIIXZYIYI (0.006566148652096522+0j)
IZYYIIIIIIIIIIXZYIYI (0.006566148652096522+0j)
IIIIIIIIXIXYYZIIXIXZ (0.012483444856805633+0j)
IIIIIIIIXIXXYZIIXIYI (-0.012483444856805633+0j)
IIIIZIIIXXZIZYZIYIXZ (-0.012728038131836731+0j)
IIIIIZZIYYZIIYZIYIXZ (-0.012728038131836731+0j)
IIIIZIIIXXZIZXZIYIYI (0.012728038131836731+0j)
IIIIIZZIYYZIIXZIYIYI (0.012728038131836731+0j)
XIXYYIIIXZZIZYZIYIXZ (0.011314597209593142+0j)
XIXXYIIIYIIIZYZIYIXZ (-0.011314597209593142+0j)
XIXYYIIIXZZIZXZIYIYI (-0.011314597209593142+0j)
XIXXYIIIYIIIZXZIYIYI (0.011314597209593142+0j)
IIIIZIXZZIIIZYZIYIXZ (-0.0006493415044850783+0j)
IIIIIZXIIIIIIYZIYIXZ (0.0006493415044850783+0j)
IIIIZIXZZIIIZXZIYIYI (0.0006493415044850783+0j)
IIIIIZXIIIIIIXZIYIYI (-0.0006493415044850783+0j)
YIIIYZZIZIIIZYZIYIXZ (0.007411580602072184+0j)
XZZIXIIIIIIIIYZIYIXZ (0.007411580602072184+0j)
YIIIYZZIZIIIZXZIYIYI (-0.007411580602072184+0j)
XZZIXIIIIIIIIXZIYIYI (-0.007411580602072184+0j)
IYYXIIIIIIIIIYZIYIXZ (-0.010443612553553349+0j)
IXYYIIIIIIIIIYZIYIXZ (0.010443612553553349+0j)
IYYXIIIIIIIIIXZIYIYI (0.010443612553553349+0j)
IXYYIIIIIIIIIXZIYIYI (-0.010443612553553349+0j)
IIIIIIIIXIXYXZZIYIXZ (0.013467712902908149+0j)
IIIIIIIIXIXXXZZIYIYI (-0.013467712902908149+0j)
IIIIIYZIYXZIZIIIXIXZ (0.0026466510347133436+0j)
IIIIIXZIYYZIZIIIXIXZ (-0.0026466510347133436+0j)
IIIIIYZIYXZIIZZIYIYI (0.0026466510347133436+0j)
IIIIIXZIYYZIIZZIYIYI (-0.0026466510347133436+0j)
IIIIIIXYYZZIZIIIXIXZ (0.00455185781877417+0j)
IIIIIIXXXIIIZIIIXIXZ (0.00455185781877417+0j)
IIIIIIXYYZZIIZZIYIYI (0.00455185781877417+0j)
IIIIIIXXXIIIIZZIYIYI (0.00455185781877417+0j)
XIYIYIIIXZZIIIIIXIXZ (-0.006880908208067407+0j)
XIXZYIIIYIIIIIIIXIXZ (0.006880908208067407+0j)
XIYIYIIIXZZIZZZIYIYI (-0.006880908208067407+0j)
XIXZYIIIYIIIZZZIYIYI (0.006880908208067407+0j)
XYZIYIXXZIIIIIIIXIXZ (0.007331556571611005+0j)
XXZIYIXYZIIIIIIIXIXZ (-0.007331556571611005+0j)
XYZIYIXXZIIIZZZIYIYI (0.007331556571611005+0j)
XXZIYIXYZIIIZZZIYIYI (-0.007331556571611005+0j)
IIIIIYYZIIIIZIIIXIXZ (0.0057202538776617495+0j)
IIIIIXXIIIIIZIIIXIXZ (0.0057202538776617495+0j)
IIIIIYYZIIIIIZZIYIYI (0.0057202538776617495+0j)
IIIIIXXIIIIIIZZIYIYI (0.0057202538776617495+0j)
YIIIYXZIZIIIIIIIXIXZ (-0.00789536809432431+0j)
XZZIYYZIZIIIIIIIXIXZ (0.00789536809432431+0j)
YIIIYXZIZIIIZZZIYIYI (-0.00789536809432431+0j)
XZZIYYZIZIIIZZZIYIYI (0.00789536809432431+0j)
IYYZIIIIIIIIZIIIXIXZ (-0.006829788033637854+0j)
IXXIIIIIIIIIZIIIXIXZ (-0.006829788033637854+0j)
IYYZIIIIIIIIIZZIYIYI (-0.006829788033637854+0j)
IXXIIIIIIIIIIZZIYIYI (-0.006829788033637854+0j)
IIIIIIIIXIYXYIIIXIXZ (0.0037718246014720016+0j)
IIIIIIIIXIYYYIIIXIYI (0.0037718246014720016+0j)
IIIIIIIIXZXYYIIIXIXZ (0.017040640160724947+0j)
IIIIIIIIXZXXYIIIXIYI (-0.017040640160724947+0j)
IIIIIIYIZXYYYIIIXIXZ (0.005178580274557734+0j)
IIIIIIXZZYYYYIIIXIXZ (-0.005178580274557734+0j)
IIIIIIYIZXYXYIIIXIYI (-0.005178580274557734+0j)
IIIIIIXZZYYXYIIIXIYI (0.005178580274557734+0j)
YIIIYIIIIXYYXIIIXIXZ (-0.008271919472754725+0j)
XZZIYIIIIYYYXIIIXIXZ (0.008271919472754725+0j)
YIIIYIIIIXYXXIIIXIYI (0.008271919472754725+0j)
XZZIYIIIIYYXXIIIXIYI (-0.008271919472754725+0j)
IIIIIIIIYZYYYIIIXIXZ (-0.011418156076856253+0j)
IIIIIIIIYZYXYIIIXIYI (0.011418156076856253+0j)
XYZIYIIIIZYYXIIIXIXZ (0.0139419995543027+0j)
XXZIYIIIZIXYXIIIXIXZ (0.0139419995543027+0j)
XYZIYIIIIZYXXIIIXIYI (-0.0139419995543027+0j)
XXZIYIIIZIXXXIIIXIYI (-0.0139419995543027+0j)
IIIIIIIZXIXYYIIIXIXZ (0.008285567351677396+0j)
IIIIIIIZXIXXYIIIXIYI (-0.008285567351677396+0j)
XIYIYIXXYIXYXIIIXIXZ (-0.012323868097170704+0j)
XIXZYIXYYIXYXIIIXIXZ (0.012323868097170704+0j)
XIYIYIXXYIXXXIIIXIYI (0.012323868097170704+0j)
XIXZYIXYYIXXXIIIXIYI (-0.012323868097170704+0j)
IIIIIIZZXIXYYIIIXIXZ (0.014759890963720107+0j)
IIIIIIZZXIXXYIIIXIYI (-0.014759890963720107+0j)
YIIIYIXZYIXYXIIIXIXZ (-0.01182929416691214+0j)
XZZIYIYIYIXYXIIIXIXZ (0.01182929416691214+0j)
YIIIYIXZYIXXXIIIXIYI (0.01182929416691214+0j)
XZZIYIYIYIXXXIIIXIYI (-0.01182929416691214+0j)
IIIIIZIIXIXYYIIIXIXZ (0.0050272038773852305+0j)
IIIIIZIIXIXXYIIIXIYI (-0.0050272038773852305+0j)
IIIIZZZIYIXYXIIIXIXZ (0.021042490547000844+0j)
IIIIZZZIYIXXXIIIXIYI (-0.021042490547000844+0j)
IIIZIIIIXIXYYIIIXIXZ (0.022927057410358984+0j)
IIIZIIIIXIXXYIIIXIYI (-0.022927057410358984+0j)
IIZZIIIIXIXYYIIIXIXZ (0.0066379248692702945+0j)
IIZZIIIIXIXXYIIIXIYI (-0.0066379248692702945+0j)
IZIIIIIIXIXYYIIIXIXZ (0.007497511646039588+0j)
IZIIIIIIXIXXYIIIXIYI (-0.007497511646039588+0j)
ZZZIIIIIXIXYYIIIXIXZ (0.008767390686568047+0j)
ZZZIIIIIXIXXYIIIXIYI (-0.008767390686568047+0j)
IIIIIIIIYXXIYIIIXIXZ (-0.006672071134167393+0j)
IIIIIIIIXXYIYIIIXIXZ (0.006672071134167393+0j)
IIIIIIIIYXYZYIIIXIYI (-0.006672071134167393+0j)
IIIIIIIIXXXZYIIIXIYI (-0.006672071134167393+0j)
XYZIYIIIIXXIXIIIXIXZ (0.009454161583406338+0j)
XXZIYIIIIYXIXIIIXIXZ (-0.009454161583406338+0j)
XYZIYIIIIXYZXIIIXIYI (0.009454161583406338+0j)
XXZIYIIIIYYZXIIIXIYI (-0.009454161583406338+0j)
IIIIIIYIZZXIYIIIXIXZ (-0.0064060377010952615+0j)
IIIIIIXZIIYIYIIIXIXZ (0.0064060377010952615+0j)
IIIIIIYIZZYZYIIIXIYI (-0.0064060377010952615+0j)
IIIIIIXZIIXZYIIIXIYI (-0.0064060377010952615+0j)
YIIIYIIIIZXIXIIIXIXZ (-0.014043131387633342+0j)
XZZIYIIIZIYIXIIIXIXZ (0.014043131387633342+0j)
YIIIYIIIIZYZXIIIXIYI (-0.014043131387633342+0j)
XZZIYIIIZIXZXIIIXIYI (-0.014043131387633342+0j)
IIIIIYYXXIYIYIIIXIXZ (0.0023896144369569268+0j)
IIIIIXYYXIYIYIIIXIXZ (-0.0023896144369569268+0j)
IIIIIYYXXIXZYIIIXIYI (-0.0023896144369569268+0j)
IIIIIXYYXIXZYIIIXIYI (0.0023896144369569268+0j)
XYZIYIXZYIYIXIIIXIXZ (-0.008232048622745076+0j)
XXZIYIYIYIYIXIIIXIXZ (0.008232048622745076+0j)
XYZIYIXZYIXZXIIIXIYI (0.008232048622745076+0j)
XXZIYIYIYIXZXIIIXIYI (-0.008232048622745076+0j)
XIYIYXZIYIYIXIIIXIXZ (0.008678999957892257+0j)
XIXZYYZIYIYIXIIIXIXZ (-0.008678999957892257+0j)
XIYIYXZIYIXZXIIIXIYI (-0.008678999957892257+0j)
XIXZYYZIYIXZXIIIXIYI (0.008678999957892257+0j)
XIXYYZZIYIYIXIIIXIXZ (0.013953364220010676+0j)
XIXXXIIIXIYIYIIIXIXZ (0.013953364220010676+0j)
XIXYYZZIYIXZXIIIXIYI (-0.013953364220010676+0j)
XIXXXIIIXIXZYIIIXIYI (-0.013953364220010676+0j)
ZXZIIIIIXIYIYIIIXIXZ (0.0049955660850960456+0j)
IXIIIIIIXIYIYIIIXIXZ (-0.0049955660850960456+0j)
ZXZIIIIIXIXZYIIIXIYI (-0.0049955660850960456+0j)
IXIIIIIIXIXZYIIIXIYI (0.0049955660850960456+0j)
IIIIIIIIIIIIIIIIZIZI (0.09191261621717428+0j)
IIIIIIIIXIYIYIIIXIZI (-0.012046586273322824+0j)
IIIIIIIIXIXZYIIIYZII (0.012046586273322824+0j)
IIIIIIIIIIIIIIIZIZII (0.06202938029759484+0j)
IIIIIIIIIIIIIIZZIZII (0.09672461501360964+0j)
IIIIIIIIIIIIIZIIIZII (0.09831190441700653+0j)
IIIIIIIIIIIIZZZIZZII (0.08070364916165308+0j)
IIIIIIIIIIIZIIIIIZII (0.08532928052793094+0j)
IIIIIIIIIIZZIIIIIZII (0.08412499806499228+0j)
IIIIIIIIIZIIIIIIIZII (0.10478767629279372+0j)
