Bravyi-Kitaev mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIII (-17.929044120024376+0j)
IZZIYYZIIZZIYYZI (0.007393877441140644+0j)
IYZIYZZIZIIIXXZI (0.006546457801976004+0j)
IXZIXIIIZIIIXXZI (0.006546457801976004+0j)
IYZIYZZIIZZIYYZI (0.006546457801976004+0j)
IXZIXIIIIZZIYYZI (0.006546457801976004+0j)
IIZXIIIIZIIIXXZI (-0.0005162055502172676+0j)
IIIXIIIIZIIIXXZI (0.0005162055502172676+0j)
IIZXIIIIIZZIYYZI (-0.0005162055502172676+0j)
IIIXIIIIIZZIYYZI (0.0005162055502172676+0j)
IIIIIIIIIIIZZZZI (0.09139566530204307+0j)
IIIIIIIIIIZZZZZI (0.09300335209120839+0j)
IIIIIIIIIZIIZZZI (0.08196992383591033+0j)
IIIIIIIIZZZIIZZI (0.08143473359846985+0j)
IIIIIIIZIIIIZZZI (0.09531687734142578+0j)
ZIIIXIXXZIIIZZZI (-0.0050272038773851915+0j)
IZZIYIXYIIIIZZZI (-0.0050272038773851915+0j)
IIIIIIZZIIIIZZZI (0.09743920431110666+0j)
IYZIYIXZIIIIZZZI (-0.006785860788246626+0j)
IXZIYIYIIIIIZZZI (0.006785860788246626+0j)
IIIIIZIIIIIIZZZI (0.09643457341995705+0j)
IIIIZZZIIIIIZZZI (0.09721086316619061+0j)
IIIZIIIIIIIIZZZI (0.0935273523223152+0j)
IIZZIIIIIIIIZZZI (0.09578410765401835+0j)
IZIIIIIIIIIIZZZI (0.09569270999274243+0j)
ZZZIZIIIZIIIZZZI (0.09358858266926683+0j)
IIIIIIIIIYZXYZZI (0.0015520604528892232+0j)
IIIIIIIIIXIYYZZI (-0.0003719769641051518+0j)
IIIIIIIIIYIXYZZI (-0.0011800834887840707+0j)
IIIIIIIIIXZXXIII (0.0011800834887840707+0j)
IIIIIIIIIYZYXIII (-0.0003719769641051518+0j)
IIIIIIIIIXIXXIII (-0.0015520604528892232+0j)
IIYIYIXZIIXYYZZI (0.002477157873003866+0j)
IIXZYIYIIIXYYZZI (-0.002477157873003866+0j)
IIYIYIXZIIXXXIII (0.002477157873003866+0j)
IIXZYIYIIIXXXIII (-0.002477157873003866+0j)
IIXYYZZIIIXYYZZI (0.002131687020272124+0j)
IIXXXIIIIIXYYZZI (0.002131687020272124+0j)
IIXYYZZIIIXXXIII (0.002131687020272124+0j)
IIXXXIIIIIXXXIII (0.002131687020272124+0j)
IYYZIIIIIIXYYZZI (0.001690131620335373+0j)
IXXIIIIIIIXYYZZI (0.001690131620335373+0j)
IYYZIIIIIIXXXIII (0.001690131620335373+0j)
IXXIIIIIIIXXXIII (0.001690131620335373+0j)
IIXYYIXZIIYIYZZI (0.002894783118318193+0j)
IIXXYIYIIIYIYZZI (-0.002894783118318193+0j)
IIXYYIXZIIXZXIII (0.002894783118318193+0j)
IIXXYIYIIIXZXIII (-0.002894783118318193+0j)
IIYIYZZIIIYIYZZI (0.0027807555628099607+0j)
IIXZXIIIIIYIYZZI (0.0027807555628099607+0j)
IIYIYZZIIIXZXIII (0.0027807555628099607+0j)
IIXZXIIIIIXZXIII (0.0027807555628099607+0j)
IYYXIIIIIIYIYZZI (0.002062108584440525+0j)
IXYYIIIIIIYIYZZI (-0.002062108584440525+0j)
IYYXIIIIIIXZXIII (0.002062108584440525+0j)
IXYYIIIIIIXZXIII (-0.002062108584440525+0j)
IIIIIYYXIYZIYZZI (-0.007914515751483773+0j)
IIIIIXYYIYZIYZZI (0.007914515751483773+0j)
IIIIIYYXIXZIXIII (-0.007914515751483773+0j)
IIIIIXYYIXZIXIII (0.007914515751483773+0j)
IIIIZIXZIYZIYZZI (0.007406034688418868+0j)
IIIIIZXIIYZIYZZI (-0.007406034688418868+0j)
IIIIZIXZIXZIXIII (0.007406034688418868+0j)
IIIIIZXIIXZIXIII (-0.007406034688418868+0j)
ZIIIXXZIZYZIYZZI (0.006546457801976004+0j)
IZZIYYZIIYZIYZZI (0.006546457801976004+0j)
ZIIIXXZIZXZIXIII (0.006546457801976004+0j)
IZZIYYZIIXZIXIII (0.006546457801976004+0j)
IYZIYZZIIYZIYZZI (0.0137227861568321+0j)
IXZIXIIIIYZIYZZI (0.0137227861568321+0j)
IYZIYZZIIXZIXIII (0.0137227861568321+0j)
IXZIXIIIIXZIXIII (0.0137227861568321+0j)
IIZXIIIIIYZIYZZI (-0.0032421920732245953+0j)
IIIXIIIIIYZIYZZI (0.0032421920732245953+0j)
IIZXIIIIIXZIXIII (-0.0032421920732245953+0j)
IIIXIIIIIXZIXIII (0.0032421920732245953+0j)
IIIIZIXXZIIIXZZI (0.010140754081731528+0j)
IIIIIZYYZIIIXZZI (0.010140754081731528+0j)
IIIIZIXXIZZIXIII (-0.010140754081731528+0j)
IIIIIZYYIZZIXIII (-0.010140754081731528+0j)
IIIIIYYZZIIIXZZI (-0.007256988659219469+0j)
IIIIIXXIZIIIXZZI (-0.007256988659219469+0j)
IIIIIYYZIZZIXIII (0.007256988659219469+0j)
IIIIIXXIIZZIXIII (0.007256988659219469+0j)
IYZIYXZIZIIIXZZI (0.007578776464776496+0j)
IXZIYYZIZIIIXZZI (-0.007578776464776496+0j)
IYZIYXZIIZZIXIII (-0.007578776464776496+0j)
IXZIYYZIIZZIXIII (0.007578776464776496+0j)
ZIIIXZZIIIIIXZZI (0.012153849070796975+0j)
IZZIXIIIZIIIXZZI (-0.012153849070796975+0j)
ZIIIXZZIZZZIXIII (-0.012153849070796975+0j)
IZZIXIIIIZZIXIII (0.012153849070796975+0j)
IIIIIIIIIIZIIIII (0.08446866955513127+0j)
IIIIIIIIIZIZIIII (0.09658899496444392+0j)
IIIIIIIIZZZZZIII (0.0889524237125126+0j)
IIIIIIIZIIIZIIII (0.0981056859711567+0j)
ZIIIXIXXZIIZIIII (-0.02104249054700081+0j)
IZZIYIXYIIIZIIII (-0.02104249054700081+0j)
IIIIIIZZIIIZIIII (0.10007393417233984+0j)
IYZIYIXZIIIZIIII (-0.02359674713590026+0j)
IXZIYIYIIIIZIIII (0.02359674713590026+0j)
IIIIIZIIIIIZIIII (0.11105553973173572+0j)
IIIIZZZIIIIZIIII (0.0935273523223152+0j)
IIIZIIIIIIIZIIII (0.1270536985284726+0j)
IIZZIIIIIIIZIIII (0.1273721810871227+0j)
IZIIIIIIIIIZIIII (0.09918231716201782+0j)
ZZZIZIIIZIIZIIII (0.09625745861881935+0j)
IIIIIYYXIIZXIIII (-0.022152377953597983+0j)
IIIIIXYYIIZXIIII (0.022152377953597983+0j)
IIIIIYYXIIIXIIII (0.022152377953597983+0j)
IIIIIXYYIIIXIIII (-0.022152377953597983+0j)
IIIIZIXZIIZXIIII (0.027060475756810285+0j)
IIIIIZXIIIZXIIII (-0.027060475756810285+0j)
IIIIZIXZIIIXIIII (-0.027060475756810285+0j)
IIIIIZXIIIIXIIII (0.027060475756810285+0j)
ZIIIXXZIZIZXIIII (-0.0005162055502172676+0j)
IZZIYYZIIIZXIIII (-0.0005162055502172676+0j)
ZIIIXXZIZIIXIIII (0.0005162055502172676+0j)
IZZIYYZIIIIXIIII (0.0005162055502172676+0j)
IYZIYZZIIIZXIIII (-0.0032421920732245953+0j)
IXZIXIIIIIZXIIII (-0.0032421920732245953+0j)
IYZIYZZIIIIXIIII (0.0032421920732245953+0j)
IXZIXIIIIIIXIIII (0.0032421920732245953+0j)
IIZXIIIIIIZXIIII (0.042903511531991415+0j)
IIIXIIIIIIZXIIII (-0.042903511531991415+0j)
IIZXIIIIIIIXIIII (-0.042903511531991415+0j)
IIIXIIIIIIIXIIII (0.042903511531991415+0j)
IIXYYIXZIYYXIIII (0.0025963199058964583+0j)
IIXXYIYIIYYXIIII (-0.0025963199058964583+0j)
IIXYYIXZIXYYIIII (-0.0025963199058964583+0j)
IIXXYIYIIXYYIIII (0.0025963199058964583+0j)
IIYIYZZIIYYXIIII (0.002062108584440525+0j)
IIXZXIIIIYYXIIII (0.002062108584440525+0j)
IIYIYZZIIXYYIIII (-0.002062108584440525+0j)
IIXZXIIIIXYYIIII (-0.002062108584440525+0j)
IYYXIIIIIYYXIIII (0.0025933221975738964+0j)
IXYYIIIIIYYXIIII (-0.0025933221975738964+0j)
IYYXIIIIIXYYIIII (-0.0025933221975738964+0j)
IXYYIIIIIXYYIIII (0.0025933221975738964+0j)
IIXYYIXXZIXXZIII (0.00678532618289497+0j)
IIXXYIXYZIXXZIII (-0.00678532618289497+0j)
IIXYYIXXIZYYIIII (0.00678532618289497+0j)
IIXXYIXYIZYYIIII (-0.00678532618289497+0j)
IIYIYXZIZIXXZIII (0.0014259760318774634+0j)
IIXZYYZIZIXXZIII (-0.0014259760318774634+0j)
IIYIYXZIIZYYIIII (0.0014259760318774634+0j)
IIXZYYZIIZYYIIII (-0.0014259760318774634+0j)
ZIXXZIIIIIXXZIII (0.00730503490630676+0j)
IZYYIIIIZIXXZIII (0.00730503490630676+0j)
ZIXXZIIIZZYYIIII (0.00730503490630676+0j)
IZYYIIIIIZYYIIII (0.00730503490630676+0j)
IIIIIIIIIZZZIIII (0.09789367946054221+0j)
IIIIIIIIZZIZZIII (0.08852052463034232+0j)
IIIIIIIZIIZZIIII (0.1022370499507782+0j)
ZIIIXIXXZIZZIIII (-0.02292705741035903+0j)
IZZIYIXYIIZZIIII (-0.02292705741035903+0j)
IIIIIIZZIIZZIIII (0.10119880596268459+0j)
IYZIYIXZIIZZIIII (-0.022902009166166352+0j)
IXZIYIYIIIZZIIII (0.022902009166166352+0j)
IIIIIZIIIIZZIIII (0.11155746365145791+0j)
IIIIZZZIIIZZIIII (0.09578410765401835+0j)
IIIZIIIIIIZZIIII (0.1273721810871227+0j)
IIZZIIIIIIZZIIII (0.1310523116347544+0j)
IZIIIIIIIIZZIIII (0.09997109654520203+0j)
ZZZIZIIIZIZZIIII (0.09942718591586908+0j)
IIYIYIXZIYYZIIII (0.0020409871018810485+0j)
IIXZYIYIIYYZIIII (-0.0020409871018810485+0j)
IIYIYIXZIXXIIIII (0.0020409871018810485+0j)
IIXZYIYIIXXIIIII (-0.0020409871018810485+0j)
IIXYYZZIIYYZIIII (0.001690131620335373+0j)
IIXXXIIIIYYZIIII (0.001690131620335373+0j)
IIXYYZZIIXXIIIII (0.001690131620335373+0j)
IIXXXIIIIXXIIIII (0.001690131620335373+0j)
IYYZIIIIIYYZIIII (0.0020774170846598254+0j)
IXXIIIIIIYYZIIII (0.0020774170846598254+0j)
IYYZIIIIIXXIIIII (0.0020774170846598254+0j)
IXXIIIIIIXXIIIII (0.0020774170846598254+0j)
IIYIYIXXZIXZZIII (0.010443612553553371+0j)
IIXZYIXYZIXZZIII (-0.010443612553553371+0j)
IIYIYIXXIZXIIIII (-0.010443612553553371+0j)
IIXZYIXYIZXIIIII (0.010443612553553371+0j)
IIXYYXZIZIXZZIII (-0.0007751714465858827+0j)
IIXXYYZIZIXZZIII (0.0007751714465858827+0j)
IIXYYXZIIZXIIIII (0.0007751714465858827+0j)
IIXXYYZIIZXIIIII (-0.0007751714465858827+0j)
ZIXZZIIIIIXZZIII (0.010906661285526755+0j)
IZXIIIIIZIXZZIII (-0.010906661285526755+0j)
ZIXZZIIIZZXIIIII (-0.010906661285526755+0j)
IZXIIIIIIZXIIIII (0.010906661285526755+0j)
IIIIIIIIZIZIZIII (0.07700486802748319+0j)
IIIIIIIZIZIIIIII (0.092896694682412+0j)
ZIIIXIXXZZIIIIII (-0.006637924869270239+0j)
IZZIYIXYIZIIIIII (-0.006637924869270239+0j)
IIIIIIZZIZIIIIII (0.0982968030426133+0j)
IYZIYIXZIZIIIIII (-0.011857147314533755+0j)
IXZIYIYIIZIIIIII (0.011857147314533755+0j)
IIIIIZIIIZIIIIII (0.10079958915931023+0j)
IIIIZZZIIZIIIIII (0.09569270999274243+0j)
IIIZIIIIIZIIIIII (0.09918231716201782+0j)
IIZZIIIIIZIIIIII (0.09997109654520203+0j)
IZIIIIIIIZIIIIII (0.10009599213456295+0j)
ZZZIZIIIZZIIIIII (0.09425920730659891+0j)
IIIIIIZXZXZIZIII (-0.014664466883921689+0j)
IIIIIIIXZXZIZIII (0.014664466883921689+0j)
IIIIIIZXIXIIIIII (0.014664466883921689+0j)
IIIIIIIXIXIIIIII (-0.014664466883921689+0j)
IYZIYIXXZXZIZIII (-0.0068297880336378935+0j)
IXZIYIXYZXZIZIII (0.0068297880336378935+0j)
IYZIYIXXIXIIIIII (0.0068297880336378935+0j)
IXZIYIXYIXIIIIII (-0.0068297880336378935+0j)
ZIIIXIXZIXZIZIII (-0.007758897268527255+0j)
IZZIYIYIZXZIZIII (-0.007758897268527255+0j)
ZIIIXIXZZXIIIIII (0.007758897268527255+0j)
IZZIYIYIIXIIIIII (0.007758897268527255+0j)
IIIIZXZIZXZIZIII (-0.011204646751291913+0j)
IIIIIXIIZXZIZIII (0.011204646751291913+0j)
IIIIZXZIIXIIIIII (0.011204646751291913+0j)
IIIIIXIIIXIIIIII (-0.011204646751291913+0j)
ZXZIZIIIIXZIZIII (0.017254339279115714+0j)
IXIIIIIIZXZIZIII (-0.017254339279115714+0j)
ZXZIZIIIZXIIIIII (-0.017254339279115714+0j)
IXIIIIIIIXIIIIII (0.017254339279115714+0j)
IIIIIIIZZZZIZIII (0.0949138526758709+0j)
ZIIIXIXXIZZIZIII (-0.007497511646039557+0j)
IZZIYIXYZZZIZIII (-0.007497511646039557+0j)
IIIIIIZZZZZIZIII (0.09347125112215239+0j)
IYZIYIXZZZZIZIII (-0.006121507710504828+0j)
IXZIYIYIZZZIZIII (0.006121507710504828+0j)
IIIIIZIIZZZIZIII (0.09705662593065377+0j)
IIIIZZZIZZZIZIII (0.09358858266926683+0j)
IIIZIIIIZZZIZIII (0.09625745861881935+0j)
IIZZIIIIZZZIZIII (0.09942718591586908+0j)
IZIIIIIIZZZIZIII (0.09425920730659891+0j)
ZZZIZIIIIZZIZIII (0.0951491577892172+0j)
IIIIIIZIIIIIIIII (0.08001674537559783+0j)
IYZIYIXIIIIIIIII (-0.01271781543316676+0j)
IXZIYIYZIIIIIIII (0.01271781543316676+0j)
IIIIIZIZIIIIIIII (0.07311431611808654+0j)
IIIIZZZZIIIIIIII (0.07331724492056499+0j)
IIIZIIIZIIIIIIII (0.09083604363857978+0j)
IIZZIIIZIIIIIIII (0.09092245274118506+0j)
IZIIIIIZIIIIIIII (0.08601578647434455+0j)
ZZZIZIIZZIIIIIII (0.08097185312156815+0j)
ZIIIXIYYZIIIIIII (0.013544062930309103+0j)
IZZIYIYXIIIIIIII (-0.013544062930309103+0j)
IIIIZXIXIIIIIIII (0.0003527618071051072+0j)
IIIIIXZXIIIIIIII (0.015700987724196487+0j)
IIIIZYZYIIIIIIII (0.016053749531301592+0j)
IIIIIYZYIIIIIIII (0.016053749531301592+0j)
IIIIZXZXIIIIIIII (0.015700987724196487+0j)
IIIIIXIXIIIIIIII (0.0003527618071051072+0j)
ZXZIZIZXZIIIIIII (-0.0023405987867509788+0j)
IXIIIIZXIIIIIIII (0.007332910312310665+0j)
ZYZIZIIYZIIIIIII (0.004992311525559687+0j)
IYIIIIZYIIIIIIII (0.004992311525559687+0j)
ZXZIZIIXZIIIIIII (0.007332910312310665+0j)
IXIIIIIXIIIIIIII (-0.0023405987867509788+0j)
ZIIIXZXXZIIIIIII (-0.01599884484557626+0j)
IZZIYZXYIIIIIIII (-0.01599884484557626+0j)
IYZIYXXXIIIIIIII (0.002194261873821995+0j)
IXZIXYYXIIIIIIII (0.0036379440316277887+0j)
IYZIXXYXIIIIIIII (-0.005832205905449785+0j)
IXZIYXXYIIIIIIII (-0.005832205905449785+0j)
IYZIYYXYIIIIIIII (-0.0036379440316277887+0j)
IXZIXXYYIIIIIIII (0.002194261873821995+0j)
IIZXIYYXIIIIIIII (-0.02150303644911292+0j)
IIIXIYYXIIIIIIII (0.019547503631212205+0j)
IIZYIXYXIIIIIIII (0.001955532817900721+0j)
IIIYIYYYIIIIIIII (-0.001955532817900721+0j)
IIZXIXYYIIIIIIII (0.019547503631212205+0j)
IIIXIXYYIIIIIIII (-0.02150303644911292+0j)
ZIIIYZYXZIIIIIII (0.015167957959116723+0j)
IZZIXZYYIIIIIIII (-0.015167957959116723+0j)
ZIIZXIXXZIIIIIII (-0.014257164364105838+0j)
IZZZYIXYIIIIIIII (-0.014257164364105838+0j)
ZIZZXIXXZIIIIIII (-0.01248344485680566+0j)
IZIZYIXYIIIIIIII (-0.01248344485680566+0j)
ZZIIXIXXZIIIIIII (-0.013467712902908132+0j)
IIZIYIXYIIIIIIII (-0.013467712902908132+0j)
IIIIIZZZIIIIIIII (0.09191261621717421+0j)
IIIIZZIZIIIIIIII (0.06202938029759481+0j)
IIIZIIZZIIIIIIII (0.09672461501360959+0j)
IIZZIIZZIIIIIIII (0.09831190441700675+0j)
IZIIIIZZIIIIIIII (0.08070364916165301+0j)
ZZZIZIZZZIIIIIII (0.08532928052793091+0j)
IYZIYZXZIIIIIIII (-0.020610545631905675+0j)
IXZIYZYIIIIIIIII (0.020610545631905675+0j)
ZIIIXXXZZIIIIIII (0.001070284538581163+0j)
IZZIXYYZIIIIIIII (0.0010335428188370582+0j)
ZIIIYXYZZIIIIIII (3.674171974410445e-05+0j)
IZZIYXYIIIIIIIII (3.674171974410445e-05+0j)
ZIIIXYYIZIIIIIII (0.0010335428188370582+0j)
IZZIXXXIIIIIIIII (0.001070284538581163+0j)
IYZIXZYZIIIIIIII (-0.014191895476665495+0j)
IXZIXZXIIIIIIIII (-0.014191895476665495+0j)
IIZXZIXZIIIIIIII (0.024583317883806414+0j)
IIIXZIXZIIIIIIII (-0.02416569263849209+0j)
IIZYIZYZIIIIIIII (0.00041762524531432704+0j)
IIIYZIYIIIIIIIII (0.00041762524531432704+0j)
IIZXIZXIIIIIIIII (-0.02416569263849209+0j)
IIIXIZXIIIIIIIII (0.024583317883806414+0j)
IYZZYIXZIIIIIIII (-0.021000427230003806+0j)
IXZZYIYIIIIIIIII (0.021000427230003806+0j)
IYIZYIXZIIIIIIII (-0.0208610220642853+0j)
IXIZYIYIIIIIIIII (0.0208610220642853+0j)
ZXIIXIXZZIIIIIII (0.01388040497903208+0j)
ZYIIXIYIZIIIIIII (0.01388040497903208+0j)
IIIIZIZIIIIIIIII (0.08652390099457441+0j)
IIIZIZIIIIIIIIII (0.10583412140996405+0j)
IIZZIZIIIIIIIIII (0.10821276136790244+0j)
IZIIIZIIIIIIIIII (0.09071037141401504+0j)
ZZZIZZIIZIIIIIII (0.08966274848951312+0j)
ZXZIIXZIZIIIIIII (-0.004658188949315908+0j)
IXIIZXZIIIIIIIII (0.003625870286515416+0j)
ZYZIZYIIZIIIIIII (-0.001032318662800491+0j)
IYIIZYZIIIIIIIII (-0.001032318662800491+0j)
ZXZIZXIIZIIIIIII (0.003625870286515416+0j)
IXIIIXIIIIIIIIII (-0.004658188949315908+0j)
ZIIXXXZIZIIIIIII (0.0012913769968031506+0j)
IZIYYXZIIIIIIIII (0.0022011474784633467+0j)
ZIZXXXZIZIIIIIII (0.0009097704816601955+0j)
IZZXYYZIIIIIIIII (-0.0009097704816601955+0j)
ZIIYXYZIZIIIIIII (0.0022011474784633467+0j)
IZIXYYZIIIIIIIII (-0.0012913769968031506+0j)
IIIZZZZIIIIIIIII (0.09139566530204307+0j)
IIZZZZZIIIIIIIII (0.09300335209120839+0j)
IZIIZZZIIIIIIIII (0.08196992383591033+0j)
ZZZIIZZIZIIIIIII (0.08143473359846985+0j)
IYZXYZZIIIIIIIII (0.0015520604528892232+0j)
IXIYYZZIIIIIIIII (-0.0003719769641051518+0j)
IYIXYZZIIIIIIIII (-0.0011800834887840707+0j)
IXZXXIIIIIIIIIII (0.0011800834887840707+0j)
IYZYXIIIIIIIIIII (-0.0003719769641051518+0j)
IXIXXIIIIIIIIIII (-0.0015520604528892232+0j)
IIZIIIIIIIIIIIII (0.08446866955513127+0j)
IZIZIIIIIIIIIIII (0.09658899496444392+0j)
ZZZZZIIIZIIIIIII (0.0889524237125126+0j)
IZZZIIIIIIIIIIII (0.09789367946054221+0j)
ZZIZZIIIZIIIIIII (0.08852052463034232+0j)
ZIZIZIIIZIIIIIII (0.07700486802748319+0j)
