Jordan-Wigner mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIIIIIIIIIII (-80.08225714874858+0j)
IIIIIYYIIIIIIIIIIIIIIIIIIXXI (0.0016830475396161328+0j)
IIIIIXXIIIIIIIIIIIIIIIIIIXXI (0.0016830475396161328+0j)
IYZZYIIIIIIIIIIIIIIIIIIIIYYI (-0.0015372787340676706+0j)
IXZZXIIIIIIIIIIIIIIIIIIIIYYI (-0.0015372787340676706+0j)
IYZZYIIIIIIIIIIIIIIIIIIIIXXI (-0.0015372787340676706+0j)
IXZZXIIIIIIIIIIIIIIIIIIIIXXI (-0.0015372787340676706+0j)
IIYYIIIIIIIIIIIIIIIIIIIIIYYI (-0.002045821337352179+0j)
IIXXIIIIIIIIIIIIIIIIIIIIIYYI (-0.002045821337352179+0j)
IIYYIIIIIIIIIIIIIIIIIIIIIXXI (-0.002045821337352179+0j)
IIXXIIIIIIIIIIIIIIIIIIIIIXXI (-0.002045821337352179+0j)
YZYIIIIIIIIIIIIIIIIIIIIIIYYI (0.0007908725782759166+0j)
XZXIIIIIIIIIIIIIIIIIIIIIIYYI (0.0007908725782759166+0j)
YZYIIIIIIIIIIIIIIIIIIIIIIXXI (0.0007908725782759166+0j)
XZXIIIIIIIIIIIIIIIIIIIIIIXXI (0.0007908725782759166+0j)
IIIIIIIIIIIIIIIIIYZZZZZZIZYI (-0.00011549084790409567+0j)
IIIIIIIIIIIIIIIIIXZZZZZZIZXI (-0.00011549084790409567+0j)
IIIIIIIIIIIIIIYZZZZZZZZZIZYI (0.0016859112038160801+0j)
IIIIIIIIIIIIIIXZZZZZZZZZIZXI (0.0016859112038160801+0j)
IIIIIIIIIIIIIIIIIIIIIIIZYZYI (0.0021764828513992935+0j)
IIIIIIIIIIIIIIIIIIIIIIIZXZXI (0.0021764828513992935+0j)
IIIIIIIIIIIIIIIIIIYZZZZYYZYI (-0.002865995850287591+0j)
IIIIIIIIIIIIIIIIIIXZZZZXYZYI (-0.0016273022372658148+0j)
IIIIIIIIIIIIIIIIIIYZZZZXXZYI (-0.0012386936130217771+0j)
IIIIIIIIIIIIIIIIIIXZZZZYYZXI (-0.0012386936130217771+0j)
IIIIIIIIIIIIIIIIIIYZZZZYXZXI (-0.0016273022372658148+0j)
IIIIIIIIIIIIIIIIIIXZZZZXXZXI (-0.002865995850287591+0j)
IIIIIIIIIIIIIIIIIIIIIIZIYZYI (0.003680193724840519+0j)
IIIIIIIIIIIIIIIIIIIIIIZIXZXI (0.003680193724840519+0j)
IIIIIIIIIIIIIIIIYZZZZZYIYZYI (-0.0017857281439874488+0j)
IIIIIIIIIIIIIIIIXZZZZZXIYZYI (-0.0017861227467759777+0j)
IIIIIIIIIIIIIIIIYZZZZZXIXZYI (3.946027885290762e-07+0j)
IIIIIIIIIIIIIIIIXZZZZZYIYZXI (3.946027885290762e-07+0j)
IIIIIIIIIIIIIIIIYZZZZZYIXZXI (-0.0017861227467759777+0j)
IIIIIIIIIIIIIIIIXZZZZZXIXZXI (-0.0017857281439874488+0j)
IIIIIIIIIIIIIIIIIIIIIZIIYZYI (0.0021451690020486435+0j)
IIIIIIIIIIIIIIIIIIIIIZIIXZXI (0.0021451690020486435+0j)
IIIIIIIIIIIIIIIYZZZZZYIIYZYI (-0.004003971231662105+0j)
IIIIIIIIIIIIIIIXZZZZZXIIYZYI (-0.0020065355359004007+0j)
IIIIIIIIIIIIIIIYZZZZZXIIXZYI (-0.0019974356957617044+0j)
IIIIIIIIIIIIIIIXZZZZZYIIYZXI (-0.0019974356957617044+0j)
IIIIIIIIIIIIIIIYZZZZZYIIXZXI (-0.0020065355359004007+0j)
IIIIIIIIIIIIIIIXZZZZZXIIXZXI (-0.004003971231662105+0j)
IIIIIIIIIIIIIIIIIIIIZIIIYZYI (0.003540017830899254+0j)
IIIIIIIIIIIIIIIIIIIIZIIIXZXI (0.003540017830899254+0j)
IIIIIIIIIIIIIIIIIIIZIIIIYZYI (0.004728489593042631+0j)
IIIIIIIIIIIIIIIIIIIZIIIIXZXI (0.004728489593042631+0j)
IIIIIIIIIIIIIIIIIIZIIIIIYZYI (0.0020288239833652967+0j)
IIIIIIIIIIIIIIIIIIZIIIIIXZXI (0.0020288239833652967+0j)
IIIIIIIIIIIIIIIIIZIIIIIIYZYI (4.688583536447007e-05+0j)
IIIIIIIIIIIIIIIIIZIIIIIIXZXI (4.688583536447007e-05+0j)
IIIIIIIIIIIIIIYZZYIIIIIIYZYI (0.0002790975721409408+0j)
IIIIIIIIIIIIIIXZZXIIIIIIYZYI (-0.000652272667415656+0j)
IIIIIIIIIIIIIIYZZXIIIIIIXZYI (0.0009313702395565964+0j)
IIIIIIIIIIIIIIXZZYIIIIIIYZXI (0.0009313702395565964+0j)
IIIIIIIIIIIIIIYZZYIIIIIIXZXI (-0.000652272667415656+0j)
IIIIIIIIIIIIIIXZZXIIIIIIXZXI (0.0002790975721409408+0j)
IIIIIIIIIIIIIIIIZIIIIIIIYZYI (0.0009208108308278397+0j)
IIIIIIIIIIIIIIIIZIIIIIIIXZXI (0.0009208108308278397+0j)
IIIIIIIIIIIIIIIZIIIIIIIIYZYI (0.0035902000938911162+0j)
IIIIIIIIIIIIIIIZIIIIIIIIXZXI (0.0035902000938911162+0j)
IIIIIIIIIIIIIIZIIIIIIIIIYZYI (0.0062958288570252405+0j)
IIIIIIIIIIIIIIZIIIIIIIIIXZXI (0.0062958288570252405+0j)
IIIIIIIIIIIIIZIIIIIIIIIIYZYI (0.03242752595881281+0j)
IIIIIIIIIIIIIZIIIIIIIIIIXZXI (0.03242752595881281+0j)
IIIIIIIIIIIYZYIIIIIIIIIIYZYI (0.004581540185816901+0j)
IIIIIIIIIIIXZXIIIIIIIIIIYZYI (0.004581540185816901+0j)
IIIIIIIIIIIYZYIIIIIIIIIIXZXI (0.004581540185816901+0j)
IIIIIIIIIIIXZXIIIIIIIIIIXZXI (0.004581540185816901+0j)
IIIIIIIIYZZZZYIIIIIIIIIIYZYI (0.0003547674546963897+0j)
IIIIIIIIXZZZZXIIIIIIIIIIYZYI (0.0003547674546963897+0j)
IIIIIIIIYZZZZYIIIIIIIIIIXZXI (0.0003547674546963897+0j)
IIIIIIIIXZZZZXIIIIIIIIIIXZXI (0.0003547674546963897+0j)
IIYZZZZZZZZZZYIIIIIIIIIIYZYI (0.0039109847129270995+0j)
IIXZZZZZZZZZZXIIIIIIIIIIYZYI (0.0039109847129270995+0j)
IIYZZZZZZZZZZYIIIIIIIIIIXZXI (0.0039109847129270995+0j)
IIXZZZZZZZZZZXIIIIIIIIIIXZXI (0.0039109847129270995+0j)
IIIIIIIIIIIIZIIIIIIIIIIIYZYI (0.03241348419459906+0j)
IIIIIIIIIIIIZIIIIIIIIIIIXZXI (0.03241348419459906+0j)
IIIIIIIIIIYZYIIIIIIIIIIIYZYI (0.003937260757372866+0j)
IIIIIIIIIIXZXIIIIIIIIIIIYZYI (0.003937260757372866+0j)
IIIIIIIIIIYZYIIIIIIIIIIIXZXI (0.003937260757372866+0j)
IIIIIIIIIIXZXIIIIIIIIIIIXZXI (0.003937260757372866+0j)
IIIYZZZZZZZZYIIIIIIIIIIIYZYI (0.004758596506624649+0j)
IIIXZZZZZZZZXIIIIIIIIIIIYZYI (0.004758596506624649+0j)
IIIYZZZZZZZZYIIIIIIIIIIIXZXI (0.004758596506624649+0j)
IIIXZZZZZZZZXIIIIIIIIIIIXZXI (0.004758596506624649+0j)
YZZZZZZZZZZZYIIIIIIIIIIIYZYI (0.0017306545649352844+0j)
XZZZZZZZZZZZXIIIIIIIIIIIYZYI (0.0017306545649352844+0j)
YZZZZZZZZZZZYIIIIIIIIIIIXZXI (0.0017306545649352844+0j)
XZZZZZZZZZZZXIIIIIIIIIIIXZXI (0.0017306545649352844+0j)
IIIIIIIIIIIZIIIIIIIIIIIIYZYI (0.002434800416246531+0j)
IIIIIIIIIIIZIIIIIIIIIIIIXZXI (0.002434800416246531+0j)
IIIIIIIIYZZYIIIIIIIIIIIIYZYI (0.0016872151346313585+0j)
IIIIIIIIXZZXIIIIIIIIIIIIYZYI (0.0016872151346313585+0j)
IIIIIIIIYZZYIIIIIIIIIIIIXZXI (0.0016872151346313585+0j)
IIIIIIIIXZZXIIIIIIIIIIIIXZXI (0.0016872151346313585+0j)
IIYZZZZZZZZYIIIIIIIIIIIIYZYI (-0.0003822143106240413+0j)
IIXZZZZZZZZXIIIIIIIIIIIIYZYI (-0.0003822143106240413+0j)
IIYZZZZZZZZYIIIIIIIIIIIIXZXI (-0.0003822143106240413+0j)
IIXZZZZZZZZXIIIIIIIIIIIIXZXI (-0.0003822143106240413+0j)
IIIIIIIIIIZIIIIIIIIIIIIIYZYI (0.00034816024137520436+0j)
IIIIIIIIIIZIIIIIIIIIIIIIXZXI (0.00034816024137520436+0j)
IIIYZZZZZZYIIIIIIIIIIIIIYZYI (-0.0007756849514328046+0j)
IIIXZZZZZZXIIIIIIIIIIIIIYZYI (-0.0007756849514328046+0j)
IIIYZZZZZZYIIIIIIIIIIIIIXZXI (-0.0007756849514328046+0j)
IIIXZZZZZZXIIIIIIIIIIIIIXZXI (-0.0007756849514328046+0j)
YZZZZZZZZZYIIIIIIIIIIIIIYZYI (-0.0009391425449778106+0j)
XZZZZZZZZZXIIIIIIIIIIIIIYZYI (-0.0009391425449778106+0j)
YZZZZZZZZZYIIIIIIIIIIIIIXZXI (-0.0009391425449778106+0j)
XZZZZZZZZZXIIIIIIIIIIIIIXZXI (-0.0009391425449778106+0j)
IIIIIIIIIZIIIIIIIIIIIIIIYZYI (0.0006407683587345358+0j)
IIIIIIIIIZIIIIIIIIIIIIIIXZXI (0.0006407683587345358+0j)
IIIIYZZZZYIIIIIIIIIIIIIIYZYI (-0.0010009006961370062+0j)
IIIIXZZZZXIIIIIIIIIIIIIIYZYI (-0.0010009006961370062+0j)
IIIIYZZZZYIIIIIIIIIIIIIIXZXI (-0.0010009006961370062+0j)
IIIIXZZZZXIIIIIIIIIIIIIIXZXI (-0.0010009006961370062+0j)
IIIIIIIIZIIIIIIIIIIIIIIIYZYI (0.0012854164427373584+0j)
IIIIIIIIZIIIIIIIIIIIIIIIXZXI (0.0012854164427373584+0j)
IIYZZZZZYIIIIIIIIIIIIIIIYZYI (-0.0001592105054750907+0j)
IIXZZZZZXIIIIIIIIIIIIIIIYZYI (-0.0001592105054750907+0j)
IIYZZZZZYIIIIIIIIIIIIIIIXZXI (-0.0001592105054750907+0j)
IIXZZZZZXIIIIIIIIIIIIIIIXZXI (-0.0001592105054750907+0j)
IIIIIIIZIIIIIIIIIIIIIIIIYZYI (0.0003295949692143713+0j)
IIIIIIIZIIIIIIIIIIIIIIIIXZXI (0.0003295949692143713+0j)
IYZZZZZYIIIIIIIIIIIIIIIIYZYI (-0.0009009230940304246+0j)
IXZZZZZXIIIIIIIIIIIIIIIIYZYI (-0.0009009230940304246+0j)
IYZZZZZYIIIIIIIIIIIIIIIIXZXI (-0.0009009230940304246+0j)
IXZZZZZXIIIIIIIIIIIIIIIIXZXI (-0.0009009230940304246+0j)
IIIIIIZIIIIIIIIIIIIIIIIIYZYI (0.0014650539322223633+0j)
IIIIIIZIIIIIIIIIIIIIIIIIXZXI (0.0014650539322223633+0j)
IIIIIZIIIIIIIIIIIIIIIIIIYZYI (0.0014655059164995303+0j)
IIIIIZIIIIIIIIIIIIIIIIIIXZXI (0.0014655059164995303+0j)
IIIIZIIIIIIIIIIIIIIIIIIIYZYI (0.0012102947774497222+0j)
IIIIZIIIIIIIIIIIIIIIIIIIXZXI (0.0012102947774497222+0j)
IIIZIIIIIIIIIIIIIIIIIIIIYZYI (0.0010368204599790112+0j)
IIIZIIIIIIIIIIIIIIIIIIIIXZXI (0.0010368204599790112+0j)
YZZYIIIIIIIIIIIIIIIIIIIIYZYI (-0.0014225456490767436+0j)
XZZXIIIIIIIIIIIIIIIIIIIIYZYI (-0.0014225456490767436+0j)
YZZYIIIIIIIIIIIIIIIIIIIIXZXI (-0.0014225456490767436+0j)
XZZXIIIIIIIIIIIIIIIIIIIIXZXI (-0.0014225456490767436+0j)
IIZIIIIIIIIIIIIIIIIIIIIIYZYI (0.00046413921496712615+0j)
IIZIIIIIIIIIIIIIIIIIIIIIXZXI (0.00046413921496712615+0j)
IZIIIIIIIIIIIIIIIIIIIIIIYZYI (0.0016220955098863522+0j)
IZIIIIIIIIIIIIIIIIIIIIIIXZXI (0.0016220955098863522+0j)
ZIIIIIIIIIIIIIIIIIIIIIIIYZYI (0.003592321976990775+0j)
ZIIIIIIIIIIIIIIIIIIIIIIIXZXI (0.003592321976990775+0j)
IIIIIIIIIIIIIIIIIYZZZZZIZZYI (0.001281823728324878+0j)
IIIIIIIIIIIIIIIIIXZZZZZIZZXI (0.001281823728324878+0j)
IIIIIIIIIIIIIIYZZZZZZZZIZZYI (0.0004376869531468098+0j)
IIIIIIIIIIIIIIXZZZZZZZZIZZXI (0.0004376869531468098+0j)
IIIIIIIIIIIIIIIIIIIIIYYYZZYI (0.00023895239052429794+0j)
IIIIIIIIIIIIIIIIIIIIIXXYZZYI (-0.0008239558077147401+0j)
IIIIIIIIIIIIIIIIIIIIIYXXZZYI (0.0010629081982390382+0j)
IIIIIIIIIIIIIIIIIIIIIXYYZZXI (0.0010629081982390382+0j)
IIIIIIIIIIIIIIIIIIIIIYYXZZXI (-0.0008239558077147401+0j)
IIIIIIIIIIIIIIIIIIIIIXXXZZXI (0.00023895239052429794+0j)
IIIIIIIIIIIIIIIYZZZZZZYYZZYI (-0.0007294868845777239+0j)
IIIIIIIIIIIIIIIXZZZZZZXYZZYI (-0.0004629742017541249+0j)
IIIIIIIIIIIIIIIYZZZZZZXXZZYI (-0.0002665126828235988+0j)
IIIIIIIIIIIIIIIXZZZZZZYYZZXI (-0.0002665126828235988+0j)
IIIIIIIIIIIIIIIYZZZZZZYXZZXI (-0.0004629742017541249+0j)
IIIIIIIIIIIIIIIXZZZZZZXXZZXI (-0.0007294868845777239+0j)
IIIIIIIIIIIIIIIIYZZZZYIYZZYI (-0.0003558169454465822+0j)
IIIIIIIIIIIIIIIIXZZZZXIYZZYI (0.00010213100018406445+0j)
IIIIIIIIIIIIIIIIYZZZZXIXZZYI (-0.0004579479456306466+0j)
IIIIIIIIIIIIIIIIXZZZZYIYZZXI (-0.0004579479456306466+0j)
IIIIIIIIIIIIIIIIYZZZZYIXZZXI (0.00010213100018406445+0j)
IIIIIIIIIIIIIIIIXZZZZXIXZZXI (-0.0003558169454465822+0j)
IIIIIIIIIIIIIIIIIYYIIIIYZZYI (0.002375322431031881+0j)
IIIIIIIIIIIIIIIIIXXIIIIYZZYI (0.00062712736290567+0j)
IIIIIIIIIIIIIIIIIYXIIIIXZZYI (0.0017481950681262107+0j)
IIIIIIIIIIIIIIIIIXYIIIIYZZXI (0.0017481950681262107+0j)
IIIIIIIIIIIIIIIIIYYIIIIXZZXI (0.00062712736290567+0j)
IIIIIIIIIIIIIIIIIXXIIIIXZZXI (0.002375322431031881+0j)
IIIIIIIIIIIIIIYZZZYIIIIYZZYI (-0.00022976919570112404+0j)
IIIIIIIIIIIIIIXZZZXIIIIYZZYI (-0.00015737676855095663+0j)
IIIIIIIIIIIIIIYZZZXIIIIXZZYI (-7.239242715016757e-05+0j)
IIIIIIIIIIIIIIXZZZYIIIIYZZXI (-7.239242715016757e-05+0j)
IIIIIIIIIIIIIIYZZZYIIIIXZZXI (-0.00015737676855095663+0j)
IIIIIIIIIIIIIIXZZZXIIIIXZZXI (-0.00022976919570112404+0j)
IIIIIIIIIIIIIIIYYIIIIIIYZZYI (0.0009508850376000733+0j)
IIIIIIIIIIIIIIIXXIIIIIIYZZYI (0.0017768575453218393+0j)
IIIIIIIIIIIIIIIYXIIIIIIXZZYI (-0.000825972507721766+0j)
IIIIIIIIIIIIIIIXYIIIIIIYZZXI (-0.000825972507721766+0j)
IIIIIIIIIIIIIIIYYIIIIIIXZZXI (0.0017768575453218393+0j)
IIIIIIIIIIIIIIIXXIIIIIIXZZXI (0.0009508850376000733+0j)
IIIIIIIYZZZZZYIIIIIIIIIYZZYI (0.0010224399118298722+0j)
IIIIIIIXZZZZZXIIIIIIIIIYZZYI (0.0010224399118298722+0j)
IIIIIIIYZZZZZYIIIIIIIIIXZZXI (0.0010224399118298722+0j)
IIIIIIIXZZZZZXIIIIIIIIIXZZXI (0.0010224399118298722+0j)
IYZZZZZZZZZZZYIIIIIIIIIYZZYI (0.001969176311665925+0j)
IXZZZZZZZZZZZXIIIIIIIIIYZZYI (0.001969176311665925+0j)
IYZZZZZZZZZZZYIIIIIIIIIXZZXI (0.001969176311665925+0j)
IXZZZZZZZZZZZXIIIIIIIIIXZZXI (0.001969176311665925+0j)
IIIIIIIIIYZZYIIIIIIIIIIYZZYI (0.0010782937907929835+0j)
IIIIIIIIIXZZXIIIIIIIIIIYZZYI (0.0010782937907929835+0j)
IIIIIIIIIYZZYIIIIIIIIIIXZZXI (0.0010782937907929835+0j)
IIIIIIIIIXZZXIIIIIIIIIIXZZXI (0.0010782937907929835+0j)
IIIIYZZZZZZZYIIIIIIIIIIYZZYI (0.001488039565308807+0j)
IIIIXZZZZZZZXIIIIIIIIIIYZZYI (0.001488039565308807+0j)
IIIIYZZZZZZZYIIIIIIIIIIXZZXI (0.001488039565308807+0j)
IIIIXZZZZZZZXIIIIIIIIIIXZZXI (0.001488039565308807+0j)
IIIIIIIYZZZYIIIIIIIIIIIYZZYI (0.0014930140456795337+0j)
IIIIIIIXZZZXIIIIIIIIIIIYZZYI (0.0014930140456795337+0j)
IIIIIIIYZZZYIIIIIIIIIIIXZZXI (0.0014930140456795337+0j)
IIIIIIIXZZZXIIIIIIIIIIIXZZXI (0.0014930140456795337+0j)
IYZZZZZZZZZYIIIIIIIIIIIYZZYI (0.00155803436525442+0j)
IXZZZZZZZZZXIIIIIIIIIIIYZZYI (0.00155803436525442+0j)
IYZZZZZZZZZYIIIIIIIIIIIXZZXI (0.00155803436525442+0j)
IXZZZZZZZZZXIIIIIIIIIIIXZZXI (0.00155803436525442+0j)
IIIIIIIIIYYIIIIIIIIIIIIYZZYI (0.0015357144926647583+0j)
IIIIIIIIIXXIIIIIIIIIIIIYZZYI (0.0015357144926647583+0j)
IIIIIIIIIYYIIIIIIIIIIIIXZZXI (0.0015357144926647583+0j)
IIIIIIIIIXXIIIIIIIIIIIIXZZXI (0.0015357144926647583+0j)
IIIIYZZZZZYIIIIIIIIIIIIYZZYI (0.0006264015411288087+0j)
IIIIXZZZZZXIIIIIIIIIIIIYZZYI (0.0006264015411288087+0j)
IIIIYZZZZZYIIIIIIIIIIIIXZZXI (0.0006264015411288087+0j)
IIIIXZZZZZXIIIIIIIIIIIIXZZXI (0.0006264015411288087+0j)
IIIYZZZZZYIIIIIIIIIIIIIYZZYI (0.0006328534666231567+0j)
IIIXZZZZZXIIIIIIIIIIIIIYZZYI (0.0006328534666231567+0j)
IIIYZZZZZYIIIIIIIIIIIIIXZZXI (0.0006328534666231567+0j)
IIIXZZZZZXIIIIIIIIIIIIIXZZXI (0.0006328534666231567+0j)
YZZZZZZZZYIIIIIIIIIIIIIYZZYI (0.0009187166911688068+0j)
XZZZZZZZZXIIIIIIIIIIIIIYZZYI (0.0009187166911688068+0j)
YZZZZZZZZYIIIIIIIIIIIIIXZZXI (0.0009187166911688068+0j)
XZZZZZZZZXIIIIIIIIIIIIIXZZXI (0.0009187166911688068+0j)
IIIIIIIYYIIIIIIIIIIIIIIYZZYI (0.000579953665694465+0j)
IIIIIIIXXIIIIIIIIIIIIIIYZZYI (0.000579953665694465+0j)
IIIIIIIYYIIIIIIIIIIIIIIXZZXI (0.000579953665694465+0j)
IIIIIIIXXIIIIIIIIIIIIIIXZZXI (0.000579953665694465+0j)
IYZZZZZZYIIIIIIIIIIIIIIYZZYI (-0.0002653660537614997+0j)
IXZZZZZZXIIIIIIIIIIIIIIYZZYI (-0.0002653660537614997+0j)
IYZZZZZZYIIIIIIIIIIIIIIXZZXI (-0.0002653660537614997+0j)
IXZZZZZZXIIIIIIIIIIIIIIXZZXI (-0.0002653660537614997+0j)
IIYZZZZYIIIIIIIIIIIIIIIYZZYI (0.00027137883098731294+0j)
IIXZZZZXIIIIIIIIIIIIIIIYZZYI (0.00027137883098731294+0j)
IIYZZZZYIIIIIIIIIIIIIIIXZZXI (0.00027137883098731294+0j)
IIXZZZZXIIIIIIIIIIIIIIIXZZXI (0.00027137883098731294+0j)
IIIYYIIIIIIIIIIIIIIIIIIYZZYI (0.0014587486860533955+0j)
IIIXXIIIIIIIIIIIIIIIIIIYZZYI (0.0014587486860533955+0j)
IIIYYIIIIIIIIIIIIIIIIIIXZZXI (0.0014587486860533955+0j)
IIIXXIIIIIIIIIIIIIIIIIIXZZXI (0.0014587486860533955+0j)
YZZZYIIIIIIIIIIIIIIIIIIYZZYI (0.0010825331140488824+0j)
XZZZXIIIIIIIIIIIIIIIIIIYZZYI (0.0010825331140488824+0j)
YZZZYIIIIIIIIIIIIIIIIIIXZZXI (0.0010825331140488824+0j)
XZZZXIIIIIIIIIIIIIIIIIIXZZXI (0.0010825331140488824+0j)
IYYIIIIIIIIIIIIIIIIIIIIYZZYI (0.0012564337824261856+0j)
IXXIIIIIIIIIIIIIIIIIIIIYZZYI (0.0012564337824261856+0j)
IYYIIIIIIIIIIIIIIIIIIIIXZZXI (0.0012564337824261856+0j)
IXXIIIIIIIIIIIIIIIIIIIIXZZXI (0.0012564337824261856+0j)
IIIIIIIIIIIIIIIIIYZZZZIZZZYI (0.00238640254402068+0j)
IIIIIIIIIIIIIIIIIXZZZZIZZZXI (0.00238640254402068+0j)
IIIIIIIIIIIIIIYZZZZZZZIZZZYI (-0.001672227531462134+0j)
IIIIIIIIIIIIIIXZZZZZZZIZZZXI (-0.001672227531462134+0j)
IIIIIIIIIIIIIIIIIIYZZYYZZZYI (-0.0009081931984677701+0j)
IIIIIIIIIIIIIIIIIIXZZXYZZZYI (0.0005440356287546923+0j)
IIIIIIIIIIIIIIIIIIYZZXXZZZYI (-0.0014522288272224625+0j)
IIIIIIIIIIIIIIIIIIXZZYYZZZXI (-0.0014522288272224625+0j)
IIIIIIIIIIIIIIIIIIYZZYXZZZXI (0.0005440356287546923+0j)
IIIIIIIIIIIIIIIIIIXZZXXZZZXI (-0.0009081931984677701+0j)
IIIIIIIIIIIIIIIIIIIYYIYZZZYI (-0.0018024646189213696+0j)
IIIIIIIIIIIIIIIIIIIXXIYZZZYI (-0.001098391915718245+0j)
IIIIIIIIIIIIIIIIIIIYXIXZZZYI (-0.0007040727032031249+0j)
IIIIIIIIIIIIIIIIIIIXYIYZZZXI (-0.0007040727032031249+0j)
IIIIIIIIIIIIIIIIIIIYYIXZZZXI (-0.001098391915718245+0j)
IIIIIIIIIIIIIIIIIIIXXIXZZZXI (-0.0018024646189213696+0j)
IIIIIIIIIIIIIIIYZZYIIIYZZZYI (0.0024580579974989836+0j)
IIIIIIIIIIIIIIIXZZXIIIYZZZYI (0.0013472556827725016+0j)
IIIIIIIIIIIIIIIYZZXIIIXZZZYI (0.0011108023147264829+0j)
IIIIIIIIIIIIIIIXZZYIIIYZZZXI (0.0011108023147264829+0j)
IIIIIIIIIIIIIIIYZZYIIIXZZZXI (0.0013472556827725016+0j)
IIIIIIIIIIIIIIIXZZXIIIXZZZXI (0.0024580579974989836+0j)
IIIIIIIIIIIIIIIIYYIIIIYZZZYI (0.0016763705218049423+0j)
IIIIIIIIIIIIIIIIXXIIIIYZZZYI (0.0028439155276494058+0j)
IIIIIIIIIIIIIIIIYXIIIIXZZZYI (-0.001167545005844464+0j)
IIIIIIIIIIIIIIIIXYIIIIYZZZXI (-0.001167545005844464+0j)
IIIIIIIIIIIIIIIIYYIIIIXZZZXI (0.0028439155276494058+0j)
IIIIIIIIIIIIIIIIXXIIIIXZZZXI (0.0016763705218049423+0j)
IIIIIIIIIIIIIIYZYIIIIIYZZZYI (-2.109794093908303e-05+0j)
IIIIIIIIIIIIIIXZXIIIIIYZZZYI (-0.002307415583765385+0j)
IIIIIIIIIIIIIIYZXIIIIIXZZZYI (0.0022863176428263026+0j)
IIIIIIIIIIIIIIXZYIIIIIYZZZXI (0.0022863176428263026+0j)
IIIIIIIIIIIIIIYZYIIIIIXZZZXI (-0.002307415583765385+0j)
IIIIIIIIIIIIIIXZXIIIIIXZZZXI (-2.109794093908303e-05+0j)
IIIIIIIIIIIIYYIIIIIIIIYZZZYI (0.004828701281057993+0j)
IIIIIIIIIIIIXXIIIIIIIIYZZZYI (0.004828701281057993+0j)
IIIIIIIIIIIIYYIIIIIIIIXZZZXI (0.004828701281057993+0j)
IIIIIIIIIIIIXXIIIIIIIIXZZZXI (0.004828701281057993+0j)
IIIIIIIIIIYZZYIIIIIIIIYZZZYI (0.0002856203659304765+0j)
IIIIIIIIIIXZZXIIIIIIIIYZZZYI (0.0002856203659304765+0j)
IIIIIIIIIIYZZYIIIIIIIIXZZZXI (0.0002856203659304765+0j)
IIIIIIIIIIXZZXIIIIIIIIXZZZXI (0.0002856203659304765+0j)
IIIYZZZZZZZZZYIIIIIIIIYZZZYI (2.4599728423571362e-05+0j)
IIIXZZZZZZZZZXIIIIIIIIYZZZYI (2.4599728423571362e-05+0j)
IIIYZZZZZZZZZYIIIIIIIIXZZZXI (2.4599728423571362e-05+0j)
IIIXZZZZZZZZZXIIIIIIIIXZZZXI (2.4599728423571362e-05+0j)
YZZZZZZZZZZZZYIIIIIIIIYZZZYI (-0.0031836762660587647+0j)
XZZZZZZZZZZZZXIIIIIIIIYZZZYI (-0.0031836762660587647+0j)
YZZZZZZZZZZZZYIIIIIIIIXZZZXI (-0.0031836762660587647+0j)
XZZZZZZZZZZZZXIIIIIIIIXZZZXI (-0.0031836762660587647+0j)
IIIIIIIIIIIYYIIIIIIIIIYZZZYI (-0.0009543396384186981+0j)
IIIIIIIIIIIXXIIIIIIIIIYZZZYI (-0.0009543396384186981+0j)
IIIIIIIIIIIYYIIIIIIIIIXZZZXI (-0.0009543396384186981+0j)
IIIIIIIIIIIXXIIIIIIIIIXZZZXI (-0.0009543396384186981+0j)
IIIIIIIIYZZZYIIIIIIIIIYZZZYI (0.0017292041921696184+0j)
IIIIIIIIXZZZXIIIIIIIIIYZZZYI (0.0017292041921696184+0j)
IIIIIIIIYZZZYIIIIIIIIIXZZZXI (0.0017292041921696184+0j)
IIIIIIIIXZZZXIIIIIIIIIXZZZXI (0.0017292041921696184+0j)
IIYZZZZZZZZZYIIIIIIIIIYZZZYI (0.0010368342680266377+0j)
IIXZZZZZZZZZXIIIIIIIIIYZZZYI (0.0010368342680266377+0j)
IIYZZZZZZZZZYIIIIIIIIIXZZZXI (0.0010368342680266377+0j)
IIXZZZZZZZZZXIIIIIIIIIXZZZXI (0.0010368342680266377+0j)
IIIIIIIIIIYYIIIIIIIIIIYZZZYI (0.0015057089101495787+0j)
IIIIIIIIIIXXIIIIIIIIIIYZZZYI (0.0015057089101495787+0j)
IIIIIIIIIIYYIIIIIIIIIIXZZZXI (0.0015057089101495787+0j)
IIIIIIIIIIXXIIIIIIIIIIXZZZXI (0.0015057089101495787+0j)
IIIYZZZZZZZYIIIIIIIIIIYZZZYI (0.00043025904717353304+0j)
IIIXZZZZZZZXIIIIIIIIIIYZZZYI (0.00043025904717353304+0j)
IIIYZZZZZZZYIIIIIIIIIIXZZZXI (0.00043025904717353304+0j)
IIIXZZZZZZZXIIIIIIIIIIXZZZXI (0.00043025904717353304+0j)
YZZZZZZZZZZYIIIIIIIIIIYZZZYI (-0.0016875105277559773+0j)
XZZZZZZZZZZXIIIIIIIIIIYZZZYI (-0.0016875105277559773+0j)
