Bravyi-Kitaev mapping of LiH Hamiltonian in sto3g basis.
IIIIIIIIIIII (-5.152415944121773+0j)
IIIIIZIZIIII (0.0990778898789144+0j)
IIIIZXZZZIII (-0.0011319350519759736+0j)
IIIIIXIZIIII (0.0011319350519759736+0j)
XIXYYXZZZIII (0.001237508384903623+0j)
XIXXYYZZZIII (-0.001237508384903623+0j)
YIIIYXZZZIII (-7.534543693393239e-05+0j)
XZZIYYZZZIII (7.534543693393239e-05+0j)
IIIIZZZZZIII (0.06846060828749323+0j)
XIXYYZZZZIII (-0.0012471320088673667+0j)
XIXXXIIZIIII (-0.0012471320088673667+0j)
YIIIYZZZZIII (0.003092675744783962+0j)
XZZIXIIZIIII (0.003092675744783962+0j)
IIIZIIIZIIII (0.0705407357347499+0j)
ZIXXIIIZIIII (0.0004037163715729643+0j)
IZYYIIIZIIII (0.0004037163715729643+0j)
IIZZIIIZIIII (0.06980180803300685+0j)
IZIIIIIZIIII (0.07823637778985237+0j)
ZZZIIIIZIIII (0.06725554994155136+0j)
XYZIYXIXZIII (0.0015079457403672657+0j)
XXZIYYIXZIII (-0.0015079457403672657+0j)
XYZIYXZXZIII (-0.0015079457403672657+0j)
XXZIYYZXZIII (0.0015079457403672657+0j)
XYZIYZIXZIII (0.004886687167773482+0j)
XXZIXIZXIIII (0.004886687167773482+0j)
XYZIYZZXZIII (-0.004886687167773482+0j)
XXZIXIIXIIII (-0.004886687167773482+0j)
IYYXIIZXIIII (0.0034593099858053894+0j)
IXYYIIZXIIII (-0.0034593099858053894+0j)
IYYXIIIXIIII (-0.0034593099858053894+0j)
IXYYIIIXIIII (0.0034593099858053894+0j)
ZXZIIIZXIIII (0.004888359412996945+0j)
IXIIIIZXIIII (-0.004888359412996945+0j)
ZXZIIIIXIIII (-0.004888359412996945+0j)
IXIIIIIXIIII (0.004888359412996945+0j)
IIIIIZZZIIII (0.0904361091949772+0j)
IIIIZXIZZIII (0.0010042989958114596+0j)
IIIIIXZZIIII (-0.0010042989958114596+0j)
XIXYYXIZZIII (0.0028389715801200896+0j)
XIXXYYIZZIII (-0.0028389715801200896+0j)
YIIIYXIZZIII (0.0005997457128937102+0j)
XZZIYYIZZIII (-0.0005997457128937102+0j)
IIIIZZIZZIII (0.11413403856633093+0j)
XIXYYZIZZIII (0.01061795802253364+0j)
XIXXXIZZIIII (0.01061795802253364+0j)
YIIIYZIZZIII (-0.03472189417844199+0j)
XZZIXIZZIIII (-0.03472189417844199+0j)
IIIZIIZZIIII (0.06047069997040127+0j)
ZIXXIIZZIIII (-0.010924624116983793+0j)
IZYYIIZZIIII (-0.010924624116983793+0j)
IIZZIIZZIIII (0.06725554994155136+0j)
IZIIIIZZIIII (0.06725554994155136+0j)
ZZZIIIZZIIII (0.11396887397700142+0j)
IIIIZIZIZIII (0.09042954374501538+0j)
XIXYYIZIZIII (-0.00012210605198425964+0j)
XIXXXZIIIIII (-0.00012210605198425964+0j)
YIIIYIZIZIII (0.0059616612533371395+0j)
XZZIXZIIIIII (0.0059616612533371395+0j)
IIIZIZIIIIII (0.09358431220220058+0j)
ZIXXIZIIIIII (0.00475607771229241+0j)
IZYYIZIIIIII (0.00475607771229241+0j)
IIZZIZIIIIII (0.09662318460715838+0j)
IZIIIZIIIIII (0.09662318460715838+0j)
ZZZIIZIIIIII (0.08853342039397287+0j)
XIXYXYIIIIII (0.0032965239635161002+0j)
XIXXXXIIIIII (0.0032965239635161002+0j)
YIIIXYIIIIII (0.002929923661047115+0j)
XZZIXXIIIIII (0.002929923661047115+0j)
IIIZZXZIZIII (-0.0029292660683236673+0j)
IIIZIXIIIIII (0.0029292660683236673+0j)
ZIXXZXZIZIII (-0.001365856966049339+0j)
IZYYZXZIZIII (-0.0009306496497366405+0j)
ZIXYIYIIIIII (-0.00043520731631269875+0j)
IZYXZYZIZIII (-0.00043520731631269875+0j)
ZIXXIXIIIIII (0.0009306496497366405+0j)
IZYYIXIIIIII (0.001365856966049339+0j)
IIZZZXZIZIII (-0.0030199976438174698+0j)
IIZZIXIIIIII (0.0030199976438174698+0j)
IZIIZXZIZIII (-0.0030199976438174706+0j)
IZIIIXIIIIII (0.0030199976438174706+0j)
ZZZIZXZIZIII (0.0009261835147084776+0j)
ZZZIIXIIIIII (-0.0009261835147084776+0j)
YIIZYXZIZIII (-0.0013429493865418085+0j)
XZZZYYZIZIII (0.0013429493865418085+0j)
XIYXYXZIZIII (0.003799161440408031+0j)
XIYYYYZIZIII (0.003799161440408031+0j)
XZXYYXZIZIII (0.0037991614404080318+0j)
XZXXYYZIZIII (-0.0037991614404080318+0j)
YZYYYXZIZIII (-0.0038956200594375085+0j)
YZYXYYZIZIII (0.0038956200594375085+0j)
YIZZYXZIZIII (-0.0015832911773011982+0j)
XZIZYYZIZIII (0.0015832911773011982+0j)
YZIIYXZIZIII (-0.0015832911773011982+0j)
XIZIYYZIZIII (0.0015832911773011982+0j)
IIIZZZZIZIII (0.053361230488474826+0j)
ZIXXZZZIZIII (-0.004316436307231122+0j)
IZYYZZZIZIII (-0.004316436307231122+0j)
IIZZZZZIZIII (0.0625012601526992+0j)
IZIIZZZIZIII (0.0625012601526992+0j)
ZZZIZZZIZIII (0.08333840586818236+0j)
YIIZYZZIZIII (0.0047460856352643495+0j)
XZZZXIIIIIII (0.0047460856352643495+0j)
XIYXYZZIZIII (0.0035587843627264+0j)
XIYYXIIIIIII (-0.0035587843627264+0j)
XZXYYZZIZIII (0.0035587843627264+0j)
XZXXXIIIIIII (0.0035587843627264+0j)
YZYYYZZIZIII (-0.0028029171909619444+0j)
YZYXXIIIIIII (-0.0028029171909619444+0j)
YIZZYZZIZIII (-0.0017940114229895204+0j)
XZIZXIIIIIII (-0.0017940114229895204+0j)
YZIIYZZIZIII (-0.0017940114229895204+0j)
XIZIXIIIIIII (-0.0017940114229895204+0j)
IIZIIIIIIIII (0.060215328730553075+0j)
IZIZIIIIIIII (0.060215328730553075+0j)
ZZZZIIIIIIII (0.053889590212474275+0j)
ZIYYIIIIIIII (-0.0038630263573783533+0j)
IZXXIIIIIIII (-0.0038630263573783533+0j)
ZZXXIIIIIIII (0.0038630263573783533+0j)
IIYYIIIIIIII (0.0038630263573783533+0j)
IZZZIIIIIIII (0.0655845231545841+0j)
ZZIZIIIIIIII (0.06236719052855442+0j)
ZIZIIIIIIIII (0.06236719052855442+0j)
