Jordan-Wigner mapping of LiH Hamiltonian in sto3g basis.
IIIIIIIIIIII (-5.152415944121773+0j)
YZZZYIIZIIII (0.003092675744783962+0j)
XZZZXIIZIIII (0.003092675744783962+0j)
IIIZIIIZIIII (0.0705407357347499+0j)
YZZYIIIZIIII (-0.0004037163715729643+0j)
XZZXIIIZIIII (-0.0004037163715729643+0j)
IIZIIIIZIIII (0.06980180803300685+0j)
IZIIIIIZIIII (0.07823637778985237+0j)
ZIIIIIIZIIII (0.06725554994155136+0j)
IYZZZYYYIIII (-0.0015079457403672657+0j)
IXZZZXYYIIII (-0.0015079457403672657+0j)
IYZZZYXXIIII (-0.0015079457403672657+0j)
IXZZZXXXIIII (-0.0015079457403672657+0j)
IYZZYIYYIIII (-0.004886687167773482+0j)
IXZZXIYYIIII (-0.004886687167773482+0j)
IYZZYIXXIIII (-0.004886687167773482+0j)
IXZZXIXXIIII (-0.004886687167773482+0j)
IYZYIIYYIIII (-0.0034593099858053894+0j)
IXZXIIYYIIII (-0.0034593099858053894+0j)
IYZYIIXXIIII (-0.0034593099858053894+0j)
IXZXIIXXIIII (-0.0034593099858053894+0j)
YYIIIIYYIIII (0.004888359412996945+0j)
XXIIIIYYIIII (0.004888359412996945+0j)
YYIIIIXXIIII (0.004888359412996945+0j)
XXIIIIXXIIII (0.004888359412996945+0j)
IIIIIZZIIIII (0.0904361091949772+0j)
IIIIYYZIIIII (-0.0010042989958114596+0j)
IIIIXXZIIIII (-0.0010042989958114596+0j)
IIIYZYZIIIII (0.0028389715801200896+0j)
IIIXZXZIIIII (0.0028389715801200896+0j)
YZZZZYZIIIII (0.0005997457128937102+0j)
XZZZZXZIIIII (0.0005997457128937102+0j)
IIIIZIZIIIII (0.11413403856633093+0j)
IIIYYIZIIIII (0.01061795802253364+0j)
IIIXXIZIIIII (0.01061795802253364+0j)
YZZZYIZIIIII (-0.03472189417844199+0j)
XZZZXIZIIIII (-0.03472189417844199+0j)
IIIZIIZIIIII (0.06047069997040127+0j)
YZZYIIZIIIII (0.010924624116983793+0j)
XZZXIIZIIIII (0.010924624116983793+0j)
IIZIIIZIIIII (0.06725554994155136+0j)
IZIIIIZIIIII (0.06725554994155136+0j)
ZIIIIIZIIIII (0.11396887397700142+0j)
IIIIZZIIIIII (0.09042954374501538+0j)
IIIYYZIIIIII (-0.00012210605198425964+0j)
IIIXXZIIIIII (-0.00012210605198425964+0j)
YZZZYZIIIIII (0.0059616612533371395+0j)
XZZZXZIIIIII (0.0059616612533371395+0j)
IIIZIZIIIIII (0.09358431220220058+0j)
YZZYIZIIIIII (-0.00475607771229241+0j)
XZZXIZIIIIII (-0.00475607771229241+0j)
IIZIIZIIIIII (0.09662318460715838+0j)
IZIIIZIIIIII (0.09662318460715838+0j)
ZIIIIZIIIIII (0.08853342039397287+0j)
IIIYIYIIIIII (0.0032965239635161002+0j)
IIIXIXIIIIII (0.0032965239635161002+0j)
YZZZIYIIIIII (0.002929923661047115+0j)
XZZZIXIIIIII (0.002929923661047115+0j)
IIIZYYIIIIII (0.0029292660683236673+0j)
IIIZXXIIIIII (0.0029292660683236673+0j)
YZZYYYIIIIII (-0.001365856966049339+0j)
XZZXYYIIIIII (-0.0009306496497366405+0j)
YZZXXYIIIIII (-0.00043520731631269875+0j)
XZZYYXIIIIII (-0.00043520731631269875+0j)
YZZYXXIIIIII (-0.0009306496497366405+0j)
XZZXXXIIIIII (-0.001365856966049339+0j)
IIZIYYIIIIII (0.0030199976438174698+0j)
IIZIXXIIIIII (0.0030199976438174698+0j)
IZIIYYIIIIII (0.0030199976438174706+0j)
IZIIXXIIIIII (0.0030199976438174706+0j)
ZIIIYYIIIIII (-0.0009261835147084776+0j)
ZIIIXXIIIIII (-0.0009261835147084776+0j)
YZZIZYIIIIII (-0.0013429493865418085+0j)
XZZIZXIIIIII (-0.0013429493865418085+0j)
IIZYZYIIIIII (0.003799161440408031+0j)
IIZXZXIIIIII (0.003799161440408031+0j)
IZIYZYIIIIII (0.0037991614404080318+0j)
IZIXZXIIIIII (0.0037991614404080318+0j)
ZIIYZYIIIIII (0.0038956200594375085+0j)
ZIIXZXIIIIII (0.0038956200594375085+0j)
YZIZZYIIIIII (-0.0015832911773011982+0j)
XZIZZXIIIIII (-0.0015832911773011982+0j)
YIZZZYIIIIII (-0.0015832911773011982+0j)
XIZZZXIIIIII (-0.0015832911773011982+0j)
IIIZZIIIIIII (0.053361230488474826+0j)
YZZYZIIIIIII (0.004316436307231122+0j)
XZZXZIIIIIII (0.004316436307231122+0j)
IIZIZIIIIIII (0.0625012601526992+0j)
IZIIZIIIIIII (0.0625012601526992+0j)
ZIIIZIIIIIII (0.08333840586818236+0j)
YZZIYIIIIIII (0.0047460856352643495+0j)
XZZIXIIIIIII (0.0047460856352643495+0j)
IIZYYIIIIIII (0.0035587843627264+0j)
IIZXXIIIIIII (0.0035587843627264+0j)
IZIYYIIIIIII (0.0035587843627264+0j)
IZIXXIIIIIII (0.0035587843627264+0j)
ZIIYYIIIIIII (0.0028029171909619444+0j)
ZIIXXIIIIIII (0.0028029171909619444+0j)
YZIZYIIIIIII (-0.0017940114229895204+0j)
XZIZXIIIIIII (-0.0017940114229895204+0j)
YIZZYIIIIIII (-0.0017940114229895204+0j)
XIZZXIIIIIII (-0.0017940114229895204+0j)
IIZZIIIIIIII (0.060215328730553075+0j)
IZIZIIIIIIII (0.060215328730553075+0j)
ZIIZIIIIIIII (0.053889590212474275+0j)
YZIYIIIIIIII (-0.0038630263573783533+0j)
XZIXIIIIIIII (-0.0038630263573783533+0j)
YIZYIIIIIIII (-0.0038630263573783533+0j)
XIZXIIIIIIII (-0.0038630263573783533+0j)
IZZIIIIIIIII (0.0655845231545841+0j)
ZIZIIIIIIIII (0.06236719052855442+0j)
ZZIIIIIIIIII (0.06236719052855442+0j)
