Bravyi-Kitaev mapping of N2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIII (-54.90718292900202+0j)
IIIIIIIIIIZZZIZIZZ (0.13363548570618342+0j)
IIIIIIIIIZIIIIIIZZ (0.1492127338959837+0j)
IIIIIIIIZZIIIIIIZZ (0.18910180852823172+0j)
IIIIIIZIXZIIIIIIZZ (0.004082647821445929+0j)
IIIIIIIZXIIIIIIIZZ (-0.004082647821445929+0j)
YIYIIIXIXZZIIIIIZZ (-0.005019869940689035+0j)
XZYIIIXIYIZIIIIIZZ (0.005019869940689035+0j)
IIIIIIIZIIIIIIIIZZ (0.17878634135135738+0j)
IIIYZIYXZIIIIIIIZZ (0.026948519029038033+0j)
IIIXZIYYZIIIIIIIZZ (-0.026948519029038033+0j)
IIIIIIZZZIIIIIIIZZ (0.12626562484274095+0j)
YIYIIIXZZIZIIIIIZZ (0.019092593710126813+0j)
XZYIIIYIIIZIIIIIZZ (-0.019092593710126813+0j)
IIIIIZIIIIIIIIIIZZ (0.14954483244432445+0j)
IIIIZZIIIIIIIIIIZZ (0.14954483244432462+0j)
IIIZIIIIIIIIIIIIZZ (0.13374423099551244+0j)
IIZZZIZIIIZIIIIIZZ (0.14531514706225881+0j)
IZIIIIIIIIIIIIIIZZ (0.1453151470622587+0j)
ZZIIIIIIIIIIIIIIZZ (0.1755533389925047+0j)
IIIIIIIIIIIIYIYZXZ (0.02413989005806061+0j)
IIIIIIIIIIIIXZYZYI (-0.02413989005806061+0j)
IIIIIIIIIIIYZIYXXZ (-0.015537640960052283+0j)
IIIIIIIIIIIXZIXYYZ (0.008437941887235532+0j)
IIIIIIIIIIIYZIXXYZ (0.007099699072816753+0j)
IIIIIIIIIIIXZIYXYI (0.007099699072816753+0j)
IIIIIIIIIIIYZIYYYI (-0.008437941887235532+0j)
IIIIIIIIIIIXZIXXXI (0.015537640960052283+0j)
IIIIIIIIIIZIIIXXXZ (-0.0016570928676025271+0j)
IIIIIIIIIIIZZIXYYZ (-0.0008999083808495709+0j)
IIIIIIIIIIZIIIYXYZ (-0.0007571844867529565+0j)
IIIIIIIIIIIZZIYXYI (-0.0007571844867529565+0j)
IIIIIIIIIIZIIIXYYI (-0.0008999083808495709+0j)
IIIIIIIIIIIZZIXXXI (-0.0016570928676025271+0j)
IIIIIIIIIIIYYXIYYZ (-0.001657092867602526+0j)
IIIIIIIIIIIXYYIYYZ (0.000899908380849569+0j)
IIIIIIIIIIIYYYIXYZ (0.0007571844867529569+0j)
IIIIIIIIIIIXYXIYXI (-0.0007571844867529569+0j)
IIIIIIIIIIIYYXIXXI (-0.000899908380849569+0j)
IIIIIIIIIIIXYYIXXI (0.001657092867602526+0j)
IIIIIIIIIIZIXXZYYZ (0.015537640960052296+0j)
IIIIIIIIIIIZYYIYYZ (0.008437941887235541+0j)
IIIIIIIIIIZIXYZXYZ (-0.007099699072816757+0j)
IIIIIIIIIIIZYXIYXI (-0.007099699072816757+0j)
IIIIIIIIIIZIXXZXXI (0.008437941887235541+0j)
IIIIIIIIIIIZYYIXXI (0.015537640960052296+0j)
IIIIIIXIXYYIXZZYYZ (0.02851737886319319+0j)
IIIIIIXIXXYIYIZYYZ (-0.007728547223000228+0j)
IIIIIIXIXYYIYIZXYZ (-0.020788831640192955+0j)
IIIIIIXIXXYIXZZYXI (0.020788831640192955+0j)
IIIIIIXIXYYIXZZXXI (0.007728547223000228+0j)
IIIIIIXIXXYIYIZXXI (-0.02851737886319319+0j)
IIIIIIIYYZIIIIIYYZ (0.0020250185363549374+0j)
IIIIIIIXXIIIIIIYYZ (0.0020250185363549374+0j)
IIIIIIIYYZIIIIIXXI (0.0020250185363549374+0j)
IIIIIIIXXIIIIIIXXI (0.0020250185363549374+0j)
IIIYZIYIXZIIIIIYYZ (-0.0001492210981119998+0j)
IIIXZIYIYIIIIIIYYZ (0.0001492210981119998+0j)
IIIYZIYIXZIIIIIXXI (-0.0001492210981119998+0j)
IIIXZIYIYIIIIIIXXI (0.0001492210981119998+0j)
IIIIIIZXZIIIIIIYYZ (-0.01704965159806529+0j)
IIIIIIIXIIIIIIIYYZ (0.01704965159806529+0j)
IIIIIIZXZIIIIIIXXI (-0.01704965159806529+0j)
IIIIIIIXIIIIIIIXXI (0.01704965159806529+0j)
YIYIIIXXZIZIIIIYYZ (-0.015626444450555613+0j)
XZYIIIXYZIZIIIIYYZ (0.015626444450555613+0j)
YIYIIIXXZIZIIIIXXI (-0.015626444450555613+0j)
XZYIIIXYZIZIIIIXXI (0.015626444450555613+0j)
IIIYZIYZZIIIIIIYYZ (0.025037846263264052+0j)
IIIXZIXIIIIIIIIYYZ (0.025037846263264052+0j)
IIIYZIYZZIIIIIIXXI (0.025037846263264052+0j)
IIIXZIXIIIIIIIIXXI (0.025037846263264052+0j)
IIZIXXZIIIZIIIIYYZ (-0.026953724261728654+0j)
IIIZYYIIIIIIIIIYYZ (-0.026953724261728654+0j)
IIZIXXZIIIZIIIIXXI (-0.026953724261728654+0j)
IIIZYYIIIIIIIIIXXI (-0.026953724261728654+0j)
XYYIXXZIIIZIIIIYYZ (-0.0028746206933388573+0j)
XXYIXYZIIIZIIIIYYZ (0.0028746206933388573+0j)
XYYIXXZIIIZIIIIXXI (-0.0028746206933388573+0j)
XXYIXYZIIIZIIIIXXI (0.0028746206933388573+0j)
IIZIXZZIIIZIIIIYYZ (0.002874620693338857+0j)
IIIZXIIIIIIIIIIYYZ (-0.002874620693338857+0j)
IIZIXZZIIIZIIIIXXI (0.002874620693338857+0j)
IIIZXIIIIIIIIIIXXI (-0.002874620693338857+0j)
XYYIXZZIIIZIIIIYYZ (-0.02695372426172868+0j)
XXYIYIZIIIZIIIIYYZ (0.02695372426172868+0j)
XYYIXZZIIIZIIIIXXI (-0.02695372426172868+0j)
XXYIYIZIIIZIIIIXXI (0.02695372426172868+0j)
YIYXZIZIIIZIIIIYYZ (0.016699971564166336+0j)
XZYYZIZIIIZIIIIYYZ (-0.016699971564166336+0j)
YIYXZIZIIIZIIIIXXI (0.016699971564166336+0j)
XZYYZIZIIIZIIIIXXI (-0.016699971564166336+0j)
IIIIIIIIIIIIYIXZYZ (0.01456370949838081+0j)
IIIIIIIIIIIIXZXZXI (0.01456370949838081+0j)
IIIIIIXIXYYXZIIIXZ (-0.010786412526820095+0j)
IIIIIIXIXXYYZIIIXZ (-0.0059558714362780915+0j)
IIIIIIXIXYYYZIZZYZ (-0.016742283963098188+0j)
IIIIIIXIXXYXZIIIYI (0.016742283963098188+0j)
IIIIIIXIXYYXZIZZXI (-0.0059558714362780915+0j)
IIIIIIXIXXYYZIZZXI (-0.010786412526820095+0j)
IIIIIIXIXYYZZIIIXZ (0.00115037329741155+0j)
IIIIIIXIXXXIIIZIXZ (-0.0006351950146607603+0j)
IIIIIIXIXYXIIIIZYZ (-0.00178556831207231+0j)
IIIIIIXIXXYZZIIIYI (-0.00178556831207231+0j)
IIIIIIXIXYYZZIZZXI (0.0006351950146607603+0j)
IIIIIIXIXXXIIIIZXI (-0.00115037329741155+0j)
IIZIIIXIXZZIIIZIXZ (-0.004490137278993357+0j)
IIIZZIYIYIIIIIZIXZ (-0.004490137278993357+0j)
IIZIIIXIXZZIIIIZXI (0.004490137278993357+0j)
IIIZZIYIYIIIIIIZXI (0.004490137278993357+0j)
XYYIIIXIXZZIIIZIXZ (-0.0004788741404635382+0j)
XXYIIIXIYIZIIIZIXZ (0.0004788741404635382+0j)
XYYIIIXIXZZIIIIZXI (0.0004788741404635382+0j)
XXYIIIXIYIZIIIIZXI (-0.0004788741404635382+0j)
IIIIXYYXZIIIIIZIXZ (-0.024943612307937072+0j)
IIIIXXYYZIIIIIZIXZ (0.024943612307937072+0j)
IIIIXYYXZIIIIIIZXI (0.024943612307937072+0j)
IIIIXXYYZIIIIIIZXI (-0.024943612307937072+0j)
IIZIIIXZZIZIIIZIXZ (0.018515782374493125+0j)
IIIZZIXIIIIIIIZIXZ (-0.018515782374493125+0j)
IIZIIIXZZIZIIIIZXI (-0.018515782374493125+0j)
IIIZZIXIIIIIIIIZXI (0.018515782374493125+0j)
XYYIIIXZZIZIIIZIXZ (0.0019747123124892875+0j)
XXYIIIYIIIZIIIZIXZ (-0.0019747123124892875+0j)
XYYIIIXZZIZIIIIZXI (-0.0019747123124892875+0j)
XXYIIIYIIIZIIIIZXI (0.0019747123124892875+0j)
IIIYYXIIIIIIIIZIXZ (-0.0031313032628737946+0j)
IIIXYYIIIIIIIIZIXZ (0.0031313032628737946+0j)
IIIYYXIIIIIIIIIZXI (0.0031313032628737946+0j)
IIIXYYIIIIIIIIIZXI (-0.0031313032628737946+0j)
YIYZZIZIIIZIIIZIXZ (0.014149016921732541+0j)
XZXIIIIIIIIIIIZIXZ (0.014149016921732541+0j)
YIYZZIZIIIZIIIIZXI (-0.014149016921732541+0j)
XZXIIIIIIIIIIIIZXI (-0.014149016921732541+0j)
ZXIIIIIIIIIIIIZIXZ (0.0015089958047602833+0j)
IXIIIIIIIIIIIIZIXZ (-0.0015089958047602833+0j)
ZXIIIIIIIIIIIIIZXI (-0.0015089958047602833+0j)
IXIIIIIIIIIIIIIZXI (0.0015089958047602833+0j)
IIIIIIIIIIIIYZYIXZ (0.01456370949838083+0j)
IIIIIIIIIIIIXIYIYI (-0.01456370949838083+0j)
IIIIIIXIXYYXYYXIXZ (-0.0011503732974115512+0j)
IIIIIIXIXXYYYYXIXZ (-0.0006351950146607604+0j)
IIIIIIXIXYYYYXXIXZ (0.001785568312072312+0j)
IIIIIIXIXXYXYYXIYI (0.001785568312072312+0j)
IIIIIIXIXYYXYXXIYI (-0.0006351950146607604+0j)
IIIIIIXIXXYYYXXIYI (-0.0011503732974115512+0j)
IIIIIIXIXYYZYYXIXZ (-0.010786412526820098+0j)
IIIIIIXIXXXIXYYIXZ (0.005955871436278095+0j)
IIIIIIXIXYXIXXYIXZ (-0.016742283963098195+0j)
IIIIIIXIXXYZYYXIYI (0.016742283963098195+0j)
IIIIIIXIXYYZYXXIYI (-0.005955871436278095+0j)
IIIIIIXIXXXIXXYIYI (0.010786412526820098+0j)
IIZIIIXIXZZIXYYIXZ (-0.0004788741404635387+0j)
IIIZZIYIYIIIXYYIXZ (-0.0004788741404635387+0j)
IIZIIIXIXZZIXXYIYI (0.0004788741404635387+0j)
IIIZZIYIYIIIXXYIYI (0.0004788741404635387+0j)
XYYIIIXIXZZIXYYIXZ (0.0044901372789933605+0j)
XXYIIIXIYIZIXYYIXZ (-0.0044901372789933605+0j)
XYYIIIXIXZZIXXYIYI (-0.0044901372789933605+0j)
XXYIIIXIYIZIXXYIYI (0.0044901372789933605+0j)
IIIIYIYXZIIIXYYIXZ (0.0249436123079371+0j)
IIIIXZYYZIIIXYYIXZ (-0.0249436123079371+0j)
IIIIYIYXZIIIXXYIYI (-0.0249436123079371+0j)
IIIIXZYYZIIIXXYIYI (0.0249436123079371+0j)
IIZIIIXZZIZIXYYIXZ (0.0019747123124892883+0j)
IIIZZIXIIIIIXYYIXZ (-0.0019747123124892883+0j)
IIZIIIXZZIZIXXYIYI (-0.0019747123124892883+0j)
IIIZZIXIIIIIXXYIYI (0.0019747123124892883+0j)
XYYIIIXZZIZIXYYIXZ (-0.018515782374493136+0j)
XXYIIIYIIIZIXYYIXZ (0.018515782374493136+0j)
XYYIIIXZZIZIXXYIYI (0.018515782374493136+0j)
XXYIIIYIIIZIXXYIYI (-0.018515782374493136+0j)
IIIYYZIIIIIIXYYIXZ (0.0031313032628737985+0j)
IIIXXIIIIIIIXYYIXZ (0.0031313032628737985+0j)
IIIYYZIIIIIIXXYIYI (-0.0031313032628737985+0j)
IIIXXIIIIIIIXXYIYI (-0.0031313032628737985+0j)
YIYZZIZIIIZIXYYIXZ (0.0015089958047602844+0j)
XZXIIIIIIIIIXYYIXZ (0.0015089958047602844+0j)
YIYZZIZIIIZIXXYIYI (-0.0015089958047602844+0j)
XZXIIIIIIIIIXXYIYI (-0.0015089958047602844+0j)
ZXIIIIIIIIIIXYYIXZ (-0.01414901692173255+0j)
IXIIIIIIIIIIXYYIXZ (0.01414901692173255+0j)
ZXIIIIIIIIIIXXYIYI (0.01414901692173255+0j)
IXIIIIIIIIIIXXYIYI (-0.01414901692173255+0j)
IIIIIIIIIIIZYIYIXZ (0.013205017485573919+0j)
IIIIIIIIIIIZXZYIYI (-0.013205017485573919+0j)
IIIIIIIIIIZZXIXIXZ (-0.013205017485573914+0j)
IIIIIIIIIIZZYZXIYI (-0.013205017485573914+0j)
IIIIIIIIIZIIYIYIXZ (0.006669332953191337+0j)
IIIIIIIIIZIIXZYIYI (-0.006669332953191337+0j)
IIIIIIIIZZIIYIYIXZ (0.014474558086580049+0j)
IIIIIIIIZZIIXZYIYI (-0.014474558086580049+0j)
IIIIIIZIXZIIYIYIXZ (0.0010464441963648563+0j)
IIIIIIIZXIIIYIYIXZ (-0.0010464441963648563+0j)
IIIIIIZIXZIIXZYIYI (-0.0010464441963648563+0j)
IIIIIIIZXIIIXZYIYI (0.0010464441963648563+0j)
YIYIIIXIXZZIYIYIXZ (-0.004281226612720186+0j)
XZYIIIXIYIZIYIYIXZ (0.004281226612720186+0j)
YIYIIIXIXZZIXZYIYI (0.004281226612720186+0j)
XZYIIIXIYIZIXZYIYI (-0.004281226612720186+0j)
IIIIIIIZIIIIYIYIXZ (0.026948519029038033+0j)
IIIIIIIZIIIIXZYIYI (-0.026948519029038033+0j)
IIIYZIYXZIIIYIYIXZ (0.014197150332178292+0j)
IIIXZIYYZIIIYIYIXZ (-0.014197150332178292+0j)
IIIYZIYXZIIIXZYIYI (-0.014197150332178292+0j)
IIIXZIYYZIIIXZYIYI (0.014197150332178292+0j)
IIIIIIZZZIIIYIYIXZ (-0.0008979562052034458+0j)
IIIIIIZZZIIIXZYIYI (0.0008979562052034458+0j)
YIYIIIXZZIZIYIYIXZ (0.008971424341166106+0j)
XZYIIIYIIIZIYIYIXZ (-0.008971424341166106+0j)
YIYIIIXZZIZIXZYIYI (-0.008971424341166106+0j)
XZYIIIYIIIZIXZYIYI (0.008971424341166106+0j)
IIIIIZIIIIIIYIYIXZ (0.011432406235507016+0j)
IIIIIZIIIIIIXZYIYI (-0.011432406235507016+0j)
IIIIZZIIIIIIYIYIXZ (0.011432406235507031+0j)
IIIIZZIIIIIIXZYIYI (-0.011432406235507031+0j)
IIIZIIIIIIIIYIYIXZ (0.003571044312356317+0j)
IIIZIIIIIIIIXZYIYI (-0.003571044312356317+0j)
IIZZZIZIIIZIYIYIXZ (0.0070859520014640975+0j)
IIZZZIZIIIZIXZYIYI (-0.0070859520014640975+0j)
IZIIIIIIIIIIYIYIXZ (0.007085952001464092+0j)
IZIIIIIIIIIIXZYIYI (-0.007085952001464092+0j)
ZZIIIIIIIIIIYIYIXZ (0.022063233824010577+0j)
ZZIIIIIIIIIIXZYIYI (-0.022063233824010577+0j)
IIIIXYYIXZIYZIYIXZ (-0.0029232762339976397+0j)
IIIIXXYIYIIYZIYIXZ (0.0029232762339976397+0j)
IIIIXYYIXZIXZIYIYI (0.0029232762339976397+0j)
IIIIXXYIYIIXZIYIYI (-0.0029232762339976397+0j)
IIIIYIYIXZIYZIYIXZ (0.00031176806117761926+0j)
IIIIXZYIYIIYZIYIXZ (-0.00031176806117761926+0j)
IIIIYIYIXZIXZIYIYI (-0.00031176806117761926+0j)
IIIIXZYIYIIXZIYIYI (0.00031176806117761926+0j)
IIZIIIXXZIZYZIYIXZ (-0.011679661356075292+0j)
IIIZZIYYZIIYZIYIXZ (-0.011679661356075292+0j)
IIZIIIXXZIZXZIYIYI (0.011679661356075292+0j)
IIIZZIYYZIIXZIYIYI (0.011679661356075292+0j)
IIIIXYYZZIIYZIYIXZ (0.011416083301676374+0j)
IIIIXXXIIIIYZIYIXZ (0.011416083301676374+0j)
IIIIXYYZZIIXZIYIYI (-0.011416083301676374+0j)
IIIIXXXIIIIXZIYIYI (-0.011416083301676374+0j)
IIIIYIYZZIIYZIYIXZ (-0.0012175278257363315+0j)
IIIIXZXIIIIYZIYIXZ (-0.0012175278257363315+0j)
IIIIYIYZZIIXZIYIYI (0.0012175278257363315+0j)
IIIIXZXIIIIXZIYIYI (0.0012175278257363315+0j)
YIYIXXZIIIZYZIYIXZ (-0.008193145485454452+0j)
XZYIXYZIIIZYZIYIXZ (0.008193145485454452+0j)
YIYIXXZIIIZXZIYIYI (0.008193145485454452+0j)
XZYIXYZIIIZXZIYIYI (-0.008193145485454452+0j)
YIYIXZZIIIZYZIYIXZ (0.000873800790099524+0j)
XZYIYIZIIIZYZIYIXZ (-0.000873800790099524+0j)
YIYIXZZIIIZXZIYIYI (-0.000873800790099524+0j)
XZYIYIZIIIZXZIYIYI (0.000873800790099524+0j)
IIZXZIZIIIZYZIYIXZ (-0.006119065484109822+0j)
IIIXIIIIIIIYZIYIXZ (0.006119065484109822+0j)
IIZXZIZIIIZXZIYIYI (0.006119065484109822+0j)
IIIXIIIIIIIXZIYIYI (-0.006119065484109822+0j)
IIIIXYYIXZZIIIXIXZ (-0.00031176806117761904+0j)
IIIIXXYIYIZIIIXIXZ (0.00031176806117761904+0j)
IIIIXYYIXZIZZIYIYI (-0.00031176806117761904+0j)
IIIIXXYIYIIZZIYIYI (0.00031176806117761904+0j)
IIIIYIYIXZZIIIXIXZ (-0.0029232762339976405+0j)
IIIIXZYIYIZIIIXIXZ (0.0029232762339976405+0j)
IIIIYIYIXZIZZIYIYI (-0.0029232762339976405+0j)
IIIIXZYIYIIZZIYIYI (0.0029232762339976405+0j)
XYYIIIXXZIIIIIXIXZ (-0.011679661356075292+0j)
XXYIIIXYZIIIIIXIXZ (0.011679661356075292+0j)
XYYIIIXXZIZZZIYIYI (-0.011679661356075292+0j)
XXYIIIXYZIZZZIYIYI (0.011679661356075292+0j)
IIIIXYYZZIZIIIXIXZ (0.0012175278257363306+0j)
IIIIXXXIIIZIIIXIXZ (0.0012175278257363306+0j)
IIIIXYYZZIIZZIYIYI (0.0012175278257363306+0j)
IIIIXXXIIIIZZIYIYI (0.0012175278257363306+0j)
IIIIYIYZZIZIIIXIXZ (0.011416083301676382+0j)
IIIIXZXIIIZIIIXIXZ (0.011416083301676382+0j)
IIIIYIYZZIIZZIYIYI (0.011416083301676382+0j)
IIIIXZXIIIIZZIYIYI (0.011416083301676382+0j)
YIYIXXZIIIIIIIXIXZ (-0.0008738007900995231+0j)
XZYIXYZIIIIIIIXIXZ (0.0008738007900995231+0j)
YIYIXXZIIIZZZIYIYI (-0.0008738007900995231+0j)
XZYIXYZIIIZZZIYIYI (0.0008738007900995231+0j)
YIYIXZZIIIIIIIXIXZ (-0.008193145485454453+0j)
XZYIYIZIIIIIIIXIXZ (0.008193145485454453+0j)
YIYIXZZIIIZZZIYIYI (-0.008193145485454453+0j)
XZYIYIZIIIZZZIYIYI (0.008193145485454453+0j)
XYYXZIZIIIIIIIXIXZ (-0.006119065484109821+0j)
XXYYZIZIIIIIIIXIXZ (0.006119065484109821+0j)
XYYXZIZIIIZZZIYIYI (-0.006119065484109821+0j)
XXYYZIZIIIZZZIYIYI (0.006119065484109821+0j)
IIIIIIXYZXYIIIXIXZ (0.000981112092399392+0j)
IIIIIIXXIYYIIIXIXZ (-0.000981112092399392+0j)
IIIIIIXYZYYIIIXIYI (0.000981112092399392+0j)
IIIIIIXXIXYIIIXIYI (0.000981112092399392+0j)
IIIYZIZIIXYIIIXIXZ (0.002916273804080632+0j)
IIIXZIZIZYYIIIXIXZ (-0.002916273804080632+0j)
IIIYZIZIIYYIIIXIYI (0.002916273804080632+0j)
IIIXZIZIZXYIIIXIYI (0.002916273804080632+0j)
IIIIIIYXYYYIIIXIXZ (-0.015626444450555613+0j)
IIIIIIXXXYYIIIXIXZ (-0.015626444450555613+0j)
IIIIIIYXYXYIIIXIYI (0.015626444450555613+0j)
IIIIIIXXXXYIIIXIYI (0.015626444450555613+0j)
YIYIIIIXYYXIIIXIXZ (0.026340605096521+0j)
XZYIIIIYYYXIIIXIXZ (-0.026340605096521+0j)
YIYIIIIXYXXIIIXIYI (-0.026340605096521+0j)
XZYIIIIYYXXIIIXIYI (0.026340605096521+0j)
IIIYZIZZYYYIIIXIXZ (-0.01181740729902685+0j)
IIIXZIIIXYYIIIXIXZ (-0.01181740729902685+0j)
IIIYZIZZYXYIIIXIYI (0.01181740729902685+0j)
IIIXZIIIXXYIIIXIYI (0.01181740729902685+0j)
IIZIXXYIXYXIIIXIXZ (0.024935429448552635+0j)
IIIZYYXIXYYIIIXIXZ (0.024935429448552635+0j)
IIZIXXYIXXXIIIXIYI (-0.024935429448552635+0j)
IIIZYYXIXXYIIIXIYI (-0.024935429448552635+0j)
XYYIXXYIXYXIIIXIXZ (0.0026593691021718335+0j)
XXYIXYYIXYXIIIXIXZ (-0.0026593691021718335+0j)
XYYIXXYIXXXIIIXIYI (-0.0026593691021718335+0j)
XXYIXYYIXXXIIIXIYI (0.0026593691021718335+0j)
IIZIXZYIXYXIIIXIXZ (-0.0026593691021718356+0j)
IIIZXIXIXYYIIIXIXZ (0.0026593691021718356+0j)
IIZIXZYIXXXIIIXIYI (0.0026593691021718356+0j)
IIIZXIXIXXYIIIXIYI (-0.0026593691021718356+0j)
XYYIXZYIXYXIIIXIXZ (0.02493542944855265+0j)
XXYIYIYIXYXIIIXIXZ (-0.02493542944855265+0j)
XYYIXZYIXXXIIIXIYI (-0.02493542944855265+0j)
XXYIYIYIXXXIIIXIYI (0.02493542944855265+0j)
YIYXZIYIXYXIIIXIXZ (-0.01539390087081924+0j)
XZYYZIYIXYXIIIXIXZ (0.01539390087081924+0j)
YIYXZIYIXXXIIIXIYI (0.01539390087081924+0j)
XZYYZIYIXXXIIIXIYI (-0.01539390087081924+0j)
IIIIIIIIIIIIIIZIZI (0.11290476377265019+0j)
IIIIIIIIIIIIIZIZII (0.11290476377265037+0j)
IIIIIIIIIIIIZZIZII (0.08379704851203953+0j)
IIIIIIIIIIIZIIIZII (0.11148781859050383+0j)
IIIIIIIIIIZZZIZZII (0.11148781859050375+0j)
IIIIIIIIIZIIIIIZII (0.12506297470072913+0j)
IIIIIIIIZZIIIIIZII (0.1652717163256183+0j)
IIIIIIZIXZIIIIIZII (0.0014126288986259276+0j)
IIIIIIIZXIIIIIIZII (-0.0014126288986259276+0j)
YIYIIIXIXZZIIIIZII (0.0037946193110652096+0j)
XZYIIIXIYIZIIIIZII (-0.0037946193110652096+0j)
IIIIIIIZIIIIIIIZII (0.12626562484274095+0j)
IIIYZIYXZIIIIIIZII (-0.0008979562052034458+0j)
IIIXZIYYZIIIIIIZII (0.0008979562052034458+0j)
IIIIIIZZZIIIIIIZII (0.13412660655657951+0j)
YIYIIIXZZIZIIIIZII (-0.004247369905888233+0j)
XZYIIIYIIIZIIIIZII (0.004247369905888233+0j)
IIIIIZIIIIIIIIIZII (0.12627601165801183+0j)
IIIIZZIIIIIIIIIZII (0.12627601165801203+0j)
IIIZIIIIIIIIIIIZII (0.13693706553069035+0j)
IIZZZIZIIIZIIIIZII (0.13208451216171407+0j)
IZIIIIIIIIIIIIIZII (0.132084512161714+0j)
ZZIIIIIIIIIIIIIZII (0.13771117338762456+0j)
IIIIIIXIXYYIIIYYII (-0.004926172582702566+0j)
IIIIIIXIXXYIIIYXII (-0.004926172582702566+0j)
IIIIIIIIIIIYYZZXZI (-0.0006204895552531313+0j)
IIIIIIIIIIIXXIZXZI (0.02921654944580291+0j)
IIIIIIIIIIIYXIIYII (0.029837039001056033+0j)
IIIIIIIIIIIXYZZYZI (0.029837039001056033+0j)
IIIIIIIIIIIYYZIXII (-0.02921654944580291+0j)
IIIIIIIIIIIXXIIXII (0.0006204895552531313+0j)
IIIIIIIIIIZIXZIXZI (-6.617534921004925e-05+0j)
IIIIIIIIIIIZXIZXZI (-0.0031159515030030438+0j)
IIIIIIIIIIZIYIZYII (-0.0031821268522130926+0j)
IIIIIIIIIIIZYZZYZI (-0.0031821268522130926+0j)
IIIIIIIIIIZIXZZXII (-0.0031159515030030438+0j)
IIIIIIIIIIIZXIIXII (-6.617534921004925e-05+0j)
IIIIXYYIXZIIIIZXZI (0.002945254009560625+0j)
IIIIXXYIYIIIIIZXZI (-0.002945254009560625+0j)
IIIIXYYIXZIIIIIXII (-0.002945254009560625+0j)
IIIIXXYIYIIIIIIXII (0.002945254009560625+0j)
IIZIIIXXZIZIIIZXZI (0.011416083301676374+0j)
IIIZZIYYZIIIIIZXZI (0.011416083301676374+0j)
IIZIIIXXZIZIIIIXII (-0.011416083301676374+0j)
IIIZZIYYZIIIIIIXII (-0.011416083301676374+0j)
XYYIIIXXZIZIIIZXZI (0.0012175278257363306+0j)
XXYIIIXYZIZIIIZXZI (-0.0012175278257363306+0j)
XYYIIIXXZIZIIIIXII (-0.0012175278257363306+0j)
XXYIIIXYZIZIIIIXII (0.0012175278257363306+0j)
IIIIXYYZZIIIIIZXZI (-0.013371247885361644+0j)
IIIIXXXIIIIIIIZXZI (-0.013371247885361644+0j)
IIIIXYYZZIIIIIIXII (0.013371247885361644+0j)
IIIIXXXIIIIIIIIXII (0.013371247885361644+0j)
YIYIXXZIIIZIIIZXZI (0.005751852055854726+0j)
XZYIXYZIIIZIIIZXZI (-0.005751852055854726+0j)
YIYIXXZIIIZIIIIXII (-0.005751852055854726+0j)
XZYIXYZIIIZIIIIXII (0.005751852055854726+0j)
IIZXZIZIIIZIIIZXZI (0.009425283295737942+0j)
IIIXIIIIIIIIIIZXZI (-0.009425283295737942+0j)
IIZXZIZIIIZIIIIXII (-0.009425283295737942+0j)
IIIXIIIIIIIIIIIXII (0.009425283295737942+0j)
XYYXZIZIIIZIIIZXZI (0.0010052085618824863+0j)
XXYYZIZIIIZIIIZXZI (-0.0010052085618824863+0j)
XYYXZIZIIIZIIIIXII (-0.0010052085618824863+0j)
XXYYZIZIIIZIIIIXII (0.0010052085618824863+0j)
IIIIIIXIXYYIIZXXZI (0.004926172582702573+0j)
IIIIIIXIXXYIIZXYZI (-0.004926172582702573+0j)
IIIIIIIIIIIYZXYXZI (6.617534921004968e-05+0j)
IIIIIIIIIIIXIYYXZI (0.003115951503003046+0j)
IIIIIIIIIIIYIXYXZI (-0.0031821268522130948+0j)
IIIIIIIIIIIXZXYYZI (-0.0031821268522130948+0j)
IIIIIIIIIIIYZYYYZI (-0.003115951503003046+0j)
IIIIIIIIIIIXIXYYZI (6.617534921004968e-05+0j)
IIIIIIIIIIZIIXXXZI (-0.0006204895552531296+0j)
IIIIIIIIIIIZIYYXZI (0.029216549445802938+0j)
IIIIIIIIIIZIZXXXZI (0.02983703900105606+0j)
IIIIIIIIIIIZZXYYZI (-0.02983703900105606+0j)
IIIIIIIIIIZIIYXYZI (0.029216549445802938+0j)
IIIIIIIIIIIZIXYYZI (0.0006204895552531296+0j)
IIIIYIYIXZIIXYYXZI (-0.0029452540095606283+0j)
IIIIXZYIYIIIXYYXZI (0.0029452540095606283+0j)
IIIIYIYIXZIIXXYYZI (0.0029452540095606283+0j)
IIIIXZYIYIIIXXYYZI (-0.0029452540095606283+0j)
IIZIIIXXZIZIXYYXZI (0.0012175278257363315+0j)
IIIZZIYYZIIIXYYXZI (0.0012175278257363315+0j)
IIZIIIXXZIZIXXYYZI (-0.0012175278257363315+0j)
IIIZZIYYZIIIXXYYZI (-0.0012175278257363315+0j)
XYYIIIXXZIZIXYYXZI (-0.011416083301676382+0j)
XXYIIIXYZIZIXYYXZI (0.011416083301676382+0j)
XYYIIIXXZIZIXXYYZI (0.011416083301676382+0j)
XXYIIIXYZIZIXXYYZI (-0.011416083301676382+0j)
IIIIYIYZZIIIXYYXZI (0.01337124788536166+0j)
IIIIXZXIIIIIXYYXZI (0.01337124788536166+0j)
