Jordan-Wigner mapping of N2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIII (-54.90718292900202+0j)
IIIIIIIIIZIIIIIIZI (0.1492127338959837+0j)
IIIIIIIIZIIIIIIIZI (0.18910180852823172+0j)
IIIIIIYZYIIIIIIIZI (-0.004082647821445929+0j)
IIIIIIXZXIIIIIIIZI (-0.004082647821445929+0j)
YZZZZZZZYIIIIIIIZI (-0.005019869940689035+0j)
XZZZZZZZXIIIIIIIZI (-0.005019869940689035+0j)
IIIIIIIZIIIIIIIIZI (0.17878634135135738+0j)
IIIYZZZYIIIIIIIIZI (0.026948519029038033+0j)
IIIXZZZXIIIIIIIIZI (0.026948519029038033+0j)
IIIIIIZIIIIIIIIIZI (0.12626562484274095+0j)
YZZZZZYIIIIIIIIIZI (0.019092593710126813+0j)
XZZZZZXIIIIIIIIIZI (0.019092593710126813+0j)
IIIIIZIIIIIIIIIIZI (0.14954483244432445+0j)
IIIIZIIIIIIIIIIIZI (0.14954483244432462+0j)
IIIZIIIIIIIIIIIIZI (0.13374423099551244+0j)
IIZIIIIIIIIIIIIIZI (0.14531514706225881+0j)
IZIIIIIIIIIIIIIIZI (0.1453151470622587+0j)
ZIIIIIIIIIIIIIIIZI (0.1755533389925047+0j)
IIIIIIIIIIIIYZZIYI (0.02413989005806061+0j)
IIIIIIIIIIIIXZZIXI (0.02413989005806061+0j)
IIIIIIIIIIIYZZYYYI (0.015537640960052283+0j)
IIIIIIIIIIIXZZXYYI (0.008437941887235532+0j)
IIIIIIIIIIIYZZXXYI (0.007099699072816753+0j)
IIIIIIIIIIIXZZYYXI (0.007099699072816753+0j)
IIIIIIIIIIIYZZYXXI (0.008437941887235532+0j)
IIIIIIIIIIIXZZXXXI (0.015537640960052283+0j)
IIIIIIIIIIYZZZYYYI (-0.0016570928676025271+0j)
IIIIIIIIIIXZZZXYYI (-0.0008999083808495709+0j)
IIIIIIIIIIYZZZXXYI (-0.0007571844867529565+0j)
IIIIIIIIIIXZZZYYXI (-0.0007571844867529565+0j)
IIIIIIIIIIYZZZYXXI (-0.0008999083808495709+0j)
IIIIIIIIIIXZZZXXXI (-0.0016570928676025271+0j)
IIIIIIIIIIIYZYIYYI (-0.001657092867602526+0j)
IIIIIIIIIIIXZXIYYI (-0.000899908380849569+0j)
IIIIIIIIIIIYZXIXYI (-0.0007571844867529569+0j)
IIIIIIIIIIIXZYIYXI (-0.0007571844867529569+0j)
IIIIIIIIIIIYZYIXXI (-0.000899908380849569+0j)
IIIIIIIIIIIXZXIXXI (-0.001657092867602526+0j)
IIIIIIIIIIYZZYIYYI (-0.015537640960052296+0j)
IIIIIIIIIIXZZXIYYI (-0.008437941887235541+0j)
IIIIIIIIIIYZZXIXYI (-0.007099699072816757+0j)
IIIIIIIIIIXZZYIYXI (-0.007099699072816757+0j)
IIIIIIIIIIYZZYIXXI (-0.008437941887235541+0j)
IIIIIIIIIIXZZXIXXI (-0.015537640960052296+0j)
IIIIIIIIIYZZYIIYYI (0.02851737886319319+0j)
IIIIIIIIIXZZXIIYYI (0.007728547223000228+0j)
IIIIIIIIIYZZXIIXYI (0.020788831640192955+0j)
IIIIIIIIIXZZYIIYXI (0.020788831640192955+0j)
IIIIIIIIIYZZYIIXXI (0.007728547223000228+0j)
IIIIIIIIIXZZXIIXXI (0.02851737886319319+0j)
IIIIIIIYYIIIIIIYYI (0.0020250185363549374+0j)
IIIIIIIXXIIIIIIYYI (0.0020250185363549374+0j)
IIIIIIIYYIIIIIIXXI (0.0020250185363549374+0j)
IIIIIIIXXIIIIIIXXI (0.0020250185363549374+0j)
IIIYZZZZYIIIIIIYYI (-0.0001492210981119998+0j)
IIIXZZZZXIIIIIIYYI (-0.0001492210981119998+0j)
IIIYZZZZYIIIIIIXXI (-0.0001492210981119998+0j)
IIIXZZZZXIIIIIIXXI (-0.0001492210981119998+0j)
IIIIIIYYIIIIIIIYYI (0.01704965159806529+0j)
IIIIIIXXIIIIIIIYYI (0.01704965159806529+0j)
IIIIIIYYIIIIIIIXXI (0.01704965159806529+0j)
IIIIIIXXIIIIIIIXXI (0.01704965159806529+0j)
YZZZZZZYIIIIIIIYYI (-0.015626444450555613+0j)
XZZZZZZXIIIIIIIYYI (-0.015626444450555613+0j)
YZZZZZZYIIIIIIIXXI (-0.015626444450555613+0j)
XZZZZZZXIIIIIIIXXI (-0.015626444450555613+0j)
IIIYZZYIIIIIIIIYYI (0.025037846263264052+0j)
IIIXZZXIIIIIIIIYYI (0.025037846263264052+0j)
IIIYZZYIIIIIIIIXXI (0.025037846263264052+0j)
IIIXZZXIIIIIIIIXXI (0.025037846263264052+0j)
IIYZZYIIIIIIIIIYYI (0.026953724261728654+0j)
IIXZZXIIIIIIIIIYYI (0.026953724261728654+0j)
IIYZZYIIIIIIIIIXXI (0.026953724261728654+0j)
IIXZZXIIIIIIIIIXXI (0.026953724261728654+0j)
IYZZZYIIIIIIIIIYYI (-0.0028746206933388573+0j)
IXZZZXIIIIIIIIIYYI (-0.0028746206933388573+0j)
IYZZZYIIIIIIIIIXXI (-0.0028746206933388573+0j)
IXZZZXIIIIIIIIIXXI (-0.0028746206933388573+0j)
IIYZYIIIIIIIIIIYYI (-0.002874620693338857+0j)
IIXZXIIIIIIIIIIYYI (-0.002874620693338857+0j)
IIYZYIIIIIIIIIIXXI (-0.002874620693338857+0j)
IIXZXIIIIIIIIIIXXI (-0.002874620693338857+0j)
IYZZYIIIIIIIIIIYYI (-0.02695372426172868+0j)
IXZZXIIIIIIIIIIYYI (-0.02695372426172868+0j)
IYZZYIIIIIIIIIIXXI (-0.02695372426172868+0j)
IXZZXIIIIIIIIIIXXI (-0.02695372426172868+0j)
YZZYIIIIIIIIIIIYYI (0.016699971564166336+0j)
XZZXIIIIIIIIIIIYYI (0.016699971564166336+0j)
YZZYIIIIIIIIIIIXXI (0.016699971564166336+0j)
XZZXIIIIIIIIIIIXXI (0.016699971564166336+0j)
IIIIIIIIIIIIYZIZYI (0.01456370949838081+0j)
IIIIIIIIIIIIXZIZXI (0.01456370949838081+0j)
IIIIIIIIIYZYIIYZYI (0.010786412526820095+0j)
IIIIIIIIIXZXIIYZYI (-0.0059558714362780915+0j)
IIIIIIIIIYZXIIXZYI (0.016742283963098188+0j)
IIIIIIIIIXZYIIYZXI (0.016742283963098188+0j)
IIIIIIIIIYZYIIXZXI (-0.0059558714362780915+0j)
IIIIIIIIIXZXIIXZXI (0.010786412526820095+0j)
IIIIIIIIIYYIIIYZYI (-0.00115037329741155+0j)
IIIIIIIIIXXIIIYZYI (0.0006351950146607603+0j)
IIIIIIIIIYXIIIXZYI (-0.00178556831207231+0j)
IIIIIIIIIXYIIIYZXI (-0.00178556831207231+0j)
IIIIIIIIIYYIIIXZXI (0.0006351950146607603+0j)
IIIIIIIIIXXIIIXZXI (-0.00115037329741155+0j)
IIYZZZZZYIIIIIYZYI (-0.004490137278993357+0j)
IIXZZZZZXIIIIIYZYI (-0.004490137278993357+0j)
IIYZZZZZYIIIIIXZXI (-0.004490137278993357+0j)
IIXZZZZZXIIIIIXZXI (-0.004490137278993357+0j)
IYZZZZZZYIIIIIYZYI (0.0004788741404635382+0j)
IXZZZZZZXIIIIIYZYI (0.0004788741404635382+0j)
IYZZZZZZYIIIIIXZXI (0.0004788741404635382+0j)
IXZZZZZZXIIIIIXZXI (0.0004788741404635382+0j)
IIIIIYZYIIIIIIYZYI (0.024943612307937072+0j)
IIIIIXZXIIIIIIYZYI (0.024943612307937072+0j)
IIIIIYZYIIIIIIXZXI (0.024943612307937072+0j)
IIIIIXZXIIIIIIXZXI (0.024943612307937072+0j)
IIYZZZYIIIIIIIYZYI (0.018515782374493125+0j)
IIXZZZXIIIIIIIYZYI (0.018515782374493125+0j)
IIYZZZYIIIIIIIXZXI (0.018515782374493125+0j)
IIXZZZXIIIIIIIXZXI (0.018515782374493125+0j)
IYZZZZYIIIIIIIYZYI (-0.0019747123124892875+0j)
IXZZZZXIIIIIIIYZYI (-0.0019747123124892875+0j)
IYZZZZYIIIIIIIXZXI (-0.0019747123124892875+0j)
IXZZZZXIIIIIIIXZXI (-0.0019747123124892875+0j)
IIIYZYIIIIIIIIYZYI (0.0031313032628737946+0j)
IIIXZXIIIIIIIIYZYI (0.0031313032628737946+0j)
IIIYZYIIIIIIIIXZXI (0.0031313032628737946+0j)
IIIXZXIIIIIIIIXZXI (0.0031313032628737946+0j)
YZYIIIIIIIIIIIYZYI (-0.014149016921732541+0j)
XZXIIIIIIIIIIIYZYI (-0.014149016921732541+0j)
YZYIIIIIIIIIIIXZXI (-0.014149016921732541+0j)
XZXIIIIIIIIIIIXZXI (-0.014149016921732541+0j)
YYIIIIIIIIIIIIYZYI (0.0015089958047602833+0j)
XXIIIIIIIIIIIIYZYI (0.0015089958047602833+0j)
YYIIIIIIIIIIIIXZXI (0.0015089958047602833+0j)
XXIIIIIIIIIIIIXZXI (0.0015089958047602833+0j)
IIIIIIIIIIIIYIZZYI (0.01456370949838083+0j)
IIIIIIIIIIIIXIZZXI (0.01456370949838083+0j)
IIIIIIIIIYZYIYZZYI (-0.0011503732974115512+0j)
IIIIIIIIIXZXIYZZYI (0.0006351950146607604+0j)
IIIIIIIIIYZXIXZZYI (-0.001785568312072312+0j)
IIIIIIIIIXZYIYZZXI (-0.001785568312072312+0j)
IIIIIIIIIYZYIXZZXI (0.0006351950146607604+0j)
IIIIIIIIIXZXIXZZXI (-0.0011503732974115512+0j)
IIIIIIIIIYYIIYZZYI (-0.010786412526820098+0j)
IIIIIIIIIXXIIYZZYI (0.005955871436278095+0j)
IIIIIIIIIYXIIXZZYI (-0.016742283963098195+0j)
IIIIIIIIIXYIIYZZXI (-0.016742283963098195+0j)
IIIIIIIIIYYIIXZZXI (0.005955871436278095+0j)
IIIIIIIIIXXIIXZZXI (-0.010786412526820098+0j)
IIYZZZZZYIIIIYZZYI (0.0004788741404635387+0j)
IIXZZZZZXIIIIYZZYI (0.0004788741404635387+0j)
IIYZZZZZYIIIIXZZXI (0.0004788741404635387+0j)
IIXZZZZZXIIIIXZZXI (0.0004788741404635387+0j)
IYZZZZZZYIIIIYZZYI (0.0044901372789933605+0j)
IXZZZZZZXIIIIYZZYI (0.0044901372789933605+0j)
IYZZZZZZYIIIIXZZXI (0.0044901372789933605+0j)
IXZZZZZZXIIIIXZZXI (0.0044901372789933605+0j)
IIIIYZZYIIIIIYZZYI (0.0249436123079371+0j)
IIIIXZZXIIIIIYZZYI (0.0249436123079371+0j)
IIIIYZZYIIIIIXZZXI (0.0249436123079371+0j)
IIIIXZZXIIIIIXZZXI (0.0249436123079371+0j)
IIYZZZYIIIIIIYZZYI (-0.0019747123124892883+0j)
IIXZZZXIIIIIIYZZYI (-0.0019747123124892883+0j)
IIYZZZYIIIIIIXZZXI (-0.0019747123124892883+0j)
IIXZZZXIIIIIIXZZXI (-0.0019747123124892883+0j)
IYZZZZYIIIIIIYZZYI (-0.018515782374493136+0j)
IXZZZZXIIIIIIYZZYI (-0.018515782374493136+0j)
IYZZZZYIIIIIIXZZXI (-0.018515782374493136+0j)
IXZZZZXIIIIIIXZZXI (-0.018515782374493136+0j)
IIIYYIIIIIIIIYZZYI (0.0031313032628737985+0j)
IIIXXIIIIIIIIYZZYI (0.0031313032628737985+0j)
IIIYYIIIIIIIIXZZXI (0.0031313032628737985+0j)
IIIXXIIIIIIIIXZZXI (0.0031313032628737985+0j)
YZYIIIIIIIIIIYZZYI (0.0015089958047602844+0j)
XZXIIIIIIIIIIYZZYI (0.0015089958047602844+0j)
YZYIIIIIIIIIIXZZXI (0.0015089958047602844+0j)
XZXIIIIIIIIIIXZZXI (0.0015089958047602844+0j)
YYIIIIIIIIIIIYZZYI (0.01414901692173255+0j)
XXIIIIIIIIIIIYZZYI (0.01414901692173255+0j)
YYIIIIIIIIIIIXZZXI (0.01414901692173255+0j)
XXIIIIIIIIIIIXZZXI (0.01414901692173255+0j)
IIIIIIIIIIIZYZZZYI (0.013205017485573919+0j)
IIIIIIIIIIIZXZZZXI (0.013205017485573919+0j)
IIIIIIIIIIZIYZZZYI (0.013205017485573914+0j)
IIIIIIIIIIZIXZZZXI (0.013205017485573914+0j)
IIIIIIIIIZIIYZZZYI (0.006669332953191337+0j)
IIIIIIIIIZIIXZZZXI (0.006669332953191337+0j)
IIIIIIIIZIIIYZZZYI (0.014474558086580049+0j)
IIIIIIIIZIIIXZZZXI (0.014474558086580049+0j)
IIIIIIYZYIIIYZZZYI (-0.0010464441963648563+0j)
IIIIIIXZXIIIYZZZYI (-0.0010464441963648563+0j)
IIIIIIYZYIIIXZZZXI (-0.0010464441963648563+0j)
IIIIIIXZXIIIXZZZXI (-0.0010464441963648563+0j)
YZZZZZZZYIIIYZZZYI (-0.004281226612720186+0j)
XZZZZZZZXIIIYZZZYI (-0.004281226612720186+0j)
YZZZZZZZYIIIXZZZXI (-0.004281226612720186+0j)
XZZZZZZZXIIIXZZZXI (-0.004281226612720186+0j)
IIIIIIIZIIIIYZZZYI (0.026948519029038033+0j)
IIIIIIIZIIIIXZZZXI (0.026948519029038033+0j)
IIIYZZZYIIIIYZZZYI (0.014197150332178292+0j)
IIIXZZZXIIIIYZZZYI (0.014197150332178292+0j)
IIIYZZZYIIIIXZZZXI (0.014197150332178292+0j)
IIIXZZZXIIIIXZZZXI (0.014197150332178292+0j)
IIIIIIZIIIIIYZZZYI (-0.0008979562052034458+0j)
IIIIIIZIIIIIXZZZXI (-0.0008979562052034458+0j)
YZZZZZYIIIIIYZZZYI (0.008971424341166106+0j)
XZZZZZXIIIIIYZZZYI (0.008971424341166106+0j)
YZZZZZYIIIIIXZZZXI (0.008971424341166106+0j)
XZZZZZXIIIIIXZZZXI (0.008971424341166106+0j)
IIIIIZIIIIIIYZZZYI (0.011432406235507016+0j)
IIIIIZIIIIIIXZZZXI (0.011432406235507016+0j)
IIIIZIIIIIIIYZZZYI (0.011432406235507031+0j)
IIIIZIIIIIIIXZZZXI (0.011432406235507031+0j)
IIIZIIIIIIIIYZZZYI (0.003571044312356317+0j)
IIIZIIIIIIIIXZZZXI (0.003571044312356317+0j)
IIZIIIIIIIIIYZZZYI (0.0070859520014640975+0j)
IIZIIIIIIIIIXZZZXI (0.0070859520014640975+0j)
IZIIIIIIIIIIYZZZYI (0.007085952001464092+0j)
IZIIIIIIIIIIXZZZXI (0.007085952001464092+0j)
ZIIIIIIIIIIIYZZZYI (0.022063233824010577+0j)
ZIIIIIIIIIIIXZZZXI (0.022063233824010577+0j)
IIIIIYZZYIIYZZZZYI (-0.0029232762339976397+0j)
IIIIIXZZXIIYZZZZYI (-0.0029232762339976397+0j)
IIIIIYZZYIIXZZZZXI (-0.0029232762339976397+0j)
IIIIIXZZXIIXZZZZXI (-0.0029232762339976397+0j)
IIIIYZZZYIIYZZZZYI (0.00031176806117761926+0j)
IIIIXZZZXIIYZZZZYI (0.00031176806117761926+0j)
IIIIYZZZYIIXZZZZXI (0.00031176806117761926+0j)
IIIIXZZZXIIXZZZZXI (0.00031176806117761926+0j)
IIYZZZZYIIIYZZZZYI (0.011679661356075292+0j)
IIXZZZZXIIIYZZZZYI (0.011679661356075292+0j)
IIYZZZZYIIIXZZZZXI (0.011679661356075292+0j)
IIXZZZZXIIIXZZZZXI (0.011679661356075292+0j)
IIIIIYYIIIIYZZZZYI (0.011416083301676374+0j)
IIIIIXXIIIIYZZZZYI (0.011416083301676374+0j)
IIIIIYYIIIIXZZZZXI (0.011416083301676374+0j)
IIIIIXXIIIIXZZZZXI (0.011416083301676374+0j)
IIIIYZYIIIIYZZZZYI (-0.0012175278257363315+0j)
IIIIXZXIIIIYZZZZYI (-0.0012175278257363315+0j)
IIIIYZYIIIIXZZZZXI (-0.0012175278257363315+0j)
IIIIXZXIIIIXZZZZXI (-0.0012175278257363315+0j)
YZZZZYIIIIIYZZZZYI (-0.008193145485454452+0j)
XZZZZXIIIIIYZZZZYI (-0.008193145485454452+0j)
YZZZZYIIIIIXZZZZXI (-0.008193145485454452+0j)
XZZZZXIIIIIXZZZZXI (-0.008193145485454452+0j)
YZZZYIIIIIIYZZZZYI (0.000873800790099524+0j)
XZZZXIIIIIIYZZZZYI (0.000873800790099524+0j)
YZZZYIIIIIIXZZZZXI (0.000873800790099524+0j)
XZZZXIIIIIIXZZZZXI (0.000873800790099524+0j)
IIYYIIIIIIIYZZZZYI (0.006119065484109822+0j)
IIXXIIIIIIIYZZZZYI (0.006119065484109822+0j)
IIYYIIIIIIIXZZZZXI (0.006119065484109822+0j)
IIXXIIIIIIIXZZZZXI (0.006119065484109822+0j)
IIIIIYZZYIYZZZZZYI (0.00031176806117761904+0j)
IIIIIXZZXIYZZZZZYI (0.00031176806117761904+0j)
IIIIIYZZYIXZZZZZXI (0.00031176806117761904+0j)
IIIIIXZZXIXZZZZZXI (0.00031176806117761904+0j)
IIIIYZZZYIYZZZZZYI (0.0029232762339976405+0j)
IIIIXZZZXIYZZZZZYI (0.0029232762339976405+0j)
IIIIYZZZYIXZZZZZXI (0.0029232762339976405+0j)
IIIIXZZZXIXZZZZZXI (0.0029232762339976405+0j)
IYZZZZZYIIYZZZZZYI (0.011679661356075292+0j)
IXZZZZZXIIYZZZZZYI (0.011679661356075292+0j)
IYZZZZZYIIXZZZZZXI (0.011679661356075292+0j)
IXZZZZZXIIXZZZZZXI (0.011679661356075292+0j)
IIIIIYYIIIYZZZZZYI (-0.0012175278257363306+0j)
IIIIIXXIIIYZZZZZYI (-0.0012175278257363306+0j)
IIIIIYYIIIXZZZZZXI (-0.0012175278257363306+0j)
IIIIIXXIIIXZZZZZXI (-0.0012175278257363306+0j)
IIIIYZYIIIYZZZZZYI (-0.011416083301676382+0j)
IIIIXZXIIIYZZZZZYI (-0.011416083301676382+0j)
IIIIYZYIIIXZZZZZXI (-0.011416083301676382+0j)
IIIIXZXIIIXZZZZZXI (-0.011416083301676382+0j)
YZZZZYIIIIYZZZZZYI (0.0008738007900995231+0j)
XZZZZXIIIIYZZZZZYI (0.0008738007900995231+0j)
YZZZZYIIIIXZZZZZXI (0.0008738007900995231+0j)
XZZZZXIIIIXZZZZZXI (0.0008738007900995231+0j)
YZZZYIIIIIYZZZZZYI (0.008193145485454453+0j)
XZZZXIIIIIYZZZZZYI (0.008193145485454453+0j)
YZZZYIIIIIXZZZZZXI (0.008193145485454453+0j)
XZZZXIIIIIXZZZZZXI (0.008193145485454453+0j)
IYZYIIIIIIYZZZZZYI (0.006119065484109821+0j)
IXZXIIIIIIYZZZZZYI (0.006119065484109821+0j)
IYZYIIIIIIXZZZZZXI (0.006119065484109821+0j)
IXZXIIIIIIXZZZZZXI (0.006119065484109821+0j)
IIIIIIIYYYZZZZZZYI (-0.000981112092399392+0j)
IIIIIIIXXYZZZZZZYI (-0.000981112092399392+0j)
IIIIIIIYYXZZZZZZXI (-0.000981112092399392+0j)
IIIIIIIXXXZZZZZZXI (-0.000981112092399392+0j)
IIIYZZZZYYZZZZZZYI (-0.002916273804080632+0j)
IIIXZZZZXYZZZZZZYI (-0.002916273804080632+0j)
IIIYZZZZYXZZZZZZXI (-0.002916273804080632+0j)
IIIXZZZZXXZZZZZZXI (-0.002916273804080632+0j)
IIIIIIYYIYZZZZZZYI (-0.015626444450555613+0j)
IIIIIIXXIYZZZZZZYI (-0.015626444450555613+0j)
IIIIIIYYIXZZZZZZXI (-0.015626444450555613+0j)
IIIIIIXXIXZZZZZZXI (-0.015626444450555613+0j)
YZZZZZZYIYZZZZZZYI (0.026340605096521+0j)
XZZZZZZXIYZZZZZZYI (0.026340605096521+0j)
YZZZZZZYIXZZZZZZXI (0.026340605096521+0j)
XZZZZZZXIXZZZZZZXI (0.026340605096521+0j)
IIIYZZYIIYZZZZZZYI (-0.01181740729902685+0j)
IIIXZZXIIYZZZZZZYI (-0.01181740729902685+0j)
IIIYZZYIIXZZZZZZXI (-0.01181740729902685+0j)
IIIXZZXIIXZZZZZZXI (-0.01181740729902685+0j)
IIYZZYIIIYZZZZZZYI (-0.024935429448552635+0j)
IIXZZXIIIYZZZZZZYI (-0.024935429448552635+0j)
IIYZZYIIIXZZZZZZXI (-0.024935429448552635+0j)
IIXZZXIIIXZZZZZZXI (-0.024935429448552635+0j)
IYZZZYIIIYZZZZZZYI (0.0026593691021718335+0j)
IXZZZXIIIYZZZZZZYI (0.0026593691021718335+0j)
IYZZZYIIIXZZZZZZXI (0.0026593691021718335+0j)
IXZZZXIIIXZZZZZZXI (0.0026593691021718335+0j)
IIYZYIIIIYZZZZZZYI (0.0026593691021718356+0j)
IIXZXIIIIYZZZZZZYI (0.0026593691021718356+0j)
IIYZYIIIIXZZZZZZXI (0.0026593691021718356+0j)
IIXZXIIIIXZZZZZZXI (0.0026593691021718356+0j)
IYZZYIIIIYZZZZZZYI (0.02493542944855265+0j)
IXZZXIIIIYZZZZZZYI (0.02493542944855265+0j)
IYZZYIIIIXZZZZZZXI (0.02493542944855265+0j)
IXZZXIIIIXZZZZZZXI (0.02493542944855265+0j)
YZZYIIIIIYZZZZZZYI (-0.01539390087081924+0j)
XZZXIIIIIYZZZZZZYI (-0.01539390087081924+0j)
YZZYIIIIIXZZZZZZXI (-0.01539390087081924+0j)
XZZXIIIIIXZZZZZZXI (-0.01539390087081924+0j)
IIIIIIIIIIIIIIZZII (0.11290476377265019+0j)
IIIIIIIIIIIIIZIZII (0.11290476377265037+0j)
IIIIIIIIIIIIZIIZII (0.08379704851203953+0j)
IIIIIIIIIIIZIIIZII (0.11148781859050383+0j)
IIIIIIIIIIZIIIIZII (0.11148781859050375+0j)
IIIIIIIIIZIIIIIZII (0.12506297470072913+0j)
IIIIIIIIZIIIIIIZII (0.1652717163256183+0j)
IIIIIIYZYIIIIIIZII (-0.0014126288986259276+0j)
IIIIIIXZXIIIIIIZII (-0.0014126288986259276+0j)
YZZZZZZZYIIIIIIZII (0.0037946193110652096+0j)
XZZZZZZZXIIIIIIZII (0.0037946193110652096+0j)
IIIIIIIZIIIIIIIZII (0.12626562484274095+0j)
IIIYZZZYIIIIIIIZII (-0.0008979562052034458+0j)
IIIXZZZXIIIIIIIZII (-0.0008979562052034458+0j)
IIIIIIZIIIIIIIIZII (0.13412660655657951+0j)
YZZZZZYIIIIIIIIZII (-0.004247369905888233+0j)
XZZZZZXIIIIIIIIZII (-0.004247369905888233+0j)
IIIIIZIIIIIIIIIZII (0.12627601165801183+0j)
IIIIZIIIIIIIIIIZII (0.12627601165801203+0j)
IIIZIIIIIIIIIIIZII (0.13693706553069035+0j)
IIZIIIIIIIIIIIIZII (0.13208451216171407+0j)
IZIIIIIIIIIIIIIZII (0.132084512161714+0j)
ZIIIIIIIIIIIIIIZII (0.13771117338762456+0j)
IIIIIIIIIYZZZZIYII (0.004926172582702566+0j)
IIIIIIIIIXZZZZIXII (0.004926172582702566+0j)
IIIIIIIIIIIYYIYYII (0.0006204895552531313+0j)
IIIIIIIIIIIXXIYYII (-0.02921654944580291+0j)
IIIIIIIIIIIYXIXYII (0.029837039001056033+0j)
IIIIIIIIIIIXYIYXII (0.029837039001056033+0j)
IIIIIIIIIIIYYIXXII (-0.02921654944580291+0j)
IIIIIIIIIIIXXIXXII (0.0006204895552531313+0j)
IIIIIIIIIIYZYIYYII (-6.617534921004925e-05+0j)
IIIIIIIIIIXZXIYYII (0.0031159515030030438+0j)
IIIIIIIIIIYZXIXYII (-0.0031821268522130926+0j)
IIIIIIIIIIXZYIYXII (-0.0031821268522130926+0j)
IIIIIIIIIIYZYIXXII (0.0031159515030030438+0j)
IIIIIIIIIIXZXIXXII (-6.617534921004925e-05+0j)
IIIIIYZZYIIIIIYYII (-0.002945254009560625+0j)
IIIIIXZZXIIIIIYYII (-0.002945254009560625+0j)
IIIIIYZZYIIIIIXXII (-0.002945254009560625+0j)
IIIIIXZZXIIIIIXXII (-0.002945254009560625+0j)
IIYZZZZYIIIIIIYYII (0.011416083301676374+0j)
IIXZZZZXIIIIIIYYII (0.011416083301676374+0j)
IIYZZZZYIIIIIIXXII (0.011416083301676374+0j)
IIXZZZZXIIIIIIXXII (0.011416083301676374+0j)
IYZZZZZYIIIIIIYYII (-0.0012175278257363306+0j)
IXZZZZZXIIIIIIYYII (-0.0012175278257363306+0j)
IYZZZZZYIIIIIIXXII (-0.0012175278257363306+0j)
IXZZZZZXIIIIIIXXII (-0.0012175278257363306+0j)
IIIIIYYIIIIIIIYYII (0.013371247885361644+0j)
IIIIIXXIIIIIIIYYII (0.013371247885361644+0j)
IIIIIYYIIIIIIIXXII (0.013371247885361644+0j)
IIIIIXXIIIIIIIXXII (0.013371247885361644+0j)
YZZZZYIIIIIIIIYYII (-0.005751852055854726+0j)
XZZZZXIIIIIIIIYYII (-0.005751852055854726+0j)
YZZZZYIIIIIIIIXXII (-0.005751852055854726+0j)
XZZZZXIIIIIIIIXXII (-0.005751852055854726+0j)
IIYYIIIIIIIIIIYYII (0.009425283295737942+0j)
IIXXIIIIIIIIIIYYII (0.009425283295737942+0j)
IIYYIIIIIIIIIIXXII (0.009425283295737942+0j)
IIXXIIIIIIIIIIXXII (0.009425283295737942+0j)
IYZYIIIIIIIIIIYYII (-0.0010052085618824863+0j)
IXZXIIIIIIIIIIYYII (-0.0010052085618824863+0j)
IYZYIIIIIIIIIIXXII (-0.0010052085618824863+0j)
IXZXIIIIIIIIIIXXII (-0.0010052085618824863+0j)
IIIIIIIIIYZZZIZYII (0.004926172582702573+0j)
IIIIIIIIIXZZZIZXII (0.004926172582702573+0j)
IIIIIIIIIIIYYYZYII (-6.617534921004968e-05+0j)
IIIIIIIIIIIXXYZYII (0.003115951503003046+0j)
IIIIIIIIIIIYXXZYII (-0.0031821268522130948+0j)
IIIIIIIIIIIXYYZXII (-0.0031821268522130948+0j)
IIIIIIIIIIIYYXZXII (0.003115951503003046+0j)
IIIIIIIIIIIXXXZXII (-6.617534921004968e-05+0j)
IIIIIIIIIIYZYYZYII (-0.0006204895552531296+0j)
IIIIIIIIIIXZXYZYII (0.029216549445802938+0j)
IIIIIIIIIIYZXXZYII (-0.02983703900105606+0j)
IIIIIIIIIIXZYYZXII (-0.02983703900105606+0j)
IIIIIIIIIIYZYXZXII (0.029216549445802938+0j)
IIIIIIIIIIXZXXZXII (-0.0006204895552531296+0j)
IIIIYZZZYIIIIYZYII (-0.0029452540095606283+0j)
IIIIXZZZXIIIIYZYII (-0.0029452540095606283+0j)
IIIIYZZZYIIIIXZXII (-0.0029452540095606283+0j)
IIIIXZZZXIIIIXZXII (-0.0029452540095606283+0j)
IIYZZZZYIIIIIYZYII (-0.0012175278257363315+0j)
IIXZZZZXIIIIIYZYII (-0.0012175278257363315+0j)
IIYZZZZYIIIIIXZXII (-0.0012175278257363315+0j)
IIXZZZZXIIIIIXZXII (-0.0012175278257363315+0j)
IYZZZZZYIIIIIYZYII (-0.011416083301676382+0j)
IXZZZZZXIIIIIYZYII (-0.011416083301676382+0j)
IYZZZZZYIIIIIXZXII (-0.011416083301676382+0j)
IXZZZZZXIIIIIXZXII (-0.011416083301676382+0j)
IIIIYZYIIIIIIYZYII (0.01337124788536166+0j)
IIIIXZXIIIIIIYZYII (0.01337124788536166+0j)
IIIIYZYIIIIIIXZXII (0.01337124788536166+0j)
IIIIXZXIIIIIIXZXII (0.01337124788536166+0j)
YZZZYIIIIIIIIYZYII (-0.005751852055854732+0j)
XZZZXIIIIIIIIYZYII (-0.005751852055854732+0j)
YZZZYIIIIIIIIXZXII (-0.005751852055854732+0j)
XZZZXIIIIIIIIXZXII (-0.005751852055854732+0j)
IIYYIIIIIIIIIYZYII (-0.0010052085618824872+0j)
IIXXIIIIIIIIIYZYII (-0.0010052085618824872+0j)
IIYYIIIIIIIIIXZXII (-0.0010052085618824872+0j)
