Bravyi-Kitaev mapping of N2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIII (-25.237330367908303+0j)
IIXXXIIIIIYIYIXZ (2.320655417560786e-05+0j)
IIXYYZZIIIXZYIYI (-2.320655417560786e-05+0j)
IIXXXIIIIIXZYIYI (-2.320655417560786e-05+0j)
ZIXZZIIIZIYIYIXZ (-0.008431327479009891+0j)
IZXIIIIIIIYIYIXZ (0.008431327479009891+0j)
ZIXZZIIIZIXZYIYI (0.008431327479009891+0j)
IZXIIIIIIIXZYIYI (-0.008431327479009891+0j)
IIIIIIIIZZIIXIXZ (-0.000781470685947961+0j)
IIIIIIIIIIZIYIYI (-0.000781470685947961+0j)
IIIIIYYXIYZIYIXZ (-4.880154146050094e-05+0j)
IIIIIXYYIYZIYIXZ (4.880154146050094e-05+0j)
IIIIIYYXIXZIYIYI (4.880154146050094e-05+0j)
IIIIIXYYIXZIYIYI (-4.880154146050094e-05+0j)
IIIIZIXXIYZIYIXZ (0.018620722436743384+0j)
IIIIIZYYIYZIYIXZ (0.018620722436743384+0j)
IIIIZIXXIXZIYIYI (-0.018620722436743384+0j)
IIIIIZYYIXZIYIYI (-0.018620722436743384+0j)
IYZIYIXZIYZIYIXZ (0.020596693571210245+0j)
IXZIYIYIIYZIYIXZ (-0.020596693571210245+0j)
IYZIYIXZIXZIYIYI (-0.020596693571210245+0j)
IXZIYIYIIXZIYIYI (0.020596693571210245+0j)
IIXYYXZIIYZIYIXZ (-2.3206554175607264e-05+0j)
IIXXYYZIIYZIYIXZ (2.3206554175607264e-05+0j)
IIXYYXZIIXZIYIYI (2.3206554175607264e-05+0j)
IIXXYYZIIXZIYIYI (-2.3206554175607264e-05+0j)
IIXYYZZIIYZIYIXZ (-0.00885469579617649+0j)
IIXXXIIIIYZIYIXZ (-0.00885469579617649+0j)
IIXYYZZIIXZIYIYI (0.00885469579617649+0j)
IIXXXIIIIXZIYIYI (0.00885469579617649+0j)
ZXZIZIIIZYZIYIXZ (-0.008431327479009902+0j)
IXIIIIIIIYZIYIXZ (0.008431327479009902+0j)
ZXZIZIIIZXZIYIYI (0.008431327479009902+0j)
IXIIIIIIIXZIYIYI (-0.008431327479009902+0j)
IIIIIIIZZIIIXIXZ (0.019092593710126792+0j)
IIIIIIIZIZZIYIYI (0.019092593710126792+0j)
IIXYYIXXZIIIXIXZ (0.008971424341166094+0j)
IIXXYIXYZIIIXIXZ (-0.008971424341166094+0j)
IIXYYIXXIZZIYIYI (0.008971424341166094+0j)
IIXXYIXYIZZIYIYI (-0.008971424341166094+0j)
IIIIIIZZZIIIXIXZ (-0.0042473699058882455+0j)
IIIIIIZZIZZIYIYI (-0.0042473699058882455+0j)
ZIIIXIXZIIIIXIXZ (0.012648198686895443+0j)
IZZIYIYIZIIIXIXZ (0.012648198686895443+0j)
ZIIIXIXZZZZIYIYI (0.012648198686895443+0j)
IZZIYIYIIZZIYIYI (0.012648198686895443+0j)
IIIIIZIIZIIIXIXZ (0.010678024638557302+0j)
IIIIIZIIIZZIYIYI (0.010678024638557302+0j)
IIIIZZZIZIIIXIXZ (0.010678024638557292+0j)
IIIIZZZIIZZIYIYI (0.010678024638557292+0j)
IIIZIIIIZIIIXIXZ (-0.00606540555435508+0j)
IIIZIIIIIZZIYIYI (-0.00606540555435508+0j)
IIZZIIIIZIIIXIXZ (0.007649856793061935+0j)
IIZZIIIIIZZIYIYI (0.007649856793061935+0j)
IZIIIIIIZIIIXIXZ (0.007649856793061939+0j)
IZIIIIIIIZZIYIYI (0.007649856793061939+0j)
ZZZIZIIIIIIIXIXZ (0.012821611344357562+0j)
ZZZIZIIIZZZIYIYI (0.012821611344357562+0j)
IIIIIIIIIIIIZIZI (0.1265642850595394+0j)
IIIIIIIIIIIZIZII (0.12105123947235708+0j)
IIIIIIIIIIZZIZII (0.09550383521370617+0j)
IIIIIIIIIYYZIZII (8.570467452437768e-05+0j)
IIIIIIIIIXXIIZII (8.570467452437768e-05+0j)
IIIIIIIIIZIIIZII (0.12820509723251483+0j)
IIIIIIIIZZZIZZII (0.14296968613931435+0j)
IIIIIIIZIIIIIZII (0.14954483244432468+0j)
IIXYYIXXIIIIIZII (0.01143240623550704+0j)
IIXXYIXYIIIIIZII (-0.01143240623550704+0j)
IIIIIIZZIIIIIZII (0.126276011658012+0j)
ZIIIXIXZZIIIIZII (0.010678024638557302+0j)
IZZIYIYIIIIIIZII (0.010678024638557302+0j)
IIIIIZIIIIIIIZII (0.14386003749830312+0j)
IIIIZZZIIIIIIZII (0.1323295358724606+0j)
IIIZIIIIIIIIIZII (0.12797765405157854+0j)
IIZZIIIIIIIIIZII (0.14425555535700763+0j)
IYYZIIIIIIIIIZII (-2.9494725660264292e-05+0j)
IXXIIIIIIIIIIZII (-2.9494725660264292e-05+0j)
IZIIIIIIIIIIIZII (0.13300162134066384+0j)
ZZZIZIIIZIIIIZII (0.15144717691347526+0j)
IIIIIIIIIIZZZXZI (8.570467452436746e-05+0j)
IIIIIIIIIIZZIXII (-8.570467452436746e-05+0j)
IIIIIIIIIYYZZXZI (-0.0008310467335555637+0j)
IIIIIIIIIXXIZXZI (0.033532308752363994+0j)
IIIIIIIIIYXIIYII (0.03436335548591956+0j)
IIIIIIIIIXYZZYZI (0.03436335548591956+0j)
IIIIIIIIIYYZIXII (-0.033532308752363994+0j)
IIIIIIIIIXXIIXII (0.0008310467335555637+0j)
IIIIIIIIIZIIZXZI (-8.570467452436792e-05+0j)
IIIIIIIIIZIIIXII (8.570467452436792e-05+0j)
IIIIZXZIIIIIZXZI (0.005765250812921189+0j)
IIIIIXIIIIIIZXZI (-0.005765250812921189+0j)
IIIIZXZIIIIIIXII (-0.005765250812921189+0j)
IIIIIXIIIIIIIXII (0.005765250812921189+0j)
IIZZIIIIIIIIZXZI (-2.9494725660275602e-05+0j)
IIZZIIIIIIIIIXII (2.9494725660275602e-05+0j)
IYYZIIIIIIIIZXZI (-0.005626967008171963+0j)
IXXIIIIIIIIIZXZI (-0.005626967008171963+0j)
IYYZIIIIIIIIIXII (0.005626967008171963+0j)
IXXIIIIIIIIIIXII (0.005626967008171963+0j)
IZIIIIIIIIIIZXZI (2.949472566027159e-05+0j)
IZIIIIIIIIIIIXII (-2.949472566027159e-05+0j)
IIIIIIIIZIIXXXZI (0.0012427628783023576+0j)
IIIIIIIIIZIYYXZI (-0.02475222103211621+0j)
IIIIIIIIZIZXXXZI (-0.025994983910418573+0j)
IIIIIIIIIZZXYYZI (0.025994983910418573+0j)
IIIIIIIIZIIYXYZI (-0.02475222103211621+0j)
IIIIIIIIIZIXYYZI (-0.0012427628783023576+0j)
IIIIIIIIZXYYXXZI (-3.25705645079426e-06+0j)
IIIIIIIIIXXYYXZI (-6.487108891944595e-05+0j)
IIIIIIIIZYYXXXZI (6.81281453702402e-05+0j)
IIIIIIIIIYXYYYZI (-6.81281453702402e-05+0j)
IIIIIIIIZXYXXYZI (-6.487108891944595e-05+0j)
IIIIIIIIIXXXYYZI (-3.25705645079426e-06+0j)
IIIIIYYXIIXYYXZI (0.0031313032628737907+0j)
IIIIIXYYIIXYYXZI (-0.0031313032628737907+0j)
IIIIIYYXIIXXYYZI (-0.0031313032628737907+0j)
IIIIIXYYIIXXYYZI (0.0031313032628737907+0j)
IIYIYIXZIIXYYXZI (-0.008854695796176494+0j)
IIXZYIYIIIXYYXZI (0.008854695796176494+0j)
IIYIYIXZIIXXYYZI (0.008854695796176494+0j)
IIXZYIYIIIXXYYZI (-0.008854695796176494+0j)
IYZIYIXZIIXYYXZI (-2.3206554175607264e-05+0j)
IXZIYIYIIIXYYXZI (2.3206554175607264e-05+0j)
IYZIYIXZIIXXYYZI (2.3206554175607264e-05+0j)
IXZIYIYIIIXXYYZI (-2.3206554175607264e-05+0j)
IIXYYXZIIIXYYXZI (0.00692641457922147+0j)
IIXXYYZIIIXYYXZI (-0.00692641457922147+0j)
IIXYYXZIIIXXYYZI (-0.00692641457922147+0j)
IIXXYYZIIIXXYYZI (0.00692641457922147+0j)
ZIXZZIIIZIXYYXZI (-0.000829227981902981+0j)
IZXIIIIIIIXYYXZI (0.000829227981902981+0j)
ZIXZZIIIZIXXYYZI (0.000829227981902981+0j)
IZXIIIIIIIXXYYZI (-0.000829227981902981+0j)
ZXZIZIIIZIXYYXZI (-2.1732563748006417e-06+0j)
IXIIIIIIIIXYYXZI (2.1732563748006417e-06+0j)
ZXZIZIIIZIXXYYZI (2.1732563748006417e-06+0j)
IXIIIIIIIIXXYYZI (-2.1732563748006417e-06+0j)
IIIIIIZXIIYIYXZI (0.027106487209828493+0j)
IIIIIIIXIIYIYXZI (-0.027106487209828493+0j)
IIIIIIZXIIXZYYZI (-0.027106487209828493+0j)
IIIIIIIXIIXZYYZI (0.027106487209828493+0j)
ZIIIXIXXZIYIYXZI (0.025076753507436204+0j)
IZZIYIXYIIYIYXZI (0.025076753507436204+0j)
ZIIIXIXXZIXZYYZI (-0.025076753507436204+0j)
IZZIYIXYIIXZYYZI (-0.025076753507436204+0j)
IIXYYIXZIIYIYXZI (-0.03886083922213913+0j)
IIXXYIYIIIYIYXZI (0.03886083922213913+0j)
IIXYYIXZIIXZYYZI (0.03886083922213913+0j)
IIXXYIYIIIXZYYZI (-0.03886083922213913+0j)
IIYIYXZIIIYIYXZI (0.048751720143301466+0j)
IIXZYYZIIIYIYXZI (-0.048751720143301466+0j)
IIYIYXZIIIXZYYZI (-0.048751720143301466+0j)
IIXZYYZIIIXZYYZI (0.048751720143301466+0j)
IYZIYXZIIIYIYXZI (0.00011519940018464198+0j)
IXZIYYZIIIYIYXZI (-0.00011519940018464198+0j)
IYZIYXZIIIXZYYZI (-0.00011519940018464198+0j)
IXZIYYZIIIXZYYZI (0.00011519940018464198+0j)
IIYIYZZIIIYIYXZI (-0.00011519940018464308+0j)
IIXZXIIIIIYIYXZI (-0.00011519940018464308+0j)
IIYIYZZIIIXZYYZI (0.00011519940018464308+0j)
IIXZXIIIIIXZYYZI (0.00011519940018464308+0j)
IYZIYZZIIIYIYXZI (0.039159275760535954+0j)
IXZIXIIIIIYIYXZI (0.039159275760535954+0j)
IYZIYZZIIIXZYYZI (-0.039159275760535954+0j)
IXZIXIIIIIXZYYZI (-0.039159275760535954+0j)
ZIXXZIIIZIYIYXZI (-0.0255814490140192+0j)
IZYYIIIIIIYIYXZI (-0.0255814490140192+0j)
ZIXXZIIIZIXZYYZI (0.0255814490140192+0j)
IZYYIIIIIIXZYYZI (0.0255814490140192+0j)
IIIIIIZXIYZIYXZI (7.104119423469235e-05+0j)
IIIIIIIXIYZIYXZI (-7.104119423469235e-05+0j)
IIIIIIZXIXZIYYZI (-7.104119423469235e-05+0j)
IIIIIIIXIXZIYYZI (7.104119423469235e-05+0j)
ZIIIXIXXZYZIYXZI (6.57216297673325e-05+0j)
IZZIYIXYIYZIYXZI (6.57216297673325e-05+0j)
ZIIIXIXXZXZIYYZI (-6.57216297673325e-05+0j)
IZZIYIXYIXZIYYZI (-6.57216297673325e-05+0j)
IIXYYIXZIYZIYXZI (-0.00010184722225099445+0j)
IIXXYIYIIYZIYXZI (0.00010184722225099445+0j)
IIXYYIXZIXZIYYZI (0.00010184722225099445+0j)
IIXXYIYIIXZIYYZI (-0.00010184722225099445+0j)
IIYIYXZIIYZIYXZI (0.00011519940018464198+0j)
IIXZYYZIIYZIYXZI (-0.00011519940018464198+0j)
IIYIYXZIIXZIYYZI (-0.00011519940018464198+0j)
IIXZYYZIIXZIYYZI (0.00011519940018464198+0j)
IYZIYXZIIYZIYXZI (0.0047965241081490105+0j)
IXZIYYZIIYZIYXZI (-0.0047965241081490105+0j)
IYZIYXZIIXZIYYZI (-0.0047965241081490105+0j)
IXZIYYZIIXZIYYZI (0.0047965241081490105+0j)
IIYIYZZIIYZIYXZI (0.0047959202746164+0j)
IIXZXIIIIYZIYXZI (0.0047959202746164+0j)
IIYIYZZIIXZIYYZI (-0.0047959202746164+0j)
IIXZXIIIIXZIYYZI (-0.0047959202746164+0j)
IYZIYZZIIYZIYXZI (0.00011519940018463952+0j)
IXZIXIIIIYZIYXZI (0.00011519940018463952+0j)
IYZIYZZIIXZIYYZI (-0.00011519940018463952+0j)
IXZIXIIIIXZIYYZI (-0.00011519940018463952+0j)
ZIXXZIIIZYZIYXZI (-6.70443452942466e-05+0j)
IZYYIIIIIYZIYXZI (-6.70443452942466e-05+0j)
ZIXXZIIIZXZIYYZI (6.70443452942466e-05+0j)
IZYYIIIIIXZIYYZI (6.70443452942466e-05+0j)
IIYIYIXXZIIIXXZI (0.00823958096303132+0j)
IIXZYIXYZIIIXXZI (-0.00823958096303132+0j)
IIYIYIXXIZZIYYZI (0.00823958096303132+0j)
IIXZYIXYIZZIYYZI (-0.00823958096303132+0j)
IYZIYIXXZIIIXXZI (2.1594449589725607e-05+0j)
IXZIYIXYZIIIXXZI (-2.1594449589725607e-05+0j)
IYZIYIXXIZZIYYZI (2.1594449589725607e-05+0j)
IXZIYIXYIZZIYYZI (-2.1594449589725607e-05+0j)
IIIIIYYZZIIIXXZI (-0.0057518520558547314+0j)
IIIIIXXIZIIIXXZI (-0.0057518520558547314+0j)
IIIIIYYZIZZIYYZI (-0.0057518520558547314+0j)
IIIIIXXIIZZIYYZI (-0.0057518520558547314+0j)
ZIIIXXZIIIIIXXZI (0.008477490774160918+0j)
IZZIYYZIZIIIXXZI (0.008477490774160918+0j)
ZIIIXXZIZZZIYYZI (0.008477490774160918+0j)
IZZIYYZIIZZIYYZI (0.008477490774160918+0j)
IIZXIIIIZIIIXXZI (-0.0004135348963993767+0j)
IIIXIIIIZIIIXXZI (0.0004135348963993767+0j)
IIZXIIIIIZZIYYZI (-0.0004135348963993767+0j)
IIIXIIIIIZZIYYZI (0.0004135348963993767+0j)
IYYXIIIIZIIIXXZI (1.0838000759936171e-06+0j)
IXYYIIIIZIIIXXZI (-1.0838000759936171e-06+0j)
IYYXIIIIIZZIYYZI (1.0838000759936171e-06+0j)
IXYYIIIIIZZIYYZI (-1.0838000759936171e-06+0j)
IIIIIIIIIIIZZZZI (0.12105123947235699+0j)
IIIIIIIIIIZZZZZI (0.1282050972325146+0j)
IIIIIIIIIYYZZZZI (-8.570467452436318e-05+0j)
IIIIIIIIIXXIZZZI (-8.570467452436318e-05+0j)
IIIIIIIIIZIIZZZI (0.09550383521370623+0j)
IIIIIIIIZZZIIZZI (0.14296968613931424+0j)
IIIIIIIZIIIIZZZI (0.14954483244432457+0j)
IIXYYIXXIIIIZZZI (0.011432406235507031+0j)
IIXXYIXYIIIIZZZI (-0.011432406235507031+0j)
IIIIIIZZIIIIZZZI (0.12627601165801194+0j)
ZIIIXIXZZIIIZZZI (0.010678024638557292+0j)
IZZIYIYIIIIIZZZI (0.010678024638557292+0j)
IIIIIZIIIIIIZZZI (0.1323295358724606+0j)
IIIIZZZIIIIIZZZI (0.1438600374983029+0j)
IIIZIIIIIIIIZZZI (0.12797765405157846+0j)
IIZZIIIIIIIIZZZI (0.13300162134066362+0j)
IYYZIIIIIIIIZZZI (2.9494725660282893e-05+0j)
IXXIIIIIIIIIZZZI (2.9494725660282893e-05+0j)
IZIIIIIIIIIIZZZI (0.14425555535700768+0j)
ZZZIZIIIZIIIZZZI (0.15144717691347515+0j)
IIIIIIIIZIIXXZZI (-3.2570564507942983e-06+0j)
IIIIIIIIIZIYYZZI (6.48710889194478e-05+0j)
IIIIIIIIZIZXXZZI (6.81281453702421e-05+0j)
IIIIIIIIIZZXXIII (6.81281453702421e-05+0j)
IIIIIIIIZIIYYIII (6.48710889194478e-05+0j)
IIIIIIIIIZIXXIII (-3.2570564507942983e-06+0j)
IIIIIIIIZXYYXZZI (-0.0012427628783023546+0j)
IIIIIIIIIXXYYZZI (-0.024752221032116203+0j)
IIIIIIIIZYYXXZZI (0.02599498391041856+0j)
IIIIIIIIIYXYXIII (0.02599498391041856+0j)
IIIIIIIIZXYXYIII (-0.024752221032116203+0j)
IIIIIIIIIXXXXIII (0.0012427628783023546+0j)
IIIIZIXXIIXYYZZI (-0.003131303262873788+0j)
IIIIIZYYIIXYYZZI (-0.003131303262873788+0j)
IIIIZIXXIIXXXIII (-0.003131303262873788+0j)
IIIIIZYYIIXXXIII (-0.003131303262873788+0j)
IIYIYIXZIIXYYZZI (2.320655417560786e-05+0j)
IIXZYIYIIIXYYZZI (-2.320655417560786e-05+0j)
IIYIYIXZIIXXXIII (2.320655417560786e-05+0j)
IIXZYIYIIIXXXIII (-2.320655417560786e-05+0j)
IYZIYIXZIIXYYZZI (-0.00885469579617649+0j)
IXZIYIYIIIXYYZZI (0.00885469579617649+0j)
IYZIYIXZIIXXXIII (-0.00885469579617649+0j)
IXZIYIYIIIXXXIII (0.00885469579617649+0j)
IIXYYZZIIIXYYZZI (0.0069264145792214665+0j)
IIXXXIIIIIXYYZZI (0.0069264145792214665+0j)
IIXYYZZIIIXXXIII (0.0069264145792214665+0j)
IIXXXIIIIIXXXIII (0.0069264145792214665+0j)
ZIXZZIIIZIXYYZZI (2.1732563748006765e-06+0j)
IZXIIIIIIIXYYZZI (-2.1732563748006765e-06+0j)
ZIXZZIIIZIXXXIII (2.1732563748006765e-06+0j)
IZXIIIIIIIXXXIII (-2.1732563748006765e-06+0j)
ZXZIZIIIZIXYYZZI (-0.0008292279819029793+0j)
IXIIIIIIIIXYYZZI (0.0008292279819029793+0j)
ZXZIZIIIZIXXXIII (-0.0008292279819029793+0j)
IXIIIIIIIIXXXIII (0.0008292279819029793+0j)
IIIIIIZXIIYIYZZI (-7.104119423469456e-05+0j)
IIIIIIIXIIYIYZZI (7.104119423469456e-05+0j)
IIIIIIZXIIXZXIII (-7.104119423469456e-05+0j)
IIIIIIIXIIXZXIII (7.104119423469456e-05+0j)
ZIIIXIXXZIYIYZZI (-6.57216297673344e-05+0j)
IZZIYIXYIIYIYZZI (-6.57216297673344e-05+0j)
ZIIIXIXXZIXZXIII (-6.57216297673344e-05+0j)
IZZIYIXYIIXZXIII (-6.57216297673344e-05+0j)
IIXYYIXZIIYIYZZI (0.00010184722225099733+0j)
IIXXYIYIIIYIYZZI (-0.00010184722225099733+0j)
IIXYYIXZIIXZXIII (0.00010184722225099733+0j)
IIXXYIYIIIXZXIII (-0.00010184722225099733+0j)
IIYIYXZIIIYIYZZI (-0.00011519940018464308+0j)
IIXZYYZIIIYIYZZI (0.00011519940018464308+0j)
IIYIYXZIIIXZXIII (-0.00011519940018464308+0j)
IIXZYYZIIIXZXIII (0.00011519940018464308+0j)
IYZIYXZIIIYIYZZI (0.0047959202746164+0j)
IXZIYYZIIIYIYZZI (-0.0047959202746164+0j)
IYZIYXZIIIXZXIII (0.0047959202746164+0j)
IXZIYYZIIIXZXIII (-0.0047959202746164+0j)
IIYIYZZIIIYIYZZI (0.004796524108149003+0j)
IIXZXIIIIIYIYZZI (0.004796524108149003+0j)
IIYIYZZIIIXZXIII (0.004796524108149003+0j)
IIXZXIIIIIXZXIII (0.004796524108149003+0j)
IYZIYZZIIIYIYZZI (-0.0001151994001846461+0j)
IXZIXIIIIIYIYZZI (-0.0001151994001846461+0j)
IYZIYZZIIIXZXIII (-0.0001151994001846461+0j)
IXZIXIIIIIXZXIII (-0.0001151994001846461+0j)
ZIXXZIIIZIYIYZZI (6.704434529424848e-05+0j)
IZYYIIIIIIYIYZZI (6.704434529424848e-05+0j)
ZIXXZIIIZIXZXIII (6.704434529424848e-05+0j)
IZYYIIIIIIXZXIII (6.704434529424848e-05+0j)
IIIIIIZXIYZIYZZI (0.027106487209828476+0j)
IIIIIIIXIYZIYZZI (-0.027106487209828476+0j)
IIIIIIZXIXZIXIII (0.027106487209828476+0j)
IIIIIIIXIXZIXIII (-0.027106487209828476+0j)
ZIIIXIXXZYZIYZZI (0.025076753507436204+0j)
IZZIYIXYIYZIYZZI (0.025076753507436204+0j)
ZIIIXIXXZXZIXIII (0.025076753507436204+0j)
IZZIYIXYIXZIXIII (0.025076753507436204+0j)
IIXYYIXZIYZIYZZI (-0.03886083922213912+0j)
IIXXYIYIIYZIYZZI (0.03886083922213912+0j)
IIXYYIXZIXZIXIII (-0.03886083922213912+0j)
IIXXYIYIIXZIXIII (0.03886083922213912+0j)
IIYIYXZIIYZIYZZI (0.039159275760535954+0j)
IIXZYYZIIYZIYZZI (-0.039159275760535954+0j)
IIYIYXZIIXZIXIII (0.039159275760535954+0j)
IIXZYYZIIXZIXIII (-0.039159275760535954+0j)
IYZIYXZIIYZIYZZI (0.00011519940018463952+0j)
IXZIYYZIIYZIYZZI (-0.00011519940018463952+0j)
IYZIYXZIIXZIXIII (0.00011519940018463952+0j)
IXZIYYZIIXZIXIII (-0.00011519940018463952+0j)
IIYIYZZIIYZIYZZI (-0.0001151994001846461+0j)
IIXZXIIIIYZIYZZI (-0.0001151994001846461+0j)
IIYIYZZIIXZIXIII (-0.0001151994001846461+0j)
IIXZXIIIIXZIXIII (-0.0001151994001846461+0j)
IYZIYZZIIYZIYZZI (0.048751720143301466+0j)
IXZIXIIIIYZIYZZI (0.048751720143301466+0j)
IYZIYZZIIXZIXIII (0.048751720143301466+0j)
IXZIXIIIIXZIXIII (0.048751720143301466+0j)
ZIXXZIIIZYZIYZZI (-0.025581449014019188+0j)
IZYYIIIIIYZIYZZI (-0.025581449014019188+0j)
ZIXXZIIIZXZIXIII (-0.025581449014019188+0j)
IZYYIIIIIXZIXIII (-0.025581449014019188+0j)
IIYIYIXXZIIIXZZI (-2.1594449589726207e-05+0j)
IIXZYIXYZIIIXZZI (2.1594449589726207e-05+0j)
IIYIYIXXIZZIXIII (2.1594449589726207e-05+0j)
IIXZYIXYIZZIXIII (-2.1594449589726207e-05+0j)
IYZIYIXXZIIIXZZI (0.00823958096303132+0j)
IXZIYIXYZIIIXZZI (-0.00823958096303132+0j)
IYZIYIXXIZZIXIII (-0.00823958096303132+0j)
IXZIYIXYIZZIXIII (0.00823958096303132+0j)
IIIIZIXZZIIIXZZI (0.005751852055854725+0j)
IIIIIZXIZIIIXZZI (-0.005751852055854725+0j)
IIIIZIXZIZZIXIII (-0.005751852055854725+0j)
IIIIIZXIIZZIXIII (0.005751852055854725+0j)
ZIIIXZZIIIIIXZZI (0.008477490774160908+0j)
IZZIXIIIZIIIXZZI (-0.008477490774160908+0j)
ZIIIXZZIZZZIXIII (-0.008477490774160908+0j)
IZZIXIIIIZZIXIII (0.008477490774160908+0j)
IIZXIIIIZIIIXZZI (1.0838000759936214e-06+0j)
IIIXIIIIZIIIXZZI (-1.0838000759936214e-06+0j)
IIZXIIIIIZZIXIII (-1.0838000759936214e-06+0j)
IIIXIIIIIZZIXIII (1.0838000759936214e-06+0j)
IYYXIIIIZIIIXZZI (0.0004135348963993754+0j)
IXYYIIIIZIIIXZZI (-0.0004135348963993754+0j)
IYYXIIIIIZZIXIII (-0.0004135348963993754+0j)
IXYYIIIIIZZIXIII (0.0004135348963993754+0j)
IIIIIIIIIIZIIIII (0.12397002096964257+0j)
IIIIIIIIIZIZIIII (0.12397002096964267+0j)
IIIIIIIIZZZZZIII (0.121259829856955+0j)
IIIIIIIZIIIZIIII (0.13374423099551241+0j)
IIXYYIXXIIIZIIII (0.003571044312356334+0j)
IIXXYIXYIIIZIIII (-0.003571044312356334+0j)
IIIIIIZZIIIZIIII (0.13693706553069024+0j)
ZIIIXIXZZIIZIIII (-0.00606540555435508+0j)
IZZIYIYIIIIZIIII (-0.00606540555435508+0j)
IIIIIZIIIIIZIIII (0.12797765405157854+0j)
IIIIZZZIIIIZIIII (0.12797765405157846+0j)
IIIZIIIIIIIZIIII (0.14433229003874393+0j)
IIZZIIIIIIIZIIII (0.13293968523849453+0j)
IZIIIIIIIIIZIIII (0.13293968523849464+0j)
ZZZIZIIIZIIZIIII (0.1466405196693415+0j)
IIYIYIXXIIZXIIII (-0.0061190654841098155+0j)
IIXZYIXYIIZXIIII (0.0061190654841098155+0j)
IIYIYIXXIIIXIIII (0.0061190654841098155+0j)
IIXZYIXYIIIXIIII (-0.0061190654841098155+0j)
IIIIIYYZIIZXIIII (0.0094787020385043+0j)
IIIIIXXIIIZXIIII (0.0094787020385043+0j)
IIIIIYYZIIIXIIII (-0.0094787020385043+0j)
IIIIIXXIIIIXIIII (-0.0094787020385043+0j)
IIIIZIXZIIZXIIII (2.484196153480258e-05+0j)
IIIIIZXIIIZXIIII (-2.484196153480258e-05+0j)
IIIIZIXZIIIXIIII (-2.484196153480258e-05+0j)
IIIIIZXIIIIXIIII (2.484196153480258e-05+0j)
ZIIIXXZIZIZXIIII (-0.0004135348963993767+0j)
IZZIYYZIIIZXIIII (-0.0004135348963993767+0j)
ZIIIXXZIZIIXIIII (0.0004135348963993767+0j)
IZZIYYZIIIIXIIII (0.0004135348963993767+0j)
ZIIIXZZIZIZXIIII (1.0838000759936214e-06+0j)
IZZIXIIIIIZXIIII (-1.0838000759936214e-06+0j)
ZIIIXZZIZIIXIIII (-1.0838000759936214e-06+0j)
IZZIXIIIIIIXIIII (1.0838000759936214e-06+0j)
IIZXIIIIIIZXIIII (0.008969664268851964+0j)
IIIXIIIIIIZXIIII (-0.008969664268851964+0j)
IIZXIIIIIIIXIIII (-0.008969664268851964+0j)
IIIXIIIIIIIXIIII (0.008969664268851964+0j)
IYZIYIXXIYYXIIII (0.006119065484109821+0j)
IXZIYIXYIYYXIIII (-0.006119065484109821+0j)
IYZIYIXXIXYYIIII (-0.006119065484109821+0j)
IXZIYIXYIXYYIIII (0.006119065484109821+0j)
IIIIIYYZIYYXIIII (-2.484196153480193e-05+0j)
IIIIIXXIIYYXIIII (-2.484196153480193e-05+0j)
IIIIIYYZIXYYIIII (2.484196153480193e-05+0j)
IIIIIXXIIXYYIIII (2.484196153480193e-05+0j)
IIIIZIXZIYYXIIII (0.0094787020385043+0j)
IIIIIZXIIYYXIIII (-0.0094787020385043+0j)
IIIIZIXZIXYYIIII (-0.0094787020385043+0j)
IIIIIZXIIXYYIIII (0.0094787020385043+0j)
ZIIIXXZIZYYXIIII (1.0838000759936171e-06+0j)
IZZIYYZIIYYXIIII (1.0838000759936171e-06+0j)
ZIIIXXZIZXYYIIII (-1.0838000759936171e-06+0j)
IZZIYYZIIXYYIIII (-1.0838000759936171e-06+0j)
ZIIIXZZIZYYXIIII (0.0004135348963993754+0j)
IZZIXIIIIYYXIIII (-0.0004135348963993754+0j)
ZIIIXZZIZXYYIIII (-0.0004135348963993754+0j)
IZZIXIIIIXYYIIII (0.0004135348963993754+0j)
IYYXIIIIIYYXIIII (0.00896966426885197+0j)
IXYYIIIIIYYXIIII (-0.00896966426885197+0j)
IYYXIIIIIXYYIIII (-0.00896966426885197+0j)
IXYYIIIIIXYYIIII (0.00896966426885197+0j)
IIIIIIZXZIXXZIII (-0.016699971564166343+0j)
IIIIIIIXZIXXZIII (0.016699971564166343+0j)
IIIIIIZXIZYYIIII (-0.016699971564166343+0j)
IIIIIIIXIZYYIIII (0.016699971564166343+0j)
ZIIIXIXXIIXXZIII (-0.015393900870819254+0j)
IZZIYIXYZIXXZIII (-0.015393900870819254+0j)
ZIIIXIXXZZYYIIII (-0.015393900870819254+0j)
IZZIYIXYIZYYIIII (-0.015393900870819254+0j)
IIXYYIXZZIXXZIII (0.03179714672358904+0j)
IIXXYIYIZIXXZIII (-0.03179714672358904+0j)
IIXYYIXZIZYYIIII (0.03179714672358904+0j)
IIXXYIYIIZYYIIII (-0.03179714672358904+0j)
IIYIYXZIZIXXZIII (-0.0255814490140192+0j)
IIXZYYZIZIXXZIII (0.0255814490140192+0j)
IIYIYXZIIZYYIIII (-0.0255814490140192+0j)
IIXZYYZIIZYYIIII (0.0255814490140192+0j)
IYZIYXZIZIXXZIII (-6.70443452942466e-05+0j)
