Bravyi-Kitaev mapping of N2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIII (-88.68589203916153+0j)
IIIIIIIIIIZYIIXZYIXX (0.0009591368747243216+0j)
IIIIIIIIIIIYIIYIYIXY (-0.0009591368747243216+0j)
IIIIIIIIIIZXIIXZYIXY (5.308406422527817e-05+0j)
IIIIIIIIIIIXIIXZYIXY (-0.0010122209389495996+0j)
IIIIZIIIXXZIZIYIYIXX (-0.002450352308859509+0j)
IIIIIZZIYYZIIIYIYIXX (-0.002450352308859509+0j)
IIIIZIIIXXZIZIXZYIXY (0.002450352308859509+0j)
IIIIIZZIYYZIIIXZYIXY (0.002450352308859509+0j)
XIYIYIIIXZZIZIYIYIXX (0.002860362978871212+0j)
XIXZYIIIYIIIZIYIYIXX (-0.002860362978871212+0j)
XIYIYIIIXZZIZIXZYIXY (-0.002860362978871212+0j)
XIXZYIIIYIIIZIXZYIXY (0.002860362978871212+0j)
XYZIYIIIXZZIZIYIYIXX (0.0006068609548771519+0j)
XXZIYIIIYIIIZIYIYIXX (-0.0006068609548771519+0j)
XYZIYIIIXZZIZIXZYIXY (-0.0006068609548771519+0j)
XXZIYIIIYIIIZIXZYIXY (0.0006068609548771519+0j)
IIIIZIXXZIIIZIYIYIXX (-0.003989063333116252+0j)
IIIIIZYYIIIIIIYIYIXX (-0.003989063333116252+0j)
IIIIZIXXZIIIZIXZYIXY (0.003989063333116252+0j)
IIIIIZYYIIIIIIXZYIXY (0.003989063333116252+0j)
XIYIYIXZZIIIZIYIYIXX (-0.0038200387977355204+0j)
XIXZYIYIZIIIZIYIYIXX (0.0038200387977355204+0j)
XIYIYIXZZIIIZIXZYIXY (0.0038200387977355204+0j)
XIXZYIYIZIIIZIXZYIXY (-0.0038200387977355204+0j)
XYZIYIXZZIIIZIYIYIXX (-0.0008104679055021163+0j)
XXZIYIYIZIIIZIYIYIXX (0.0008104679055021163+0j)
XYZIYIXZZIIIZIXZYIXY (0.0008104679055021163+0j)
XXZIYIYIZIIIZIXZYIXY (-0.0008104679055021163+0j)
XIXYYZZIZIIIZIYIYIXX (-0.0011896460342977636+0j)
XIXXXIIIIIIIIIYIYIXX (-0.0011896460342977636+0j)
XIXYYZZIZIIIZIXZYIXY (0.0011896460342977636+0j)
XIXXXIIIIIIIIIXZYIXY (0.0011896460342977636+0j)
ZIXZIIIIIIIIIIYIYIXX (-0.0024914429901897795+0j)
IZXIIIIIIIIIIIYIYIXX (0.0024914429901897795+0j)
ZIXZIIIIIIIIIIXZYIXY (0.0024914429901897795+0j)
IZXIIIIIIIIIIIXZYIXY (-0.0024914429901897795+0j)
ZXZIIIIIIIIIIIYIYIXX (-0.000528590071685665+0j)
IXIIIIIIIIIIIIYIYIXX (0.000528590071685665+0j)
ZXZIIIIIIIIIIIXZYIXY (0.000528590071685665+0j)
IXIIIIIIIIIIIIXZYIXY (-0.000528590071685665+0j)
IIIIIIIIIIIIZXIIXIXX (0.0033321594204777875+0j)
IIIIIIIIIIIIZYIIXIXY (0.0033321594204777875+0j)
IIIIIIIIIIIZIYZIYIXX (-0.0033321594204777875+0j)
IIIIIIIIIIIZIXZIYIXY (0.0033321594204777875+0j)
IIIIIIIIIIZZIYZIYIXX (-0.007735603176489582+0j)
IIIIIIIIIIZZIXZIYIXY (0.007735603176489582+0j)
IIIIIIIIIZIIIYZIYIXX (-0.02067393093802241+0j)
IIIIIIIIIZIIIXZIYIXY (0.02067393093802241+0j)
IIIIIIXYYXZIIYZIYIXX (-0.0017449609855850266+0j)
IIIIIIXXYYZIIYZIYIXX (0.0017449609855850266+0j)
IIIIIIXYYXZIIXZIYIXY (0.0017449609855850266+0j)
IIIIIIXXYYZIIXZIYIXY (-0.0017449609855850266+0j)
XIXYYIIIXXZIZYZIYIXX (0.003502819254678934+0j)
XIXXYIIIXYZIZYZIYIXX (-0.003502819254678934+0j)
XIXYYIIIXXZIZXZIYIXY (-0.003502819254678934+0j)
XIXXYIIIXYZIZXZIYIXY (0.003502819254678934+0j)
IIIIIIIIZZZIIYZIYIXX (-0.020685832541607267+0j)
IIIIIIIIZZZIIXZIYIXY (0.020685832541607267+0j)
IIIIIIYIYZZIIYZIYIXX (0.003755303296939807+0j)
IIIIIIXZXIIIIYZIYIXX (0.003755303296939807+0j)
IIIIIIYIYZZIIXZIYIXY (-0.003755303296939807+0j)
IIIIIIXZXIIIIXZIYIXY (-0.003755303296939807+0j)
YIIIYIIIXZZIZYZIYIXX (0.0014576808599357784+0j)
XZZIYIIIYIIIZYZIYIXX (-0.0014576808599357784+0j)
YIIIYIIIXZZIZXZIYIXY (-0.0014576808599357784+0j)
XZZIYIIIYIIIZXZIYIXY (0.0014576808599357784+0j)
IIIIIIIZIIIIIYZIYIXX (-0.005792423054599692+0j)
IIIIIIIZIIIIIXZIYIXY (0.005792423054599692+0j)
XIXYYIXXZIIIZYZIYIXX (0.0031004778850600347+0j)
XIXXYIXYZIIIZYZIYIXX (-0.0031004778850600347+0j)
XIXYYIXXZIIIZXZIYIXY (-0.0031004778850600347+0j)
XIXXYIXYZIIIZXZIYIXY (0.0031004778850600347+0j)
IIIIIIZZIIIIIYZIYIXX (0.0009238707403935447+0j)
IIIIIIZZIIIIIXZIYIXY (-0.0009238707403935447+0j)
YIIIYIXZZIIIZYZIYIXX (-0.00320074874202133+0j)
XZZIYIYIZIIIZYZIYIXX (0.00320074874202133+0j)
YIIIYIXZZIIIZXZIYIXY (0.00320074874202133+0j)
XZZIYIYIZIIIZXZIYIXY (-0.00320074874202133+0j)
IIIIIZIIIIIIIYZIYIXX (-0.0020546160316985353+0j)
IIIIIZIIIIIIIXZIYIXY (0.0020546160316985353+0j)
IIIIZZZIZIIIZYZIYIXX (-0.0020546160316985353+0j)
IIIIZZZIZIIIZXZIYIXY (0.0020546160316985353+0j)
IIIZIIIIIIIIIYZIYIXX (0.0006605266715823645+0j)
IIIZIIIIIIIIIXZIYIXY (-0.0006605266715823645+0j)
IIZZIIIIIIIIIYZIYIXX (-0.0013128012106132319+0j)
IIZZIIIIIIIIIXZIYIXY (0.0013128012106132319+0j)
IZIIIIIIIIIIIYZIYIXX (-0.0013128012106132317+0j)
IZIIIIIIIIIIIXZIYIXY (0.0013128012106132317+0j)
ZZZIIIIIIIIIIYZIYIXX (-0.0055246285046435025+0j)
ZZZIIIIIIIIIIXZIYIXY (0.0055246285046435025+0j)
XIYIYIIIXXZIIIIIXIXX (-0.0033470841260479405+0j)
XIXZYIIIXYZIIIIIXIXX (0.0033470841260479405+0j)
XIYIYIIIXXZIZZZIYIXY (-0.0033470841260479405+0j)
XIXZYIIIXYZIZZZIYIXY (0.0033470841260479405+0j)
IIIIIYZIYZZIZIIIXIXX (0.0005826399379675935+0j)
IIIIIXZIXIIIZIIIXIXX (0.0005826399379675935+0j)
IIIIIYZIYZZIIZZIYIXY (0.0005826399379675935+0j)
IIIIIXZIXIIIIZZIYIXY (0.0005826399379675935+0j)
IIIIZIIIXZZIIIIIXIXX (0.0027462002542438867+0j)
IIIIIZZIXIIIZIIIXIXX (-0.0027462002542438867+0j)
IIIIZIIIXZZIZZZIYIXY (0.0027462002542438867+0j)
IIIIIZZIXIIIIZZIYIXY (-0.0027462002542438867+0j)
XIYIYIXXZIIIIIIIXIXX (-0.003389256314879698+0j)
XIXZYIXYZIIIIIIIXIXX (0.003389256314879698+0j)
XIYIYIXXZIIIZZZIYIXY (-0.003389256314879698+0j)
XIXZYIXYZIIIZZZIYIXY (0.003389256314879698+0j)
IIIIIYYZIIIIZIIIXIXX (-0.0007133042659932418+0j)
IIIIIXXIIIIIZIIIXIXX (-0.0007133042659932418+0j)
IIIIIYYZIIIIIZZIYIXY (-0.0007133042659932418+0j)
IIIIIXXIIIIIIZZIYIXY (-0.0007133042659932418+0j)
IIIIZIXZZIIIIIIIXIXX (-0.0033620701722868193+0j)
IIIIIZXIIIIIZIIIXIXX (0.0033620701722868193+0j)
IIIIZIXZZIIIZZZIYIXY (-0.0033620701722868193+0j)
IIIIIZXIIIIIIZZIYIXY (0.0033620701722868193+0j)
YIIIYXZIZIIIIIIIXIXX (0.0004755060074603874+0j)
XZZIYYZIZIIIIIIIXIXX (-0.0004755060074603874+0j)
YIIIYXZIZIIIZZZIYIXY (0.0004755060074603874+0j)
XZZIYYZIZIIIZZZIYIXY (-0.0004755060074603874+0j)
YIIIYZZIZIIIIIIIXIXX (-0.0022412379129678572+0j)
XZZIXIIIIIIIZIIIXIXX (-0.0022412379129678572+0j)
YIIIYZZIZIIIZZZIYIXY (-0.0022412379129678572+0j)
XZZIXIIIIIIIIZZIYIXY (-0.0022412379129678572+0j)
IIZXIIIIIIIIZIIIXIXX (-0.0020193582098645556+0j)
IIIXIIIIIIIIZIIIXIXX (0.0020193582098645556+0j)
IIZXIIIIIIIIIZZIYIXY (-0.0020193582098645556+0j)
IIIXIIIIIIIIIZZIYIXY (0.0020193582098645556+0j)
XYZIYIIIIXYYXIIIXIXX (0.0033470841260479405+0j)
XXZIYIIIIYYYXIIIXIXX (-0.0033470841260479405+0j)
XYZIYIIIIXYXXIIIXIXY (-0.0033470841260479405+0j)
XXZIYIIIIYYXXIIIXIXY (0.0033470841260479405+0j)
IIIIIYZIZZYYYIIIXIXX (0.0027462002542438867+0j)
IIIIIXZIIIXYYIIIXIXX (0.0027462002542438867+0j)
IIIIIYZIZZYXYIIIXIXY (-0.0027462002542438867+0j)
IIIIIXZIIIXXYIIIXIXY (-0.0027462002542438867+0j)
IIIIZIIIIZYYXIIIXIXX (-0.0005826399379675928+0j)
IIIIIZZIIIXYYIIIXIXX (0.0005826399379675928+0j)
IIIIZIIIIZYXXIIIXIXY (0.0005826399379675928+0j)
IIIIIZZIIIXXYIIIXIXY (-0.0005826399379675928+0j)
XYZIYIXXYIXYXIIIXIXX (0.0033892563148796985+0j)
XXZIYIXYYIXYXIIIXIXX (-0.0033892563148796985+0j)
XYZIYIXXYIXXXIIIXIXY (-0.0033892563148796985+0j)
XXZIYIXYYIXXXIIIXIXY (0.0033892563148796985+0j)
IIIIIYYZXIXYYIIIXIXX (-0.003362070172286821+0j)
IIIIIXXIXIXYYIIIXIXX (-0.003362070172286821+0j)
IIIIIYYZXIXXYIIIXIXY (0.003362070172286821+0j)
IIIIIXXIXIXXYIIIXIXY (0.003362070172286821+0j)
IIIIZIXZYIXYXIIIXIXX (0.0007133042659932411+0j)
IIIIIZXIXIXYYIIIXIXX (-0.0007133042659932411+0j)
IIIIZIXZYIXXXIIIXIXY (-0.0007133042659932411+0j)
IIIIIZXIXIXXYIIIXIXY (0.0007133042659932411+0j)
YIIIYXZIYIXYXIIIXIXX (0.0022412379129678572+0j)
XZZIYYZIYIXYXIIIXIXX (-0.0022412379129678572+0j)
YIIIYXZIYIXXXIIIXIXY (-0.0022412379129678572+0j)
XZZIYYZIYIXXXIIIXIXY (0.0022412379129678572+0j)
YIIIYZZIYIXYXIIIXIXX (0.0004755060074603869+0j)
XZZIXIIIXIXYYIIIXIXX (0.0004755060074603869+0j)
YIIIYZZIYIXXXIIIXIXY (-0.0004755060074603869+0j)
XZZIXIIIXIXXYIIIXIXY (-0.0004755060074603869+0j)
IYYXIIIIXIXYYIIIXIXX (-0.0020193582098645556+0j)
IXYYIIIIXIXYYIIIXIXX (0.0020193582098645556+0j)
IYYXIIIIXIXXYIIIXIXY (0.0020193582098645556+0j)
IXYYIIIIXIXXYIIIXIXY (-0.0020193582098645556+0j)
IIIIIIIIYXXIYIIIXIXX (0.03548640920615448+0j)
IIIIIIIIXXYIYIIIXIXX (-0.03548640920615448+0j)
IIIIIIIIYXYZYIIIXIXY (0.03548640920615448+0j)
IIIIIIIIXXXZYIIIXIXY (0.03548640920615448+0j)
IIIIIIYIZXXIYIIIXIXX (0.003705741319894832+0j)
IIIIIIXZZYXIYIIIXIXX (-0.003705741319894832+0j)
IIIIIIYIZXYZYIIIXIXY (0.003705741319894832+0j)
IIIIIIXZZYYZYIIIXIXY (-0.003705741319894832+0j)
YIIIYIIIIXXIXIIIXIXX (-0.008274168229651853+0j)
XZZIYIIIIYXIXIIIXIXX (0.008274168229651853+0j)
YIIIYIIIIXYZXIIIXIXY (-0.008274168229651853+0j)
XZZIYIIIIYYZXIIIXIXY (0.008274168229651853+0j)
IIIIIIXYZZXIYIIIXIXX (-0.00629629553009659+0j)
IIIIIIXXIIYIYIIIXIXX (0.00629629553009659+0j)
IIIIIIXYZZYZYIIIXIXY (-0.00629629553009659+0j)
IIIIIIXXIIXZYIIIXIXY (-0.00629629553009659+0j)
XIXYYIIIIZXIXIIIXIXX (-0.001229671740298717+0j)
XIXXYIIIZIYIXIIIXIXX (0.001229671740298717+0j)
XIXYYIIIIZYZXIIIXIXY (-0.001229671740298717+0j)
XIXXYIIIZIXZXIIIXIXY (-0.001229671740298717+0j)
IIIIIIZXXIYIYIIIXIXX (-0.0020455497702989186+0j)
IIIIIIIXXIYIYIIIXIXX (0.0020455497702989186+0j)
IIIIIIZXXIXZYIIIXIXY (0.0020455497702989186+0j)
IIIIIIIXXIXZYIIIXIXY (-0.0020455497702989186+0j)
YIIIYIXXYIYIXIIIXIXX (0.0018696742568254034+0j)
XZZIYIXYYIYIXIIIXIXX (-0.0018696742568254034+0j)
YIIIYIXXYIXZXIIIXIXY (-0.0018696742568254034+0j)
XZZIYIXYYIXZXIIIXIXY (0.0018696742568254034+0j)
XIXYYIXZYIYIXIIIXIXX (-0.006278995647852808+0j)
XIXXYIYIYIYIXIIIXIXX (0.006278995647852808+0j)
XIXYYIXZYIXZXIIIXIXY (0.006278995647852808+0j)
XIXXYIYIYIXZXIIIXIXY (-0.006278995647852808+0j)
XIYIYXZIYIYIXIIIXIXX (0.00048363086726393485+0j)
XIXZYYZIYIYIXIIIXIXX (-0.00048363086726393485+0j)
XIYIYXZIYIXZXIIIXIXY (-0.00048363086726393485+0j)
XIXZYYZIYIXZXIIIXIXY (0.00048363086726393485+0j)
XYZIYXZIYIYIXIIIXIXX (-0.0022795334203716752+0j)
XXZIYYZIYIYIXIIIXIXX (0.0022795334203716752+0j)
XYZIYXZIYIXZXIIIXIXY (0.0022795334203716752+0j)
XXZIYYZIYIXZXIIIXIXY (-0.0022795334203716752+0j)
XIYIYZZIYIYIXIIIXIXX (-0.0022795334203716757+0j)
XIXZXIIIXIYIYIIIXIXX (-0.0022795334203716757+0j)
XIYIYZZIYIXZXIIIXIXY (0.0022795334203716757+0j)
XIXZXIIIXIXZYIIIXIXY (0.0022795334203716757+0j)
XYZIYZZIYIYIXIIIXIXX (-0.0004836308672639344+0j)
XXZIXIIIXIYIYIIIXIXX (-0.0004836308672639344+0j)
XYZIYZZIYIXZXIIIXIXY (0.0004836308672639344+0j)
XXZIXIIIXIXZYIIIXIXY (0.0004836308672639344+0j)
ZIXXIIIIXIYIYIIIXIXX (0.0022109746718460793+0j)
IZYYIIIIXIYIYIIIXIXX (0.0022109746718460793+0j)
ZIXXIIIIXIXZYIIIXIXY (-0.0022109746718460793+0j)
IZYYIIIIXIXZYIIIXIXY (-0.0022109746718460793+0j)
IIIIIIIIIIIIIIIIIZZZ (0.1818421890968409+0j)
IIIIIIIIIIIIIYZIYXIZ (-0.01629981329094836+0j)
IIIIIIIIIIIIIXZIYYIZ (0.01629981329094836+0j)
IIIIIIIIIIIIIIIIZZIZ (0.15785499023314087+0j)
IIIIIIIIXIYIYIIIXZIZ (0.009863451752189131+0j)
IIIIIIIIXIXZYIIIYIZZ (-0.009863451752189131+0j)
IIIIIIIIIIIIIIIZIIZZ (0.16652395583568153+0j)
IIIIIIIIIIIIIIZZIIZZ (0.16652395583568155+0j)
IIIIIIIIIIIIIZIIIIZZ (0.1656357855424567+0j)
IIIIIIIIIIIIZZZIZIZZ (0.17482609221773346+0j)
IIIIIIIIIIIZIIIIIIZZ (0.17482609221773346+0j)
IIIIIIIIIIZZIIIIIIZZ (0.2085537968053413+0j)
IIIIIIIIIZIIIIIIIIZZ (0.572567882563959+0j)
IIIIIIXYYXZIIIIIIIZZ (0.04699693119019462+0j)
IIIIIIXXYYZIIIIIIIZZ (-0.04699693119019462+0j)
XIXYYIIIXXZIZIIIIIZZ (-0.020685832541607267+0j)
XIXXYIIIXYZIZIIIIIZZ (0.020685832541607267+0j)
IIIIIIIIZZZIIIIIIIZZ (0.5723205932136629+0j)
IIIIIIYIYZZIIIIIIIZZ (-0.04862677487179796+0j)
IIIIIIXZXIIIIIIIIIZZ (-0.04862677487179796+0j)
YIIIYIIIXZZIZIIIIIZZ (0.031295375293696526+0j)
XZZIYIIIYIIIZIIIIIZZ (-0.031295375293696526+0j)
IIIIIIIZIIIIIIIIIIZZ (0.18910180852823136+0j)
XIXYYIXXZIIIZIIIIIZZ (-0.014474558086580012+0j)
XIXXYIXYZIIIZIIIIIZZ (0.014474558086580012+0j)
IIIIIIZZIIIIIIIIIIZZ (0.1652717163256178+0j)
YIIIYIXZZIIIZIIIIIZZ (0.013463799468341744+0j)
XZZIYIYIZIIIZIIIIIZZ (-0.013463799468341744+0j)
IIIIIZIIIIIIIIIIIIZZ (0.1688806615502732+0j)
IIIIZZZIZIIIZIIIIIZZ (0.16888066155027323+0j)
IIIZIIIIIIIIIIIIIIZZ (0.16894668781783648+0j)
IIZZIIIIIIIIIIIIIIZZ (0.17832008178762462+0j)
IZIIIIIIIIIIIIIIIIZZ (0.17832008178762462+0j)
ZZZIIIIIIIIIIIIIIIZZ (0.21706200367446118+0j)
IIIIIIIIIIIIIIIIZZXZ (0.0020576292850909856+0j)
IIIIIIIIIIIIIIIIIIXI (-0.0020576292850909856+0j)
IIIIIIIIXIYIYIIIXZXZ (-0.006000982033088367+0j)
IIIIIIIIXIXZYIIIXZYI (0.006000982033088367+0j)
IIIIIIIIIIIIIYZIYXXZ (0.0032445497452893075+0j)
IIIIIIIIIIIIIXZIXYYZ (-0.004141772843542144+0j)
IIIIIIIIIIIIIYZIXXYZ (0.0008972230982528364+0j)
IIIIIIIIIIIIIXZIYXYI (0.0008972230982528364+0j)
IIIIIIIIIIIIIYZIYYYI (0.004141772843542144+0j)
IIIIIIIIIIIIIXZIXXXI (-0.0032445497452893075+0j)
IIIIIIIIIIIIZIXXZYYZ (-0.0013517096191605015+0j)
IIIIIIIIIIIIIZYYIYYZ (-0.001024675040357263+0j)
IIIIIIIIIIIIZIXYZXYZ (0.00032703457880323833+0j)
IIIIIIIIIIIIIZYXIYXI (0.00032703457880323833+0j)
IIIIIIIIIIIIZIXXZXXI (-0.001024675040357263+0j)
IIIIIIIIIIIIIZYYIXXI (-0.0013517096191605015+0j)
IIIIIIIIXIXYYIXXZYYZ (-0.006371113715189468+0j)
IIIIIIIIXIXXYIXYZYYZ (0.004829677255154097+0j)
IIIIIIIIXIXYYIXYZXYZ (0.0015414364600353707+0j)
IIIIIIIIXIXXYIXXZYXI (-0.0015414364600353707+0j)
IIIIIIIIXIXYYIXXZXXI (-0.004829677255154097+0j)
IIIIIIIIXIXXYIXYZXXI (0.006371113715189468+0j)
IIIIIIIIIIIIZIXZZYYZ (0.006371113715189464+0j)
IIIIIIIIIIIIIZXIIYYZ (-0.004829677255154098+0j)
IIIIIIIIIIIIZIYIZXYZ (-0.0015414364600353676+0j)
IIIIIIIIIIIIIZYZIYXI (-0.0015414364600353676+0j)
IIIIIIIIIIIIZIXZZXXI (0.004829677255154098+0j)
IIIIIIIIIIIIIZXIIXXI (-0.006371113715189464+0j)
IIIIIIIIXIXYYIXZZYYZ (-0.0013517096191605008+0j)
IIIIIIIIXIXXYIYIZYYZ (0.0010246750403572627+0j)
IIIIIIIIXIXYYIYIZXYZ (0.000327034578803238+0j)
IIIIIIIIXIXXYIXZZYXI (-0.000327034578803238+0j)
IIIIIIIIXIXYYIXZZXXI (-0.0010246750403572627+0j)
IIIIIIIIXIXXYIYIZXXI (0.0013517096191605008+0j)
IIIIIIIIXIYIYXZIZYYZ (-0.005825045051519887+0j)
IIIIIIIIXIXZYYZIZYYZ (0.00446009224288031+0j)
IIIIIIIIXIYIYYZIZXYZ (0.0013649528086395754+0j)
IIIIIIIIXIXZYXZIZYXI (-0.0013649528086395754+0j)
IIIIIIIIXIYIYXZIZXXI (-0.00446009224288031+0j)
IIIIIIIIXIXZYYZIZXXI (0.005825045051519887+0j)
IIIIIIIIZXZIIIIIIYYZ (0.048301291941909075+0j)
IIIIIIIIIXIIIIIIIYYZ (-0.048301291941909075+0j)
IIIIIIIIZXZIIIIIIXXI (0.048301291941909075+0j)
IIIIIIIIIXIIIIIIIXXI (-0.048301291941909075+0j)
IIIIIIYIYXZIIIIIIYYZ (-0.006571661612646535+0j)
IIIIIIXZYYZIIIIIIYYZ (0.006571661612646535+0j)
IIIIIIYIYXZIIIIIIXXI (-0.006571661612646535+0j)
IIIIIIXZYYZIIIIIIXXI (0.006571661612646535+0j)
YIIIYIIIXXZIZIIIIYYZ (0.00629629553009659+0j)
XZZIYIIIXYZIZIIIIYYZ (-0.00629629553009659+0j)
YIIIYIIIXXZIZIIIIXXI (0.00629629553009659+0j)
XZZIYIIIXYZIZIIIIXXI (-0.00629629553009659+0j)
IIIIIIXYYZZIIIIIIYYZ (0.007259619431390439+0j)
IIIIIIXXXIIIIIIIIYYZ (0.007259619431390439+0j)
IIIIIIXYYZZIIIIIIXXI (0.007259619431390439+0j)
IIIIIIXXXIIIIIIIIXXI (0.007259619431390439+0j)
XIXYYIIIXZZIZIIIIYYZ (-0.0018252552043683463+0j)
XIXXYIIIYIIIZIIIIYYZ (0.0018252552043683463+0j)
XIXYYIIIXZZIZIIIIXXI (-0.0018252552043683463+0j)
XIXXYIIIYIIIZIIIIXXI (0.0018252552043683463+0j)
IIIIIIZXIIIIIIIIIYYZ (-0.002025018536354946+0j)
IIIIIIIXIIIIIIIIIYYZ (0.002025018536354946+0j)
IIIIIIZXIIIIIIIIIXXI (-0.002025018536354946+0j)
IIIIIIIXIIIIIIIIIXXI (0.002025018536354946+0j)
YIIIYIXXZIIIZIIIIYYZ (-0.000981112092399393+0j)
XZZIYIXYZIIIZIIIIYYZ (0.000981112092399393+0j)
YIIIYIXXZIIIZIIIIXXI (-0.000981112092399393+0j)
XZZIYIXYZIIIZIIIIXXI (0.000981112092399393+0j)
XIXYYIXZZIIIZIIIIYYZ (-0.003095328647177285+0j)
XIXXYIYIZIIIZIIIIYYZ (0.003095328647177285+0j)
XIXYYIXZZIIIZIIIIXXI (-0.003095328647177285+0j)
XIXXYIYIZIIIZIIIIXXI (0.003095328647177285+0j)
XIYIYXZIZIIIZIIIIYYZ (0.00041453005336925094+0j)
XIXZYYZIZIIIZIIIIYYZ (-0.00041453005336925094+0j)
XIYIYXZIZIIIZIIIIXXI (0.00041453005336925094+0j)
XIXZYYZIZIIIZIIIIXXI (-0.00041453005336925094+0j)
XYZIYXZIZIIIZIIIIYYZ (-0.001953835402916861+0j)
XXZIYYZIZIIIZIIIIYYZ (0.001953835402916861+0j)
XYZIYXZIZIIIZIIIIXXI (-0.001953835402916861+0j)
XXZIYYZIZIIIZIIIIXXI (0.001953835402916861+0j)
XIYIYZZIZIIIZIIIIYYZ (-0.0019538354029168606+0j)
XIXZXIIIIIIIIIIIIYYZ (-0.0019538354029168606+0j)
XIYIYZZIZIIIZIIIIXXI (-0.0019538354029168606+0j)
XIXZXIIIIIIIIIIIIXXI (-0.0019538354029168606+0j)
XYZIYZZIZIIIZIIIIYYZ (-0.00041453005336925094+0j)
XXZIXIIIIIIIIIIIIYYZ (-0.00041453005336925094+0j)
XYZIYZZIZIIIZIIIIXXI (-0.00041453005336925094+0j)
XXZIXIIIIIIIIIIIIXXI (-0.00041453005336925094+0j)
ZIXXIIIIIIIIIIIIIYYZ (0.0015438184387996973+0j)
IZYYIIIIIIIIIIIIIYYZ (0.0015438184387996973+0j)
ZIXXIIIIIIIIIIIIIXXI (0.0015438184387996973+0j)
IZYYIIIIIIIIIIIIIXXI (0.0015438184387996973+0j)
IIIIIIIIXIYIYIIIYZYZ (-0.0019324195525094443+0j)
IIIIIIIIXIXZYIIIYZXI (-0.0019324195525094443+0j)
IIIIIIIIIIIIIIIZZIXZ (0.004771477127308444+0j)
IIIIIIIIIIIIIIIZIZXI (-0.004771477127308444+0j)
IIIIIIIIIIIIIIZZZIXZ (0.004771477127308447+0j)
IIIIIIIIIIIIIIZZIZXI (-0.004771477127308447+0j)
IIIIIIIIIIIIIZIIZIXZ (0.004548252145711745+0j)
IIIIIIIIIIIIIZIIIZXI (-0.004548252145711745+0j)
IIIIIIIIIIIIZZZIIIXZ (0.0064625364275305115+0j)
IIIIIIIIIIIIZZZIZZXI (-0.0064625364275305115+0j)
IIIIIIIIIIIZIIIIZIXZ (0.006462536427530509+0j)
IIIIIIIIIIIZIIIIIZXI (-0.006462536427530509+0j)
IIIIIIIIIIZZIIIIZIXZ (0.008415275430084353+0j)
IIIIIIIIIIZZIIIIIZXI (-0.008415275430084353+0j)
IIIIIIIIIZIIIIIIZIXZ (0.04865651975687317+0j)
IIIIIIIIIZIIIIIIIZXI (-0.04865651975687317+0j)
IIIIIIXYYXZIIIIIZIXZ (0.006542445364076956+0j)
IIIIIIXXYYZIIIIIZIXZ (-0.006542445364076956+0j)
IIIIIIXYYXZIIIIIIZXI (-0.006542445364076956+0j)
IIIIIIXXYYZIIIIIIZXI (0.006542445364076956+0j)
XIXYYIIIXXZIZIIIZIXZ (-0.003755303296939807+0j)
XIXXYIIIXYZIZIIIZIXZ (0.003755303296939807+0j)
XIXYYIIIXXZIZIIIIZXI (0.003755303296939807+0j)
XIXXYIIIXYZIZIIIIZXI (-0.003755303296939807+0j)
IIIIIIIIZZZIIIIIZIXZ (0.04862677487179796+0j)
IIIIIIIIZZZIIIIIIZXI (-0.04862677487179796+0j)
IIIIIIYIYZZIIIIIZIXZ (-0.007416726092476926+0j)
IIIIIIXZXIIIIIIIZIXZ (-0.007416726092476926+0j)
IIIIIIYIYZZIIIIIIZXI (0.007416726092476926+0j)
IIIIIIXZXIIIIIIIIZXI (0.007416726092476926+0j)
YIIIYIIIXZZIZIIIZIXZ (0.0036003477161526136+0j)
XZZIYIIIYIIIZIIIZIXZ (-0.0036003477161526136+0j)
YIIIYIIIXZZIZIIIIZXI (-0.0036003477161526136+0j)
XZZIYIIIYIIIZIIIIZXI (0.0036003477161526136+0j)
IIIIIIIZIIIIIIIIZIXZ (0.004082647821445931+0j)
IIIIIIIZIIIIIIIIIZXI (-0.004082647821445931+0j)
XIXYYIXXZIIIZIIIZIXZ (-0.001046444196364859+0j)
XIXXYIXYZIIIZIIIZIXZ (0.001046444196364859+0j)
XIXYYIXXZIIIZIIIIZXI (0.001046444196364859+0j)
XIXXYIXYZIIIZIIIIZXI (-0.001046444196364859+0j)
IIIIIIZZIIIIIIIIZIXZ (0.0014126288986259325+0j)
IIIIIIZZIIIIIIIIIZXI (-0.0014126288986259325+0j)
YIIIYIXZZIIIZIIIZIXZ (0.0018621997585558019+0j)
XZZIYIYIZIIIZIIIZIXZ (-0.0018621997585558019+0j)
YIIIYIXZZIIIZIIIIZXI (-0.0018621997585558019+0j)
XZZIYIYIZIIIZIIIIZXI (0.0018621997585558019+0j)
IIIIIZIIIIIIIIIIZIXZ (0.0018262231177478153+0j)
IIIIIZIIIIIIIIIIIZXI (-0.0018262231177478153+0j)
IIIIZZZIZIIIZIIIZIXZ (0.0018262231177478198+0j)
IIIIZZZIZIIIZIIIIZXI (-0.0018262231177478198+0j)
IIIZIIIIIIIIIIIIZIXZ (0.0009978175774174093+0j)
IIIZIIIIIIIIIIIIIZXI (-0.0009978175774174093+0j)
IIZZIIIIIIIIIIIIZIXZ (0.0018929370377097133+0j)
IIZZIIIIIIIIIIIIIZXI (-0.0018929370377097133+0j)
