Jordan-Wigner mapping of N2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIII (-88.68589203916153+0j)
IIIIIIIIIIYYIIXZZZZX (5.308406422527817e-05+0j)
IIIIIIIIIIXXIIXZZZZX (0.0010122209389495996+0j)
IIIIYZZZZYIIIIYZZZZY (0.002450352308859509+0j)
IIIIXZZZZXIIIIYZZZZY (0.002450352308859509+0j)
IIIIYZZZZYIIIIXZZZZX (0.002450352308859509+0j)
IIIIXZZZZXIIIIXZZZZX (0.002450352308859509+0j)
IIYZZZZZYIIIIIYZZZZY (0.002860362978871212+0j)
IIXZZZZZXIIIIIYZZZZY (0.002860362978871212+0j)
IIYZZZZZYIIIIIXZZZZX (0.002860362978871212+0j)
IIXZZZZZXIIIIIXZZZZX (0.002860362978871212+0j)
IYZZZZZZYIIIIIYZZZZY (0.0006068609548771519+0j)
IXZZZZZZXIIIIIYZZZZY (0.0006068609548771519+0j)
IYZZZZZZYIIIIIXZZZZX (0.0006068609548771519+0j)
IXZZZZZZXIIIIIXZZZZX (0.0006068609548771519+0j)
IIIIYZZYIIIIIIYZZZZY (0.003989063333116252+0j)
IIIIXZZXIIIIIIYZZZZY (0.003989063333116252+0j)
IIIIYZZYIIIIIIXZZZZX (0.003989063333116252+0j)
IIIIXZZXIIIIIIXZZZZX (0.003989063333116252+0j)
IIYZZZYIIIIIIIYZZZZY (-0.0038200387977355204+0j)
IIXZZZXIIIIIIIYZZZZY (-0.0038200387977355204+0j)
IIYZZZYIIIIIIIXZZZZX (-0.0038200387977355204+0j)
IIXZZZXIIIIIIIXZZZZX (-0.0038200387977355204+0j)
IYZZZZYIIIIIIIYZZZZY (-0.0008104679055021163+0j)
IXZZZZXIIIIIIIYZZZZY (-0.0008104679055021163+0j)
IYZZZZYIIIIIIIXZZZZX (-0.0008104679055021163+0j)
IXZZZZXIIIIIIIXZZZZX (-0.0008104679055021163+0j)
IIIYYIIIIIIIIIYZZZZY (-0.0011896460342977636+0j)
IIIXXIIIIIIIIIYZZZZY (-0.0011896460342977636+0j)
IIIYYIIIIIIIIIXZZZZX (-0.0011896460342977636+0j)
IIIXXIIIIIIIIIXZZZZX (-0.0011896460342977636+0j)
YZYIIIIIIIIIIIYZZZZY (0.0024914429901897795+0j)
XZXIIIIIIIIIIIYZZZZY (0.0024914429901897795+0j)
YZYIIIIIIIIIIIXZZZZX (0.0024914429901897795+0j)
XZXIIIIIIIIIIIXZZZZX (0.0024914429901897795+0j)
YYIIIIIIIIIIIIYZZZZY (0.000528590071685665+0j)
XXIIIIIIIIIIIIYZZZZY (0.000528590071685665+0j)
YYIIIIIIIIIIIIXZZZZX (0.000528590071685665+0j)
XXIIIIIIIIIIIIXZZZZX (0.000528590071685665+0j)
IIIIIIIIIIIIZYZZZZZY (-0.0033321594204777875+0j)
IIIIIIIIIIIIZXZZZZZX (-0.0033321594204777875+0j)
IIIIIIIIIIIZIYZZZZZY (-0.0033321594204777875+0j)
IIIIIIIIIIIZIXZZZZZX (-0.0033321594204777875+0j)
IIIIIIIIIIZIIYZZZZZY (-0.007735603176489582+0j)
IIIIIIIIIIZIIXZZZZZX (-0.007735603176489582+0j)
IIIIIIIIIZIIIYZZZZZY (-0.02067393093802241+0j)
IIIIIIIIIZIIIXZZZZZX (-0.02067393093802241+0j)
IIIIIIIYZYIIIYZZZZZY (-0.0017449609855850266+0j)
IIIIIIIXZXIIIYZZZZZY (-0.0017449609855850266+0j)
IIIIIIIYZYIIIXZZZZZX (-0.0017449609855850266+0j)
IIIIIIIXZXIIIXZZZZZX (-0.0017449609855850266+0j)
IIIYZZZZZYIIIYZZZZZY (0.003502819254678934+0j)
IIIXZZZZZXIIIYZZZZZY (0.003502819254678934+0j)
IIIYZZZZZYIIIXZZZZZX (0.003502819254678934+0j)
IIIXZZZZZXIIIXZZZZZX (0.003502819254678934+0j)
IIIIIIIIZIIIIYZZZZZY (-0.020685832541607267+0j)
IIIIIIIIZIIIIXZZZZZX (-0.020685832541607267+0j)
IIIIIIYZYIIIIYZZZZZY (0.003755303296939807+0j)
IIIIIIXZXIIIIYZZZZZY (0.003755303296939807+0j)
IIIIIIYZYIIIIXZZZZZX (0.003755303296939807+0j)
IIIIIIXZXIIIIXZZZZZX (0.003755303296939807+0j)
YZZZZZZZYIIIIYZZZZZY (0.0014576808599357784+0j)
XZZZZZZZXIIIIYZZZZZY (0.0014576808599357784+0j)
YZZZZZZZYIIIIXZZZZZX (0.0014576808599357784+0j)
XZZZZZZZXIIIIXZZZZZX (0.0014576808599357784+0j)
IIIIIIIZIIIIIYZZZZZY (-0.005792423054599692+0j)
IIIIIIIZIIIIIXZZZZZX (-0.005792423054599692+0j)
IIIYZZZYIIIIIYZZZZZY (0.0031004778850600347+0j)
IIIXZZZXIIIIIYZZZZZY (0.0031004778850600347+0j)
IIIYZZZYIIIIIXZZZZZX (0.0031004778850600347+0j)
IIIXZZZXIIIIIXZZZZZX (0.0031004778850600347+0j)
IIIIIIZIIIIIIYZZZZZY (0.0009238707403935447+0j)
IIIIIIZIIIIIIXZZZZZX (0.0009238707403935447+0j)
YZZZZZYIIIIIIYZZZZZY (-0.00320074874202133+0j)
XZZZZZXIIIIIIYZZZZZY (-0.00320074874202133+0j)
YZZZZZYIIIIIIXZZZZZX (-0.00320074874202133+0j)
XZZZZZXIIIIIIXZZZZZX (-0.00320074874202133+0j)
IIIIIZIIIIIIIYZZZZZY (-0.0020546160316985353+0j)
IIIIIZIIIIIIIXZZZZZX (-0.0020546160316985353+0j)
IIIIZIIIIIIIIYZZZZZY (-0.0020546160316985353+0j)
IIIIZIIIIIIIIXZZZZZX (-0.0020546160316985353+0j)
IIIZIIIIIIIIIYZZZZZY (0.0006605266715823645+0j)
IIIZIIIIIIIIIXZZZZZX (0.0006605266715823645+0j)
IIZIIIIIIIIIIYZZZZZY (-0.0013128012106132319+0j)
IIZIIIIIIIIIIXZZZZZX (-0.0013128012106132319+0j)
IZIIIIIIIIIIIYZZZZZY (-0.0013128012106132317+0j)
IZIIIIIIIIIIIXZZZZZX (-0.0013128012106132317+0j)
ZIIIIIIIIIIIIYZZZZZY (-0.0055246285046435025+0j)
ZIIIIIIIIIIIIXZZZZZX (-0.0055246285046435025+0j)
IIYZZZZZZYIIYZZZZZZY (0.0033470841260479405+0j)
IIXZZZZZZXIIYZZZZZZY (0.0033470841260479405+0j)
IIYZZZZZZYIIXZZZZZZX (0.0033470841260479405+0j)
IIXZZZZZZXIIXZZZZZZX (0.0033470841260479405+0j)
IIIIIYZZYIIIYZZZZZZY (-0.0005826399379675935+0j)
IIIIIXZZXIIIYZZZZZZY (-0.0005826399379675935+0j)
IIIIIYZZYIIIXZZZZZZX (-0.0005826399379675935+0j)
IIIIIXZZXIIIXZZZZZZX (-0.0005826399379675935+0j)
IIIIYZZZYIIIYZZZZZZY (0.0027462002542438867+0j)
IIIIXZZZXIIIYZZZZZZY (0.0027462002542438867+0j)
IIIIYZZZYIIIXZZZZZZX (0.0027462002542438867+0j)
IIIIXZZZXIIIXZZZZZZX (0.0027462002542438867+0j)
IIYZZZZYIIIIYZZZZZZY (0.003389256314879698+0j)
IIXZZZZXIIIIYZZZZZZY (0.003389256314879698+0j)
IIYZZZZYIIIIXZZZZZZX (0.003389256314879698+0j)
IIXZZZZXIIIIXZZZZZZX (0.003389256314879698+0j)
IIIIIYYIIIIIYZZZZZZY (0.0007133042659932418+0j)
IIIIIXXIIIIIYZZZZZZY (0.0007133042659932418+0j)
IIIIIYYIIIIIXZZZZZZX (0.0007133042659932418+0j)
IIIIIXXIIIIIXZZZZZZX (0.0007133042659932418+0j)
IIIIYZYIIIIIYZZZZZZY (-0.0033620701722868193+0j)
IIIIXZXIIIIIYZZZZZZY (-0.0033620701722868193+0j)
IIIIYZYIIIIIXZZZZZZX (-0.0033620701722868193+0j)
IIIIXZXIIIIIXZZZZZZX (-0.0033620701722868193+0j)
YZZZZYIIIIIIYZZZZZZY (-0.0004755060074603874+0j)
XZZZZXIIIIIIYZZZZZZY (-0.0004755060074603874+0j)
YZZZZYIIIIIIXZZZZZZX (-0.0004755060074603874+0j)
XZZZZXIIIIIIXZZZZZZX (-0.0004755060074603874+0j)
YZZZYIIIIIIIYZZZZZZY (0.0022412379129678572+0j)
XZZZXIIIIIIIYZZZZZZY (0.0022412379129678572+0j)
YZZZYIIIIIIIXZZZZZZX (0.0022412379129678572+0j)
XZZZXIIIIIIIXZZZZZZX (0.0022412379129678572+0j)
IIYYIIIIIIIIYZZZZZZY (-0.0020193582098645556+0j)
IIXXIIIIIIIIYZZZZZZY (-0.0020193582098645556+0j)
IIYYIIIIIIIIXZZZZZZX (-0.0020193582098645556+0j)
IIXXIIIIIIIIXZZZZZZX (-0.0020193582098645556+0j)
IYZZZZZZZYIYZZZZZZZY (0.0033470841260479405+0j)
IXZZZZZZZXIYZZZZZZZY (0.0033470841260479405+0j)
IYZZZZZZZYIXZZZZZZZX (0.0033470841260479405+0j)
IXZZZZZZZXIXZZZZZZZX (0.0033470841260479405+0j)
IIIIIYZZYIIYZZZZZZZY (0.0027462002542438867+0j)
IIIIIXZZXIIYZZZZZZZY (0.0027462002542438867+0j)
IIIIIYZZYIIXZZZZZZZX (0.0027462002542438867+0j)
IIIIIXZZXIIXZZZZZZZX (0.0027462002542438867+0j)
IIIIYZZZYIIYZZZZZZZY (0.0005826399379675928+0j)
IIIIXZZZXIIYZZZZZZZY (0.0005826399379675928+0j)
IIIIYZZZYIIXZZZZZZZX (0.0005826399379675928+0j)
IIIIXZZZXIIXZZZZZZZX (0.0005826399379675928+0j)
IYZZZZZYIIIYZZZZZZZY (0.0033892563148796985+0j)
IXZZZZZXIIIYZZZZZZZY (0.0033892563148796985+0j)
IYZZZZZYIIIXZZZZZZZX (0.0033892563148796985+0j)
IXZZZZZXIIIXZZZZZZZX (0.0033892563148796985+0j)
IIIIIYYIIIIYZZZZZZZY (-0.003362070172286821+0j)
IIIIIXXIIIIYZZZZZZZY (-0.003362070172286821+0j)
IIIIIYYIIIIXZZZZZZZX (-0.003362070172286821+0j)
IIIIIXXIIIIXZZZZZZZX (-0.003362070172286821+0j)
IIIIYZYIIIIYZZZZZZZY (-0.0007133042659932411+0j)
IIIIXZXIIIIYZZZZZZZY (-0.0007133042659932411+0j)
IIIIYZYIIIIXZZZZZZZX (-0.0007133042659932411+0j)
IIIIXZXIIIIXZZZZZZZX (-0.0007133042659932411+0j)
YZZZZYIIIIIYZZZZZZZY (0.0022412379129678572+0j)
XZZZZXIIIIIYZZZZZZZY (0.0022412379129678572+0j)
YZZZZYIIIIIXZZZZZZZX (0.0022412379129678572+0j)
XZZZZXIIIIIXZZZZZZZX (0.0022412379129678572+0j)
YZZZYIIIIIIYZZZZZZZY (0.0004755060074603869+0j)
XZZZXIIIIIIYZZZZZZZY (0.0004755060074603869+0j)
YZZZYIIIIIIXZZZZZZZX (0.0004755060074603869+0j)
XZZZXIIIIIIXZZZZZZZX (0.0004755060074603869+0j)
IYZYIIIIIIIYZZZZZZZY (-0.0020193582098645556+0j)
IXZXIIIIIIIYZZZZZZZY (-0.0020193582098645556+0j)
IYZYIIIIIIIXZZZZZZZX (-0.0020193582098645556+0j)
IXZXIIIIIIIXZZZZZZZX (-0.0020193582098645556+0j)
IIIIIIIIYYYZZZZZZZZY (-0.03548640920615448+0j)
IIIIIIIIXXYZZZZZZZZY (-0.03548640920615448+0j)
IIIIIIIIYYXZZZZZZZZX (-0.03548640920615448+0j)
IIIIIIIIXXXZZZZZZZZX (-0.03548640920615448+0j)
IIIIIIYZZYYZZZZZZZZY (-0.003705741319894832+0j)
IIIIIIXZZXYZZZZZZZZY (-0.003705741319894832+0j)
IIIIIIYZZYXZZZZZZZZX (-0.003705741319894832+0j)
IIIIIIXZZXXZZZZZZZZX (-0.003705741319894832+0j)
YZZZZZZZZYYZZZZZZZZY (0.008274168229651853+0j)
XZZZZZZZZXYZZZZZZZZY (0.008274168229651853+0j)
YZZZZZZZZYXZZZZZZZZX (0.008274168229651853+0j)
XZZZZZZZZXXZZZZZZZZX (0.008274168229651853+0j)
IIIIIIIYYIYZZZZZZZZY (0.00629629553009659+0j)
IIIIIIIXXIYZZZZZZZZY (0.00629629553009659+0j)
IIIIIIIYYIXZZZZZZZZX (0.00629629553009659+0j)
IIIIIIIXXIXZZZZZZZZX (0.00629629553009659+0j)
IIIYZZZZYIYZZZZZZZZY (0.001229671740298717+0j)
IIIXZZZZXIYZZZZZZZZY (0.001229671740298717+0j)
IIIYZZZZYIXZZZZZZZZX (0.001229671740298717+0j)
IIIXZZZZXIXZZZZZZZZX (0.001229671740298717+0j)
IIIIIIYYIIYZZZZZZZZY (0.0020455497702989186+0j)
IIIIIIXXIIYZZZZZZZZY (0.0020455497702989186+0j)
IIIIIIYYIIXZZZZZZZZX (0.0020455497702989186+0j)
IIIIIIXXIIXZZZZZZZZX (0.0020455497702989186+0j)
YZZZZZZYIIYZZZZZZZZY (0.0018696742568254034+0j)
XZZZZZZXIIYZZZZZZZZY (0.0018696742568254034+0j)
YZZZZZZYIIXZZZZZZZZX (0.0018696742568254034+0j)
XZZZZZZXIIXZZZZZZZZX (0.0018696742568254034+0j)
IIIYZZYIIIYZZZZZZZZY (-0.006278995647852808+0j)
IIIXZZXIIIYZZZZZZZZY (-0.006278995647852808+0j)
IIIYZZYIIIXZZZZZZZZX (-0.006278995647852808+0j)
IIIXZZXIIIXZZZZZZZZX (-0.006278995647852808+0j)
IIYZZYIIIIYZZZZZZZZY (0.00048363086726393485+0j)
IIXZZXIIIIYZZZZZZZZY (0.00048363086726393485+0j)
IIYZZYIIIIXZZZZZZZZX (0.00048363086726393485+0j)
IIXZZXIIIIXZZZZZZZZX (0.00048363086726393485+0j)
IYZZZYIIIIYZZZZZZZZY (-0.0022795334203716752+0j)
IXZZZXIIIIYZZZZZZZZY (-0.0022795334203716752+0j)
IYZZZYIIIIXZZZZZZZZX (-0.0022795334203716752+0j)
IXZZZXIIIIXZZZZZZZZX (-0.0022795334203716752+0j)
IIYZYIIIIIYZZZZZZZZY (-0.0022795334203716757+0j)
IIXZXIIIIIYZZZZZZZZY (-0.0022795334203716757+0j)
IIYZYIIIIIXZZZZZZZZX (-0.0022795334203716757+0j)
IIXZXIIIIIXZZZZZZZZX (-0.0022795334203716757+0j)
IYZZYIIIIIYZZZZZZZZY (-0.0004836308672639344+0j)
IXZZXIIIIIYZZZZZZZZY (-0.0004836308672639344+0j)
IYZZYIIIIIXZZZZZZZZX (-0.0004836308672639344+0j)
IXZZXIIIIIXZZZZZZZZX (-0.0004836308672639344+0j)
YZZYIIIIIIYZZZZZZZZY (-0.0022109746718460793+0j)
XZZXIIIIIIYZZZZZZZZY (-0.0022109746718460793+0j)
YZZYIIIIIIXZZZZZZZZX (-0.0022109746718460793+0j)
XZZXIIIIIIXZZZZZZZZX (-0.0022109746718460793+0j)
IIIIIIIIIIIIIIIIIZZI (0.1818421890968409+0j)
IIIIIIIIIIIIIYZZZYZI (-0.01629981329094836+0j)
IIIIIIIIIIIIIXZZZXZI (-0.01629981329094836+0j)
IIIIIIIIIIIIIIIIZIZI (0.15785499023314087+0j)
IIIIIIIIIIYZZZZZYIZI (0.009863451752189131+0j)
IIIIIIIIIIXZZZZZXIZI (0.009863451752189131+0j)
IIIIIIIIIIIIIIIZIIZI (0.16652395583568153+0j)
IIIIIIIIIIIIIIZIIIZI (0.16652395583568155+0j)
IIIIIIIIIIIIIZIIIIZI (0.1656357855424567+0j)
IIIIIIIIIIIIZIIIIIZI (0.17482609221773346+0j)
IIIIIIIIIIIZIIIIIIZI (0.17482609221773346+0j)
IIIIIIIIIIZIIIIIIIZI (0.2085537968053413+0j)
IIIIIIIIIZIIIIIIIIZI (0.572567882563959+0j)
IIIIIIIYZYIIIIIIIIZI (0.04699693119019462+0j)
IIIIIIIXZXIIIIIIIIZI (0.04699693119019462+0j)
IIIYZZZZZYIIIIIIIIZI (-0.020685832541607267+0j)
IIIXZZZZZXIIIIIIIIZI (-0.020685832541607267+0j)
IIIIIIIIZIIIIIIIIIZI (0.5723205932136629+0j)
IIIIIIYZYIIIIIIIIIZI (-0.04862677487179796+0j)
IIIIIIXZXIIIIIIIIIZI (-0.04862677487179796+0j)
YZZZZZZZYIIIIIIIIIZI (0.031295375293696526+0j)
XZZZZZZZXIIIIIIIIIZI (0.031295375293696526+0j)
IIIIIIIZIIIIIIIIIIZI (0.18910180852823136+0j)
IIIYZZZYIIIIIIIIIIZI (-0.014474558086580012+0j)
IIIXZZZXIIIIIIIIIIZI (-0.014474558086580012+0j)
IIIIIIZIIIIIIIIIIIZI (0.1652717163256178+0j)
YZZZZZYIIIIIIIIIIIZI (0.013463799468341744+0j)
XZZZZZXIIIIIIIIIIIZI (0.013463799468341744+0j)
IIIIIZIIIIIIIIIIIIZI (0.1688806615502732+0j)
IIIIZIIIIIIIIIIIIIZI (0.16888066155027323+0j)
IIIZIIIIIIIIIIIIIIZI (0.16894668781783648+0j)
IIZIIIIIIIIIIIIIIIZI (0.17832008178762462+0j)
IZIIIIIIIIIIIIIIIIZI (0.17832008178762462+0j)
ZIIIIIIIIIIIIIIIIIZI (0.21706200367446118+0j)
IIIIIIIIIIIIIIIIYIYI (-0.0020576292850909856+0j)
IIIIIIIIIIIIIIIIXIXI (-0.0020576292850909856+0j)
IIIIIIIIIIYZZZZZZIYI (-0.006000982033088367+0j)
IIIIIIIIIIXZZZZZZIXI (-0.006000982033088367+0j)
IIIIIIIIIIIIIYZZYYYI (-0.0032445497452893075+0j)
IIIIIIIIIIIIIXZZXYYI (-0.004141772843542144+0j)
IIIIIIIIIIIIIYZZXXYI (0.0008972230982528364+0j)
IIIIIIIIIIIIIXZZYYXI (0.0008972230982528364+0j)
IIIIIIIIIIIIIYZZYXXI (-0.004141772843542144+0j)
IIIIIIIIIIIIIXZZXXXI (-0.0032445497452893075+0j)
IIIIIIIIIIIIYZZYIYYI (0.0013517096191605015+0j)
IIIIIIIIIIIIXZZXIYYI (0.001024675040357263+0j)
IIIIIIIIIIIIYZZXIXYI (0.00032703457880323833+0j)
IIIIIIIIIIIIXZZYIYXI (0.00032703457880323833+0j)
IIIIIIIIIIIIYZZYIXXI (0.001024675040357263+0j)
IIIIIIIIIIIIXZZXIXXI (0.0013517096191605015+0j)
IIIIIIIIIIIYZZZYIYYI (-0.006371113715189468+0j)
IIIIIIIIIIIXZZZXIYYI (-0.004829677255154097+0j)
IIIIIIIIIIIYZZZXIXYI (-0.0015414364600353707+0j)
IIIIIIIIIIIXZZZYIYXI (-0.0015414364600353707+0j)
IIIIIIIIIIIYZZZYIXXI (-0.004829677255154097+0j)
IIIIIIIIIIIXZZZXIXXI (-0.006371113715189468+0j)
IIIIIIIIIIIIYZYIIYYI (-0.006371113715189464+0j)
IIIIIIIIIIIIXZXIIYYI (-0.004829677255154098+0j)
IIIIIIIIIIIIYZXIIXYI (-0.0015414364600353676+0j)
IIIIIIIIIIIIXZYIIYXI (-0.0015414364600353676+0j)
IIIIIIIIIIIIYZYIIXXI (-0.004829677255154098+0j)
IIIIIIIIIIIIXZXIIXXI (-0.006371113715189464+0j)
IIIIIIIIIIIYZZYIIYYI (-0.0013517096191605008+0j)
IIIIIIIIIIIXZZXIIYYI (-0.0010246750403572627+0j)
IIIIIIIIIIIYZZXIIXYI (-0.000327034578803238+0j)
IIIIIIIIIIIXZZYIIYXI (-0.000327034578803238+0j)
IIIIIIIIIIIYZZYIIXXI (-0.0010246750403572627+0j)
IIIIIIIIIIIXZZXIIXXI (-0.0013517096191605008+0j)
IIIIIIIIIIYZZYIIIYYI (-0.005825045051519887+0j)
IIIIIIIIIIXZZXIIIYYI (-0.00446009224288031+0j)
IIIIIIIIIIYZZXIIIXYI (-0.0013649528086395754+0j)
IIIIIIIIIIXZZYIIIYXI (-0.0013649528086395754+0j)
IIIIIIIIIIYZZYIIIXXI (-0.00446009224288031+0j)
IIIIIIIIIIXZZXIIIXXI (-0.005825045051519887+0j)
IIIIIIIIYYIIIIIIIYYI (-0.048301291941909075+0j)
IIIIIIIIXXIIIIIIIYYI (-0.048301291941909075+0j)
IIIIIIIIYYIIIIIIIXXI (-0.048301291941909075+0j)
IIIIIIIIXXIIIIIIIXXI (-0.048301291941909075+0j)
IIIIIIYZZYIIIIIIIYYI (-0.006571661612646535+0j)
IIIIIIXZZXIIIIIIIYYI (-0.006571661612646535+0j)
IIIIIIYZZYIIIIIIIXXI (-0.006571661612646535+0j)
IIIIIIXZZXIIIIIIIXXI (-0.006571661612646535+0j)
YZZZZZZZZYIIIIIIIYYI (0.00629629553009659+0j)
XZZZZZZZZXIIIIIIIYYI (0.00629629553009659+0j)
YZZZZZZZZYIIIIIIIXXI (0.00629629553009659+0j)
XZZZZZZZZXIIIIIIIXXI (0.00629629553009659+0j)
IIIIIIIYYIIIIIIIIYYI (0.007259619431390439+0j)
IIIIIIIXXIIIIIIIIYYI (0.007259619431390439+0j)
IIIIIIIYYIIIIIIIIXXI (0.007259619431390439+0j)
IIIIIIIXXIIIIIIIIXXI (0.007259619431390439+0j)
IIIYZZZZYIIIIIIIIYYI (-0.0018252552043683463+0j)
IIIXZZZZXIIIIIIIIYYI (-0.0018252552043683463+0j)
IIIYZZZZYIIIIIIIIXXI (-0.0018252552043683463+0j)
IIIXZZZZXIIIIIIIIXXI (-0.0018252552043683463+0j)
IIIIIIYYIIIIIIIIIYYI (0.002025018536354946+0j)
IIIIIIXXIIIIIIIIIYYI (0.002025018536354946+0j)
IIIIIIYYIIIIIIIIIXXI (0.002025018536354946+0j)
IIIIIIXXIIIIIIIIIXXI (0.002025018536354946+0j)
YZZZZZZYIIIIIIIIIYYI (-0.000981112092399393+0j)
XZZZZZZXIIIIIIIIIYYI (-0.000981112092399393+0j)
YZZZZZZYIIIIIIIIIXXI (-0.000981112092399393+0j)
XZZZZZZXIIIIIIIIIXXI (-0.000981112092399393+0j)
IIIYZZYIIIIIIIIIIYYI (-0.003095328647177285+0j)
IIIXZZXIIIIIIIIIIYYI (-0.003095328647177285+0j)
IIIYZZYIIIIIIIIIIXXI (-0.003095328647177285+0j)
IIIXZZXIIIIIIIIIIXXI (-0.003095328647177285+0j)
IIYZZYIIIIIIIIIIIYYI (0.00041453005336925094+0j)
IIXZZXIIIIIIIIIIIYYI (0.00041453005336925094+0j)
IIYZZYIIIIIIIIIIIXXI (0.00041453005336925094+0j)
IIXZZXIIIIIIIIIIIXXI (0.00041453005336925094+0j)
IYZZZYIIIIIIIIIIIYYI (-0.001953835402916861+0j)
IXZZZXIIIIIIIIIIIYYI (-0.001953835402916861+0j)
IYZZZYIIIIIIIIIIIXXI (-0.001953835402916861+0j)
IXZZZXIIIIIIIIIIIXXI (-0.001953835402916861+0j)
IIYZYIIIIIIIIIIIIYYI (-0.0019538354029168606+0j)
IIXZXIIIIIIIIIIIIYYI (-0.0019538354029168606+0j)
IIYZYIIIIIIIIIIIIXXI (-0.0019538354029168606+0j)
IIXZXIIIIIIIIIIIIXXI (-0.0019538354029168606+0j)
IYZZYIIIIIIIIIIIIYYI (-0.00041453005336925094+0j)
IXZZXIIIIIIIIIIIIYYI (-0.00041453005336925094+0j)
IYZZYIIIIIIIIIIIIXXI (-0.00041453005336925094+0j)
IXZZXIIIIIIIIIIIIXXI (-0.00041453005336925094+0j)
YZZYIIIIIIIIIIIIIYYI (-0.0015438184387996973+0j)
XZZXIIIIIIIIIIIIIYYI (-0.0015438184387996973+0j)
YZZYIIIIIIIIIIIIIXXI (-0.0015438184387996973+0j)
XZZXIIIIIIIIIIIIIXXI (-0.0015438184387996973+0j)
IIIIIIIIIIYZZZZZIZYI (0.0019324195525094443+0j)
IIIIIIIIIIXZZZZZIZXI (0.0019324195525094443+0j)
IIIIIIIIIIIIIIIZYZYI (-0.004771477127308444+0j)
IIIIIIIIIIIIIIIZXZXI (-0.004771477127308444+0j)
IIIIIIIIIIIIIIZIYZYI (-0.004771477127308447+0j)
IIIIIIIIIIIIIIZIXZXI (-0.004771477127308447+0j)
IIIIIIIIIIIIIZIIYZYI (-0.004548252145711745+0j)
IIIIIIIIIIIIIZIIXZXI (-0.004548252145711745+0j)
IIIIIIIIIIIIZIIIYZYI (-0.0064625364275305115+0j)
IIIIIIIIIIIIZIIIXZXI (-0.0064625364275305115+0j)
IIIIIIIIIIIZIIIIYZYI (-0.006462536427530509+0j)
IIIIIIIIIIIZIIIIXZXI (-0.006462536427530509+0j)
IIIIIIIIIIZIIIIIYZYI (-0.008415275430084353+0j)
IIIIIIIIIIZIIIIIXZXI (-0.008415275430084353+0j)
IIIIIIIIIZIIIIIIYZYI (-0.04865651975687317+0j)
IIIIIIIIIZIIIIIIXZXI (-0.04865651975687317+0j)
IIIIIIIYZYIIIIIIYZYI (-0.006542445364076956+0j)
IIIIIIIXZXIIIIIIYZYI (-0.006542445364076956+0j)
IIIIIIIYZYIIIIIIXZXI (-0.006542445364076956+0j)
IIIIIIIXZXIIIIIIXZXI (-0.006542445364076956+0j)
IIIYZZZZZYIIIIIIYZYI (0.003755303296939807+0j)
IIIXZZZZZXIIIIIIYZYI (0.003755303296939807+0j)
IIIYZZZZZYIIIIIIXZXI (0.003755303296939807+0j)
IIIXZZZZZXIIIIIIXZXI (0.003755303296939807+0j)
IIIIIIIIZIIIIIIIYZYI (-0.04862677487179796+0j)
IIIIIIIIZIIIIIIIXZXI (-0.04862677487179796+0j)
IIIIIIYZYIIIIIIIYZYI (0.007416726092476926+0j)
IIIIIIXZXIIIIIIIYZYI (0.007416726092476926+0j)
IIIIIIYZYIIIIIIIXZXI (0.007416726092476926+0j)
IIIIIIXZXIIIIIIIXZXI (0.007416726092476926+0j)
YZZZZZZZYIIIIIIIYZYI (-0.0036003477161526136+0j)
XZZZZZZZXIIIIIIIYZYI (-0.0036003477161526136+0j)
YZZZZZZZYIIIIIIIXZXI (-0.0036003477161526136+0j)
XZZZZZZZXIIIIIIIXZXI (-0.0036003477161526136+0j)
IIIIIIIZIIIIIIIIYZYI (-0.004082647821445931+0j)
IIIIIIIZIIIIIIIIXZXI (-0.004082647821445931+0j)
IIIYZZZYIIIIIIIIYZYI (0.001046444196364859+0j)
IIIXZZZXIIIIIIIIYZYI (0.001046444196364859+0j)
IIIYZZZYIIIIIIIIXZXI (0.001046444196364859+0j)
IIIXZZZXIIIIIIIIXZXI (0.001046444196364859+0j)
IIIIIIZIIIIIIIIIYZYI (-0.0014126288986259325+0j)
IIIIIIZIIIIIIIIIXZXI (-0.0014126288986259325+0j)
YZZZZZYIIIIIIIIIYZYI (-0.0018621997585558019+0j)
XZZZZZXIIIIIIIIIYZYI (-0.0018621997585558019+0j)
YZZZZZYIIIIIIIIIXZXI (-0.0018621997585558019+0j)
XZZZZZXIIIIIIIIIXZXI (-0.0018621997585558019+0j)
IIIIIZIIIIIIIIIIYZYI (-0.0018262231177478153+0j)
IIIIIZIIIIIIIIIIXZXI (-0.0018262231177478153+0j)
IIIIZIIIIIIIIIIIYZYI (-0.0018262231177478198+0j)
IIIIZIIIIIIIIIIIXZXI (-0.0018262231177478198+0j)
IIIZIIIIIIIIIIIIYZYI (-0.0009978175774174093+0j)
IIIZIIIIIIIIIIIIXZXI (-0.0009978175774174093+0j)
IIZIIIIIIIIIIIIIYZYI (-0.0018929370377097133+0j)
IIZIIIIIIIIIIIIIXZXI (-0.0018929370377097133+0j)
IZIIIIIIIIIIIIIIYZYI (-0.0018929370377097116+0j)
IZIIIIIIIIIIIIIIXZXI (-0.0018929370377097116+0j)
ZIIIIIIIIIIIIIIIYZYI (-0.004882208615265059+0j)
ZIIIIIIIIIIIIIIIXZXI (-0.004882208615265059+0j)
IIIIIIIIIIYZZZZIZZYI (0.0006388445727941875+0j)
