Bravyi-Kitaev mapping of H2O Hamiltonian in sto3g basis.
IIIIIIIIIIII (-15.938363293773717+0j)
IZIIIIIIIXXI (-0.00010555095236461819+0j)
ZZZIIIIIIYYZ (-1.3289399674874648e-07+0j)
ZZZIIIIIIXXI (-1.3289399674874648e-07+0j)
IIIIIIIIZZXZ (1.2397915782535024e-07+0j)
IIIIIIIIIIXI (-1.2397915782535024e-07+0j)
IIIIIIYIXZYZ (0.019363087391858325+0j)
IIIIIIXZXZXI (0.019363087391858325+0j)
IIIIIIIZZIXZ (1.1178587016826092e-08+0j)
IIIIIIIZIZXI (-1.1178587016826092e-08+0j)
IIIIIIZXZIXZ (0.01826586093791005+0j)
IIIIIIZYIZYZ (0.01826586093789767+0j)
IIIIIIIYZIYI (0.01826586093789767+0j)
IIIIIIIXIZXI (0.01826586093791005+0j)
IIIIIIXZXIZZ (-1.1110145365415775e-07+0j)
IIIIIIYIYZIZ (-1.1110145365415775e-07+0j)
IIIIIZIIZIXZ (1.0030900134682567e-07+0j)
IIIIIZIIIZXI (-1.0030900134682567e-07+0j)
XIYIYXZIIIXZ (0.0054716040032630284+0j)
XIXZYYZIIIXZ (-0.0054716040032630284+0j)
XIYIYXZIZZXI (-0.0054716040032630284+0j)
XIXZYYZIZZXI (0.0054716040032630284+0j)
XYZIYXZIIIXZ (0.005441766793541148+0j)
XXZIYYZIIIXZ (-0.005441766793541148+0j)
XYZIYXZIZZXI (-0.005441766793541148+0j)
XXZIYYZIZZXI (0.005441766793541148+0j)
YIIIYXZIIIXZ (8.616823073418364e-08+0j)
XZZIYYZIIIXZ (-8.616823073418364e-08+0j)
YIIIYXZIZZXI (-8.616823073418364e-08+0j)
XZZIYYZIZZXI (8.616823073418364e-08+0j)
IIIIZZZIIIXZ (3.853178114632214e-08+0j)
IIIIZZZIZZXI (-3.853178114632214e-08+0j)
XIYIYZZIIIXZ (-0.005711584002730195+0j)
XIXZXIIIZIXZ (-0.005711584002730195+0j)
XIYIYZZIZZXI (0.005711584002730195+0j)
XIXZXIIIIZXI (0.005711584002730195+0j)
XYZIYZZIIIXZ (-0.005680438157801046+0j)
XXZIXIIIZIXZ (-0.005680438157801046+0j)
XYZIYZZIZZXI (0.005680438157801046+0j)
XXZIXIIIIZXI (0.005680438157801046+0j)
YIIIYZZIIIXZ (8.337541758814242e-08+0j)
XZZIXIIIZIXZ (8.337541758814242e-08+0j)
YIIIYZZIZZXI (-8.337541758814242e-08+0j)
XZZIXIIIIZXI (-8.337541758814242e-08+0j)
IIIZIIIIZIXZ (1.2397915782535024e-07+0j)
IIIZIIIIIZXI (-1.2397915782535024e-07+0j)
IIZXIIIIZIXZ (-9.68716374443234e-08+0j)
IIIXIIIIZIXZ (9.68716374443234e-08+0j)
IIZXIIIIIZXI (9.68716374443234e-08+0j)
IIIXIIIIIZXI (-9.68716374443234e-08+0j)
IYYXIIIIZIXZ (9.634337815111593e-08+0j)
IXYYIIIIZIXZ (-9.634337815111593e-08+0j)
IYYXIIIIIZXI (-9.634337815111593e-08+0j)
IXYYIIIIIZXI (9.634337815111593e-08+0j)
IIZZIIIIZIXZ (3.5484423756909556e-08+0j)
IIZZIIIIIZXI (-3.5484423756909556e-08+0j)
ZIXZIIIIZIXZ (-0.0013204545020278498+0j)
IZXIIIIIZIXZ (0.0013204545020278498+0j)
ZIXZIIIIIZXI (0.0013204545020278498+0j)
IZXIIIIIIZXI (-0.0013204545020278498+0j)
IZIIIIIIZIXZ (3.5422326949707994e-08+0j)
IZIIIIIIIZXI (-3.5422326949707994e-08+0j)
ZXZIIIIIZIXZ (-0.0013132539301263233+0j)
IXIIIIIIZIXZ (0.0013132539301263233+0j)
ZXZIIIIIIZXI (0.0013132539301263233+0j)
IXIIIIIIIZXI (-0.0013132539301263233+0j)
IIIIIIXYYZXZ (-1.1006331313878973e-07+0j)
IIIIIIXXYZYI (1.1006331313878973e-07+0j)
IIIIIIYZYIXZ (0.019163330082123876+0j)
IIIIIIXIYIYI (-0.019163330082123876+0j)
IIIIIIIXIIZZ (-1.1574677441269037e-07+0j)
IIIIIIZXIIZZ (1.1574677441269037e-07+0j)
IIIIIZXYYIXZ (-8.444364497182943e-08+0j)
IIIIIZXXYIYI (8.444364497182943e-08+0j)
XIYIYXYYXIXZ (-0.005441766793541656+0j)
XIXZYYYYXIXZ (0.005441766793541656+0j)
XIYIYXYXXIYI (0.005441766793541656+0j)
XIXZYYYXXIYI (-0.005441766793541656+0j)
XYZIYXYYXIXZ (-0.005412092289134904+0j)
XXZIYYYYXIXZ (0.005412092289134904+0j)
XYZIYXYXXIYI (0.005412092289134904+0j)
XXZIYYYXXIYI (-0.005412092289134904+0j)
YIIIYXYYXIXZ (-8.312633030597193e-08+0j)
XZZIYYYYXIXZ (8.312633030597193e-08+0j)
YIIIYXYXXIYI (8.312633030597193e-08+0j)
XZZIYYYXXIYI (-8.312633030597193e-08+0j)
IIIIZZYYXIXZ (-3.123491723996708e-08+0j)
IIIIZZYXXIYI (3.123491723996708e-08+0j)
XIYIYZYYXIXZ (0.005680438157801046+0j)
XIXZXIXYYIXZ (0.005680438157801046+0j)
XIYIYZYXXIYI (-0.005680438157801046+0j)
XIXZXIXXYIYI (-0.005680438157801046+0j)
XYZIYZYYXIXZ (0.005649462154316231+0j)
XXZIXIXYYIXZ (0.005649462154316231+0j)
XYZIYZYXXIYI (-0.005649462154316231+0j)
XXZIXIXXYIYI (-0.005649462154316231+0j)
YIIIYZYYXIXZ (-8.252087573907505e-08+0j)
XZZIXIXYYIXZ (-8.252087573907505e-08+0j)
YIIIYZYXXIYI (8.252087573907505e-08+0j)
XZZIXIXXYIYI (8.252087573907505e-08+0j)
IIIZIIXYYIXZ (-1.1006331313878973e-07+0j)
IIIZIIXXYIYI (1.1006331313878973e-07+0j)
IIZXIIXYYIXZ (9.634338484180449e-08+0j)
IIIXIIXYYIXZ (-9.634338484180449e-08+0j)
IIZXIIXXYIYI (-9.634338484180449e-08+0j)
IIIXIIXXYIYI (9.634338484180449e-08+0j)
IYYXIIXYYIXZ (-9.581800838330539e-08+0j)
IXYYIIXYYIXZ (9.581800838330539e-08+0j)
IYYXIIXXYIYI (9.581800838330539e-08+0j)
IXYYIIXXYIYI (-9.581800838330539e-08+0j)
IIZZIIXYYIXZ (-3.5994521847076154e-08+0j)
IIZZIIXXYIYI (3.5994521847076154e-08+0j)
ZIXZIIXYYIXZ (0.0013132539301387012+0j)
IZXIIIXYYIXZ (-0.0013132539301387012+0j)
ZIXZIIXXYIYI (-0.0013132539301387012+0j)
IZXIIIXXYIYI (0.0013132539301387012+0j)
IZIIIIXYYIXZ (-3.601332088535698e-08+0j)
IZIIIIXXYIYI (3.601332088535698e-08+0j)
ZXZIIIXYYIXZ (0.0013060926236861765+0j)
IXIIIIXYYIXZ (-0.0013060926236861765+0j)
ZXZIIIXXYIYI (-0.0013060926236861765+0j)
IXIIIIXXYIYI (0.0013060926236861765+0j)
IIIIIIZZZIXZ (1.3014349311934717e-07+0j)
IIIIIIZZIZXI (-1.3014349311934717e-07+0j)
IIIIIIYXYIXZ (-1.3554836124791175e-07+0j)
IIIIIIYYYIYI (-1.3554836124791175e-07+0j)
IIIIIZYIYIXZ (0.03013032819063+0j)
IIIIIZXZYIYI (-0.03013032819063+0j)
IIIIZXXIXIXZ (0.024517214650905613+0j)
IIIIIXYIYIXZ (0.024517214650905613+0j)
IIIIZXYZXIYI (0.024517214650905613+0j)
IIIIIXXZYIYI (-0.024517214650905613+0j)
XIXYYXXIXIXZ (1.1113997632579607e-06+0j)
XIXXYYXIXIXZ (-1.1113997632579607e-06+0j)
XIXYYXYZXIYI (1.1113997632579607e-06+0j)
XIXXYYYZXIYI (-1.1113997632579607e-06+0j)
XIYIYXXIXIXZ (1.2071200593926498e-07+0j)
XIXZYYXIXIXZ (-1.2071200593926498e-07+0j)
XIYIYXYZXIYI (1.2071200593926498e-07+0j)
XIXZYYYZXIYI (-1.2071200593926498e-07+0j)
XYZIYXXIXIXZ (1.168101980893525e-07+0j)
XXZIYYXIXIXZ (-1.168101980893525e-07+0j)
XYZIYXYZXIYI (1.168101980893525e-07+0j)
XXZIYYYZXIYI (-1.168101980893525e-07+0j)
YIIIYXXIXIXZ (-0.014104490090871917+0j)
XZZIYYXIXIXZ (0.014104490090871917+0j)
YIIIYXYZXIYI (-0.014104490090871917+0j)
XZZIYYYZXIYI (0.014104490090871917+0j)
IIIIZZXIXIXZ (-0.02350677458641437+0j)
IIIIZZYZXIYI (-0.02350677458641437+0j)
XIXYYZXIXIXZ (2.2805892453261371e-07+0j)
XIXXXIYIYIXZ (-2.2805892453261371e-07+0j)
XIXYYZYZXIYI (2.2805892453261371e-07+0j)
XIXXXIXZYIYI (2.2805892453261371e-07+0j)
XIYIYZXIXIXZ (8.337541758814242e-08+0j)
XIXZXIYIYIXZ (-8.337541758814242e-08+0j)
XIYIYZYZXIYI (8.337541758814242e-08+0j)
XIXZXIXZYIYI (8.337541758814242e-08+0j)
XYZIYZXIXIXZ (8.252087573907505e-08+0j)
XXZIXIYIYIXZ (-8.252087573907505e-08+0j)
XYZIYZYZXIYI (8.252087573907505e-08+0j)
XXZIXIXZYIYI (8.252087573907505e-08+0j)
YIIIYZXIXIXZ (-0.040910800942143555+0j)
XZZIXIYIYIXZ (0.040910800942143555+0j)
YIIIYZYZXIYI (-0.040910800942143555+0j)
XZZIXIXZYIYI (-0.040910800942143555+0j)
IIIZIIYIYIXZ (0.040155889887692336+0j)
IIIZIIXZYIYI (-0.040155889887692336+0j)
ZIXXIIYIYIXZ (9.421210359480611e-07+0j)
IZYYIIYIYIXZ (9.421210359480611e-07+0j)
ZIXXIIXZYIYI (-9.421210359480611e-07+0j)
IZYYIIXZYIYI (-9.421210359480611e-07+0j)
IIZZIIYIYIXZ (0.020683541893886173+0j)
IIZZIIXZYIYI (-0.020683541893886173+0j)
IYYZIIYIYIXZ (-0.019579114868036374+0j)
IXXIIIYIYIXZ (-0.019579114868036374+0j)
IYYZIIXZYIYI (0.019579114868036374+0j)
IXXIIIXZYIYI (0.019579114868036374+0j)
ZIXZIIYIYIXZ (1.3014349311934717e-07+0j)
IZXIIIYIYIXZ (-1.3014349311934717e-07+0j)
ZIXZIIXZYIYI (-1.3014349311934717e-07+0j)
IZXIIIXZYIYI (1.3014349311934717e-07+0j)
IZIIIIYIYIXZ (0.020469422705810054+0j)
IZIIIIXZYIYI (-0.020469422705810054+0j)
ZXZIIIYIYIXZ (1.3554836124791175e-07+0j)
IXIIIIYIYIXZ (-1.3554836124791175e-07+0j)
ZXZIIIXZYIYI (-1.3554836124791175e-07+0j)
IXIIIIXZYIYI (1.3554836124791175e-07+0j)
ZZZIIIYIYIXZ (-0.0011886694516053953+0j)
ZZZIIIXZYIYI (0.0011886694516053953+0j)
IIIIIIIIZIZI (0.10241180150136012+0j)
IIIIIIXYYIZI (-0.082494488750458+0j)
IIIIIIXXXZII (-0.082494488750458+0j)
IIIIIIYIYIZI (-1.4733872219765984e-07+0j)
IIIIIIXZXZII (-1.4733872219765984e-07+0j)
IIIIIIIZIZII (0.10150963339681561+0j)
IIIIIIZXIZII (1.628569211772673e-07+0j)
IIIIIIIXIZII (-1.628569211772673e-07+0j)
IIIIIIZZIZII (0.14311302369007634+0j)
IIIIIZIIIZII (0.1917582096451666+0j)
IIIIZXZIZZII (-0.018519148057128+0j)
IIIIIXIIIZII (0.018519148057128+0j)
XIXYYXZIZZII (-2.409334438302589e-06+0j)
XIXXYYZIZZII (2.409334438302589e-06+0j)
XIYIYXZIZZII (-9.238109454105826e-08+0j)
XIXZYYZIZZII (9.238109454105826e-08+0j)
YIIIYXZIZZII (0.029368568981504112+0j)
XZZIYYZIZZII (-0.029368568981504112+0j)
IIIIZZZIZZII (0.16781332201989577+0j)
XIXYYZZIZZII (-2.959726118063426e-07+0j)
XIXXXIIIIZII (-2.959726118063426e-07+0j)
XIYIYZZIZZII (-1.2397915782535024e-07+0j)
XIXZXIIIIZII (-1.2397915782535024e-07+0j)
XYZIYZZIZZII (-1.1006331313878973e-07+0j)
XXZIXIIIIZII (-1.1006331313878973e-07+0j)
YIIIYZZIZZII (0.040155889887692336+0j)
XZZIXIIIIZII (0.040155889887692336+0j)
IIIZIIIIIZII (0.22003977341515357+0j)
ZIXXIIIIIZII (7.165717019729314e-07+0j)
IZYYIIIIIZII (7.165717019729314e-07+0j)
IIZZIIIIIZII (0.10837478524807949+0j)
IYYZIIIIIZII (-0.08842495574402234+0j)
IXXIIIIIIZII (-0.08842495574402234+0j)
ZIXZIIIIIZII (1.4733872219765984e-07+0j)
IZXIIIIIIZII (-1.4733872219765984e-07+0j)
IZIIIIIIIZII (0.10740776095437012+0j)
ZXZIIIIIIZII (1.628569211772673e-07+0j)
IXIIIIIIIZII (-1.628569211772673e-07+0j)
ZZZIIIIIIZII (0.15078807643795142+0j)
XIYIYXZIIXZI (-4.6013908047559543e-07+0j)
XIXZYYZIIXZI (4.6013908047559543e-07+0j)
XIYIYXZIZXII (4.6013908047559543e-07+0j)
XIXZYYZIZXII (-4.6013908047559543e-07+0j)
XYZIYXZIIXZI (-4.576299013906403e-07+0j)
XXZIYYZIIXZI (4.576299013906403e-07+0j)
XYZIYXZIZXII (4.576299013906403e-07+0j)
XXZIYYZIZXII (-4.576299013906403e-07+0j)
XIYIYZZIIXZI (9.68716374443234e-08+0j)
XIXZXIIIZXZI (9.68716374443234e-08+0j)
XIYIYZZIZXII (-9.68716374443234e-08+0j)
XIXZXIIIIXII (-9.68716374443234e-08+0j)
XYZIYZZIIXZI (9.634338484180449e-08+0j)
XXZIXIIIZXZI (9.634338484180449e-08+0j)
XYZIYZZIZXII (-9.634338484180449e-08+0j)
XXZIXIIIIXII (-9.634338484180449e-08+0j)
IIZXIIIIZXZI (0.005962983746719371+0j)
IIIXIIIIZXZI (-0.005962983746719371+0j)
IIZXIIIIIXII (-0.005962983746719371+0j)
IIIXIIIIIXII (0.005962983746719371+0j)
IYYXIIIIZXZI (-0.005930466993564348+0j)
IXYYIIIIZXZI (0.005930466993564348+0j)
IYYXIIIIIXII (0.005930466993564348+0j)
IXYYIIIIIXII (-0.005930466993564348+0j)
XIYIYXYYXXZI (4.5762990821595215e-07+0j)
XIXZYYYYXXZI (-4.5762990821595215e-07+0j)
XIYIYXYXXYZI (-4.5762990821595215e-07+0j)
XIXZYYYXXYZI (4.5762990821595215e-07+0j)
XYZIYXYYXXZI (4.5513440716454724e-07+0j)
XXZIYYYYXXZI (-4.5513440716454724e-07+0j)
XYZIYXYXXYZI (-4.5513440716454724e-07+0j)
XXZIYYYXXYZI (4.5513440716454724e-07+0j)
XIYIYZYYXXZI (-9.634337815111593e-08+0j)
XIXZXIXYYXZI (-9.634337815111593e-08+0j)
XIYIYZYXXYZI (9.634337815111593e-08+0j)
XIXZXIXXYYZI (9.634337815111593e-08+0j)
XYZIYZYYXXZI (-9.581800838330539e-08+0j)
XXZIXIXYYXZI (-9.581800838330539e-08+0j)
XYZIYZYXXYZI (9.581800838330539e-08+0j)
XXZIXIXXYYZI (9.581800838330539e-08+0j)
IIZXIIXYYXZI (-0.005930466993564348+0j)
IIIXIIXYYXZI (0.005930466993564348+0j)
IIZXIIXXYYZI (0.005930466993564348+0j)
IIIXIIXXYYZI (-0.005930466993564348+0j)
IYYXIIXYYXZI (0.0058981275575545+0j)
IXYYIIXYYXZI (-0.0058981275575545+0j)
IYYXIIXXYYZI (-0.0058981275575545+0j)
IXYYIIXXYYZI (0.0058981275575545+0j)
IIIIIIYIXYII (-1.9434555283587826e-05+0j)
IIIIIIXZXXII (-1.9434555283587826e-05+0j)
IIIIIIZYIYII (1.8593675912556278e-05+0j)
IIIIIIZXZXZI (1.8593675912556278e-05+0j)
IIIIIIIXIXII (1.8593675912556278e-05+0j)
IIIIIIIYZYZI (1.8593675912556278e-05+0j)
IIIIIIYZYXZI (-1.963762352310012e-05+0j)
IIIIIIXIYYZI (1.963762352310012e-05+0j)
IIIIIZYIYXZI (-9.533844723713412e-07+0j)
IIIIIZXZYYZI (9.533844723713412e-07+0j)
IIIIZXXIXXZI (-1.3683682011542968e-06+0j)
IIIIIXYIYXZI (-1.3683682011542968e-06+0j)
IIIIZXYZXYZI (-1.3683682011542968e-06+0j)
IIIIIXXZYYZI (1.3683682011542968e-06+0j)
XIXYYXXIXXZI (0.010215121302295101+0j)
XIXXYYXIXXZI (-0.010215121302295101+0j)
XIXYYXYZXYZI (0.010215121302295101+0j)
XIXXYYYZXYZI (-0.010215121302295101+0j)
YIIIYXXIXXZI (1.9732001141494837e-07+0j)
XZZIYYXIXXZI (-1.9732001141494837e-07+0j)
YIIIYXYZXYZI (1.9732001141494837e-07+0j)
XZZIYYYZXYZI (-1.9732001141494837e-07+0j)
IIIIZZXIXXZI (5.641692818171402e-07+0j)
IIIIZZYZXYZI (5.641692818171402e-07+0j)
XIXYYZXIXXZI (0.0026265471402276436+0j)
XIXXXIYIYXZI (-0.0026265471402276436+0j)
XIXYYZYZXYZI (0.0026265471402276436+0j)
XIXXXIXZYYZI (0.0026265471402276436+0j)
YIIIYZXIXXZI (9.421210359480611e-07+0j)
XZZIXIYIYXZI (-9.421210359480611e-07+0j)
YIIIYZYZXYZI (9.421210359480611e-07+0j)
XZZIXIXZYYZI (9.421210359480611e-07+0j)
IIIZIIYIYXZI (-7.165717019729314e-07+0j)
IIIZIIXZYYZI (7.165717019729314e-07+0j)
ZIXXIIYIYXZI (-0.007675052747875096+0j)
IZYYIIYIYXZI (-0.007675052747875096+0j)
ZIXXIIXZYYZI (0.007675052747875096+0j)
IZYYIIXZYYZI (0.007675052747875096+0j)
IIZZIIYIYXZI (-1.9409355592099508e-05+0j)
IIZZIIXZYYZI (1.9409355592099508e-05+0j)
IYYZIIYIYXZI (-1.8593675912556278e-05+0j)
IXXIIIYIYXZI (-1.8593675912556278e-05+0j)
IYYZIIXZYYZI (1.8593675912556278e-05+0j)
IXXIIIXZYYZI (1.8593675912556278e-05+0j)
IZIIIIYIYXZI (-1.9612697921569724e-05+0j)
IZIIIIXZYYZI (1.9612697921569724e-05+0j)
ZZZIIIYIYXZI (2.927951431100362e-07+0j)
ZZZIIIXZYYZI (-2.927951431100362e-07+0j)
IIIIIIIZZZZI (0.01940876498055577+0j)
IIIIIIZXZZZI (5.331987262020278e-08+0j)
IIIIIIIXZZZI (-5.331987262020278e-08+0j)
IIIIIIZZZZZI (0.08097001279982809+0j)
IIIIIZIIZZZI (0.10591090242766282+0j)
IIIIZXZIIZZI (-0.009713539487617112+0j)
IIIIIXIIZZZI (0.009713539487617112+0j)
XIXYYXZIIZZI (0.0003408947809878194+0j)
XIXXYYZIIZZI (-0.0003408947809878194+0j)
YIIIYXZIIZZI (0.014825713392502606+0j)
XZZIYYZIIZZI (-0.014825713392502606+0j)
IIIIZZZIIZZI (0.0938444103254578+0j)
XIXYYZZIIZZI (-0.00010441034173545947+0j)
XIXXXIIIZZZI (-0.00010441034173545947+0j)
YIIIYZZIIZZI (0.020683541893886173+0j)
XZZIXIIIZZZI (0.020683541893886173+0j)
IIIZIIIIZZZI (0.10837478524807949+0j)
ZIXXIIIIZZZI (1.9409355592099508e-05+0j)
IZYYIIIIZZZI (1.9409355592099508e-05+0j)
IIZZIIIIZZZI (0.11320214454746746+0j)
IYYZIIIIZZZI (-0.0071094150416131825+0j)
IXXIIIIIZZZI (-0.0071094150416131825+0j)
ZIXZIIIIZZZI (9.142116857223233e-08+0j)
IZXIIIIIZZZI (-9.142116857223233e-08+0j)
IZIIIIIIZZZI (0.11312439526277056+0j)
ZXZIIIIIZZZI (9.33019688651894e-08+0j)
IXIIIIIIZZZI (-9.33019688651894e-08+0j)
ZZZIIIIIZZZI (0.08482852263411383+0j)
IIIIIIYXYZZI (-0.06248374109169513+0j)
IIIIIIYYXIII (0.06248374109169513+0j)
IIIIIZXYYZZI (-0.08631800815237181+0j)
IIIIIZXXXIII (-0.08631800815237181+0j)
IIIIZXYYXZZI (0.008853889781702519+0j)
IIIIIXXYYZZI (-0.008853889781702519+0j)
IIIIZXYXYIII (-0.008853889781702519+0j)
IIIIIXXXXIII (-0.008853889781702519+0j)
XIXYYXYYXZZI (0.0003433458681729268+0j)
XIXXYYYYXZZI (-0.0003433458681729268+0j)
XIXYYXYXYIII (-0.0003433458681729268+0j)
XIXXYYYXYIII (0.0003433458681729268+0j)
XIYIYXYYXZZI (1.0969938859758038e-07+0j)
XIXZYYYYXZZI (-1.0969938859758038e-07+0j)
XIYIYXYXYIII (-1.0969938859758038e-07+0j)
XIXZYYYXYIII (1.0969938859758038e-07+0j)
XYZIYXYYXZZI (8.09238595458605e-08+0j)
XXZIYYYYXZZI (-8.09238595458605e-08+0j)
XYZIYXYXYIII (-8.09238595458605e-08+0j)
XXZIYYYXYIII (8.09238595458605e-08+0j)
YIIIYXYYXZZI (-0.014622594116876917+0j)
XZZIYYYYXZZI (0.014622594116876917+0j)
YIIIYXYXYIII (0.014622594116876917+0j)
XZZIYYYXYIII (-0.014622594116876917+0j)
IIIIZZYYXZZI (-0.07437448330882922+0j)
IIIIZZYXYIII (0.07437448330882922+0j)
XIXYYZYYXZZI (-0.00010429773593327682+0j)
XIXXXIXYYZZI (-0.00010429773593327682+0j)
XIXYYZYXYIII (0.00010429773593327682+0j)
XIXXXIXXXIII (-0.00010429773593327682+0j)
YIIIYZYYXZZI (-0.019579114868036374+0j)
XZZIXIXYYZZI (-0.019579114868036374+0j)
YIIIYZYXYIII (0.019579114868036374+0j)
XZZIXIXXXIII (-0.019579114868036374+0j)
IIIZIIXYYZZI (-0.08842495574402234+0j)
IIIZIIXXXIII (-0.08842495574402234+0j)
ZIXXIIXYYZZI (1.8593675912556278e-05+0j)
IZYYIIXYYZZI (1.8593675912556278e-05+0j)
ZIXXIIXXXIII (1.8593675912556278e-05+0j)
IZYYIIXXXIII (1.8593675912556278e-05+0j)
IIZZIIXYYZZI (-0.0071094150416131825+0j)
IIZZIIXXXIII (-0.0071094150416131825+0j)
IYYZIIXYYZZI (0.09371563028221477+0j)
IXXIIIXYYZZI (0.09371563028221477+0j)
IYYZIIXXXIII (0.09371563028221477+0j)
IXXIIIXXXIII (0.09371563028221477+0j)
IZIIIIXYYZZI (-0.006084531393970785+0j)
IZIIIIXXXIII (-0.006084531393970785+0j)
ZXZIIIXYYZZI (-9.354089349229367e-08+0j)
IXIIIIXYYZZI (9.354089349229367e-08+0j)
ZXZIIIXXXIII (-9.354089349229367e-08+0j)
IXIIIIXXXIII (9.354089349229367e-08+0j)
ZZZIIIXYYZZI (-0.06632121008183292+0j)
ZZZIIIXXXIII (-0.06632121008183292+0j)
IIIIIZYIYZZI (-1.049602329946913e-07+0j)
IIIIIZXZXIII (-1.049602329946913e-07+0j)
IIIIZXXIXZZI (-1.2770573942891572e-07+0j)
IIIIIXYIYZZI (-1.2770573942891572e-07+0j)
IIIIZXYZYIII (-1.2770573942891572e-07+0j)
IIIIIXXZXIII (-1.2770573942891572e-07+0j)
XIYIYXXIXZZI (0.005135488660134851+0j)
XIXZYYXIXZZI (-0.005135488660134851+0j)
XIYIYXYZYIII (0.005135488660134851+0j)
XIXZYYYZYIII (-0.005135488660134851+0j)
XYZIYXXIXZZI (0.005107484321349764+0j)
XXZIYYXIXZZI (-0.005107484321349764+0j)
XYZIYXYZYIII (0.005107484321349764+0j)
XXZIYYYZYIII (-0.005107484321349764+0j)
IIIIZZXIXZZI (2.7726036066015337e-08+0j)
IIIIZZYZYIII (2.7726036066015337e-08+0j)
XIYIYZXIXZZI (0.0013204545020278498+0j)
XIXZXIYIYZZI (-0.0013204545020278498+0j)
XIYIYZYZYIII (0.0013204545020278498+0j)
XIXZXIXZXIII (-0.0013204545020278498+0j)
XYZIYZXIXZZI (0.0013132539301387012+0j)
XXZIXIYIYZZI (-0.0013132539301387012+0j)
XYZIYZYZYIII (0.0013132539301387012+0j)
XXZIXIXZXIII (-0.0013132539301387012+0j)
YIIIYZXIXZZI (1.3014349311934717e-07+0j)
XZZIXIYIYZZI (-1.3014349311934717e-07+0j)
YIIIYZYZYIII (1.3014349311934717e-07+0j)
XZZIXIXZXIII (-1.3014349311934717e-07+0j)
IIIZIIYIYZZI (-1.4733872219765984e-07+0j)
IIIZIIXZXIII (-1.4733872219765984e-07+0j)
IIZZIIYIYZZI (-9.142116857223233e-08+0j)
IIZZIIXZXIII (-9.142116857223233e-08+0j)
ZIXZIIYIYZZI (-0.0038585098342857438+0j)
IZXIIIYIYZZI (0.0038585098342857438+0j)
ZIXZIIXZXIII (-0.0038585098342857438+0j)
IZXIIIXZXIII (0.0038585098342857438+0j)
IZIIIIYIYZZI (-9.292089991458927e-08+0j)
IZIIIIXZXIII (-9.292089991458927e-08+0j)
ZXZIIIYIYZZI (-0.003837468990137795+0j)
IXIIIIYIYZZI (0.003837468990137795+0j)
ZXZIIIXZXIII (-0.003837468990137795+0j)
IXIIIIXZXIII (0.003837468990137795+0j)
IIIIIIZIIIII (0.080286684263338+0j)
IIIIIZIZIIII (0.10496691992674326+0j)
IIIIZXZZZIII (-0.009616712450043873+0j)
IIIIIXIZIIII (0.009616712450043873+0j)
XIXYYXZZZIII (0.00034464964625381786+0j)
XIXXYYZZZIII (-0.00034464964625381786+0j)
YIIIYXZZZIII (0.014665799218633225+0j)
XZZIYYZZZIII (-0.014665799218633225+0j)
IIIIZZZZZIII (0.09303104342485512+0j)
XIXYYZZZZIII (-0.00010555095236461819+0j)
XIXXXIIZIIII (-0.00010555095236461819+0j)
YIIIYZZZZIII (0.020469422705810054+0j)
XZZIXIIZIIII (0.020469422705810054+0j)
IIIZIIIZIIII (0.10740776095437012+0j)
ZIXXIIIZIIII (1.9612697921569724e-05+0j)
IZYYIIIZIIII (1.9612697921569724e-05+0j)
IIZZIIIZIIII (0.11312439526277056+0j)
IYYZIIIZIIII (-0.006084531393970785+0j)
IXXIIIIZIIII (-0.006084531393970785+0j)
ZIXZIIIZIIII (9.292089991458927e-08+0j)
IZXIIIIZIIII (-9.292089991458927e-08+0j)
IZIIIIIZIIII (0.11305785420970219+0j)
ZXZIIIIZIIII (9.464027712237861e-08+0j)
IXIIIIIZIIII (-9.464027712237861e-08+0j)
ZZZIIIIZIIII (0.08410322714718085+0j)
IIIIIZZXIIII (1.2016033686054663e-07+0j)
IIIIIZIXIIII (-1.2016033686054663e-07+0j)
IIIIZXIXZIII (-1.27141438459296e-07+0j)
IIIIIXZXIIII (1.27141438459296e-07+0j)
IIIIZXZXZIII (1.27141438459296e-07+0j)
IIIIIXIXIIII (-1.27141438459296e-07+0j)
XIYIYXIXZIII (0.005107484321338048+0j)
XIXZYYIXZIII (-0.005107484321338048+0j)
XIYIYXZXZIII (-0.005107484321338048+0j)
XIXZYYZXZIII (0.005107484321338048+0j)
XYZIYXIXZIII (0.005079632693048106+0j)
XXZIYYIXZIII (-0.005079632693048106+0j)
XYZIYXZXZIII (-0.005079632693048106+0j)
XXZIYYZXZIII (0.005079632693048106+0j)
IIIIZZIXZIII (3.3225898673615336e-08+0j)
IIIIZZZXZIII (-3.3225898673615336e-08+0j)
XIYIYZIXZIII (0.0013132539301263233+0j)
XIXZXIZXIIII (0.0013132539301263233+0j)
XIYIYZZXZIII (-0.0013132539301263233+0j)
XIXZXIIXIIII (-0.0013132539301263233+0j)
XYZIYZIXZIII (0.0013060926236861765+0j)
XXZIXIZXIIII (0.0013060926236861765+0j)
XYZIYZZXZIII (-0.0013060926236861765+0j)
XXZIXIIXIIII (-0.0013060926236861765+0j)
YIIIYZIXZIII (1.3554836124791175e-07+0j)
XZZIXIZXIIII (1.3554836124791175e-07+0j)
YIIIYZZXZIII (-1.3554836124791175e-07+0j)
