Bravyi-Kitaev mapping of H2O Hamiltonian in sto3g basis.
IIIIIIIIIIIIII (-51.93362142169509+0j)
IIIIZZIYZIYIXX (-0.0030922291019156983+0j)
IIIIZZIXZIYIXY (0.0030922291019156983+0j)
IIIYYZIYZIYIXX (-1.8522889941000696e-07+0j)
IIIXXIIYZIYIXX (-1.8522889941000696e-07+0j)
IIIYYZIXZIYIXY (1.8522889941000696e-07+0j)
IIIXXIIXZIYIXY (1.8522889941000696e-07+0j)
YIYIXZIYZIYIXX (-0.0017783394870976926+0j)
XZYIYIIYZIYIXX (0.0017783394870976926+0j)
YIYIXZIXZIYIXY (0.0017783394870976926+0j)
XZYIYIIXZIYIXY (-0.0017783394870976926+0j)
IIIZIIIYZIYIXX (-0.001023186757192389+0j)
IIIZIIIXZIYIXY (0.001023186757192389+0j)
YIYXZIIYZIYIXX (1.3503124560501036e-07+0j)
XZYYZIIYZIYIXX (-1.3503124560501036e-07+0j)
YIYXZIIXZIYIXY (-1.3503124560501036e-07+0j)
XZYYZIIXZIYIXY (1.3503124560501036e-07+0j)
IIZZZIIYZIYIXX (-0.0005402647440406692+0j)
IIZZZIIXZIYIXY (0.0005402647440406692+0j)
XYYZZIIYZIYIXX (-0.0004855703323717463+0j)
XXXIIIIYZIYIXX (-0.0004855703323717463+0j)
XYYZZIIXZIYIXY (0.0004855703323717463+0j)
XXXIIIIXZIYIXY (0.0004855703323717463+0j)
IZIIIIIYZIYIXX (-0.0005349535613058768+0j)
IZIIIIIXZIYIXY (0.0005349535613058768+0j)
ZZIIIIIYZIYIXX (0.0023513351848226272+0j)
ZZIIIIIXZIYIXY (-0.0023513351848226272+0j)
IIIIIIIIIIIZZZ (0.13126664577848549+0j)
IIIIIIIIIIZXIZ (6.60254245287346e-07+0j)
IIIIIIIIIIIXZZ (-6.60254245287346e-07+0j)
IIIIIIIYZIYXIZ (0.02298913444261535+0j)
IIIIIIIXZIYYIZ (-0.02298913444261535+0j)
IIIIIIIIIIZZIZ (0.1530644841772618+0j)
IIIIIIIYZIYZIZ (-4.978068228749428e-07+0j)
IIIIIIIXZIXIZZ (-4.978068228749428e-07+0j)
IIIIIIIIIZIIZZ (0.08645831620197439+0j)
IIIIIIIIZXIIZZ (-0.06697143422151619+0j)
IIIIIIIIIXIIZZ (0.06697143422151619+0j)
IIIIIIIIZZIIZZ (0.08572578066294345+0j)
IIIIIIIZIIIIZZ (0.13617516125799534+0j)
IIIIIIZZZIZIZZ (0.2609222719566117+0j)
IIXIXYYZZIZIZZ (0.004049927037600155+0j)
IIXIXXXIIIIIZZ (0.004049927037600155+0j)
IIXIYIYZZIZIZZ (-0.0032872910126886114+0j)
IIXIXZXIIIIIZZ (-0.0032872910126886114+0j)
IIXYZIYZZIZIZZ (5.211534019990099e-07+0j)
IIXXZIXIIIIIZZ (5.211534019990099e-07+0j)
YIZIIIYZZIZIZZ (0.00031459844260117736+0j)
XZZIIIXIIIIIZZ (0.00031459844260117736+0j)
IIIIIZIIIIIIZZ (0.1877258563085416+0j)
IIIIZXIIIIIIZZ (-0.0022242770526211372+0j)
IIIIIXIIIIIIZZ (0.0022242770526211372+0j)
IIIYYXIIIIIIZZ (1.514597017745087e-06+0j)
IIIXYYIIIIIIZZ (-1.514597017745087e-06+0j)
YIYIXXIIIIIIZZ (0.028730371700982443+0j)
XZYIXYIIIIIIZZ (-0.028730371700982443+0j)
IIIIZZIIIIIIZZ (0.16706064057444775+0j)
IIIYYZIIIIIIZZ (-1.2777337114940577e-06+0j)
IIIXXIIIIIIIZZ (-1.2777337114940577e-06+0j)
YIYIXZIIIIIIZZ (0.030130331328291973+0j)
XZYIYIIIIIIIZZ (-0.030130331328291973+0j)
IIIZIIIIIIIIZZ (0.1917582119488682+0j)
YIYXZIIIIIIIZZ (-9.550305217385867e-07+0j)
XZYYZIIIIIIIZZ (9.550305217385867e-07+0j)
IIZZZIIIIIIIZZ (0.10591098683215532+0j)
XYYZZIIIIIIIZZ (0.08631800882050694+0j)
XXXIIIIIIIIIZZ (0.08631800882050694+0j)
IZIIIIIIIIIIZZ (0.10496683788485542+0j)
ZZIIIIIIIIIIZZ (0.15976824449246138+0j)
IIIIIIIIIIZZXZ (-2.3831099222537704e-07+0j)
IIIIIIIIIIIIXI (2.3831099222537704e-07+0j)
IIIIIIIYZIYZXZ (0.031013073738466283+0j)
IIIIIIIXZIYZYI (-0.031013073738466283+0j)
IIIIIIIIIIZXXZ (-0.007635451252828048+0j)
IIIIIIIIIIZYYI (-0.007635451252828048+0j)
IIIIIIIYZIYXXZ (4.402771151007422e-07+0j)
IIIIIIIXZIXYYZ (-2.5716042006482015e-07+0j)
IIIIIIIYZIXXYZ (-1.8311669503592213e-07+0j)
IIIIIIIXZIYXYI (-1.8311669503592213e-07+0j)
IIIIIIIYZIYYYI (2.5716042006482015e-07+0j)
IIIIIIIXZIXXXI (-4.402771151007422e-07+0j)
IIIIIIIIIZIYYZ (0.004241938492331933+0j)
IIIIIIIIIZIXXI (0.004241938492331933+0j)
IIIIIIIIZXIYYZ (-0.003412122685408324+0j)
IIIIIIIIIXIYYZ (0.0034121226854083586+0j)
IIIIIIIIZXIXXI (-0.0034121226854083586+0j)
IIIIIIIIIXIXXI (0.003412122685408324+0j)
IIIIIIIIZZIYYZ (0.004204616592933336+0j)
IIIIIIIIZZIXXI (0.004204616592933336+0j)
IIIIIIIZIIIYYZ (-0.0037794303900879553+0j)
IIIIIIIZIIIXXI (-0.0037794303900879553+0j)
IIIIIIZZZIZYYZ (0.03461255457200697+0j)
IIIIIIZZZIZXXI (0.03461255457200697+0j)
IIXIXYYZZIZYYZ (0.002093772345313834+0j)
IIXIXXXIIIIYYZ (0.002093772345313834+0j)
IIXIXYYZZIZXXI (0.002093772345313834+0j)
IIXIXXXIIIIXXI (0.002093772345313834+0j)
IIXIYIYZZIZYYZ (0.004220379163991965+0j)
IIXIXZXIIIIYYZ (0.004220379163991965+0j)
IIXIYIYZZIZXXI (0.004220379163991965+0j)
IIXIXZXIIIIXXI (0.004220379163991965+0j)
IIXYZIYZZIZYYZ (2.475227506582206e-07+0j)
IIXXZIXIIIIYYZ (2.475227506582206e-07+0j)
IIXYZIYZZIZXXI (2.475227506582206e-07+0j)
IIXXZIXIIIIXXI (2.475227506582206e-07+0j)
YIZIIIYZZIZYYZ (-0.005619967200866115+0j)
XZZIIIXIIIIYYZ (-0.005619967200866115+0j)
YIZIIIYZZIZXXI (-0.005619967200866115+0j)
XZZIIIXIIIIXXI (-0.005619967200866115+0j)
IIIIIZIIIIIYYZ (0.0022242770526211372+0j)
IIIIIZIIIIIXXI (0.0022242770526211372+0j)
IIIIZXIIIIIYYZ (-0.03579399479596227+0j)
IIIIIXIIIIIYYZ (0.03579399479596227+0j)
IIIIZXIIIIIXXI (-0.03579399479596227+0j)
IIIIIXIIIIIXXI (0.03579399479596227+0j)
IIIYYXIIIIIYYZ (6.174794662067118e-07+0j)
IIIXYYIIIIIYYZ (-6.174794662067118e-07+0j)
IIIYYXIIIIIXXI (6.174794662067118e-07+0j)
IIIXYYIIIIIXXI (-6.174794662067118e-07+0j)
YIYIXXIIIIIYYZ (-0.007141196885676624+0j)
XZYIXYIIIIIYYZ (0.007141196885676624+0j)
YIYIXXIIIIIXXI (-0.007141196885676624+0j)
XZYIXYIIIIIXXI (0.007141196885676624+0j)
IIIIZZIIIIIYYZ (0.010582640428508802+0j)
IIIIZZIIIIIXXI (0.010582640428508802+0j)
IIIYYZIIIIIYYZ (-2.218148086312204e-07+0j)
IIIXXIIIIIIYYZ (-2.218148086312204e-07+0j)
IIIYYZIIIIIXXI (-2.218148086312204e-07+0j)
IIIXXIIIIIIXXI (-2.218148086312204e-07+0j)
YIYIXZIIIIIYYZ (0.024517214130826744+0j)
XZYIYIIIIIIYYZ (-0.024517214130826744+0j)
YIYIXZIIIIIXXI (0.024517214130826744+0j)
XZYIYIIIIIIXXI (-0.024517214130826744+0j)
IIIZIIIIIIIYYZ (0.01851914654717902+0j)
IIIZIIIIIIIXXI (0.01851914654717902+0j)
YIYXZIIIIIIYYZ (-1.3702567018670149e-06+0j)
XZYYZIIIIIIYYZ (1.3702567018670149e-06+0j)
YIYXZIIIIIIXXI (-1.3702567018670149e-06+0j)
XZYYZIIIIIIXXI (1.3702567018670149e-06+0j)
IIZZZIIIIIIYYZ (0.009713547267194186+0j)
IIZZZIIIIIIXXI (0.009713547267194186+0j)
XYYZZIIIIIIYYZ (0.008853888978162333+0j)
XXXIIIIIIIIYYZ (0.008853888978162333+0j)
XYYZZIIIIIIXXI (0.008853888978162333+0j)
XXXIIIIIIIIXXI (0.008853888978162333+0j)
IZIIIIIIIIIYYZ (0.009616703166264558+0j)
IZIIIIIIIIIXXI (0.009616703166264558+0j)
ZZIIIIIIIIIYYZ (-0.017883919179258006+0j)
ZZIIIIIIIIIXXI (-0.017883919179258006+0j)
IIIIIIIYZIXZYZ (0.019153446244886994+0j)
IIIIIIIXZIXZXI (0.019153446244886994+0j)
IIIIIIIIIZZIXZ (-0.0003413542744775801+0j)
IIIIIIIIIZIZXI (0.0003413542744775801+0j)
IIIIIIIIZXZIXZ (-0.0003428885285054621+0j)
IIIIIIIIIXZIXZ (0.0003428885285055194+0j)
IIIIIIIIZXIZXI (0.0003428885285055194+0j)
IIIIIIIIIXIZXI (-0.0003428885285054621+0j)
IIIIIIIIZZZIXZ (-0.0003451047993987417+0j)
IIIIIIIIZZIZXI (0.0003451047993987417+0j)
IIIIIIIZIIZIXZ (-3.1299914019840875e-07+0j)
IIIIIIIZIIIZXI (3.1299914019840875e-07+0j)
IIIIIIZZZIIIXZ (8.934322458246528e-07+0j)
IIIIIIZZZIZZXI (-8.934322458246528e-07+0j)
IIXIXYYZZIIIXZ (2.5892207132699293e-07+0j)
IIXIXXXIIIZIXZ (2.5892207132699293e-07+0j)
IIXIXYYZZIZZXI (-2.5892207132699293e-07+0j)
IIXIXXXIIIIZXI (-2.5892207132699293e-07+0j)
IIXIYIYZZIIIXZ (-1.968263007856193e-07+0j)
IIXIXZXIIIZIXZ (-1.968263007856193e-07+0j)
IIXIYIYZZIZZXI (1.968263007856193e-07+0j)
IIXIXZXIIIIZXI (1.968263007856193e-07+0j)
IIXYZIYZZIIIXZ (-0.008433290932199982+0j)
IIXXZIXIIIZIXZ (-0.008433290932199982+0j)
IIXYZIYZZIZZXI (0.008433290932199982+0j)
IIXXZIXIIIIZXI (0.008433290932199982+0j)
YIZIIIYZZIIIXZ (-1.8436173330300264e-07+0j)
XZZIIIXIIIZIXZ (-1.8436173330300264e-07+0j)
YIZIIIYZZIZZXI (1.8436173330300264e-07+0j)
XZZIIIXIIIIZXI (1.8436173330300264e-07+0j)
IIIIIZIIIIZIXZ (-1.514597017745087e-06+0j)
IIIIIZIIIIIZXI (1.514597017745087e-06+0j)
IIIIZXIIIIZIXZ (6.174794662067118e-07+0j)
IIIIIXIIIIZIXZ (-6.174794662067118e-07+0j)
IIIIZXIIIIIZXI (-6.174794662067118e-07+0j)
IIIIIXIIIIIZXI (6.174794662067118e-07+0j)
IIIYYXIIIIZIXZ (-0.038693727771606394+0j)
IIIXYYIIIIZIXZ (0.038693727771606394+0j)
IIIYYXIIIIIZXI (0.038693727771606394+0j)
IIIXYYIIIIIZXI (-0.038693727771606394+0j)
YIYIXXIIIIZIXZ (-4.57223698863644e-07+0j)
XZYIXYIIIIZIXZ (4.57223698863644e-07+0j)
YIYIXXIIIIIZXI (4.57223698863644e-07+0j)
XZYIXYIIIIIZXI (-4.57223698863644e-07+0j)
IIIIZZIIIIZIXZ (-4.601258008565974e-07+0j)
IIIIZZIIIIIZXI (4.601258008565974e-07+0j)
IIIYYZIIIIZIXZ (0.010883695294350973+0j)
IIIXXIIIIIZIXZ (0.010883695294350973+0j)
IIIYYZIIIIIZXI (-0.010883695294350973+0j)
IIIXXIIIIIIZXI (-0.010883695294350973+0j)
YIYIXZIIIIZIXZ (1.1130962818021946e-06+0j)
XZYIYIIIIIZIXZ (-1.1130962818021946e-06+0j)
YIYIXZIIIIIZXI (-1.1130962818021946e-06+0j)
XZYIYIIIIIIZXI (1.1130962818021946e-06+0j)
IIIZIIIIIIZIXZ (2.4116496218797765e-06+0j)
IIIZIIIIIIIZXI (-2.4116496218797765e-06+0j)
YIYXZIIIIIZIXZ (0.010215120640245311+0j)
XZYYZIIIIIZIXZ (-0.010215120640245311+0j)
YIYXZIIIIIIZXI (-0.010215120640245311+0j)
XZYYZIIIIIIZXI (0.010215120640245311+0j)
IIZZZIIIIIZIXZ (-0.0003408938484381623+0j)
IIZZZIIIIIIZXI (0.0003408938484381623+0j)
XYYZZIIIIIZIXZ (0.0003433464433537322+0j)
XXXIIIIIIIZIXZ (0.0003433464433537322+0j)
XYYZZIIIIIIZXI (-0.0003433464433537322+0j)
XXXIIIIIIIIZXI (-0.0003433464433537322+0j)
IZIIIIIIIIZIXZ (-0.00034464938204566056+0j)
IZIIIIIIIIIZXI (0.00034464938204566056+0j)
ZZIIIIIIIIZIXZ (-5.112768069924534e-07+0j)
ZZIIIIIIIIIZXI (5.112768069924534e-07+0j)
IIIIIIIYZZYIXZ (0.009690233164529107+0j)
IIIIIIIXZZYIYI (-0.009690233164529107+0j)
IIIIIIIYZXYIXZ (0.00951510904809173+0j)
IIIIIIIYIXYIXZ (-0.009515109048091736+0j)
IIIIIIIXZXYIYI (-0.009515109048091736+0j)
IIIIIIIXIXYIYI (0.00951510904809173+0j)
IIYIIIYZYYXIXZ (0.004239706026691158+0j)
IIXZZIXIXYYIXZ (0.004239706026691158+0j)
IIYIIIYZYXXIYI (-0.004239706026691158+0j)
IIXZZIXIXXYIYI (-0.004239706026691158+0j)
XYZIIIYZYYXIXZ (-0.0042165824159851135+0j)
XXZIIIXIXYYIXZ (-0.0042165824159851135+0j)
XYZIIIYZYXXIYI (0.0042165824159851135+0j)
XXZIIIXIXXYIYI (0.0042165824159851135+0j)
IIZIXXIIXYYIXZ (-0.019452670630180923+0j)
IIIZYYIIXYYIXZ (-0.019452670630180923+0j)
IIZIXXIIXXYIYI (0.019452670630180923+0j)
IIIZYYIIXXYIYI (0.019452670630180923+0j)
XYYIXXIIXYYIXZ (-0.019346574598990755+0j)
XXYIXYIIXYYIXZ (0.019346574598990755+0j)
XYYIXXIIXXYIYI (0.019346574598990755+0j)
XXYIXYIIXXYIYI (-0.019346574598990755+0j)
IIZIXZIIXYYIXZ (0.005471608774862253+0j)
IIIZXIIIXYYIXZ (-0.005471608774862253+0j)
IIZIXZIIXXYIYI (-0.005471608774862253+0j)
IIIZXIIIXXYIYI (0.005471608774862253+0j)
XYYIXZIIXYYIXZ (0.0054417662927539745+0j)
XXYIYIIIXYYIXZ (-0.0054417662927539745+0j)
XYYIXZIIXXYIYI (-0.0054417662927539745+0j)
XXYIYIIIXXYIYI (0.0054417662927539745+0j)
IIZXZIIIXYYIXZ (-4.6042603941775504e-07+0j)
IIIXIIIIXYYIXZ (4.6042603941775504e-07+0j)
IIZXZIIIXXYIYI (4.6042603941775504e-07+0j)
IIIXIIIIXXYIYI (-4.6042603941775504e-07+0j)
XYYXZIIIXYYIXZ (-4.5791484821276225e-07+0j)
XXYYZIIIXYYIXZ (4.5791484821276225e-07+0j)
XYYXZIIIXXYIYI (4.5791484821276225e-07+0j)
XXYYZIIIXXYIYI (-4.5791484821276225e-07+0j)
YIYZZIIIXYYIXZ (-0.005135493251812304+0j)
XZXIIIIIXYYIXZ (-0.005135493251812304+0j)
YIYZZIIIXXYIYI (0.005135493251812304+0j)
XZXIIIIIXXYIYI (0.005135493251812304+0j)
ZXIIIIIIXYYIXZ (-0.005107483963906193+0j)
IXIIIIIIXYYIXZ (0.005107483963906193+0j)
ZXIIIIIIXXYIYI (0.005107483963906193+0j)
IXIIIIIIXXYIYI (-0.005107483963906193+0j)
IIIIIIIYIZYIXZ (0.00958615661881222+0j)
IIIIIIIXIZYIYI (-0.00958615661881222+0j)
IIYIIIYZXIXIXZ (0.004216582415985122+0j)
IIXZZIXIYIYIXZ (-0.004216582415985122+0j)
IIYIIIYZYZXIYI (0.004216582415985122+0j)
IIXZZIXIXZYIYI (0.004216582415985122+0j)
XYZIIIYZXIXIXZ (-0.004193584922837425+0j)
XXZIIIXIYIYIXZ (0.004193584922837425+0j)
XYZIIIYZYZXIYI (-0.004193584922837425+0j)
XXZIIIXIXZYIYI (-0.004193584922837425+0j)
IIZIXXIIYIYIXZ (0.019346574598990755+0j)
IIIZYYIIYIYIXZ (0.019346574598990755+0j)
IIZIXXIIXZYIYI (-0.019346574598990755+0j)
IIIZYYIIXZYIYI (-0.019346574598990755+0j)
XYYIXXIIYIYIXZ (0.01924105722191197+0j)
XXYIXYIIYIYIXZ (-0.01924105722191197+0j)
XYYIXXIIXZYIYI (-0.01924105722191197+0j)
XXYIXYIIXZYIYI (0.01924105722191197+0j)
IIZIXZIIYIYIXZ (-0.005441766292754009+0j)
IIIZXIIIYIYIXZ (0.005441766292754009+0j)
IIZIXZIIXZYIYI (0.005441766292754009+0j)
IIIZXIIIXZYIYI (-0.005441766292754009+0j)
XYYIXZIIYIYIXZ (-0.0054120865733312245+0j)
XXYIYIIIYIYIXZ (0.0054120865733312245+0j)
XYYIXZIIXZYIYI (0.0054120865733312245+0j)
XXYIYIIIXZYIYI (-0.0054120865733312245+0j)
IIZXZIIIYIYIXZ (4.579148482700497e-07+0j)
IIIXIIIIYIYIXZ (-4.579148482700497e-07+0j)
IIZXZIIIXZYIYI (-4.579148482700497e-07+0j)
IIIXIIIIXZYIYI (4.579148482700497e-07+0j)
XYYXZIIIYIYIXZ (4.5541735308118474e-07+0j)
XXYYZIIIYIYIXZ (-4.5541735308118474e-07+0j)
XYYXZIIIXZYIYI (-4.5541735308118474e-07+0j)
XXYYZIIIXZYIYI (4.5541735308118474e-07+0j)
YIYZZIIIYIYIXZ (0.005107483963906184+0j)
XZXIIIIIYIYIXZ (0.005107483963906184+0j)
YIYZZIIIXZYIYI (-0.005107483963906184+0j)
XZXIIIIIXZYIYI (-0.005107483963906184+0j)
ZXIIIIIIYIYIXZ (0.005079627440334773+0j)
IXIIIIIIYIYIXZ (-0.005079627440334773+0j)
ZXIIIIIIXZYIYI (-0.005079627440334773+0j)
IXIIIIIIXZYIYI (0.005079627440334773+0j)
IIIIIIZXIIXIXZ (-0.05636765650411702+0j)
IIIIIIZYIIXIYI (-0.05636765650411702+0j)
IIXIXYYXIIXIXZ (-0.0011397665613200366+0j)
IIXIXXXYZIYIXZ (0.0011397665613200366+0j)
IIXIXYYYIIXIYI (-0.0011397665613200366+0j)
IIXIXXXXZIYIYI (-0.0011397665613200366+0j)
IIXIYIYXIIXIXZ (0.004430343111041035+0j)
IIXIXZXYZIYIXZ (-0.004430343111041035+0j)
IIXIYIYYIIXIYI (0.004430343111041035+0j)
IIXIXZXXZIYIYI (0.004430343111041035+0j)
IIXYZIYXIIXIXZ (-2.3100612041166014e-07+0j)
IIXXZIXYZIYIXZ (2.3100612041166014e-07+0j)
IIXYZIYYIIXIYI (-2.3100612041166014e-07+0j)
IIXXZIXXZIYIYI (-2.3100612041166014e-07+0j)
YIZIIIYXIIXIXZ (-0.003552498226623658+0j)
XZZIIIXYZIYIXZ (0.003552498226623658+0j)
YIZIIIYYIIXIYI (-0.003552498226623658+0j)
XZZIIIXXZIYIYI (-0.003552498226623658+0j)
IIIIIZIYZIYIXZ (0.028730371700982443+0j)
IIIIIZIXZIYIYI (-0.028730371700982443+0j)
IIIIZXIYZIYIXZ (0.007141196885676624+0j)
IIIIIXIYZIYIXZ (-0.007141196885676624+0j)
IIIIZXIXZIYIYI (-0.007141196885676624+0j)
IIIIIXIXZIYIYI (0.007141196885676624+0j)
IIIYYXIYZIYIXZ (4.57223698863644e-07+0j)
IIIXYYIYZIYIXZ (-4.57223698863644e-07+0j)
IIIYYXIXZIYIYI (-4.57223698863644e-07+0j)
IIIXYYIXZIYIYI (4.57223698863644e-07+0j)
YIYIXXIYZIYIXZ (0.02359308323446603+0j)
XZYIXYIYZIYIXZ (-0.02359308323446603+0j)
YIYIXXIXZIYIYI (-0.02359308323446603+0j)
XZYIXYIXZIYIYI (0.02359308323446603+0j)
IIIIZZIYZIYIXZ (0.0064958596076395425+0j)
IIIIZZIXZIYIYI (-0.0064958596076395425+0j)
IIIYYZIYZIYIXZ (-9.299795867662724e-07+0j)
IIIXXIIYZIYIXZ (-9.299795867662724e-07+0j)
IIIYYZIXZIYIYI (9.299795867662724e-07+0j)
IIIXXIIXZIYIYI (9.299795867662724e-07+0j)
YIYIXZIYZIYIXZ (0.014104488789170049+0j)
XZYIYIIYZIYIXZ (-0.014104488789170049+0j)
YIYIXZIXZIYIYI (-0.014104488789170049+0j)
XZYIYIIXZIYIYI (0.014104488789170049+0j)
IIIZIIIYZIYIXZ (0.029368566885132306+0j)
IIIZIIIXZIYIYI (-0.029368566885132306+0j)
YIYXZIIYZIYIXZ (-1.9827766679404463e-07+0j)
XZYYZIIYZIYIXZ (1.9827766679404463e-07+0j)
YIYXZIIXZIYIYI (1.9827766679404463e-07+0j)
XZYYZIIXZIYIYI (-1.9827766679404463e-07+0j)
IIZZZIIYZIYIXZ (0.014825726416341414+0j)
IIZZZIIXZIYIYI (-0.014825726416341414+0j)
XYYZZIIYZIYIXZ (0.014622593011997921+0j)
XXXIIIIYZIYIXZ (0.014622593011997921+0j)
XYYZZIIXZIYIYI (-0.014622593011997921+0j)
XXXIIIIXZIYIYI (-0.014622593011997921+0j)
IZIIIIIYZIYIXZ (0.014665784059146992+0j)
IZIIIIIXZIYIYI (-0.014665784059146992+0j)
ZZIIIIIYZIYIXZ (0.013573725247795982+0j)
ZZIIIIIXZIYIYI (-0.013573725247795982+0j)
IIIIIIIIIIZIZI (0.15645227530723108+0j)
IIIIIIIYZIYIZI (-7.942983791698064e-07+0j)
IIIIIIIXZIXZII (-7.942983791698064e-07+0j)
IIIIIIIIIZIZII (0.08813289224903337+0j)
IIIIIIIIZXIZII (-0.06869404453024945+0j)
IIIIIIIIIXIZII (0.06869404453024945+0j)
IIIIIIIIZZIZII (0.08738151474722057+0j)
IIIIIIIZIIIZII (0.11553262576510255+0j)
IIIIIIZZZIZZII (0.22262891859316142+0j)
IIXIXYYZZIZZII (0.002530648115043302+0j)
IIXIXXXIIIIZII (0.002530648115043302+0j)
IIXIYIYZZIZZII (0.0012565973356996531+0j)
IIXIXZXIIIIZII (0.0012565973356996531+0j)
IIXYZIYZZIZZII (2.1520760074265743e-07+0j)
IIXXZIXIIIIZII (2.1520760074265743e-07+0j)
YIZIIIYZZIZZII (-0.0030922291019156983+0j)
XZZIIIXIIIIZII (-0.0030922291019156983+0j)
IIIIIZIIIIIZII (0.16706064057444775+0j)
IIIIZXIIIIIZII (-0.010582640428508802+0j)
IIIIIXIIIIIZII (0.010582640428508802+0j)
IIIYYXIIIIIZII (4.601258008565974e-07+0j)
IIIXYYIIIIIZII (-4.601258008565974e-07+0j)
YIYIXXIIIIIZII (0.0064958596076395425+0j)
XZYIXYIIIIIZII (-0.0064958596076395425+0j)
IIIIZZIIIIIZII (0.173369444133466+0j)
IIIYYZIIIIIZII (-4.2326585890053045e-07+0j)
IIIXXIIIIIIZII (-4.2326585890053045e-07+0j)
YIYIXZIIIIIZII (0.02350677332713941+0j)
XZYIYIIIIIIZII (-0.02350677332713941+0j)
IIIZIIIIIIIZII (0.16781332073752775+0j)
YIYXZIIIIIIZII (-5.650313563419036e-07+0j)
XZYYZIIIIIIZII (5.650313563419036e-07+0j)
IIZZZIIIIIIZII (0.09384448136378762+0j)
XYYZZIIIIIIZII (0.07437448229574249+0j)
XXXIIIIIIIIZII (0.07437448229574249+0j)
IZIIIIIIIIIZII (0.09303097106477796+0j)
ZZIIIIIIIIIZII (0.1564434285774385+0j)
IIIIIIIYZIXYII (0.037529343532239495+0j)
IIIIIIIXZIXXII (0.037529343532239495+0j)
IIIIIIIIIZZXZI (0.00010450795322626083+0j)
IIIIIIIIIZIXII (-0.00010450795322626083+0j)
IIIIIIIIZXZXZI (0.00010420056606834072+0j)
IIIIIIIIIXZXZI (-0.00010420056606828548+0j)
IIIIIIIIZXIXII (-0.00010420056606828548+0j)
IIIIIIIIIXIXII (0.00010420056606834072+0j)
IIIIIIIIZZZXZI (0.00010564770211658654+0j)
IIIIIIIIZZIXII (-0.00010564770211658654+0j)
IIIIIIIZIIZXZI (1.0766603748996278e-06+0j)
IIIIIIIZIIIXII (-1.0766603748996278e-06+0j)
IIIIIIZZZIIXZI (1.3952818421211357e-06+0j)
IIIIIIZZZIZXII (-1.3952818421211357e-06+0j)
IIXYZIYZZIIXZI (0.0029030163076014005+0j)
IIXXZIXIIIZXZI (0.0029030163076014005+0j)
IIXYZIYZZIZXII (-0.0029030163076014005+0j)
IIXXZIXIIIIXII (-0.0029030163076014005+0j)
YIZIIIYZZIIXZI (1.8522889941000696e-07+0j)
XZZIIIXIIIZXZI (1.8522889941000696e-07+0j)
YIZIIIYZZIZXII (-1.8522889941000696e-07+0j)
XZZIIIXIIIIXII (-1.8522889941000696e-07+0j)
IIIIIZIIIIZXZI (1.2777337114940577e-06+0j)
IIIIIZIIIIIXII (-1.2777337114940577e-06+0j)
IIIIZXIIIIZXZI (-2.218148086312204e-07+0j)
IIIIIXIIIIZXZI (2.218148086312204e-07+0j)
IIIIZXIIIIIXII (2.218148086312204e-07+0j)
IIIIIXIIIIIXII (-2.218148086312204e-07+0j)
IIIYYXIIIIZXZI (0.010883695294350973+0j)
IIIXYYIIIIZXZI (-0.010883695294350973+0j)
IIIYYXIIIIIXII (-0.010883695294350973+0j)
IIIXYYIIIIIXII (0.010883695294350973+0j)
YIYIXXIIIIZXZI (9.299795867662724e-07+0j)
XZYIXYIIIIZXZI (-9.299795867662724e-07+0j)
YIYIXXIIIIIXII (-9.299795867662724e-07+0j)
XZYIXYIIIIIXII (9.299795867662724e-07+0j)
IIIIZZIIIIZXZI (4.2326585890053045e-07+0j)
IIIIZZIIIIIXII (-4.2326585890053045e-07+0j)
IIIYYZIIIIZXZI (-0.011361045430296684+0j)
IIIXXIIIIIZXZI (-0.011361045430296684+0j)
IIIYYZIIIIIXII (0.011361045430296684+0j)
IIIXXIIIIIIXII (0.011361045430296684+0j)
YIYIXZIIIIZXZI (2.2926702282790285e-07+0j)
XZYIYIIIIIZXZI (-2.2926702282790285e-07+0j)
YIYIXZIIIIIXII (-2.2926702282790285e-07+0j)
XZYIYIIIIIIXII (2.2926702282790285e-07+0j)
IIIZIIIIIIZXZI (2.9782481317661764e-07+0j)
IIIZIIIIIIIXII (-2.9782481317661764e-07+0j)
YIYXZIIIIIZXZI (0.002626547680305419+0j)
XZYYZIIIIIZXZI (-0.002626547680305419+0j)
YIYXZIIIIIIXII (-0.002626547680305419+0j)
XZYYZIIIIIIXII (0.002626547680305419+0j)
IIZZZIIIIIZXZI (0.00010441111341685081+0j)
IIZZZIIIIIIXII (-0.00010441111341685081+0j)
XYYZZIIIIIZXZI (-0.000104296877707573+0j)
XXXIIIIIIIZXZI (-0.000104296877707573+0j)
XYYZZIIIIIIXII (0.000104296877707573+0j)
XXXIIIIIIIIXII (0.000104296877707573+0j)
IZIIIIIIIIZXZI (0.00010555191576669047+0j)
IZIIIIIIIIIXII (-0.00010555191576669047+0j)
ZZIIIIIIIIZXZI (1.3257644970849411e-07+0j)
ZZIIIIIIIIIXII (-1.3257644970849411e-07+0j)
IIIIIIIYZZYXZI (0.019363105403380865+0j)
IIIIIIIXZZYYZI (-0.019363105403380865+0j)
IIIIIIIYZXYXZI (0.018265861226615734+0j)
IIIIIIIYIXYXZI (-0.018265861226615828+0j)
IIIIIIIXZXYYZI (-0.018265861226615828+0j)
