Jordan-Wigner mapping of H2O Hamiltonian in sto3g basis.
IIIIIIIIIIIIII (-51.93362142169509+0j)
IIIIZIIXZZZZZX (-0.0030922291019156983+0j)
IIIYYIIYZZZZZY (-1.8522889941000696e-07+0j)
IIIXXIIYZZZZZY (-1.8522889941000696e-07+0j)
IIIYYIIXZZZZZX (-1.8522889941000696e-07+0j)
IIIXXIIXZZZZZX (-1.8522889941000696e-07+0j)
YZZZYIIYZZZZZY (-0.0017783394870976926+0j)
XZZZXIIYZZZZZY (-0.0017783394870976926+0j)
YZZZYIIXZZZZZX (-0.0017783394870976926+0j)
XZZZXIIXZZZZZX (-0.0017783394870976926+0j)
IIIZIIIYZZZZZY (-0.001023186757192389+0j)
IIIZIIIXZZZZZX (-0.001023186757192389+0j)
YZZYIIIYZZZZZY (1.3503124560501036e-07+0j)
XZZXIIIYZZZZZY (1.3503124560501036e-07+0j)
YZZYIIIXZZZZZX (1.3503124560501036e-07+0j)
XZZXIIIXZZZZZX (1.3503124560501036e-07+0j)
IIZIIIIYZZZZZY (-0.0005402647440406692+0j)
IIZIIIIXZZZZZX (-0.0005402647440406692+0j)
IYYIIIIYZZZZZY (-0.0004855703323717463+0j)
IXXIIIIYZZZZZY (-0.0004855703323717463+0j)
IYYIIIIXZZZZZX (-0.0004855703323717463+0j)
IXXIIIIXZZZZZX (-0.0004855703323717463+0j)
IZIIIIIYZZZZZY (-0.0005349535613058768+0j)
IZIIIIIXZZZZZX (-0.0005349535613058768+0j)
ZIIIIIIYZZZZZY (0.0023513351848226272+0j)
ZIIIIIIXZZZZZX (0.0023513351848226272+0j)
IIIIIIIIIIIZZI (0.13126664577848549+0j)
IIIIIIIIIIYYZI (-6.60254245287346e-07+0j)
IIIIIIIIIIXXZI (-6.60254245287346e-07+0j)
IIIIIIIYZZZYZI (0.02298913444261535+0j)
IIIIIIIXZZZXZI (0.02298913444261535+0j)
IIIIIIIIIIZIZI (0.1530644841772618+0j)
IIIIIIIYZZYIZI (-4.978068228749428e-07+0j)
IIIIIIIXZZXIZI (-4.978068228749428e-07+0j)
IIIIIIIIIZIIZI (0.08645831620197439+0j)
IIIIIIIIYYIIZI (0.06697143422151619+0j)
IIIIIIIIXXIIZI (0.06697143422151619+0j)
IIIIIIIIZIIIZI (0.08572578066294345+0j)
IIIIIIIZIIIIZI (0.13617516125799534+0j)
IIIIIIZIIIIIZI (0.2609222719566117+0j)
IIIIIYYIIIIIZI (0.004049927037600155+0j)
IIIIIXXIIIIIZI (0.004049927037600155+0j)
IIIIYZYIIIIIZI (-0.0032872910126886114+0j)
IIIIXZXIIIIIZI (-0.0032872910126886114+0j)
IIIYZZYIIIIIZI (5.211534019990099e-07+0j)
IIIXZZXIIIIIZI (5.211534019990099e-07+0j)
YZZZZZYIIIIIZI (0.00031459844260117736+0j)
XZZZZZXIIIIIZI (0.00031459844260117736+0j)
IIIIIZIIIIIIZI (0.1877258563085416+0j)
IIIIYYIIIIIIZI (0.0022242770526211372+0j)
IIIIXXIIIIIIZI (0.0022242770526211372+0j)
IIIYZYIIIIIIZI (1.514597017745087e-06+0j)
IIIXZXIIIIIIZI (1.514597017745087e-06+0j)
YZZZZYIIIIIIZI (0.028730371700982443+0j)
XZZZZXIIIIIIZI (0.028730371700982443+0j)
IIIIZIIIIIIIZI (0.16706064057444775+0j)
IIIYYIIIIIIIZI (-1.2777337114940577e-06+0j)
IIIXXIIIIIIIZI (-1.2777337114940577e-06+0j)
YZZZYIIIIIIIZI (0.030130331328291973+0j)
XZZZXIIIIIIIZI (0.030130331328291973+0j)
IIIZIIIIIIIIZI (0.1917582119488682+0j)
YZZYIIIIIIIIZI (-9.550305217385867e-07+0j)
XZZXIIIIIIIIZI (-9.550305217385867e-07+0j)
IIZIIIIIIIIIZI (0.10591098683215532+0j)
IYYIIIIIIIIIZI (0.08631800882050694+0j)
IXXIIIIIIIIIZI (0.08631800882050694+0j)
IZIIIIIIIIIIZI (0.10496683788485542+0j)
ZIIIIIIIIIIIZI (0.15976824449246138+0j)
IIIIIIIIIIYIYI (2.3831099222537704e-07+0j)
IIIIIIIIIIXIXI (2.3831099222537704e-07+0j)
IIIIIIIYZZZIYI (0.031013073738466283+0j)
IIIIIIIXZZZIXI (0.031013073738466283+0j)
IIIIIIIIIIZYYI (0.007635451252828048+0j)
IIIIIIIIIIZXXI (0.007635451252828048+0j)
IIIIIIIYZZYYYI (-4.402771151007422e-07+0j)
IIIIIIIXZZXYYI (-2.5716042006482015e-07+0j)
IIIIIIIYZZXXYI (-1.8311669503592213e-07+0j)
IIIIIIIXZZYYXI (-1.8311669503592213e-07+0j)
IIIIIIIYZZYXXI (-2.5716042006482015e-07+0j)
IIIIIIIXZZXXXI (-4.402771151007422e-07+0j)
IIIIIIIIIZIYYI (0.004241938492331933+0j)
IIIIIIIIIZIXXI (0.004241938492331933+0j)
IIIIIIIIYYIYYI (0.003412122685408324+0j)
IIIIIIIIXXIYYI (0.0034121226854083586+0j)
IIIIIIIIYYIXXI (0.0034121226854083586+0j)
IIIIIIIIXXIXXI (0.003412122685408324+0j)
IIIIIIIIZIIYYI (0.004204616592933336+0j)
IIIIIIIIZIIXXI (0.004204616592933336+0j)
IIIIIIIZIIIYYI (-0.0037794303900879553+0j)
IIIIIIIZIIIXXI (-0.0037794303900879553+0j)
IIIIIIZIIIIYYI (0.03461255457200697+0j)
IIIIIIZIIIIXXI (0.03461255457200697+0j)
IIIIIYYIIIIYYI (0.002093772345313834+0j)
IIIIIXXIIIIYYI (0.002093772345313834+0j)
IIIIIYYIIIIXXI (0.002093772345313834+0j)
IIIIIXXIIIIXXI (0.002093772345313834+0j)
IIIIYZYIIIIYYI (0.004220379163991965+0j)
IIIIXZXIIIIYYI (0.004220379163991965+0j)
IIIIYZYIIIIXXI (0.004220379163991965+0j)
IIIIXZXIIIIXXI (0.004220379163991965+0j)
IIIYZZYIIIIYYI (2.475227506582206e-07+0j)
IIIXZZXIIIIYYI (2.475227506582206e-07+0j)
IIIYZZYIIIIXXI (2.475227506582206e-07+0j)
IIIXZZXIIIIXXI (2.475227506582206e-07+0j)
YZZZZZYIIIIYYI (-0.005619967200866115+0j)
XZZZZZXIIIIYYI (-0.005619967200866115+0j)
YZZZZZYIIIIXXI (-0.005619967200866115+0j)
XZZZZZXIIIIXXI (-0.005619967200866115+0j)
IIIIIZIIIIIYYI (0.0022242770526211372+0j)
IIIIIZIIIIIXXI (0.0022242770526211372+0j)
IIIIYYIIIIIYYI (0.03579399479596227+0j)
IIIIXXIIIIIYYI (0.03579399479596227+0j)
IIIIYYIIIIIXXI (0.03579399479596227+0j)
IIIIXXIIIIIXXI (0.03579399479596227+0j)
IIIYZYIIIIIYYI (6.174794662067118e-07+0j)
IIIXZXIIIIIYYI (6.174794662067118e-07+0j)
IIIYZYIIIIIXXI (6.174794662067118e-07+0j)
IIIXZXIIIIIXXI (6.174794662067118e-07+0j)
YZZZZYIIIIIYYI (-0.007141196885676624+0j)
XZZZZXIIIIIYYI (-0.007141196885676624+0j)
YZZZZYIIIIIXXI (-0.007141196885676624+0j)
XZZZZXIIIIIXXI (-0.007141196885676624+0j)
IIIIZIIIIIIYYI (0.010582640428508802+0j)
IIIIZIIIIIIXXI (0.010582640428508802+0j)
IIIYYIIIIIIYYI (-2.218148086312204e-07+0j)
IIIXXIIIIIIYYI (-2.218148086312204e-07+0j)
IIIYYIIIIIIXXI (-2.218148086312204e-07+0j)
IIIXXIIIIIIXXI (-2.218148086312204e-07+0j)
YZZZYIIIIIIYYI (0.024517214130826744+0j)
XZZZXIIIIIIYYI (0.024517214130826744+0j)
YZZZYIIIIIIXXI (0.024517214130826744+0j)
XZZZXIIIIIIXXI (0.024517214130826744+0j)
IIIZIIIIIIIYYI (0.01851914654717902+0j)
IIIZIIIIIIIXXI (0.01851914654717902+0j)
YZZYIIIIIIIYYI (-1.3702567018670149e-06+0j)
XZZXIIIIIIIYYI (-1.3702567018670149e-06+0j)
YZZYIIIIIIIXXI (-1.3702567018670149e-06+0j)
XZZXIIIIIIIXXI (-1.3702567018670149e-06+0j)
IIZIIIIIIIIYYI (0.009713547267194186+0j)
IIZIIIIIIIIXXI (0.009713547267194186+0j)
IYYIIIIIIIIYYI (0.008853888978162333+0j)
IXXIIIIIIIIYYI (0.008853888978162333+0j)
IYYIIIIIIIIXXI (0.008853888978162333+0j)
IXXIIIIIIIIXXI (0.008853888978162333+0j)
IZIIIIIIIIIYYI (0.009616703166264558+0j)
IZIIIIIIIIIXXI (0.009616703166264558+0j)
ZIIIIIIIIIIYYI (-0.017883919179258006+0j)
ZIIIIIIIIIIXXI (-0.017883919179258006+0j)
IIIIIIIYZZIZYI (0.019153446244886994+0j)
IIIIIIIXZZIZXI (0.019153446244886994+0j)
IIIIIIIIIZYZYI (0.0003413542744775801+0j)
IIIIIIIIIZXZXI (0.0003413542744775801+0j)
IIIIIIIIYYYZYI (-0.0003428885285054621+0j)
IIIIIIIIXXYZYI (-0.0003428885285055194+0j)
IIIIIIIIYYXZXI (-0.0003428885285055194+0j)
IIIIIIIIXXXZXI (-0.0003428885285054621+0j)
IIIIIIIIZIYZYI (0.0003451047993987417+0j)
IIIIIIIIZIXZXI (0.0003451047993987417+0j)
IIIIIIIZIIYZYI (3.1299914019840875e-07+0j)
IIIIIIIZIIXZXI (3.1299914019840875e-07+0j)
IIIIIIZIIIYZYI (-8.934322458246528e-07+0j)
IIIIIIZIIIXZXI (-8.934322458246528e-07+0j)
IIIIIYYIIIYZYI (-2.5892207132699293e-07+0j)
IIIIIXXIIIYZYI (-2.5892207132699293e-07+0j)
IIIIIYYIIIXZXI (-2.5892207132699293e-07+0j)
IIIIIXXIIIXZXI (-2.5892207132699293e-07+0j)
IIIIYZYIIIYZYI (1.968263007856193e-07+0j)
IIIIXZXIIIYZYI (1.968263007856193e-07+0j)
IIIIYZYIIIXZXI (1.968263007856193e-07+0j)
IIIIXZXIIIXZXI (1.968263007856193e-07+0j)
IIIYZZYIIIYZYI (0.008433290932199982+0j)
IIIXZZXIIIYZYI (0.008433290932199982+0j)
IIIYZZYIIIXZXI (0.008433290932199982+0j)
IIIXZZXIIIXZXI (0.008433290932199982+0j)
YZZZZZYIIIYZYI (1.8436173330300264e-07+0j)
XZZZZZXIIIYZYI (1.8436173330300264e-07+0j)
YZZZZZYIIIXZXI (1.8436173330300264e-07+0j)
XZZZZZXIIIXZXI (1.8436173330300264e-07+0j)
IIIIIZIIIIYZYI (1.514597017745087e-06+0j)
IIIIIZIIIIXZXI (1.514597017745087e-06+0j)
IIIIYYIIIIYZYI (6.174794662067118e-07+0j)
IIIIXXIIIIYZYI (6.174794662067118e-07+0j)
IIIIYYIIIIXZXI (6.174794662067118e-07+0j)
IIIIXXIIIIXZXI (6.174794662067118e-07+0j)
IIIYZYIIIIYZYI (0.038693727771606394+0j)
IIIXZXIIIIYZYI (0.038693727771606394+0j)
IIIYZYIIIIXZXI (0.038693727771606394+0j)
IIIXZXIIIIXZXI (0.038693727771606394+0j)
YZZZZYIIIIYZYI (4.57223698863644e-07+0j)
XZZZZXIIIIYZYI (4.57223698863644e-07+0j)
YZZZZYIIIIXZXI (4.57223698863644e-07+0j)
XZZZZXIIIIXZXI (4.57223698863644e-07+0j)
IIIIZIIIIIYZYI (4.601258008565974e-07+0j)
IIIIZIIIIIXZXI (4.601258008565974e-07+0j)
IIIYYIIIIIYZYI (-0.010883695294350973+0j)
IIIXXIIIIIYZYI (-0.010883695294350973+0j)
IIIYYIIIIIXZXI (-0.010883695294350973+0j)
IIIXXIIIIIXZXI (-0.010883695294350973+0j)
YZZZYIIIIIYZYI (-1.1130962818021946e-06+0j)
XZZZXIIIIIYZYI (-1.1130962818021946e-06+0j)
YZZZYIIIIIXZXI (-1.1130962818021946e-06+0j)
XZZZXIIIIIXZXI (-1.1130962818021946e-06+0j)
IIIZIIIIIIYZYI (-2.4116496218797765e-06+0j)
IIIZIIIIIIXZXI (-2.4116496218797765e-06+0j)
YZZYIIIIIIYZYI (-0.010215120640245311+0j)
XZZXIIIIIIYZYI (-0.010215120640245311+0j)
YZZYIIIIIIXZXI (-0.010215120640245311+0j)
XZZXIIIIIIXZXI (-0.010215120640245311+0j)
IIZIIIIIIIYZYI (0.0003408938484381623+0j)
IIZIIIIIIIXZXI (0.0003408938484381623+0j)
IYYIIIIIIIYZYI (-0.0003433464433537322+0j)
IXXIIIIIIIYZYI (-0.0003433464433537322+0j)
IYYIIIIIIIXZXI (-0.0003433464433537322+0j)
IXXIIIIIIIXZXI (-0.0003433464433537322+0j)
IZIIIIIIIIYZYI (0.00034464938204566056+0j)
IZIIIIIIIIXZXI (0.00034464938204566056+0j)
ZIIIIIIIIIYZYI (5.112768069924534e-07+0j)
ZIIIIIIIIIXZXI (5.112768069924534e-07+0j)
IIIIIIIYZIZZYI (0.009690233164529107+0j)
IIIIIIIXZIZZXI (0.009690233164529107+0j)
IIIIIIIYYYZZYI (-0.00951510904809173+0j)
IIIIIIIYXXZZYI (-0.009515109048091736+0j)
IIIIIIIXYYZZXI (-0.009515109048091736+0j)
IIIIIIIXXXZZXI (-0.00951510904809173+0j)
IIYZZZYIIYZZYI (0.004239706026691158+0j)
IIXZZZXIIYZZYI (0.004239706026691158+0j)
IIYZZZYIIXZZXI (0.004239706026691158+0j)
IIXZZZXIIXZZXI (0.004239706026691158+0j)
IYZZZZYIIYZZYI (-0.0042165824159851135+0j)
IXZZZZXIIYZZYI (-0.0042165824159851135+0j)
IYZZZZYIIXZZXI (-0.0042165824159851135+0j)
IXZZZZXIIXZZXI (-0.0042165824159851135+0j)
IIYZZYIIIYZZYI (0.019452670630180923+0j)
IIXZZXIIIYZZYI (0.019452670630180923+0j)
IIYZZYIIIXZZXI (0.019452670630180923+0j)
IIXZZXIIIXZZXI (0.019452670630180923+0j)
IYZZZYIIIYZZYI (-0.019346574598990755+0j)
IXZZZXIIIYZZYI (-0.019346574598990755+0j)
IYZZZYIIIXZZXI (-0.019346574598990755+0j)
IXZZZXIIIXZZXI (-0.019346574598990755+0j)
IIYZYIIIIYZZYI (-0.005471608774862253+0j)
IIXZXIIIIYZZYI (-0.005471608774862253+0j)
IIYZYIIIIXZZXI (-0.005471608774862253+0j)
IIXZXIIIIXZZXI (-0.005471608774862253+0j)
IYZZYIIIIYZZYI (0.0054417662927539745+0j)
IXZZXIIIIYZZYI (0.0054417662927539745+0j)
IYZZYIIIIXZZXI (0.0054417662927539745+0j)
IXZZXIIIIXZZXI (0.0054417662927539745+0j)
IIYYIIIIIYZZYI (4.6042603941775504e-07+0j)
IIXXIIIIIYZZYI (4.6042603941775504e-07+0j)
IIYYIIIIIXZZXI (4.6042603941775504e-07+0j)
IIXXIIIIIXZZXI (4.6042603941775504e-07+0j)
IYZYIIIIIYZZYI (-4.5791484821276225e-07+0j)
IXZXIIIIIYZZYI (-4.5791484821276225e-07+0j)
IYZYIIIIIXZZXI (-4.5791484821276225e-07+0j)
IXZXIIIIIXZZXI (-4.5791484821276225e-07+0j)
YZYIIIIIIYZZYI (-0.005135493251812304+0j)
XZXIIIIIIYZZYI (-0.005135493251812304+0j)
YZYIIIIIIXZZXI (-0.005135493251812304+0j)
XZXIIIIIIXZZXI (-0.005135493251812304+0j)
YYIIIIIIIYZZYI (0.005107483963906193+0j)
XXIIIIIIIYZZYI (0.005107483963906193+0j)
YYIIIIIIIXZZXI (0.005107483963906193+0j)
XXIIIIIIIXZZXI (0.005107483963906193+0j)
IIIIIIIYIZZZYI (0.00958615661881222+0j)
IIIIIIIXIZZZXI (0.00958615661881222+0j)
IIYZZZYIYZZZYI (-0.004216582415985122+0j)
IIXZZZXIYZZZYI (-0.004216582415985122+0j)
IIYZZZYIXZZZXI (-0.004216582415985122+0j)
IIXZZZXIXZZZXI (-0.004216582415985122+0j)
IYZZZZYIYZZZYI (0.004193584922837425+0j)
IXZZZZXIYZZZYI (0.004193584922837425+0j)
IYZZZZYIXZZZXI (0.004193584922837425+0j)
IXZZZZXIXZZZXI (0.004193584922837425+0j)
IIYZZYIIYZZZYI (-0.019346574598990755+0j)
IIXZZXIIYZZZYI (-0.019346574598990755+0j)
IIYZZYIIXZZZXI (-0.019346574598990755+0j)
IIXZZXIIXZZZXI (-0.019346574598990755+0j)
IYZZZYIIYZZZYI (0.01924105722191197+0j)
IXZZZXIIYZZZYI (0.01924105722191197+0j)
IYZZZYIIXZZZXI (0.01924105722191197+0j)
IXZZZXIIXZZZXI (0.01924105722191197+0j)
IIYZYIIIYZZZYI (0.005441766292754009+0j)
IIXZXIIIYZZZYI (0.005441766292754009+0j)
IIYZYIIIXZZZXI (0.005441766292754009+0j)
IIXZXIIIXZZZXI (0.005441766292754009+0j)
IYZZYIIIYZZZYI (-0.0054120865733312245+0j)
IXZZXIIIYZZZYI (-0.0054120865733312245+0j)
IYZZYIIIXZZZXI (-0.0054120865733312245+0j)
IXZZXIIIXZZZXI (-0.0054120865733312245+0j)
IIYYIIIIYZZZYI (-4.579148482700497e-07+0j)
IIXXIIIIYZZZYI (-4.579148482700497e-07+0j)
IIYYIIIIXZZZXI (-4.579148482700497e-07+0j)
IIXXIIIIXZZZXI (-4.579148482700497e-07+0j)
IYZYIIIIYZZZYI (4.5541735308118474e-07+0j)
IXZXIIIIYZZZYI (4.5541735308118474e-07+0j)
IYZYIIIIXZZZXI (4.5541735308118474e-07+0j)
IXZXIIIIXZZZXI (4.5541735308118474e-07+0j)
YZYIIIIIYZZZYI (0.005107483963906184+0j)
XZXIIIIIYZZZYI (0.005107483963906184+0j)
YZYIIIIIXZZZXI (0.005107483963906184+0j)
XZXIIIIIXZZZXI (0.005107483963906184+0j)
YYIIIIIIYZZZYI (-0.005079627440334773+0j)
XXIIIIIIYZZZYI (-0.005079627440334773+0j)
YYIIIIIIXZZZXI (-0.005079627440334773+0j)
XXIIIIIIXZZZXI (-0.005079627440334773+0j)
IIIIIIZYZZZZYI (0.05636765650411702+0j)
IIIIIIZXZZZZXI (0.05636765650411702+0j)
IIIIIYYYZZZZYI (0.0011397665613200366+0j)
IIIIIXXYZZZZYI (0.0011397665613200366+0j)
IIIIIYYXZZZZXI (0.0011397665613200366+0j)
IIIIIXXXZZZZXI (0.0011397665613200366+0j)
IIIIYZYYZZZZYI (-0.004430343111041035+0j)
IIIIXZXYZZZZYI (-0.004430343111041035+0j)
IIIIYZYXZZZZXI (-0.004430343111041035+0j)
IIIIXZXXZZZZXI (-0.004430343111041035+0j)
IIIYZZYYZZZZYI (2.3100612041166014e-07+0j)
IIIXZZXYZZZZYI (2.3100612041166014e-07+0j)
IIIYZZYXZZZZXI (2.3100612041166014e-07+0j)
IIIXZZXXZZZZXI (2.3100612041166014e-07+0j)
YZZZZZYYZZZZYI (0.003552498226623658+0j)
XZZZZZXYZZZZYI (0.003552498226623658+0j)
YZZZZZYXZZZZXI (0.003552498226623658+0j)
XZZZZZXXZZZZXI (0.003552498226623658+0j)
IIIIIZIYZZZZYI (0.028730371700982443+0j)
IIIIIZIXZZZZXI (0.028730371700982443+0j)
IIIIYYIYZZZZYI (-0.007141196885676624+0j)
IIIIXXIYZZZZYI (-0.007141196885676624+0j)
IIIIYYIXZZZZXI (-0.007141196885676624+0j)
IIIIXXIXZZZZXI (-0.007141196885676624+0j)
IIIYZYIYZZZZYI (4.57223698863644e-07+0j)
IIIXZXIYZZZZYI (4.57223698863644e-07+0j)
IIIYZYIXZZZZXI (4.57223698863644e-07+0j)
IIIXZXIXZZZZXI (4.57223698863644e-07+0j)
YZZZZYIYZZZZYI (0.02359308323446603+0j)
XZZZZXIYZZZZYI (0.02359308323446603+0j)
YZZZZYIXZZZZXI (0.02359308323446603+0j)
XZZZZXIXZZZZXI (0.02359308323446603+0j)
IIIIZIIYZZZZYI (0.0064958596076395425+0j)
IIIIZIIXZZZZXI (0.0064958596076395425+0j)
IIIYYIIYZZZZYI (-9.299795867662724e-07+0j)
IIIXXIIYZZZZYI (-9.299795867662724e-07+0j)
IIIYYIIXZZZZXI (-9.299795867662724e-07+0j)
IIIXXIIXZZZZXI (-9.299795867662724e-07+0j)
YZZZYIIYZZZZYI (0.014104488789170049+0j)
XZZZXIIYZZZZYI (0.014104488789170049+0j)
YZZZYIIXZZZZXI (0.014104488789170049+0j)
XZZZXIIXZZZZXI (0.014104488789170049+0j)
IIIZIIIYZZZZYI (0.029368566885132306+0j)
IIIZIIIXZZZZXI (0.029368566885132306+0j)
YZZYIIIYZZZZYI (-1.9827766679404463e-07+0j)
XZZXIIIYZZZZYI (-1.9827766679404463e-07+0j)
YZZYIIIXZZZZXI (-1.9827766679404463e-07+0j)
XZZXIIIXZZZZXI (-1.9827766679404463e-07+0j)
IIZIIIIYZZZZYI (0.014825726416341414+0j)
IIZIIIIXZZZZXI (0.014825726416341414+0j)
IYYIIIIYZZZZYI (0.014622593011997921+0j)
IXXIIIIYZZZZYI (0.014622593011997921+0j)
IYYIIIIXZZZZXI (0.014622593011997921+0j)
IXXIIIIXZZZZXI (0.014622593011997921+0j)
IZIIIIIYZZZZYI (0.014665784059146992+0j)
IZIIIIIXZZZZXI (0.014665784059146992+0j)
ZIIIIIIYZZZZYI (0.013573725247795982+0j)
ZIIIIIIXZZZZXI (0.013573725247795982+0j)
IIIIIIIIIIZZII (0.15645227530723108+0j)
IIIIIIIYZZYZII (-7.942983791698064e-07+0j)
IIIIIIIXZZXZII (-7.942983791698064e-07+0j)
IIIIIIIIIZIZII (0.08813289224903337+0j)
IIIIIIIIYYIZII (0.06869404453024945+0j)
IIIIIIIIXXIZII (0.06869404453024945+0j)
IIIIIIIIZIIZII (0.08738151474722057+0j)
IIIIIIIZIIIZII (0.11553262576510255+0j)
IIIIIIZIIIIZII (0.22262891859316142+0j)
IIIIIYYIIIIZII (0.002530648115043302+0j)
IIIIIXXIIIIZII (0.002530648115043302+0j)
IIIIYZYIIIIZII (0.0012565973356996531+0j)
IIIIXZXIIIIZII (0.0012565973356996531+0j)
IIIYZZYIIIIZII (2.1520760074265743e-07+0j)
IIIXZZXIIIIZII (2.1520760074265743e-07+0j)
YZZZZZYIIIIZII (-0.0030922291019156983+0j)
XZZZZZXIIIIZII (-0.0030922291019156983+0j)
IIIIIZIIIIIZII (0.16706064057444775+0j)
IIIIYYIIIIIZII (0.010582640428508802+0j)
IIIIXXIIIIIZII (0.010582640428508802+0j)
IIIYZYIIIIIZII (4.601258008565974e-07+0j)
IIIXZXIIIIIZII (4.601258008565974e-07+0j)
YZZZZYIIIIIZII (0.0064958596076395425+0j)
XZZZZXIIIIIZII (0.0064958596076395425+0j)
IIIIZIIIIIIZII (0.173369444133466+0j)
IIIYYIIIIIIZII (-4.2326585890053045e-07+0j)
IIIXXIIIIIIZII (-4.2326585890053045e-07+0j)
YZZZYIIIIIIZII (0.02350677332713941+0j)
XZZZXIIIIIIZII (0.02350677332713941+0j)
IIIZIIIIIIIZII (0.16781332073752775+0j)
YZZYIIIIIIIZII (-5.650313563419036e-07+0j)
XZZXIIIIIIIZII (-5.650313563419036e-07+0j)
IIZIIIIIIIIZII (0.09384448136378762+0j)
IYYIIIIIIIIZII (0.07437448229574249+0j)
IXXIIIIIIIIZII (0.07437448229574249+0j)
IZIIIIIIIIIZII (0.09303097106477796+0j)
ZIIIIIIIIIIZII (0.1564434285774385+0j)
IIIIIIIYZZIYII (0.037529343532239495+0j)
IIIIIIIXZZIXII (0.037529343532239495+0j)
IIIIIIIIIZYYII (-0.00010450795322626083+0j)
IIIIIIIIIZXXII (-0.00010450795322626083+0j)
IIIIIIIIYYYYII (0.00010420056606834072+0j)
IIIIIIIIXXYYII (0.00010420056606828548+0j)
IIIIIIIIYYXXII (0.00010420056606828548+0j)
IIIIIIIIXXXXII (0.00010420056606834072+0j)
IIIIIIIIZIYYII (-0.00010564770211658654+0j)
IIIIIIIIZIXXII (-0.00010564770211658654+0j)
IIIIIIIZIIYYII (-1.0766603748996278e-06+0j)
IIIIIIIZIIXXII (-1.0766603748996278e-06+0j)
IIIIIIZIIIYYII (-1.3952818421211357e-06+0j)
IIIIIIZIIIXXII (-1.3952818421211357e-06+0j)
IIIYZZYIIIYYII (-0.0029030163076014005+0j)
IIIXZZXIIIYYII (-0.0029030163076014005+0j)
IIIYZZYIIIXXII (-0.0029030163076014005+0j)
IIIXZZXIIIXXII (-0.0029030163076014005+0j)
YZZZZZYIIIYYII (-1.8522889941000696e-07+0j)
XZZZZZXIIIYYII (-1.8522889941000696e-07+0j)
YZZZZZYIIIXXII (-1.8522889941000696e-07+0j)
XZZZZZXIIIXXII (-1.8522889941000696e-07+0j)
IIIIIZIIIIYYII (-1.2777337114940577e-06+0j)
IIIIIZIIIIXXII (-1.2777337114940577e-06+0j)
IIIIYYIIIIYYII (-2.218148086312204e-07+0j)
IIIIXXIIIIYYII (-2.218148086312204e-07+0j)
IIIIYYIIIIXXII (-2.218148086312204e-07+0j)
IIIIXXIIIIXXII (-2.218148086312204e-07+0j)
IIIYZYIIIIYYII (-0.010883695294350973+0j)
IIIXZXIIIIYYII (-0.010883695294350973+0j)
IIIYZYIIIIXXII (-0.010883695294350973+0j)
IIIXZXIIIIXXII (-0.010883695294350973+0j)
YZZZZYIIIIYYII (-9.299795867662724e-07+0j)
XZZZZXIIIIYYII (-9.299795867662724e-07+0j)
YZZZZYIIIIXXII (-9.299795867662724e-07+0j)
XZZZZXIIIIXXII (-9.299795867662724e-07+0j)
IIIIZIIIIIYYII (-4.2326585890053045e-07+0j)
IIIIZIIIIIXXII (-4.2326585890053045e-07+0j)
IIIYYIIIIIYYII (0.011361045430296684+0j)
IIIXXIIIIIYYII (0.011361045430296684+0j)
IIIYYIIIIIXXII (0.011361045430296684+0j)
IIIXXIIIIIXXII (0.011361045430296684+0j)
YZZZYIIIIIYYII (-2.2926702282790285e-07+0j)
XZZZXIIIIIYYII (-2.2926702282790285e-07+0j)
YZZZYIIIIIXXII (-2.2926702282790285e-07+0j)
XZZZXIIIIIXXII (-2.2926702282790285e-07+0j)
IIIZIIIIIIYYII (-2.9782481317661764e-07+0j)
IIIZIIIIIIXXII (-2.9782481317661764e-07+0j)
YZZYIIIIIIYYII (-0.002626547680305419+0j)
XZZXIIIIIIYYII (-0.002626547680305419+0j)
YZZYIIIIIIXXII (-0.002626547680305419+0j)
XZZXIIIIIIXXII (-0.002626547680305419+0j)
IIZIIIIIIIYYII (-0.00010441111341685081+0j)
IIZIIIIIIIXXII (-0.00010441111341685081+0j)
IYYIIIIIIIYYII (0.000104296877707573+0j)
IXXIIIIIIIYYII (0.000104296877707573+0j)
IYYIIIIIIIXXII (0.000104296877707573+0j)
IXXIIIIIIIXXII (0.000104296877707573+0j)
IZIIIIIIIIYYII (-0.00010555191576669047+0j)
IZIIIIIIIIXXII (-0.00010555191576669047+0j)
ZIIIIIIIIIYYII (-1.3257644970849411e-07+0j)
ZIIIIIIIIIXXII (-1.3257644970849411e-07+0j)
IIIIIIIYZIZYII (0.019363105403380865+0j)
IIIIIIIXZIZXII (0.019363105403380865+0j)
IIIIIIIYYYZYII (-0.018265861226615734+0j)
IIIIIIIYXXZYII (-0.018265861226615828+0j)
IIIIIIIXYYZXII (-0.018265861226615828+0j)
IIIIIIIXXXZXII (-0.018265861226615734+0j)
IIYZZZYIIYZYII (-0.0014594463593648902+0j)
IIXZZZXIIYZYII (-0.0014594463593648902+0j)
IIYZZZYIIXZXII (-0.0014594463593648902+0j)
IIXZZZXIIXZXII (-0.0014594463593648902+0j)
IYZZZZYIIYZYII (0.0014514864514732005+0j)
IXZZZZXIIYZYII (0.0014514864514732005+0j)
IYZZZZYIIXZXII (0.0014514864514732005+0j)
IXZZZZXIIXZXII (0.0014514864514732005+0j)
IIYZZYIIIYZYII (-0.005471608774862253+0j)
