Jordan-Wigner mapping of H2O Hamiltonian in sto3g basis.
IIIIIIIIIIII (-15.938363293773717+0j)
ZIIIIIIIIXXI (-1.3289399674874648e-07+0j)
IIIIIIIIYIYI (-1.2397915782535024e-07+0j)
IIIIIIIIXIXI (-1.2397915782535024e-07+0j)
IIIIIIYZIZYI (0.019363087391858325+0j)
IIIIIIXZIZXI (0.019363087391858325+0j)
IIIIIIIZYZYI (-1.1178587016826092e-08+0j)
IIIIIIIZXZXI (-1.1178587016826092e-08+0j)
IIIIIIYYYZYI (0.01826586093791005+0j)
IIIIIIYXXZYI (0.01826586093789767+0j)
IIIIIIXYYZXI (0.01826586093789767+0j)
IIIIIIXXXZXI (0.01826586093791005+0j)
IIIIIIXZXIZI (-1.1110145365415775e-07+0j)
IIIIIIYZYIZI (-1.1110145365415775e-07+0j)
IIIIIZIIYZYI (-1.0030900134682567e-07+0j)
IIIIIZIIXZXI (-1.0030900134682567e-07+0j)
IIYZZYIIYZYI (-0.0054716040032630284+0j)
IIXZZXIIYZYI (-0.0054716040032630284+0j)
IIYZZYIIXZXI (-0.0054716040032630284+0j)
IIXZZXIIXZXI (-0.0054716040032630284+0j)
IYZZZYIIYZYI (-0.005441766793541148+0j)
IXZZZXIIYZYI (-0.005441766793541148+0j)
IYZZZYIIXZXI (-0.005441766793541148+0j)
IXZZZXIIXZXI (-0.005441766793541148+0j)
YZZZZYIIYZYI (-8.616823073418364e-08+0j)
XZZZZXIIYZYI (-8.616823073418364e-08+0j)
YZZZZYIIXZXI (-8.616823073418364e-08+0j)
XZZZZXIIXZXI (-8.616823073418364e-08+0j)
IIIIZIIIYZYI (-3.853178114632214e-08+0j)
IIIIZIIIXZXI (-3.853178114632214e-08+0j)
IIYZYIIIYZYI (0.005711584002730195+0j)
IIXZXIIIYZYI (0.005711584002730195+0j)
IIYZYIIIXZXI (0.005711584002730195+0j)
IIXZXIIIXZXI (0.005711584002730195+0j)
IYZZYIIIYZYI (0.005680438157801046+0j)
IXZZXIIIYZYI (0.005680438157801046+0j)
IYZZYIIIXZXI (0.005680438157801046+0j)
IXZZXIIIXZXI (0.005680438157801046+0j)
YZZZYIIIYZYI (-8.337541758814242e-08+0j)
XZZZXIIIYZYI (-8.337541758814242e-08+0j)
YZZZYIIIXZXI (-8.337541758814242e-08+0j)
XZZZXIIIXZXI (-8.337541758814242e-08+0j)
IIIZIIIIYZYI (-1.2397915782535024e-07+0j)
IIIZIIIIXZXI (-1.2397915782535024e-07+0j)
IIYYIIIIYZYI (-9.68716374443234e-08+0j)
IIXXIIIIYZYI (-9.68716374443234e-08+0j)
IIYYIIIIXZXI (-9.68716374443234e-08+0j)
IIXXIIIIXZXI (-9.68716374443234e-08+0j)
IYZYIIIIYZYI (-9.634337815111593e-08+0j)
IXZXIIIIYZYI (-9.634337815111593e-08+0j)
IYZYIIIIXZXI (-9.634337815111593e-08+0j)
IXZXIIIIXZXI (-9.634337815111593e-08+0j)
IIZIIIIIYZYI (-3.5484423756909556e-08+0j)
IIZIIIIIXZXI (-3.5484423756909556e-08+0j)
YZYIIIIIYZYI (-0.0013204545020278498+0j)
XZXIIIIIYZYI (-0.0013204545020278498+0j)
YZYIIIIIXZXI (-0.0013204545020278498+0j)
XZXIIIIIXZXI (-0.0013204545020278498+0j)
IZIIIIIIYZYI (-3.5422326949707994e-08+0j)
IZIIIIIIXZXI (-3.5422326949707994e-08+0j)
YYIIIIIIYZYI (-0.0013132539301263233+0j)
XXIIIIIIYZYI (-0.0013132539301263233+0j)
YYIIIIIIXZXI (-0.0013132539301263233+0j)
XXIIIIIIXZXI (-0.0013132539301263233+0j)
IIIIIIIYZIYI (-1.1006331313878973e-07+0j)
IIIIIIIXZIXI (-1.1006331313878973e-07+0j)
IIIIIIYIZZYI (0.019163330082123876+0j)
IIIIIIXIZZXI (0.019163330082123876+0j)
IIIIIIXXIIZI (-1.1574677441269037e-07+0j)
IIIIIIYYIIZI (-1.1574677441269037e-07+0j)
IIIIIZIYZZYI (-8.444364497182943e-08+0j)
IIIIIZIXZZXI (-8.444364497182943e-08+0j)
IIYZZYIYZZYI (-0.005441766793541656+0j)
IIXZZXIYZZYI (-0.005441766793541656+0j)
IIYZZYIXZZXI (-0.005441766793541656+0j)
IIXZZXIXZZXI (-0.005441766793541656+0j)
IYZZZYIYZZYI (-0.005412092289134904+0j)
IXZZZXIYZZYI (-0.005412092289134904+0j)
IYZZZYIXZZXI (-0.005412092289134904+0j)
IXZZZXIXZZXI (-0.005412092289134904+0j)
YZZZZYIYZZYI (-8.312633030597193e-08+0j)
XZZZZXIYZZYI (-8.312633030597193e-08+0j)
YZZZZYIXZZXI (-8.312633030597193e-08+0j)
XZZZZXIXZZXI (-8.312633030597193e-08+0j)
IIIIZIIYZZYI (-3.123491723996708e-08+0j)
IIIIZIIXZZXI (-3.123491723996708e-08+0j)
IIYZYIIYZZYI (0.005680438157801046+0j)
IIXZXIIYZZYI (0.005680438157801046+0j)
IIYZYIIXZZXI (0.005680438157801046+0j)
IIXZXIIXZZXI (0.005680438157801046+0j)
IYZZYIIYZZYI (0.005649462154316231+0j)
IXZZXIIYZZYI (0.005649462154316231+0j)
IYZZYIIXZZXI (0.005649462154316231+0j)
IXZZXIIXZZXI (0.005649462154316231+0j)
YZZZYIIYZZYI (-8.252087573907505e-08+0j)
XZZZXIIYZZYI (-8.252087573907505e-08+0j)
YZZZYIIXZZXI (-8.252087573907505e-08+0j)
XZZZXIIXZZXI (-8.252087573907505e-08+0j)
IIIZIIIYZZYI (-1.1006331313878973e-07+0j)
IIIZIIIXZZXI (-1.1006331313878973e-07+0j)
IIYYIIIYZZYI (-9.634338484180449e-08+0j)
IIXXIIIYZZYI (-9.634338484180449e-08+0j)
IIYYIIIXZZXI (-9.634338484180449e-08+0j)
IIXXIIIXZZXI (-9.634338484180449e-08+0j)
IYZYIIIYZZYI (-9.581800838330539e-08+0j)
IXZXIIIYZZYI (-9.581800838330539e-08+0j)
IYZYIIIXZZXI (-9.581800838330539e-08+0j)
IXZXIIIXZZXI (-9.581800838330539e-08+0j)
IIZIIIIYZZYI (-3.5994521847076154e-08+0j)
IIZIIIIXZZXI (-3.5994521847076154e-08+0j)
YZYIIIIYZZYI (-0.0013132539301387012+0j)
XZXIIIIYZZYI (-0.0013132539301387012+0j)
YZYIIIIXZZXI (-0.0013132539301387012+0j)
XZXIIIIXZZXI (-0.0013132539301387012+0j)
IZIIIIIYZZYI (-3.601332088535698e-08+0j)
IZIIIIIXZZXI (-3.601332088535698e-08+0j)
YYIIIIIYZZYI (-0.0013060926236861765+0j)
XXIIIIIYZZYI (-0.0013060926236861765+0j)
YYIIIIIXZZXI (-0.0013060926236861765+0j)
XXIIIIIXZZXI (-0.0013060926236861765+0j)
IIIIIIZIYZYI (-1.3014349311934717e-07+0j)
IIIIIIZIXZXI (-1.3014349311934717e-07+0j)
IIIIIIZYZZYI (-1.3554836124791175e-07+0j)
IIIIIIZXZZXI (-1.3554836124791175e-07+0j)
IIIIIZYZZZYI (0.03013032819063+0j)
IIIIIZXZZZXI (0.03013032819063+0j)
IIIIYYYZZZYI (0.024517214650905613+0j)
IIIIXXYZZZYI (0.024517214650905613+0j)
IIIIYYXZZZXI (0.024517214650905613+0j)
IIIIXXXZZZXI (0.024517214650905613+0j)
IIIYZYYZZZYI (-1.1113997632579607e-06+0j)
IIIXZXYZZZYI (-1.1113997632579607e-06+0j)
IIIYZYXZZZXI (-1.1113997632579607e-06+0j)
IIIXZXXZZZXI (-1.1113997632579607e-06+0j)
IIYZZYYZZZYI (-1.2071200593926498e-07+0j)
IIXZZXYZZZYI (-1.2071200593926498e-07+0j)
IIYZZYXZZZXI (-1.2071200593926498e-07+0j)
IIXZZXXZZZXI (-1.2071200593926498e-07+0j)
IYZZZYYZZZYI (-1.168101980893525e-07+0j)
IXZZZXYZZZYI (-1.168101980893525e-07+0j)
IYZZZYXZZZXI (-1.168101980893525e-07+0j)
IXZZZXXZZZXI (-1.168101980893525e-07+0j)
YZZZZYYZZZYI (0.014104490090871917+0j)
XZZZZXYZZZYI (0.014104490090871917+0j)
YZZZZYXZZZXI (0.014104490090871917+0j)
XZZZZXXZZZXI (0.014104490090871917+0j)
IIIIZIYZZZYI (0.02350677458641437+0j)
IIIIZIXZZZXI (0.02350677458641437+0j)
IIIYYIYZZZYI (-2.2805892453261371e-07+0j)
IIIXXIYZZZYI (-2.2805892453261371e-07+0j)
IIIYYIXZZZXI (-2.2805892453261371e-07+0j)
IIIXXIXZZZXI (-2.2805892453261371e-07+0j)
IIYZYIYZZZYI (-8.337541758814242e-08+0j)
IIXZXIYZZZYI (-8.337541758814242e-08+0j)
IIYZYIXZZZXI (-8.337541758814242e-08+0j)
IIXZXIXZZZXI (-8.337541758814242e-08+0j)
IYZZYIYZZZYI (-8.252087573907505e-08+0j)
IXZZXIYZZZYI (-8.252087573907505e-08+0j)
IYZZYIXZZZXI (-8.252087573907505e-08+0j)
IXZZXIXZZZXI (-8.252087573907505e-08+0j)
YZZZYIYZZZYI (0.040910800942143555+0j)
XZZZXIYZZZYI (0.040910800942143555+0j)
YZZZYIXZZZXI (0.040910800942143555+0j)
XZZZXIXZZZXI (0.040910800942143555+0j)
IIIZIIYZZZYI (0.040155889887692336+0j)
IIIZIIXZZZXI (0.040155889887692336+0j)
YZZYIIYZZZYI (-9.421210359480611e-07+0j)
XZZXIIYZZZYI (-9.421210359480611e-07+0j)
YZZYIIXZZZXI (-9.421210359480611e-07+0j)
XZZXIIXZZZXI (-9.421210359480611e-07+0j)
IIZIIIYZZZYI (0.020683541893886173+0j)
IIZIIIXZZZXI (0.020683541893886173+0j)
IYYIIIYZZZYI (-0.019579114868036374+0j)
IXXIIIYZZZYI (-0.019579114868036374+0j)
IYYIIIXZZZXI (-0.019579114868036374+0j)
IXXIIIXZZZXI (-0.019579114868036374+0j)
YZYIIIYZZZYI (-1.3014349311934717e-07+0j)
XZXIIIYZZZYI (-1.3014349311934717e-07+0j)
YZYIIIXZZZXI (-1.3014349311934717e-07+0j)
XZXIIIXZZZXI (-1.3014349311934717e-07+0j)
IZIIIIYZZZYI (0.020469422705810054+0j)
IZIIIIXZZZXI (0.020469422705810054+0j)
YYIIIIYZZZYI (-1.3554836124791175e-07+0j)
XXIIIIYZZZYI (-1.3554836124791175e-07+0j)
YYIIIIXZZZXI (-1.3554836124791175e-07+0j)
XXIIIIXZZZXI (-1.3554836124791175e-07+0j)
ZIIIIIYZZZYI (-0.0011886694516053953+0j)
ZIIIIIXZZZXI (-0.0011886694516053953+0j)
IIIIIIIIZZII (0.10241180150136012+0j)
IIIIIIIYYZII (-0.082494488750458+0j)
IIIIIIIXXZII (-0.082494488750458+0j)
IIIIIIYZYZII (-1.4733872219765984e-07+0j)
IIIIIIXZXZII (-1.4733872219765984e-07+0j)
IIIIIIIZIZII (0.10150963339681561+0j)
IIIIIIYYIZII (-1.628569211772673e-07+0j)
IIIIIIXXIZII (-1.628569211772673e-07+0j)
IIIIIIZIIZII (0.14311302369007634+0j)
IIIIIZIIIZII (0.1917582096451666+0j)
IIIIYYIIIZII (0.018519148057128+0j)
IIIIXXIIIZII (0.018519148057128+0j)
IIIYZYIIIZII (-2.409334438302589e-06+0j)
IIIXZXIIIZII (-2.409334438302589e-06+0j)
IIYZZYIIIZII (-9.238109454105826e-08+0j)
IIXZZXIIIZII (-9.238109454105826e-08+0j)
YZZZZYIIIZII (0.029368568981504112+0j)
XZZZZXIIIZII (0.029368568981504112+0j)
IIIIZIIIIZII (0.16781332201989577+0j)
IIIYYIIIIZII (-2.959726118063426e-07+0j)
IIIXXIIIIZII (-2.959726118063426e-07+0j)
IIYZYIIIIZII (-1.2397915782535024e-07+0j)
IIXZXIIIIZII (-1.2397915782535024e-07+0j)
IYZZYIIIIZII (-1.1006331313878973e-07+0j)
IXZZXIIIIZII (-1.1006331313878973e-07+0j)
YZZZYIIIIZII (0.040155889887692336+0j)
XZZZXIIIIZII (0.040155889887692336+0j)
IIIZIIIIIZII (0.22003977341515357+0j)
YZZYIIIIIZII (-7.165717019729314e-07+0j)
XZZXIIIIIZII (-7.165717019729314e-07+0j)
IIZIIIIIIZII (0.10837478524807949+0j)
IYYIIIIIIZII (-0.08842495574402234+0j)
IXXIIIIIIZII (-0.08842495574402234+0j)
YZYIIIIIIZII (-1.4733872219765984e-07+0j)
XZXIIIIIIZII (-1.4733872219765984e-07+0j)
IZIIIIIIIZII (0.10740776095437012+0j)
YYIIIIIIIZII (-1.628569211772673e-07+0j)
XXIIIIIIIZII (-1.628569211772673e-07+0j)
ZIIIIIIIIZII (0.15078807643795142+0j)
IIYZZYIIYYII (4.6013908047559543e-07+0j)
IIXZZXIIYYII (4.6013908047559543e-07+0j)
IIYZZYIIXXII (4.6013908047559543e-07+0j)
IIXZZXIIXXII (4.6013908047559543e-07+0j)
IYZZZYIIYYII (4.576299013906403e-07+0j)
IXZZZXIIYYII (4.576299013906403e-07+0j)
IYZZZYIIXXII (4.576299013906403e-07+0j)
IXZZZXIIXXII (4.576299013906403e-07+0j)
IIYZYIIIYYII (-9.68716374443234e-08+0j)
IIXZXIIIYYII (-9.68716374443234e-08+0j)
IIYZYIIIXXII (-9.68716374443234e-08+0j)
IIXZXIIIXXII (-9.68716374443234e-08+0j)
IYZZYIIIYYII (-9.634338484180449e-08+0j)
IXZZXIIIYYII (-9.634338484180449e-08+0j)
IYZZYIIIXXII (-9.634338484180449e-08+0j)
IXZZXIIIXXII (-9.634338484180449e-08+0j)
IIYYIIIIYYII (0.005962983746719371+0j)
IIXXIIIIYYII (0.005962983746719371+0j)
IIYYIIIIXXII (0.005962983746719371+0j)
IIXXIIIIXXII (0.005962983746719371+0j)
IYZYIIIIYYII (0.005930466993564348+0j)
IXZXIIIIYYII (0.005930466993564348+0j)
IYZYIIIIXXII (0.005930466993564348+0j)
IXZXIIIIXXII (0.005930466993564348+0j)
IIYZZYIYZYII (4.5762990821595215e-07+0j)
IIXZZXIYZYII (4.5762990821595215e-07+0j)
IIYZZYIXZXII (4.5762990821595215e-07+0j)
IIXZZXIXZXII (4.5762990821595215e-07+0j)
IYZZZYIYZYII (4.5513440716454724e-07+0j)
IXZZZXIYZYII (4.5513440716454724e-07+0j)
IYZZZYIXZXII (4.5513440716454724e-07+0j)
IXZZZXIXZXII (4.5513440716454724e-07+0j)
IIYZYIIYZYII (-9.634337815111593e-08+0j)
IIXZXIIYZYII (-9.634337815111593e-08+0j)
IIYZYIIXZXII (-9.634337815111593e-08+0j)
IIXZXIIXZXII (-9.634337815111593e-08+0j)
IYZZYIIYZYII (-9.581800838330539e-08+0j)
IXZZXIIYZYII (-9.581800838330539e-08+0j)
IYZZYIIXZXII (-9.581800838330539e-08+0j)
IXZZXIIXZXII (-9.581800838330539e-08+0j)
IIYYIIIYZYII (0.005930466993564348+0j)
IIXXIIIYZYII (0.005930466993564348+0j)
IIYYIIIXZXII (0.005930466993564348+0j)
IIXXIIIXZXII (0.005930466993564348+0j)
IYZYIIIYZYII (0.0058981275575545+0j)
IXZXIIIYZYII (0.0058981275575545+0j)
IYZYIIIXZXII (0.0058981275575545+0j)
IXZXIIIXZXII (0.0058981275575545+0j)
IIIIIIYZIYII (-1.9434555283587826e-05+0j)
IIIIIIXZIXII (-1.9434555283587826e-05+0j)
IIIIIIYXXYII (1.8593675912556278e-05+0j)
IIIIIIYYYYII (1.8593675912556278e-05+0j)
IIIIIIXXXXII (1.8593675912556278e-05+0j)
IIIIIIXYYXII (1.8593675912556278e-05+0j)
IIIIIIYIZYII (-1.963762352310012e-05+0j)
IIIIIIXIZXII (-1.963762352310012e-05+0j)
IIIIIZYZZYII (-9.533844723713412e-07+0j)
IIIIIZXZZXII (-9.533844723713412e-07+0j)
IIIIYYYZZYII (-1.3683682011542968e-06+0j)
IIIIXXYZZYII (-1.3683682011542968e-06+0j)
IIIIYYXZZXII (-1.3683682011542968e-06+0j)
IIIIXXXZZXII (-1.3683682011542968e-06+0j)
IIIYZYYZZYII (-0.010215121302295101+0j)
IIIXZXYZZYII (-0.010215121302295101+0j)
IIIYZYXZZXII (-0.010215121302295101+0j)
IIIXZXXZZXII (-0.010215121302295101+0j)
YZZZZYYZZYII (-1.9732001141494837e-07+0j)
XZZZZXYZZYII (-1.9732001141494837e-07+0j)
YZZZZYXZZXII (-1.9732001141494837e-07+0j)
XZZZZXXZZXII (-1.9732001141494837e-07+0j)
IIIIZIYZZYII (-5.641692818171402e-07+0j)
IIIIZIXZZXII (-5.641692818171402e-07+0j)
IIIYYIYZZYII (-0.0026265471402276436+0j)
IIIXXIYZZYII (-0.0026265471402276436+0j)
IIIYYIXZZXII (-0.0026265471402276436+0j)
IIIXXIXZZXII (-0.0026265471402276436+0j)
YZZZYIYZZYII (-9.421210359480611e-07+0j)
XZZZXIYZZYII (-9.421210359480611e-07+0j)
YZZZYIXZZXII (-9.421210359480611e-07+0j)
XZZZXIXZZXII (-9.421210359480611e-07+0j)
IIIZIIYZZYII (-7.165717019729314e-07+0j)
IIIZIIXZZXII (-7.165717019729314e-07+0j)
YZZYIIYZZYII (0.007675052747875096+0j)
XZZXIIYZZYII (0.007675052747875096+0j)
YZZYIIXZZXII (0.007675052747875096+0j)
XZZXIIXZZXII (0.007675052747875096+0j)
IIZIIIYZZYII (-1.9409355592099508e-05+0j)
IIZIIIXZZXII (-1.9409355592099508e-05+0j)
IYYIIIYZZYII (-1.8593675912556278e-05+0j)
IXXIIIYZZYII (-1.8593675912556278e-05+0j)
IYYIIIXZZXII (-1.8593675912556278e-05+0j)
IXXIIIXZZXII (-1.8593675912556278e-05+0j)
IZIIIIYZZYII (-1.9612697921569724e-05+0j)
IZIIIIXZZXII (-1.9612697921569724e-05+0j)
ZIIIIIYZZYII (2.927951431100362e-07+0j)
ZIIIIIXZZXII (2.927951431100362e-07+0j)
IIIIIIIZZIII (0.01940876498055577+0j)
IIIIIIYYZIII (-5.331987262020278e-08+0j)
IIIIIIXXZIII (-5.331987262020278e-08+0j)
IIIIIIZIZIII (0.08097001279982809+0j)
IIIIIZIIZIII (0.10591090242766282+0j)
IIIIYYIIZIII (0.009713539487617112+0j)
IIIIXXIIZIII (0.009713539487617112+0j)
IIIYZYIIZIII (0.0003408947809878194+0j)
IIIXZXIIZIII (0.0003408947809878194+0j)
YZZZZYIIZIII (0.014825713392502606+0j)
XZZZZXIIZIII (0.014825713392502606+0j)
IIIIZIIIZIII (0.0938444103254578+0j)
IIIYYIIIZIII (-0.00010441034173545947+0j)
IIIXXIIIZIII (-0.00010441034173545947+0j)
YZZZYIIIZIII (0.020683541893886173+0j)
XZZZXIIIZIII (0.020683541893886173+0j)
IIIZIIIIZIII (0.10837478524807949+0j)
YZZYIIIIZIII (-1.9409355592099508e-05+0j)
XZZXIIIIZIII (-1.9409355592099508e-05+0j)
IIZIIIIIZIII (0.11320214454746746+0j)
IYYIIIIIZIII (-0.0071094150416131825+0j)
IXXIIIIIZIII (-0.0071094150416131825+0j)
YZYIIIIIZIII (-9.142116857223233e-08+0j)
XZXIIIIIZIII (-9.142116857223233e-08+0j)
IZIIIIIIZIII (0.11312439526277056+0j)
YYIIIIIIZIII (-9.33019688651894e-08+0j)
XXIIIIIIZIII (-9.33019688651894e-08+0j)
ZIIIIIIIZIII (0.08482852263411383+0j)
IIIIIIZYYIII (-0.06248374109169513+0j)
IIIIIIZXXIII (-0.06248374109169513+0j)
IIIIIZIYYIII (-0.08631800815237181+0j)
IIIIIZIXXIII (-0.08631800815237181+0j)
IIIIYYIYYIII (-0.008853889781702519+0j)
IIIIXXIYYIII (-0.008853889781702519+0j)
IIIIYYIXXIII (-0.008853889781702519+0j)
IIIIXXIXXIII (-0.008853889781702519+0j)
IIIYZYIYYIII (0.0003433458681729268+0j)
IIIXZXIYYIII (0.0003433458681729268+0j)
IIIYZYIXXIII (0.0003433458681729268+0j)
IIIXZXIXXIII (0.0003433458681729268+0j)
IIYZZYIYYIII (1.0969938859758038e-07+0j)
IIXZZXIYYIII (1.0969938859758038e-07+0j)
IIYZZYIXXIII (1.0969938859758038e-07+0j)
IIXZZXIXXIII (1.0969938859758038e-07+0j)
IYZZZYIYYIII (8.09238595458605e-08+0j)
IXZZZXIYYIII (8.09238595458605e-08+0j)
IYZZZYIXXIII (8.09238595458605e-08+0j)
IXZZZXIXXIII (8.09238595458605e-08+0j)
YZZZZYIYYIII (-0.014622594116876917+0j)
XZZZZXIYYIII (-0.014622594116876917+0j)
YZZZZYIXXIII (-0.014622594116876917+0j)
XZZZZXIXXIII (-0.014622594116876917+0j)
IIIIZIIYYIII (-0.07437448330882922+0j)
IIIIZIIXXIII (-0.07437448330882922+0j)
IIIYYIIYYIII (-0.00010429773593327682+0j)
IIIXXIIYYIII (-0.00010429773593327682+0j)
IIIYYIIXXIII (-0.00010429773593327682+0j)
IIIXXIIXXIII (-0.00010429773593327682+0j)
YZZZYIIYYIII (-0.019579114868036374+0j)
XZZZXIIYYIII (-0.019579114868036374+0j)
YZZZYIIXXIII (-0.019579114868036374+0j)
XZZZXIIXXIII (-0.019579114868036374+0j)
IIIZIIIYYIII (-0.08842495574402234+0j)
IIIZIIIXXIII (-0.08842495574402234+0j)
YZZYIIIYYIII (-1.8593675912556278e-05+0j)
XZZXIIIYYIII (-1.8593675912556278e-05+0j)
YZZYIIIXXIII (-1.8593675912556278e-05+0j)
XZZXIIIXXIII (-1.8593675912556278e-05+0j)
IIZIIIIYYIII (-0.0071094150416131825+0j)
IIZIIIIXXIII (-0.0071094150416131825+0j)
IYYIIIIYYIII (0.09371563028221477+0j)
IXXIIIIYYIII (0.09371563028221477+0j)
IYYIIIIXXIII (0.09371563028221477+0j)
IXXIIIIXXIII (0.09371563028221477+0j)
IZIIIIIYYIII (-0.006084531393970785+0j)
IZIIIIIXXIII (-0.006084531393970785+0j)
YYIIIIIYYIII (9.354089349229367e-08+0j)
XXIIIIIYYIII (9.354089349229367e-08+0j)
YYIIIIIXXIII (9.354089349229367e-08+0j)
XXIIIIIXXIII (9.354089349229367e-08+0j)
ZIIIIIIYYIII (-0.06632121008183292+0j)
ZIIIIIIXXIII (-0.06632121008183292+0j)
IIIIIZYZYIII (-1.049602329946913e-07+0j)
IIIIIZXZXIII (-1.049602329946913e-07+0j)
IIIIYYYZYIII (-1.2770573942891572e-07+0j)
IIIIXXYZYIII (-1.2770573942891572e-07+0j)
IIIIYYXZXIII (-1.2770573942891572e-07+0j)
IIIIXXXZXIII (-1.2770573942891572e-07+0j)
IIYZZYYZYIII (-0.005135488660134851+0j)
IIXZZXYZYIII (-0.005135488660134851+0j)
IIYZZYXZXIII (-0.005135488660134851+0j)
IIXZZXXZXIII (-0.005135488660134851+0j)
IYZZZYYZYIII (-0.005107484321349764+0j)
IXZZZXYZYIII (-0.005107484321349764+0j)
IYZZZYXZXIII (-0.005107484321349764+0j)
IXZZZXXZXIII (-0.005107484321349764+0j)
IIIIZIYZYIII (-2.7726036066015337e-08+0j)
IIIIZIXZXIII (-2.7726036066015337e-08+0j)
IIYZYIYZYIII (-0.0013204545020278498+0j)
IIXZXIYZYIII (-0.0013204545020278498+0j)
IIYZYIXZXIII (-0.0013204545020278498+0j)
IIXZXIXZXIII (-0.0013204545020278498+0j)
IYZZYIYZYIII (-0.0013132539301387012+0j)
IXZZXIYZYIII (-0.0013132539301387012+0j)
IYZZYIXZXIII (-0.0013132539301387012+0j)
IXZZXIXZXIII (-0.0013132539301387012+0j)
YZZZYIYZYIII (-1.3014349311934717e-07+0j)
XZZZXIYZYIII (-1.3014349311934717e-07+0j)
YZZZYIXZXIII (-1.3014349311934717e-07+0j)
XZZZXIXZXIII (-1.3014349311934717e-07+0j)
IIIZIIYZYIII (-1.4733872219765984e-07+0j)
IIIZIIXZXIII (-1.4733872219765984e-07+0j)
IIZIIIYZYIII (-9.142116857223233e-08+0j)
IIZIIIXZXIII (-9.142116857223233e-08+0j)
YZYIIIYZYIII (0.0038585098342857438+0j)
XZXIIIYZYIII (0.0038585098342857438+0j)
YZYIIIXZXIII (0.0038585098342857438+0j)
XZXIIIXZXIII (0.0038585098342857438+0j)
IZIIIIYZYIII (-9.292089991458927e-08+0j)
IZIIIIXZXIII (-9.292089991458927e-08+0j)
YYIIIIYZYIII (0.003837468990137795+0j)
XXIIIIYZYIII (0.003837468990137795+0j)
YYIIIIXZXIII (0.003837468990137795+0j)
XXIIIIXZXIII (0.003837468990137795+0j)
IIIIIIZZIIII (0.080286684263338+0j)
IIIIIZIZIIII (0.10496691992674326+0j)
IIIIYYIZIIII (0.009616712450043873+0j)
IIIIXXIZIIII (0.009616712450043873+0j)
IIIYZYIZIIII (0.00034464964625381786+0j)
IIIXZXIZIIII (0.00034464964625381786+0j)
YZZZZYIZIIII (0.014665799218633225+0j)
XZZZZXIZIIII (0.014665799218633225+0j)
IIIIZIIZIIII (0.09303104342485512+0j)
IIIYYIIZIIII (-0.00010555095236461819+0j)
IIIXXIIZIIII (-0.00010555095236461819+0j)
YZZZYIIZIIII (0.020469422705810054+0j)
XZZZXIIZIIII (0.020469422705810054+0j)
IIIZIIIZIIII (0.10740776095437012+0j)
YZZYIIIZIIII (-1.9612697921569724e-05+0j)
XZZXIIIZIIII (-1.9612697921569724e-05+0j)
IIZIIIIZIIII (0.11312439526277056+0j)
IYYIIIIZIIII (-0.006084531393970785+0j)
IXXIIIIZIIII (-0.006084531393970785+0j)
YZYIIIIZIIII (-9.292089991458927e-08+0j)
XZXIIIIZIIII (-9.292089991458927e-08+0j)
IZIIIIIZIIII (0.11305785420970219+0j)
YYIIIIIZIIII (-9.464027712237861e-08+0j)
XXIIIIIZIIII (-9.464027712237861e-08+0j)
ZIIIIIIZIIII (0.08410322714718085+0j)
IIIIIZYYIIII (-1.2016033686054663e-07+0j)
IIIIIZXXIIII (-1.2016033686054663e-07+0j)
IIIIYYYYIIII (-1.27141438459296e-07+0j)
IIIIXXYYIIII (-1.27141438459296e-07+0j)
IIIIYYXXIIII (-1.27141438459296e-07+0j)
IIIIXXXXIIII (-1.27141438459296e-07+0j)
IIYZZYYYIIII (-0.005107484321338048+0j)
IIXZZXYYIIII (-0.005107484321338048+0j)
IIYZZYXXIIII (-0.005107484321338048+0j)
IIXZZXXXIIII (-0.005107484321338048+0j)
IYZZZYYYIIII (-0.005079632693048106+0j)
IXZZZXYYIIII (-0.005079632693048106+0j)
IYZZZYXXIIII (-0.005079632693048106+0j)
IXZZZXXXIIII (-0.005079632693048106+0j)
IIIIZIYYIIII (-3.3225898673615336e-08+0j)
IIIIZIXXIIII (-3.3225898673615336e-08+0j)
IIYZYIYYIIII (-0.0013132539301263233+0j)
IIXZXIYYIIII (-0.0013132539301263233+0j)
IIYZYIXXIIII (-0.0013132539301263233+0j)
IIXZXIXXIIII (-0.0013132539301263233+0j)
IYZZYIYYIIII (-0.0013060926236861765+0j)
IXZZXIYYIIII (-0.0013060926236861765+0j)
IYZZYIXXIIII (-0.0013060926236861765+0j)
IXZZXIXXIIII (-0.0013060926236861765+0j)
YZZZYIYYIIII (-1.3554836124791175e-07+0j)
XZZZXIYYIIII (-1.3554836124791175e-07+0j)
YZZZYIXXIIII (-1.3554836124791175e-07+0j)
XZZZXIXXIIII (-1.3554836124791175e-07+0j)
IIIZIIYYIIII (-1.628569211772673e-07+0j)
IIIZIIXXIIII (-1.628569211772673e-07+0j)
IIZIIIYYIIII (-9.33019688651894e-08+0j)
IIZIIIXXIIII (-9.33019688651894e-08+0j)
IYYIIIYYIIII (9.354089349229367e-08+0j)
IXXIIIYYIIII (9.354089349229367e-08+0j)
IYYIIIXXIIII (9.354089349229367e-08+0j)
IXXIIIXXIIII (9.354089349229367e-08+0j)
YZYIIIYYIIII (0.003837468990137795+0j)
