Jordan-Wigner mapping of C2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIII (-61.68813609254261+0j)
IIIIIIYZYIIIIIIIZI (0.044573421412316794+0j)
IIIIIIXZXIIIIIIIZI (0.044573421412316794+0j)
IIYZZZZZYIIIIIIIZI (-0.0145369922137881+0j)
IIXZZZZZXIIIIIIIZI (-0.0145369922137881+0j)
IIIIIIIZIIIIIIIIZI (0.4908611092085489+0j)
IIIIIYZYIIIIIIIIZI (0.043355755306305796+0j)
IIIIIXZXIIIIIIIIZI (0.043355755306305796+0j)
IIIIIIZIIIIIIIIIZI (0.168956570757888+0j)
IIYZZZYIIIIIIIIIZI (-0.016062622983098844+0j)
IIXZZZXIIIIIIIIIZI (-0.016062622983098844+0j)
IIIIIZIIIIIIIIIIZI (0.14697008934301922+0j)
IIIIZIIIIIIIIIIIZI (0.15113123336739737+0j)
IIIZIIIIIIIIIIIIZI (0.15113123336739745+0j)
IIZIIIIIIIIIIIIIZI (0.15407030061554974+0j)
IZIIIIIIIIIIIIIIZI (0.15978328073908118+0j)
ZIIIIIIIIIIIIIIIZI (0.15978328073908124+0j)
IIIIIIIIIIIIIIYIYI (0.001756703381653946+0j)
IIIIIIIIIIIIIIXIXI (0.001756703381653946+0j)
IIIIIIIIIIIYZZYYYI (0.00339244774415246+0j)
IIIIIIIIIIIXZZXYYI (0.0040647357623166454+0j)
IIIIIIIIIIIYZZXXYI (-0.0006722880181641856+0j)
IIIIIIIIIIIXZZYYXI (-0.0006722880181641856+0j)
IIIIIIIIIIIYZZYXXI (0.0040647357623166454+0j)
IIIIIIIIIIIXZZXXXI (0.00339244774415246+0j)
IIIIIIIIIIYZZYIYYI (-0.0065461810240101045+0j)
IIIIIIIIIIXZZXIYYI (-0.00486595770705341+0j)
IIIIIIIIIIYZZXIXYI (-0.0016802233169566942+0j)
IIIIIIIIIIXZZYIYXI (-0.0016802233169566942+0j)
IIIIIIIIIIYZZYIXXI (-0.00486595770705341+0j)
IIIIIIIIIIXZZXIXXI (-0.0065461810240101045+0j)
IIIIIIIIIYZZZYIYYI (0.00032047458472341287+0j)
IIIIIIIIIXZZZXIYYI (0.0002382176370818348+0j)
IIIIIIIIIYZZZXIXYI (8.225694764157801e-05+0j)
IIIIIIIIIXZZZYIYXI (8.225694764157801e-05+0j)
IIIIIIIIIYZZZYIXXI (0.0002382176370818348+0j)
IIIIIIIIIXZZZXIXXI (0.00032047458472341287+0j)
IIIIIIIIIIYZYIIYYI (-0.0003204745847234103+0j)
IIIIIIIIIIXZXIIYYI (-0.0002382176370818328+0j)
IIIIIIIIIIYZXIIXYI (-8.225694764157749e-05+0j)
IIIIIIIIIIXZYIIYXI (-8.225694764157749e-05+0j)
IIIIIIIIIIYZYIIXXI (-0.0002382176370818328+0j)
IIIIIIIIIIXZXIIXXI (-0.0003204745847234103+0j)
IIIIIIIIIYZZYIIYYI (-0.00654618102401011+0j)
IIIIIIIIIXZZXIIYYI (-0.004865957707053415+0j)
IIIIIIIIIYZZXIIXYI (-0.0016802233169566942+0j)
IIIIIIIIIXZZYIIYXI (-0.0016802233169566942+0j)
IIIIIIIIIYZZYIIXXI (-0.004865957707053415+0j)
IIIIIIIIIXZZXIIXXI (-0.00654618102401011+0j)
IIIIIIIYYIIIIIIYYI (-0.045809734165159405+0j)
IIIIIIIXXIIIIIIYYI (-0.045809734165159405+0j)
IIIIIIIYYIIIIIIXXI (-0.045809734165159405+0j)
IIIIIIIXXIIIIIIXXI (-0.045809734165159405+0j)
IIIIIYZZYIIIIIIYYI (0.0065857692419028025+0j)
IIIIIXZZXIIIIIIYYI (0.0065857692419028025+0j)
IIIIIYZZYIIIIIIXXI (0.0065857692419028025+0j)
IIIIIXZZXIIIIIIXXI (0.0065857692419028025+0j)
IIIIIIYYIIIIIIIYYI (0.0075629935227487805+0j)
IIIIIIXXIIIIIIIYYI (0.0075629935227487805+0j)
IIIIIIYYIIIIIIIXXI (0.0075629935227487805+0j)
IIIIIIXXIIIIIIIXXI (0.0075629935227487805+0j)
IIYZZZZYIIIIIIIYYI (-0.001251100600257234+0j)
IIXZZZZXIIIIIIIYYI (-0.001251100600257234+0j)
IIYZZZZYIIIIIIIXXI (-0.001251100600257234+0j)
IIXZZZZXIIIIIIIXXI (-0.001251100600257234+0j)
IIIIIYYIIIIIIIIYYI (-0.0023321082147603396+0j)
IIIIIXXIIIIIIIIYYI (-0.0023321082147603396+0j)
IIIIIYYIIIIIIIIXXI (-0.0023321082147603396+0j)
IIIIIXXIIIIIIIIXXI (-0.0023321082147603396+0j)
IIYZZYIIIIIIIIIYYI (0.0026398981309504565+0j)
IIXZZXIIIIIIIIIYYI (0.0026398981309504565+0j)
IIYZZYIIIIIIIIIXXI (0.0026398981309504565+0j)
IIXZZXIIIIIIIIIXXI (0.0026398981309504565+0j)
IYZZYIIIIIIIIIIYYI (-0.00202618267958047+0j)
IXZZXIIIIIIIIIIYYI (-0.00202618267958047+0j)
IYZZYIIIIIIIIIIXXI (-0.00202618267958047+0j)
IXZZXIIIIIIIIIIXXI (-0.00202618267958047+0j)
YZZZYIIIIIIIIIIYYI (9.919372080159008e-05+0j)
XZZZXIIIIIIIIIIYYI (9.919372080159008e-05+0j)
YZZZYIIIIIIIIIIXXI (9.919372080159008e-05+0j)
XZZZXIIIIIIIIIIXXI (9.919372080159008e-05+0j)
IYZYIIIIIIIIIIIYYI (-9.919372080158871e-05+0j)
IXZXIIIIIIIIIIIYYI (-9.919372080158871e-05+0j)
IYZYIIIIIIIIIIIXXI (-9.919372080158871e-05+0j)
IXZXIIIIIIIIIIIXXI (-9.919372080158871e-05+0j)
YZZYIIIIIIIIIIIYYI (-0.0020261826795804736+0j)
XZZXIIIIIIIIIIIYYI (-0.0020261826795804736+0j)
YZZYIIIIIIIIIIIXXI (-0.0020261826795804736+0j)
XZZXIIIIIIIIIIIXXI (-0.0020261826795804736+0j)
IIIIIIIIIIIIIZYZYI (0.004557485324819542+0j)
IIIIIIIIIIIIIZXZXI (0.004557485324819542+0j)
IIIIIIIIIIIIZIYZYI (0.004557485324819547+0j)
IIIIIIIIIIIIZIXZXI (0.004557485324819547+0j)
IIIIIIIIIIIZIIYZYI (0.0049642675984567204+0j)
IIIIIIIIIIIZIIXZXI (0.0049642675984567204+0j)
IIIIIIIIIIZIIIYZYI (0.006258293357573504+0j)
IIIIIIIIIIZIIIXZXI (0.006258293357573504+0j)
IIIIIIIIIZIIIIYZYI (0.006258293357573516+0j)
IIIIIIIIIZIIIIXZXI (0.006258293357573516+0j)
IIIIIIIIZIIIIIYZYI (0.04335933905766109+0j)
IIIIIIIIZIIIIIXZXI (0.04335933905766109+0j)
IIIIIIYZYIIIIIYZYI (0.0065514914447019+0j)
IIIIIIXZXIIIIIYZYI (0.0065514914447019+0j)
IIIIIIYZYIIIIIXZXI (0.0065514914447019+0j)
IIIIIIXZXIIIIIXZXI (0.0065514914447019+0j)
IIYZZZZZYIIIIIYZYI (-0.0030038750896082367+0j)
IIXZZZZZXIIIIIYZYI (-0.0030038750896082367+0j)
IIYZZZZZYIIIIIXZXI (-0.0030038750896082367+0j)
IIXZZZZZXIIIIIXZXI (-0.0030038750896082367+0j)
IIIIIIIZIIIIIIYZYI (0.043355755306305796+0j)
IIIIIIIZIIIIIIXZXI (0.043355755306305796+0j)
IIIIIYZYIIIIIIYZYI (0.006980432722286158+0j)
IIIIIXZXIIIIIIYZYI (0.006980432722286158+0j)
IIIIIYZYIIIIIIXZXI (0.006980432722286158+0j)
IIIIIXZXIIIIIIXZXI (0.006980432722286158+0j)
IIIIIIZIIIIIIIYZYI (0.0040888115964142855+0j)
IIIIIIZIIIIIIIXZXI (0.0040888115964142855+0j)
IIYZZZYIIIIIIIYZYI (-0.0014248376313661887+0j)
IIXZZZXIIIIIIIYZYI (-0.0014248376313661887+0j)
IIYZZZYIIIIIIIXZXI (-0.0014248376313661887+0j)
IIXZZZXIIIIIIIXZXI (-0.0014248376313661887+0j)
IIIIIZIIIIIIIIYZYI (0.0013303603596601476+0j)
IIIIIZIIIIIIIIXZXI (0.0013303603596601476+0j)
IIIIZIIIIIIIIIYZYI (0.001884046663970402+0j)
IIIIZIIIIIIIIIXZXI (0.001884046663970402+0j)
IIIZIIIIIIIIIIYZYI (0.001884046663970408+0j)
IIIZIIIIIIIIIIXZXI (0.001884046663970408+0j)
IIZIIIIIIIIIIIYZYI (0.0012648145836421931+0j)
IIZIIIIIIIIIIIXZXI (0.0012648145836421931+0j)
IZIIIIIIIIIIIIYZYI (0.001913322512529+0j)
IZIIIIIIIIIIIIXZXI (0.001913322512529+0j)
ZIIIIIIIIIIIIIYZYI (0.001913322512529011+0j)
ZIIIIIIIIIIIIIXZXI (0.001913322512529011+0j)
IIIIIIIIIIYYIYZZYI (-0.0003813465539423182+0j)
IIIIIIIIIIXXIYZZYI (-0.00029040104705607076+0j)
IIIIIIIIIIYXIXZZYI (-9.094550688624732e-05+0j)
IIIIIIIIIIXYIYZZXI (-9.094550688624732e-05+0j)
IIIIIIIIIIYYIXZZXI (-0.00029040104705607076+0j)
IIIIIIIIIIXXIXZZXI (-0.0003813465539423182+0j)
IIIIIIIIIYZYIYZZYI (1.8669187127902414e-05+0j)
IIIIIIIIIXZXIYZZYI (1.4216862414465973e-05+0j)
IIIIIIIIIYZXIXZZYI (4.452324713436441e-06+0j)
IIIIIIIIIXZYIYZZXI (4.452324713436441e-06+0j)
IIIIIIIIIYZYIXZZXI (1.4216862414465973e-05+0j)
IIIIIIIIIXZXIXZZXI (1.8669187127902414e-05+0j)
IYZZZZZZYIIIIYZZYI (0.0027321664028462592+0j)
IXZZZZZZXIIIIYZZYI (0.0027321664028462592+0j)
IYZZZZZZYIIIIXZZXI (0.0027321664028462592+0j)
IXZZZZZZXIIIIXZZXI (0.0027321664028462592+0j)
YZZZZZZZYIIIIYZZYI (-0.0001337558326199538+0j)
XZZZZZZZXIIIIYZZYI (-0.0001337558326199538+0j)
YZZZZZZZYIIIIXZZXI (-0.0001337558326199538+0j)
XZZZZZZZXIIIIXZZXI (-0.0001337558326199538+0j)
IIIIYZZYIIIIIYZZYI (0.0022532350607875826+0j)
IIIIXZZXIIIIIYZZYI (0.0022532350607875826+0j)
IIIIYZZYIIIIIXZZXI (0.0022532350607875826+0j)
IIIIXZZXIIIIIXZZXI (0.0022532350607875826+0j)
IYZZZZYIIIIIIYZZYI (0.0028397750274729403+0j)
IXZZZZXIIIIIIYZZYI (0.0028397750274729403+0j)
IYZZZZYIIIIIIXZZXI (0.0028397750274729403+0j)
IXZZZZXIIIIIIXZZXI (0.0028397750274729403+0j)
YZZZZZYIIIIIIYZZYI (-0.00013902391628024477+0j)
XZZZZZXIIIIIIYZZYI (-0.00013902391628024477+0j)
YZZZZZYIIIIIIXZZXI (-0.00013902391628024477+0j)
XZZZZZXIIIIIIXZZXI (-0.00013902391628024477+0j)
IIIIYYIIIIIIIYZZYI (0.002673438660849139+0j)
IIIIXXIIIIIIIYZZYI (0.002673438660849139+0j)
IIIIYYIIIIIIIXZZXI (0.002673438660849139+0j)
IIIIXXIIIIIIIXZZXI (0.002673438660849139+0j)
IYYIIIIIIIIIIYZZYI (-0.0013359320945139298+0j)
IXXIIIIIIIIIIYZZYI (-0.0013359320945139298+0j)
IYYIIIIIIIIIIXZZXI (-0.0013359320945139298+0j)
IXXIIIIIIIIIIXZZXI (-0.0013359320945139298+0j)
YZYIIIIIIIIIIYZZYI (6.540183988767268e-05+0j)
XZXIIIIIIIIIIYZZYI (6.540183988767268e-05+0j)
YZYIIIIIIIIIIXZZXI (6.540183988767268e-05+0j)
XZXIIIIIIIIIIXZZXI (6.540183988767268e-05+0j)
IIIIIIIIIIYYYZZZYI (-1.86691871279024e-05+0j)
IIIIIIIIIIXXYZZZYI (-1.4216862414465707e-05+0j)
IIIIIIIIIIYXXZZZYI (-4.452324713436694e-06+0j)
IIIIIIIIIIXYYZZZXI (-4.452324713436694e-06+0j)
IIIIIIIIIIYYXZZZXI (-1.4216862414465707e-05+0j)
IIIIIIIIIIXXXZZZXI (-1.86691871279024e-05+0j)
IIIIIIIIIYZYYZZZYI (-0.00038134655394231825+0j)
IIIIIIIIIXZXYZZZYI (-0.0002904010470560725+0j)
IIIIIIIIIYZXXZZZYI (-9.094550688624591e-05+0j)
IIIIIIIIIXZYYZZZXI (-9.094550688624591e-05+0j)
IIIIIIIIIYZYXZZZXI (-0.0002904010470560725+0j)
IIIIIIIIIXZXXZZZXI (-0.00038134655394231825+0j)
IYZZZZZZYIIIYZZZYI (0.00013375583261995337+0j)
IXZZZZZZXIIIYZZZYI (0.00013375583261995337+0j)
IYZZZZZZYIIIXZZZXI (0.00013375583261995337+0j)
IXZZZZZZXIIIXZZZXI (0.00013375583261995337+0j)
YZZZZZZZYIIIYZZZYI (0.00273216640284626+0j)
XZZZZZZZXIIIYZZZYI (0.00273216640284626+0j)
YZZZZZZZYIIIXZZZXI (0.00273216640284626+0j)
XZZZZZZZXIIIXZZZXI (0.00273216640284626+0j)
IIIYZZZYIIIIYZZZYI (0.002253235060787582+0j)
IIIXZZZXIIIIYZZZYI (0.002253235060787582+0j)
IIIYZZZYIIIIXZZZXI (0.002253235060787582+0j)
IIIXZZZXIIIIXZZZXI (0.002253235060787582+0j)
IYZZZZYIIIIIYZZZYI (0.0001390239162802441+0j)
IXZZZZXIIIIIYZZZYI (0.0001390239162802441+0j)
IYZZZZYIIIIIXZZZXI (0.0001390239162802441+0j)
IXZZZZXIIIIIXZZZXI (0.0001390239162802441+0j)
YZZZZZYIIIIIYZZZYI (0.0028397750274729403+0j)
XZZZZZXIIIIIYZZZYI (0.0028397750274729403+0j)
YZZZZZYIIIIIXZZZXI (0.0028397750274729403+0j)
XZZZZZXIIIIIXZZZXI (0.0028397750274729403+0j)
IIIYZYIIIIIIYZZZYI (0.002673438660849139+0j)
IIIXZXIIIIIIYZZZYI (0.002673438660849139+0j)
IIIYZYIIIIIIXZZZXI (0.002673438660849139+0j)
IIIXZXIIIIIIXZZZXI (0.002673438660849139+0j)
IYYIIIIIIIIIYZZZYI (-6.540183988767242e-05+0j)
IXXIIIIIIIIIYZZZYI (-6.540183988767242e-05+0j)
IYYIIIIIIIIIXZZZXI (-6.540183988767242e-05+0j)
IXXIIIIIIIIIXZZZXI (-6.540183988767242e-05+0j)
YZYIIIIIIIIIYZZZYI (-0.0013359320945139303+0j)
XZXIIIIIIIIIYZZZYI (-0.0013359320945139303+0j)
YZYIIIIIIIIIXZZZXI (-0.0013359320945139303+0j)
XZXIIIIIIIIIXZZZXI (-0.0013359320945139303+0j)
IIIIIIIYYIIYZZZZYI (0.010839291580633664+0j)
IIIIIIIXXIIYZZZZYI (0.010839291580633664+0j)
IIIIIIIYYIIXZZZZXI (0.010839291580633664+0j)
IIIIIIIXXIIXZZZZXI (0.010839291580633664+0j)
IIIIIYZZYIIYZZZZYI (-0.002891498346649742+0j)
IIIIIXZZXIIYZZZZYI (-0.002891498346649742+0j)
IIIIIYZZYIIXZZZZXI (-0.002891498346649742+0j)
IIIIIXZZXIIXZZZZXI (-0.002891498346649742+0j)
IIIIIIYYIIIYZZZZYI (-0.001251100600257234+0j)
IIIIIIXXIIIYZZZZYI (-0.001251100600257234+0j)
IIIIIIYYIIIXZZZZXI (-0.001251100600257234+0j)
IIIIIIXXIIIXZZZZXI (-0.001251100600257234+0j)
IIYZZZZYIIIYZZZZYI (0.0029247419573847325+0j)
IIXZZZZXIIIYZZZZYI (0.0029247419573847325+0j)
IIYZZZZYIIIXZZZZXI (0.0029247419573847325+0j)
IIXZZZZXIIIXZZZZXI (0.0029247419573847325+0j)
IIIIIYYIIIIYZZZZYI (-0.0007525496132020032+0j)
IIIIIXXIIIIYZZZZYI (-0.0007525496132020032+0j)
IIIIIYYIIIIXZZZZXI (-0.0007525496132020032+0j)
IIIIIXXIIIIXZZZZXI (-0.0007525496132020032+0j)
IIYZZYIIIIIYZZZZYI (0.003699453014814527+0j)
IIXZZXIIIIIYZZZZYI (0.003699453014814527+0j)
IIYZZYIIIIIXZZZZXI (0.003699453014814527+0j)
IIXZZXIIIIIXZZZZXI (0.003699453014814527+0j)
IYZZYIIIIIIYZZZZYI (-0.0010455310474578592+0j)
IXZZXIIIIIIYZZZZYI (-0.0010455310474578592+0j)
IYZZYIIIIIIXZZZZXI (-0.0010455310474578592+0j)
IXZZXIIIIIIXZZZZXI (-0.0010455310474578592+0j)
YZZZYIIIIIIYZZZZYI (5.1184977473206715e-05+0j)
XZZZXIIIIIIYZZZZYI (5.1184977473206715e-05+0j)
YZZZYIIIIIIXZZZZXI (5.1184977473206715e-05+0j)
XZZZXIIIIIIXZZZZXI (5.1184977473206715e-05+0j)
IYZYIIIIIIIYZZZZYI (-5.1184977473206715e-05+0j)
IXZXIIIIIIIYZZZZYI (-5.1184977473206715e-05+0j)
IYZYIIIIIIIXZZZZXI (-5.1184977473206715e-05+0j)
IXZXIIIIIIIXZZZZXI (-5.1184977473206715e-05+0j)
YZZYIIIIIIIYZZZZYI (-0.0010455310474578579+0j)
XZZXIIIIIIIYZZZZYI (-0.0010455310474578579+0j)
YZZYIIIIIIIXZZZZXI (-0.0010455310474578579+0j)
XZZXIIIIIIIXZZZZXI (-0.0010455310474578579+0j)
IIIIYZZZYIYZZZZZYI (0.0028766466070186715+0j)
IIIIXZZZXIYZZZZZYI (0.0028766466070186715+0j)
IIIIYZZZYIXZZZZZXI (0.0028766466070186715+0j)
IIIIXZZZXIXZZZZZXI (0.0028766466070186715+0j)
IIIYZZZZYIYZZZZZYI (0.0001408289999007052+0j)
IIIXZZZZXIYZZZZZYI (0.0001408289999007052+0j)
IIIYZZZZYIXZZZZZXI (0.0001408289999007052+0j)
IIIXZZZZXIXZZZZZXI (0.0001408289999007052+0j)
IYZZZZZYIIYZZZZZYI (0.0034882105134476506+0j)
IXZZZZZXIIYZZZZZYI (0.0034882105134476506+0j)
IYZZZZZYIIXZZZZZXI (0.0034882105134476506+0j)
IXZZZZZXIIXZZZZZXI (0.0034882105134476506+0j)
IIIIYZYIIIYZZZZZYI (0.004519998344429634+0j)
IIIIXZXIIIYZZZZZYI (0.004519998344429634+0j)
IIIIYZYIIIXZZZZZXI (0.004519998344429634+0j)
IIIIXZXIIIXZZZZZXI (0.004519998344429634+0j)
IIIYZZYIIIYZZZZZYI (0.0002212808639218216+0j)
IIIXZZXIIIYZZZZZYI (0.0002212808639218216+0j)
IIIYZZYIIIXZZZZZXI (0.0002212808639218216+0j)
IIIXZZXIIIXZZZZZXI (0.0002212808639218216+0j)
IYZZZYIIIIYZZZZZYI (0.004344970845044504+0j)
IXZZZXIIIIYZZZZZYI (0.004344970845044504+0j)
IYZZZYIIIIXZZZZZXI (0.004344970845044504+0j)
IXZZZXIIIIXZZZZZXI (0.004344970845044504+0j)
IIYZYIIIIIYZZZZZYI (-0.0009545855405716119+0j)
IIXZXIIIIIYZZZZZYI (-0.0009545855405716119+0j)
IIYZYIIIIIXZZZZZXI (-0.0009545855405716119+0j)
IIXZXIIIIIXZZZZZXI (-0.0009545855405716119+0j)
IIYYIIIIIIYZZZZZYI (-4.673265275977002e-05+0j)
IIXXIIIIIIYZZZZZYI (-4.673265275977002e-05+0j)
IIYYIIIIIIXZZZZZXI (-4.673265275977002e-05+0j)
IIXXIIIIIIXZZZZZXI (-4.673265275977002e-05+0j)
IIIIYZZZYYZZZZZZYI (-0.0001408289999007058+0j)
IIIIXZZZXYZZZZZZYI (-0.0001408289999007058+0j)
IIIIYZZZYXZZZZZZXI (-0.0001408289999007058+0j)
IIIIXZZZXXZZZZZZXI (-0.0001408289999007058+0j)
IIIYZZZZYYZZZZZZYI (0.002876646607018671+0j)
IIIXZZZZXYZZZZZZYI (0.002876646607018671+0j)
IIIYZZZZYXZZZZZZXI (0.002876646607018671+0j)
IIIXZZZZXXZZZZZZXI (0.002876646607018671+0j)
YZZZZZZYIYZZZZZZYI (0.0034882105134476506+0j)
XZZZZZZXIYZZZZZZYI (0.0034882105134476506+0j)
YZZZZZZYIXZZZZZZXI (0.0034882105134476506+0j)
XZZZZZZXIXZZZZZZXI (0.0034882105134476506+0j)
IIIIYZYIIYZZZZZZYI (-0.00022128086392182283+0j)
IIIIXZXIIYZZZZZZYI (-0.00022128086392182283+0j)
IIIIYZYIIXZZZZZZXI (-0.00022128086392182283+0j)
IIIIXZXIIXZZZZZZXI (-0.00022128086392182283+0j)
IIIYZZYIIYZZZZZZYI (0.004519998344429634+0j)
IIIXZZXIIYZZZZZZYI (0.004519998344429634+0j)
IIIYZZYIIXZZZZZZXI (0.004519998344429634+0j)
IIIXZZXIIXZZZZZZXI (0.004519998344429634+0j)
YZZZZYIIIYZZZZZZYI (0.004344970845044504+0j)
XZZZZXIIIYZZZZZZYI (0.004344970845044504+0j)
YZZZZYIIIXZZZZZZXI (0.004344970845044504+0j)
XZZZZXIIIXZZZZZZXI (0.004344970845044504+0j)
IIYZYIIIIYZZZZZZYI (4.673265275977027e-05+0j)
IIXZXIIIIYZZZZZZYI (4.673265275977027e-05+0j)
IIYZYIIIIXZZZZZZXI (4.673265275977027e-05+0j)
IIXZXIIIIXZZZZZZXI (4.673265275977027e-05+0j)
IIYYIIIIIYZZZZZZYI (-0.0009545855405716119+0j)
IIXXIIIIIYZZZZZZYI (-0.0009545855405716119+0j)
IIYYIIIIIXZZZZZZXI (-0.0009545855405716119+0j)
IIXXIIIIIXZZZZZZXI (-0.0009545855405716119+0j)
IIIIIIIIIIIIIIZZII (0.09487733384650324+0j)
IIIIIIIIIIIIIZIZII (0.10942036999135502+0j)
IIIIIIIIIIIIZIIZII (0.10942036999135506+0j)
IIIIIIIIIIIZIIIZII (0.10774488750066036+0j)
IIIIIIIIIIZIIIIZII (0.1182699662946035+0j)
IIIIIIIIIZIIIIIZII (0.11826996629460353+0j)
IIIIIIIIZIIIIIIZII (0.16893714853770833+0j)
IIIIIIYZYIIIIIIZII (0.0006785514404977044+0j)
IIIIIIXZXIIIIIIZII (0.0006785514404977044+0j)
IIYZZZZZYIIIIIIZII (-0.005307512738556891+0j)
IIXZZZZZXIIIIIIZII (-0.005307512738556891+0j)
IIIIIIIZIIIIIIIZII (0.168956570757888+0j)
IIIIIYZYIIIIIIIZII (0.0040888115964142855+0j)
IIIIIXZXIIIIIIIZII (0.0040888115964142855+0j)
IIIIIIZIIIIIIIIZII (0.1523308658830363+0j)
IIYZZZYIIIIIIIIZII (-0.024874465712370956+0j)
IIXZZZXIIIIIIIIZII (-0.024874465712370956+0j)
IIIIIZIIIIIIIIIZII (0.11277343373796819+0j)
IIIIZIIIIIIIIIIZII (0.13271283266173783+0j)
IIIZIIIIIIIIIIIZII (0.1327128326617379+0j)
IIZIIIIIIIIIIIIZII (0.12369877119922479+0j)
IZIIIIIIIIIIIIIZII (0.12917588260257762+0j)
ZIIIIIIIIIIIIIIZII (0.12917588260257765+0j)
IIIIIIIIIIIYZZIYII (-0.02285277421971298+0j)
IIIIIIIIIIIXZZIXII (-0.02285277421971298+0j)
IIIIIIIIIIYZZYYYII (0.015033719549730082+0j)
IIIIIIIIIIXZZXYYII (0.008351561044725246+0j)
IIIIIIIIIIYZZXXYII (0.006682158505004837+0j)
IIIIIIIIIIXZZYYXII (0.006682158505004837+0j)
IIIIIIIIIIYZZYXXII (0.008351561044725246+0j)
IIIIIIIIIIXZZXXXII (0.015033719549730082+0j)
IIIIIIIIIYZZZYYYII (-0.0007359901921252703+0j)
IIIIIIIIIXZZZXYYII (-0.00040885869910774094+0j)
IIIIIIIIIYZZZXXYII (-0.0003271314930175295+0j)
IIIIIIIIIXZZZYYXII (-0.0003271314930175295+0j)
IIIIIIIIIYZZZYXXII (-0.00040885869910774094+0j)
IIIIIIIIIXZZZXXXII (-0.0007359901921252703+0j)
IIIIIIIIIIYZYIYYII (0.0007359901921252656+0j)
IIIIIIIIIIXZXIYYII (0.0004088586991077382+0j)
IIIIIIIIIIYZXIXYII (0.0003271314930175273+0j)
IIIIIIIIIIXZYIYXII (0.0003271314930175273+0j)
IIIIIIIIIIYZYIXXII (0.0004088586991077382+0j)
IIIIIIIIIIXZXIXXII (0.0007359901921252656+0j)
IIIIIIIIIYZZYIYYII (0.01503371954973008+0j)
IIIIIIIIIXZZXIYYII (0.008351561044725238+0j)
IIIIIIIIIYZZXIXYII (0.006682158505004844+0j)
IIIIIIIIIXZZYIYXII (0.006682158505004844+0j)
IIIIIIIIIYZZYIXXII (0.008351561044725238+0j)
IIIIIIIIIXZZXIXXII (0.01503371954973008+0j)
IIIIIIIYYIIIIIYYII (0.044809105875442116+0j)
IIIIIIIXXIIIIIYYII (0.044809105875442116+0j)
IIIIIIIYYIIIIIXXII (0.044809105875442116+0j)
IIIIIIIXXIIIIIXXII (0.044809105875442116+0j)
IIIIIYZZYIIIIIYYII (-0.0011737940895993901+0j)
IIIIIXZZXIIIIIYYII (-0.0011737940895993901+0j)
IIIIIYZZYIIIIIXXII (-0.0011737940895993901+0j)
IIIIIXZZXIIIIIXXII (-0.0011737940895993901+0j)
IIIIIIYYIIIIIIYYII (-0.0023321082147603396+0j)
IIIIIIXXIIIIIIYYII (-0.0023321082147603396+0j)
IIIIIIYYIIIIIIXXII (-0.0023321082147603396+0j)
IIIIIIXXIIIIIIXXII (-0.0023321082147603396+0j)
IIYZZZZYIIIIIIYYII (-0.0007525496132020032+0j)
IIXZZZZXIIIIIIYYII (-0.0007525496132020032+0j)
IIYZZZZYIIIIIIXXII (-0.0007525496132020032+0j)
IIXZZZZXIIIIIIXXII (-0.0007525496132020032+0j)
IIIIIYYIIIIIIIYYII (0.01789609989146496+0j)
IIIIIXXIIIIIIIYYII (0.01789609989146496+0j)
IIIIIYYIIIIIIIXXII (0.01789609989146496+0j)
IIIIIXXIIIIIIIXXII (0.01789609989146496+0j)
IIYZZYIIIIIIIIYYII (-0.024131474077341626+0j)
IIXZZXIIIIIIIIYYII (-0.024131474077341626+0j)
IIYZZYIIIIIIIIXXII (-0.024131474077341626+0j)
IIXZZXIIIIIIIIXXII (-0.024131474077341626+0j)
IYZZYIIIIIIIIIYYII (0.025412273773132314+0j)
IXZZXIIIIIIIIIYYII (0.025412273773132314+0j)
IYZZYIIIIIIIIIXXII (0.025412273773132314+0j)
IXZZXIIIIIIIIIXXII (0.025412273773132314+0j)
YZZZYIIIIIIIIIYYII (-0.0012440822907969845+0j)
XZZZXIIIIIIIIIYYII (-0.0012440822907969845+0j)
YZZZYIIIIIIIIIXXII (-0.0012440822907969845+0j)
XZZZXIIIIIIIIIXXII (-0.0012440822907969845+0j)
IYZYIIIIIIIIIIYYII (0.001244082290796977+0j)
IXZXIIIIIIIIIIYYII (0.001244082290796977+0j)
IYZYIIIIIIIIIIXXII (0.001244082290796977+0j)
IXZXIIIIIIIIIIXXII (0.001244082290796977+0j)
YZZYIIIIIIIIIIYYII (0.025412273773132314+0j)
XZZXIIIIIIIIIIYYII (0.025412273773132314+0j)
YZZYIIIIIIIIIIXXII (0.025412273773132314+0j)
XZZXIIIIIIIIIIXXII (0.025412273773132314+0j)
IIIIIIIIIIIYZIZYII (-0.013489559457914644+0j)
IIIIIIIIIIIXZIZXII (-0.013489559457914644+0j)
IIIIYZZZYIIIIYZYII (0.004003057298653022+0j)
IIIIXZZZXIIIIYZYII (0.004003057298653022+0j)
IIIIYZZZYIIIIXZXII (0.004003057298653022+0j)
IIIIXZZZXIIIIXZXII (0.004003057298653022+0j)
IYZZZZZYIIIIIYZYII (0.004519998344429634+0j)
IXZZZZZXIIIIIYZYII (0.004519998344429634+0j)
IYZZZZZYIIIIIXZXII (0.004519998344429634+0j)
IXZZZZZXIIIIIXZXII (0.004519998344429634+0j)
