Bravyi-Kitaev mapping of C2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIII (-62.50754225107464+0j)
IIIIIIIIIIIXIIYIYIXX (-0.00029014403702365237+0j)
IIIIIIIIIIZYIIXZYIXX (-0.0045788231419502225+0j)
IIIIIIIIIIIYIIYIYIXY (0.0045788231419502225+0j)
IIIIIIIIIIZXIIXZYIXY (-0.00029014403702365237+0j)
IIIIIIIIIIIXIIXZYIXY (0.004868967178973874+0j)
IIIIZIIIXXZIZIYIYIXX (-0.0023839259921840626+0j)
IIIIIZZIYYZIIIYIYIXX (-0.0023839259921840626+0j)
IIIIZIIIXXZIZIXZYIXY (0.0023839259921840626+0j)
IIIIIZZIYYZIIIXZYIXY (0.0023839259921840626+0j)
XIYIYIIIXZZIZIYIYIXX (0.00013554999695702385+0j)
XIXZYIIIYIIIZIYIYIXX (-0.00013554999695702385+0j)
XIYIYIIIXZZIZIXZYIXY (-0.00013554999695702385+0j)
XIXZYIIIYIIIZIXZYIXY (0.00013554999695702385+0j)
XYZIYIIIXZZIZIYIYIXX (0.0028769001906931027+0j)
XXZIYIIIYIIIZIYIYIXX (-0.0028769001906931027+0j)
XYZIYIIIXZZIZIXZYIXY (-0.0028769001906931027+0j)
XXZIYIIIYIIIZIXZYIXY (0.0028769001906931027+0j)
IIIIZIXXZIIIZIYIYIXX (-0.004003057298653022+0j)
IIIIIZYYIIIIIIYIYIXX (-0.004003057298653022+0j)
IIIIZIXXZIIIZIXZYIXY (0.004003057298653022+0j)
IIIIIZYYIIIIIIXZYIXY (0.004003057298653022+0j)
XIYIYIXZZIIIZIYIYIXX (0.00017369606235704708+0j)
XIXZYIYIZIIIZIYIYIXX (-0.00017369606235704708+0j)
XIYIYIXZZIIIZIXZYIXY (-0.00017369606235704708+0j)
XIXZYIYIZIIIZIXZYIXY (0.00017369606235704708+0j)
XYZIYIXZZIIIZIYIYIXX (0.0036865086398789196+0j)
XXZIYIYIZIIIZIYIYIXX (-0.0036865086398789196+0j)
XYZIYIXZZIIIZIXZYIXY (-0.0036865086398789196+0j)
XXZIYIYIZIIIZIXZYIXY (0.0036865086398789196+0j)
XIXYYZZIZIIIZIYIYIXX (-0.0007058942480013141+0j)
XIXXXIIIIIIIIIYIYIXX (-0.0007058942480013141+0j)
XIXYYZZIZIIIZIXZYIXY (0.0007058942480013141+0j)
XIXXXIIIIIIIIIXZYIXY (0.0007058942480013141+0j)
ZIXZIIIIIIIIIIYIYIXX (0.00012076654384842325+0j)
IZXIIIIIIIIIIIYIYIXX (-0.00012076654384842325+0j)
ZIXZIIIIIIIIIIXZYIXY (-0.00012076654384842325+0j)
IZXIIIIIIIIIIIXZYIXY (0.00012076654384842325+0j)
ZXZIIIIIIIIIIIYIYIXX (0.0025631375937030056+0j)
IXIIIIIIIIIIIIYIYIXX (-0.0025631375937030056+0j)
ZXZIIIIIIIIIIIXZYIXY (-0.0025631375937030056+0j)
IXIIIIIIIIIIIIXZYIXY (0.0025631375937030056+0j)
IIIIIIIIIIIIZXIIXIXX (0.0028452615066167524+0j)
IIIIIIIIIIIIZYIIXIXY (0.0028452615066167524+0j)
IIIIIIIIIIIZIYZIYIXX (-0.002845261506616753+0j)
IIIIIIIIIIIZIXZIYIXY (0.002845261506616753+0j)
IIIIIIIIIIZZIYZIYIXX (-0.0073554806105460635+0j)
IIIIIIIIIIZZIXZIYIXY (0.0073554806105460635+0j)
IIIIIIIIIZIIIYZIYIXX (-0.014516632710289565+0j)
IIIIIIIIIZIIIXZIYIXY (0.014516632710289565+0j)
IIIIIIXYYXZIIYZIYIXX (-0.0011590912139308213+0j)
IIIIIIXXYYZIIYZIYIXX (0.0011590912139308213+0j)
IIIIIIXYYXZIIXZIYIXY (0.0011590912139308213+0j)
IIIIIIXXYYZIIXZIYIXY (-0.0011590912139308213+0j)
XIXYYIIIXXZIZYZIYIXX (0.0031961070329269985+0j)
XIXXYIIIXYZIZYZIYIXX (-0.0031961070329269985+0j)
XIXYYIIIXXZIZXZIYIXY (-0.0031961070329269985+0j)
XIXXYIIIXYZIZXZIYIXY (0.0031961070329269985+0j)
IIIIIIIIZZZIIYZIYIXX (-0.014536992213788083+0j)
IIIIIIIIZZZIIXZIYIXY (0.014536992213788083+0j)
IIIIIIYIYZZIIYZIYIXX (-0.003003875089608241+0j)
IIIIIIXZXIIIIYZIYIXX (-0.003003875089608241+0j)
IIIIIIYIYZZIIXZIYIXY (0.003003875089608241+0j)
IIIIIIXZXIIIIXZIYIXY (0.003003875089608241+0j)
YIIIYIIIXZZIZYZIYIXX (-0.002202819918704156+0j)
XZZIYIIIYIIIZYZIYIXX (0.002202819918704156+0j)
YIIIYIIIXZZIZXZIYIXY (0.002202819918704156+0j)
XZZIYIIIYIIIZXZIYIXY (-0.002202819918704156+0j)
IIIIIIIZIIIIIYZIYIXX (-0.0053075127385568644+0j)
IIIIIIIZIIIIIXZIYIXY (0.0053075127385568644+0j)
XIXYYIXXZIIIZYZIYIXX (0.003771769995407484+0j)
XIXXYIXYZIIIZYZIYIXX (-0.003771769995407484+0j)
XIXYYIXXZIIIZXZIYIXY (-0.003771769995407484+0j)
XIXXYIXYZIIIZXZIYIXY (0.003771769995407484+0j)
IIIIIIZZIIIIIYZIYIXX (0.0011778949186724962+0j)
IIIIIIZZIIIIIXZIYIXY (-0.0011778949186724962+0j)
YIIIYIXZZIIIZYZIYIXX (-0.0029906443997046936+0j)
XZZIYIYIZIIIZYZIYIXX (0.0029906443997046936+0j)
YIIIYIXZZIIIZXZIYIXY (0.0029906443997046936+0j)
XZZIYIYIZIIIZXZIYIXY (-0.0029906443997046936+0j)
IIIIIZIIIIIIIYZIYIXX (-0.0021240937811870175+0j)
IIIIIZIIIIIIIXZIYIXY (0.0021240937811870175+0j)
IIIIZZZIZIIIZYZIYIXX (-0.0021240937811870192+0j)
IIIIZZZIZIIIZXZIYIXY (0.0021240937811870192+0j)
IIIZIIIIIIIIIYZIYIXX (8.510377213376906e-06+0j)
IIIZIIIIIIIIIXZIYIXY (-8.510377213376906e-06+0j)
IIZZIIIIIIIIIYZIYIXX (-0.0011927417135598674+0j)
IIZZIIIIIIIIIXZIYIXY (0.0011927417135598674+0j)
IZIIIIIIIIIIIYZIYIXX (-0.0011927417135598674+0j)
IZIIIIIIIIIIIXZIYIXY (0.0011927417135598674+0j)
ZZZIIIIIIIIIIYZIYIXX (-0.0052668880844362375+0j)
ZZZIIIIIIIIIIXZIYIXY (0.0052668880844362375+0j)
XIYIYIIIXXZIIIIIXIXX (-0.00332500389485288+0j)
XIXZYIIIXYZIIIIIXIXX (0.00332500389485288+0j)
XIYIYIIIXXZIZZZIYIXY (-0.00332500389485288+0j)
XIXZYIIIXYZIZZZIYIXY (0.00332500389485288+0j)
IIIIIYZIYZZIZIIIXIXX (-0.0027324072502252525+0j)
IIIIIXZIXIIIZIIIXIXX (-0.0027324072502252525+0j)
IIIIIYZIYZZIIZZIYIXY (-0.0027324072502252525+0j)
IIIIIXZIXIIIIZZIYIXY (-0.0027324072502252525+0j)
IIIIZIIIXZZIIIIIXIXX (0.00012874196875219078+0j)
IIIIIZZIXIIIZIIIXIXX (-0.00012874196875219078+0j)
IIIIZIIIXZZIZZZIYIXY (0.00012874196875219078+0j)
IIIIIZZIXIIIIZZIYIXY (-0.00012874196875219078+0j)
XIYIYIXXZIIIIIIIXIXX (-0.0033424682181839756+0j)
XIXZYIXYZIIIIIIIXIXX (0.0033424682181839756+0j)
XIYIYIXXZIIIZZZIYIXY (-0.0033424682181839756+0j)
XIXZYIXYZIIIZZZIYIXY (0.0033424682181839756+0j)
IIIIIYYZIIIIZIIIXIXX (-0.003181755269151689+0j)
IIIIIXXIIIIIZIIIXIXX (-0.003181755269151689+0j)
IIIIIYYZIIIIIZZIYIXY (-0.003181755269151689+0j)
IIIIIXXIIIIIIZZIYIXY (-0.003181755269151689+0j)
IIIIZIXZZIIIIIIIXIXX (0.0001499137573304552+0j)
IIIIIZXIIIIIZIIIXIXX (-0.0001499137573304552+0j)
IIIIZIXZZIIIZZZIYIXY (0.0001499137573304552+0j)
IIIIIZXIIIIIIZZIYIXY (-0.0001499137573304552+0j)
YIIIYXZIZIIIIIIIXIXX (0.0022729935566793515+0j)
XZZIYYZIZIIIIIIIXIXX (-0.0022729935566793515+0j)
YIIIYXZIZIIIZZZIYIXY (0.0022729935566793515+0j)
XZZIYYZIZIIIZZZIYIXY (-0.0022729935566793515+0j)
YIIIYZZIZIIIIIIIXIXX (0.00010709591896442973+0j)
XZZIXIIIIIIIZIIIXIXX (0.00010709591896442973+0j)
YIIIYZZIZIIIZZZIYIXY (0.00010709591896442973+0j)
XZZIXIIIIIIIIZZIYIXY (0.00010709591896442973+0j)
IIZXIIIIIIIIZIIIXIXX (-0.0016525197930568852+0j)
IIIXIIIIIIIIZIIIXIXX (0.0016525197930568852+0j)
IIZXIIIIIIIIIZZIYIXY (-0.0016525197930568852+0j)
IIIXIIIIIIIIIZZIYIXY (0.0016525197930568852+0j)
XYZIYIIIIXYYXIIIXIXX (0.003325003894852882+0j)
XXZIYIIIIYYYXIIIXIXX (-0.003325003894852882+0j)
XYZIYIIIIXYXXIIIXIXY (-0.003325003894852882+0j)
XXZIYIIIIYYXXIIIXIXY (0.003325003894852882+0j)
IIIIIYZIZZYYYIIIXIXX (-0.00012874196875219154+0j)
IIIIIXZIIIXYYIIIXIXX (-0.00012874196875219154+0j)
IIIIIYZIZZYXYIIIXIXY (0.00012874196875219154+0j)
IIIIIXZIIIXXYIIIXIXY (0.00012874196875219154+0j)
IIIIZIIIIZYYXIIIXIXX (-0.0027324072502252533+0j)
IIIIIZZIIIXYYIIIXIXX (0.0027324072502252533+0j)
IIIIZIIIIZYXXIIIXIXY (0.0027324072502252533+0j)
IIIIIZZIIIXXYIIIXIXY (-0.0027324072502252533+0j)
XYZIYIXXYIXYXIIIXIXX (0.0033424682181839756+0j)
XXZIYIXYYIXYXIIIXIXX (-0.0033424682181839756+0j)
XYZIYIXXYIXXXIIIXIXY (-0.0033424682181839756+0j)
XXZIYIXYYIXXXIIIXIXY (0.0033424682181839756+0j)
IIIIIYYZXIXYYIIIXIXX (-0.00014991375733045613+0j)
IIIIIXXIXIXYYIIIXIXX (-0.00014991375733045613+0j)
IIIIIYYZXIXXYIIIXIXY (0.00014991375733045613+0j)
IIIIIXXIXIXXYIIIXIXY (0.00014991375733045613+0j)
IIIIZIXZYIXYXIIIXIXX (-0.0031817552691516893+0j)
IIIIIZXIXIXYYIIIXIXX (0.0031817552691516893+0j)
IIIIZIXZYIXXXIIIXIXY (0.0031817552691516893+0j)
IIIIIZXIXIXXYIIIXIXY (-0.0031817552691516893+0j)
YIIIYXZIYIXYXIIIXIXX (0.00010709591896443043+0j)
XZZIYYZIYIXYXIIIXIXX (-0.00010709591896443043+0j)
YIIIYXZIYIXXXIIIXIXY (-0.00010709591896443043+0j)
XZZIYYZIYIXXXIIIXIXY (0.00010709591896443043+0j)
YIIIYZZIYIXYXIIIXIXX (-0.0022729935566793533+0j)
XZZIXIIIXIXYYIIIXIXX (-0.0022729935566793533+0j)
YIIIYZZIYIXXXIIIXIXY (0.0022729935566793533+0j)
XZZIXIIIXIXXYIIIXIXY (0.0022729935566793533+0j)
IYYXIIIIXIXYYIIIXIXX (-0.0016525197930568852+0j)
IXYYIIIIXIXYYIIIXIXX (0.0016525197930568852+0j)
IYYXIIIIXIXXYIIIXIXY (0.0016525197930568852+0j)
IXYYIIIIXIXXYIIIXIXY (-0.0016525197930568852+0j)
IIIIIIIIYXXIYIIIXIXX (-0.032733838412762846+0j)
IIIIIIIIXXYIYIIIXIXX (0.032733838412762846+0j)
IIIIIIIIYXYZYIIIXIXY (-0.032733838412762846+0j)
IIIIIIIIXXXZYIIIXIXY (-0.032733838412762846+0j)
IIIIIIYIZXXIYIIIXIXX (0.0034688894596430074+0j)
IIIIIIXZZYXIYIIIXIXX (-0.0034688894596430074+0j)
IIIIIIYIZXYZYIIIXIXY (0.0034688894596430074+0j)
IIIIIIXZZYYZYIIIXIXY (-0.0034688894596430074+0j)
YIIIYIIIIXXIXIIIXIXX (-0.008358652503468485+0j)
XZZIYIIIIYXIXIIIXIXX (0.008358652503468485+0j)
YIIIYIIIIXYZXIIIXIXY (-0.008358652503468485+0j)
XZZIYIIIIYYZXIIIXIXY (0.008358652503468485+0j)
IIIIIIXYZZXIYIIIXIXX (0.006216237041639281+0j)
IIIIIIXXIIYIYIIIXIXX (-0.006216237041639281+0j)
IIIIIIXYZZYZYIIIXIXY (0.006216237041639281+0j)
IIIIIIXXIIXZYIIIXIXY (0.006216237041639281+0j)
XIXYYIIIIZXIXIIIXIXX (0.0019154368047033228+0j)
XIXXYIIIZIYIXIIIXIXX (-0.0019154368047033228+0j)
XIXYYIIIIZYZXIIIXIXY (0.0019154368047033228+0j)
XIXXYIIIZIXZXIIIXIXY (0.0019154368047033228+0j)
IIIIIIZXXIYIYIIIXIXX (-0.0026087697399921894+0j)
IIIIIIIXXIYIYIIIXIXX (0.0026087697399921894+0j)
IIIIIIZXXIXZYIIIXIXY (0.0026087697399921894+0j)
IIIIIIIXXIXZYIIIXIXY (-0.0026087697399921894+0j)
YIIIYIXXYIYIXIIIXIXX (0.0015918135691290575+0j)
XZZIYIXYYIYIXIIIXIXX (-0.0015918135691290575+0j)
YIIIYIXXYIXZXIIIXIXY (-0.0015918135691290575+0j)
XZZIYIXYYIXZXIIIXIXY (0.0015918135691290575+0j)
XIXYYIXZYIYIXIIIXIXX (-0.005853567610424272+0j)
XIXXYIYIYIYIXIIIXIXX (0.005853567610424272+0j)
XIXYYIXZYIXZXIIIXIXY (0.005853567610424272+0j)
XIXXYIYIYIXZXIIIXIXY (-0.005853567610424272+0j)
XIYIYXZIYIYIXIIIXIXX (0.0023058295852708675+0j)
XIXZYYZIYIYIXIIIXIXX (-0.0023058295852708675+0j)
XIYIYXZIYIXZXIIIXIXY (-0.0023058295852708675+0j)
XIXZYYZIYIXZXIIIXIXY (0.0023058295852708675+0j)
XYZIYXZIYIYIXIIIXIXX (-0.00010864304374479629+0j)
XXZIYYZIYIYIXIIIXIXX (0.00010864304374479629+0j)
XYZIYXZIYIXZXIIIXIXY (0.00010864304374479629+0j)
XXZIYYZIYIXZXIIIXIXY (-0.00010864304374479629+0j)
XIYIYZZIYIYIXIIIXIXX (0.00010864304374479564+0j)
XIXZXIIIXIYIYIIIXIXX (0.00010864304374479564+0j)
XIYIYZZIYIXZXIIIXIXY (-0.00010864304374479564+0j)
XIXZXIIIXIXZYIIIXIXY (-0.00010864304374479564+0j)
XYZIYZZIYIYIXIIIXIXX (0.0023058295852708684+0j)
XXZIXIIIXIYIYIIIXIXX (0.0023058295852708684+0j)
XYZIYZZIYIXZXIIIXIXY (-0.0023058295852708684+0j)
XXZIXIIIXIXZYIIIXIXY (-0.0023058295852708684+0j)
ZIXXIIIIXIYIYIIIXIXX (0.002088592526109826+0j)
IZYYIIIIXIYIYIIIXIXX (0.002088592526109826+0j)
ZIXXIIIIXIXZYIIIXIXY (-0.002088592526109826+0j)
IZYYIIIIXIXZYIIIXIXY (-0.002088592526109826+0j)
IIIIIIIIIIIIIIIIIZZZ (0.161393577235139+0j)
IIIIIIIIIIIIIYZIYXIZ (-0.01731372358335607+0j)
IIIIIIIIIIIIIXZIYYIZ (0.01731372358335607+0j)
IIIIIIIIIIIIIIIIZZIZ (0.139989656620733+0j)
IIIIIIIIXIYIYIIIXZIZ (0.007927607032706785+0j)
IIIIIIIIXIXZYIIIYIZZ (-0.007927607032706785+0j)
IIIIIIIIIIIIIIIZIIZZ (0.14887799830660975+0j)
IIIIIIIIIIIIIIZZIIZZ (0.14887799830660986+0j)
IIIIIIIIIIIIIZIIIIZZ (0.15114555865816495+0j)
IIIIIIIIIIIIZZZIZIZZ (0.15629507022563335+0j)
IIIIIIIIIIIZIIIIIIZZ (0.15629507022563338+0j)
IIIIIIIIIIZZIIIIIIZZ (0.18760498511954954+0j)
IIIIIIIIIZIIIIIIIIZZ (0.49092072115361257+0j)
IIIIIIXYYXZIIIIIIIZZ (0.04457342141231674+0j)
IIIIIIXXYYZIIIIIIIZZ (-0.04457342141231674+0j)
XIXYYIIIXXZIZIIIIIZZ (-0.014536992213788083+0j)
XIXXYIIIXYZIZIIIIIZZ (0.014536992213788083+0j)
IIIIIIIIZZZIIIIIIIZZ (0.49086110920854836+0j)
IIIIIIYIYZZIIIIIIIZZ (0.043355755306305754+0j)
IIIIIIXZXIIIIIIIIIZZ (0.043355755306305754+0j)
YIIIYIIIXZZIZIIIIIZZ (-0.028440475425688498+0j)
XZZIYIIIYIIIZIIIIIZZ (0.028440475425688498+0j)
IIIIIIIZIIIIIIIIIIZZ (0.16895657075788778+0j)
XIXYYIXXZIIIZIIIIIZZ (-0.016062622983098834+0j)
XIXXYIXYZIIIZIIIIIZZ (0.016062622983098834+0j)
IIIIIIZZIIIIIIIIIIZZ (0.14697008934301917+0j)
YIIIYIXZZIIIZIIIIIZZ (0.011269122177675263+0j)
XZZIYIYIZIIIZIIIIIZZ (-0.011269122177675263+0j)
IIIIIZIIIIIIIIIIIIZZ (0.15113123336739734+0j)
IIIIZZZIZIIIZIIIIIZZ (0.15113123336739745+0j)
IIIZIIIIIIIIIIIIIIZZ (0.1540703006155497+0j)
IIZZIIIIIIIIIIIIIIZZ (0.159783280739081+0j)
IZIIIIIIIIIIIIIIIIZZ (0.15978328073908102+0j)
ZZZIIIIIIIIIIIIIIIZZ (0.19623659345537164+0j)
IIIIIIIIIIIIIIIIZZXZ (-0.001756703381653959+0j)
IIIIIIIIIIIIIIIIIIXI (0.001756703381653959+0j)
IIIIIIIIXIYIYIIIXZXZ (0.005478060029793806+0j)
IIIIIIIIXIXZYIIIXZYI (-0.005478060029793806+0j)
IIIIIIIIIIIIIYZIYXXZ (-0.003392447744152469+0j)
IIIIIIIIIIIIIXZIXYYZ (0.00406473576231666+0j)
IIIIIIIIIIIIIYZIXXYZ (-0.0006722880181641913+0j)
IIIIIIIIIIIIIXZIYXYI (-0.0006722880181641913+0j)
IIIIIIIIIIIIIYZIYYYI (-0.00406473576231666+0j)
IIIIIIIIIIIIIXZIXXXI (0.003392447744152469+0j)
IIIIIIIIIIIIZIXXZYYZ (0.006546758086424898+0j)
IIIIIIIIIIIIIZYYIYYZ (0.004866386653532956+0j)
IIIIIIIIIIIIZIXYZXYZ (-0.0016803714328919425+0j)
IIIIIIIIIIIIIZYXIYXI (-0.0016803714328919425+0j)
IIIIIIIIIIIIZIXXZXXI (0.004866386653532956+0j)
IIIIIIIIIIIIIZYYIXXI (0.006546758086424898+0j)
IIIIIIIIXIXYYIXXZYYZ (0.0003084615314650443+0j)
IIIIIIIIXIXXYIXYZYYZ (-0.0002292880017916709+0j)
IIIIIIIIXIXYYIXYZXYZ (-7.917352967337349e-05+0j)
IIIIIIIIXIXXYIXXZYXI (7.917352967337349e-05+0j)
IIIIIIIIXIXYYIXXZXXI (0.0002292880017916709+0j)
IIIIIIIIXIXXYIXYZXXI (-0.0003084615314650443+0j)
IIIIIIIIIIIIZIXZZYYZ (0.0003084615314650423+0j)
IIIIIIIIIIIIIZXIIYYZ (-0.0002292880017916692+0j)
IIIIIIIIIIIIZIYIZXYZ (-7.917352967337302e-05+0j)
IIIIIIIIIIIIIZYZIYXI (-7.917352967337302e-05+0j)
IIIIIIIIIIIIZIXZZXXI (0.0002292880017916692+0j)
IIIIIIIIIIIIIZXIIXXI (-0.0003084615314650423+0j)
IIIIIIIIXIXYYIXZZYYZ (-0.006546758086424902+0j)
IIIIIIIIXIXXYIYIZYYZ (0.004866386653532957+0j)
IIIIIIIIXIXYYIYIZXYZ (0.0016803714328919436+0j)
IIIIIIIIXIXXYIXZZYXI (-0.0016803714328919436+0j)
IIIIIIIIXIXYYIXZZXXI (-0.004866386653532957+0j)
IIIIIIIIXIXXYIYIZXXI (0.006546758086424902+0j)
IIIIIIIIXIYIYXZIZYYZ (0.006423917988164673+0j)
IIIIIIIIXIXZYYZIZYYZ (-0.004265667310086652+0j)
IIIIIIIIXIYIYYZIZXYZ (-0.0021582506780780195+0j)
IIIIIIIIXIXZYXZIZYXI (0.0021582506780780195+0j)
IIIIIIIIXIYIYXZIZXXI (0.004265667310086652+0j)
IIIIIIIIXIXZYYZIZXXI (-0.006423917988164673+0j)
IIIIIIIIZXZIIIIIIYYZ (0.04580973416515933+0j)
IIIIIIIIIXIIIIIIIYYZ (-0.04580973416515933+0j)
IIIIIIIIZXZIIIIIIXXI (0.04580973416515933+0j)
IIIIIIIIIXIIIIIIIXXI (-0.04580973416515933+0j)
IIIIIIYIYXZIIIIIIYYZ (0.006585769241902794+0j)
IIIIIIXZYYZIIIIIIYYZ (-0.006585769241902794+0j)
IIIIIIYIYXZIIIIIIXXI (0.006585769241902794+0j)
IIIIIIXZYYZIIIIIIXXI (-0.006585769241902794+0j)
YIIIYIIIXXZIZIIIIYYZ (-0.006216237041639281+0j)
XZZIYIIIXYZIZIIIIYYZ (0.006216237041639281+0j)
YIIIYIIIXXZIZIIIIXXI (-0.006216237041639281+0j)
XZZIYIIIXYZIZIIIIXXI (0.006216237041639281+0j)
IIIIIIXYYZZIIIIIIYYZ (0.007562993522748772+0j)
IIIIIIXXXIIIIIIIIYYZ (0.007562993522748772+0j)
IIIIIIXYYZZIIIIIIXXI (0.007562993522748772+0j)
IIIIIIXXXIIIIIIIIXXI (0.007562993522748772+0j)
XIXYYIIIXZZIZIIIIYYZ (-0.0012511006002572345+0j)
XIXXYIIIYIIIZIIIIYYZ (0.0012511006002572345+0j)
XIXYYIIIXZZIZIIIIXXI (-0.0012511006002572345+0j)
XIXXYIIIYIIIZIIIIXXI (0.0012511006002572345+0j)
IIIIIIZXIIIIIIIIIYYZ (0.0023321082147603326+0j)
IIIIIIIXIIIIIIIIIYYZ (-0.0023321082147603326+0j)
IIIIIIZXIIIIIIIIIXXI (0.0023321082147603326+0j)
IIIIIIIXIIIIIIIIIXXI (-0.0023321082147603326+0j)
YIIIYIXXZIIIZIIIIYYZ (0.0013641056408108827+0j)
XZZIYIXYZIIIZIIIIYYZ (-0.0013641056408108827+0j)
YIIIYIXXZIIIZIIIIXXI (0.0013641056408108827+0j)
XZZIYIXYZIIIZIIIIXXI (-0.0013641056408108827+0j)
XIXYYIXZZIIIZIIIIYYZ (0.0026398981309504735+0j)
XIXXYIYIZIIIZIIIIYYZ (-0.0026398981309504735+0j)
XIXYYIXZZIIIZIIIIXXI (0.0026398981309504735+0j)
XIXXYIYIZIIIZIIIIXXI (-0.0026398981309504735+0j)
XIYIYXZIZIIIZIIIIYYZ (-0.0020263612927085835+0j)
XIXZYYZIZIIIZIIIIYYZ (0.0020263612927085835+0j)
XIYIYXZIZIIIZIIIIXXI (-0.0020263612927085835+0j)
XIXZYYZIZIIIZIIIIXXI (0.0020263612927085835+0j)
XYZIYXZIZIIIZIIIIYYZ (9.547542453821008e-05+0j)
XXZIYYZIZIIIZIIIIYYZ (-9.547542453821008e-05+0j)
XYZIYXZIZIIIZIIIIXXI (9.547542453821008e-05+0j)
XXZIYYZIZIIIZIIIIXXI (-9.547542453821008e-05+0j)
XIYIYZZIZIIIZIIIIYYZ (-9.547542453820932e-05+0j)
XIXZXIIIIIIIIIIIIYYZ (-9.547542453820932e-05+0j)
XIYIYZZIZIIIZIIIIXXI (-9.547542453820932e-05+0j)
XIXZXIIIIIIIIIIIIXXI (-9.547542453820932e-05+0j)
XYZIYZZIZIIIZIIIIYYZ (-0.0020263612927085843+0j)
XXZIXIIIIIIIIIIIIYYZ (-0.0020263612927085843+0j)
XYZIYZZIZIIIZIIIIXXI (-0.0020263612927085843+0j)
XXZIXIIIIIIIIIIIIXXI (-0.0020263612927085843+0j)
ZIXXIIIIIIIIIIIIIYYZ (-0.0017064974383694846+0j)
IZYYIIIIIIIIIIIIIYYZ (-0.0017064974383694846+0j)
ZIXXIIIIIIIIIIIIIXXI (-0.0017064974383694846+0j)
IZYYIIIIIIIIIIIIIXXI (-0.0017064974383694846+0j)
IIIIIIIIXIYIYIIIYZYZ (0.0019446926939611065+0j)
IIIIIIIIXIXZYIIIYZXI (0.0019446926939611065+0j)
IIIIIIIIIIIIIIIZZIXZ (-0.004557485324819552+0j)
IIIIIIIIIIIIIIIZIZXI (0.004557485324819552+0j)
IIIIIIIIIIIIIIZZZIXZ (-0.004557485324819554+0j)
IIIIIIIIIIIIIIZZIZXI (0.004557485324819554+0j)
IIIIIIIIIIIIIZIIZIXZ (-0.004964267598456735+0j)
IIIIIIIIIIIIIZIIIZXI (0.004964267598456735+0j)
IIIIIIIIIIIIZZZIIIXZ (-0.006258293357573504+0j)
IIIIIIIIIIIIZZZIZZXI (0.006258293357573504+0j)
IIIIIIIIIIIZIIIIZIXZ (-0.006258293357573506+0j)
IIIIIIIIIIIZIIIIIZXI (0.006258293357573506+0j)
IIIIIIIIIIZZIIIIZIXZ (-0.008206952461215685+0j)
IIIIIIIIIIZZIIIIIZXI (0.008206952461215685+0j)
IIIIIIIIIZIIIIIIZIXZ (-0.04335933905766105+0j)
IIIIIIIIIZIIIIIIIZXI (0.04335933905766105+0j)
IIIIIIXYYXZIIIIIZIXZ (-0.006551491444701887+0j)
IIIIIIXXYYZIIIIIZIXZ (0.006551491444701887+0j)
IIIIIIXYYXZIIIIIIZXI (0.006551491444701887+0j)
IIIIIIXXYYZIIIIIIZXI (-0.006551491444701887+0j)
XIXYYIIIXXZIZIIIZIXZ (0.003003875089608241+0j)
XIXXYIIIXYZIZIIIZIXZ (-0.003003875089608241+0j)
XIXYYIIIXXZIZIIIIZXI (-0.003003875089608241+0j)
XIXXYIIIXYZIZIIIIZXI (0.003003875089608241+0j)
IIIIIIIIZZZIIIIIZIXZ (-0.043355755306305754+0j)
IIIIIIIIZZZIIIIIIZXI (0.043355755306305754+0j)
IIIIIIYIYZZIIIIIZIXZ (-0.00698043272228615+0j)
IIIIIIXZXIIIIIIIZIXZ (-0.00698043272228615+0j)
IIIIIIYIYZZIIIIIIZXI (0.00698043272228615+0j)
IIIIIIXZXIIIIIIIIZXI (0.00698043272228615+0j)
YIIIYIIIXZZIZIIIZIXZ (0.003341515144968478+0j)
XZZIYIIIYIIIZIIIZIXZ (-0.003341515144968478+0j)
YIIIYIIIXZZIZIIIIZXI (-0.003341515144968478+0j)
XZZIYIIIYIIIZIIIIZXI (0.003341515144968478+0j)
IIIIIIIZIIIIIIIIZIXZ (-0.004088811596414292+0j)
IIIIIIIZIIIIIIIIIZXI (0.004088811596414292+0j)
XIXYYIXXZIIIZIIIZIXZ (0.0014248376313661867+0j)
XIXXYIXYZIIIZIIIZIXZ (-0.0014248376313661867+0j)
XIXYYIXXZIIIZIIIIZXI (-0.0014248376313661867+0j)
XIXXYIXYZIIIZIIIIZXI (0.0014248376313661867+0j)
IIIIIIZZIIIIIIIIZIXZ (-0.0013303603596601424+0j)
IIIIIIZZIIIIIIIIIZXI (0.0013303603596601424+0j)
YIIIYIXZZIIIZIIIZIXZ (-0.0018050373028650564+0j)
XZZIYIYIZIIIZIIIZIXZ (0.0018050373028650564+0j)
YIIIYIXZZIIIZIIIIZXI (0.0018050373028650564+0j)
XZZIYIYIZIIIZIIIIZXI (-0.0018050373028650564+0j)
IIIIIZIIIIIIIIIIZIXZ (-0.0018840466639704128+0j)
IIIIIZIIIIIIIIIIIZXI (0.0018840466639704128+0j)
IIIIZZZIZIIIZIIIZIXZ (-0.0018840466639704141+0j)
IIIIZZZIZIIIZIIIIZXI (0.0018840466639704141+0j)
IIIZIIIIIIIIIIIIZIXZ (-0.0012648145836422142+0j)
IIIZIIIIIIIIIIIIIZXI (0.0012648145836422142+0j)
