Bravyi-Kitaev mapping of C2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIII (-36.41716132236646+0j)
IIIZIIIIIIXZYIYI (0.012431851272252919+0j)
IIZZIIIIIIYIYIXZ (-0.005757008969943829+0j)
IIZZIIIIIIXZYIYI (0.005757008969943829+0j)
IZIIIIIIIIYIYIXZ (-0.007612831048648747+0j)
IZIIIIIIIIXZYIYI (0.007612831048648747+0j)
ZZZIZIIIZIYIYIXZ (-0.007612831048648757+0j)
ZZZIZIIIZIXZYIYI (0.007612831048648757+0j)
IIIIZIXXIYZIYIXZ (0.0007133034083705788+0j)
IIIIIZYYIYZIYIXZ (0.0007133034083705788+0j)
IIIIZIXXIXZIYIYI (-0.0007133034083705788+0j)
IIIIIZYYIXZIYIYI (-0.0007133034083705788+0j)
IIXYYIXXIYZIYIXZ (0.002752244194028527+0j)
IIXXYIXYIYZIYIXZ (-0.002752244194028527+0j)
IIXYYIXXIXZIYIYI (-0.002752244194028527+0j)
IIXXYIXYIXZIYIYI (0.002752244194028527+0j)
IYZIYIXZIYZIYIXZ (0.010905916307974104+0j)
IXZIYIYIIYZIYIXZ (-0.010905916307974104+0j)
IYZIYIXZIXZIYIYI (-0.010905916307974104+0j)
IXZIYIYIIXZIYIYI (0.010905916307974104+0j)
IIIIZXZIIYZIYIXZ (0.0026069171078314285+0j)
IIIIIXIIIYZIYIXZ (-0.0026069171078314285+0j)
IIIIZXZIIXZIYIYI (-0.0026069171078314285+0j)
IIIIIXIIIXZIYIYI (0.0026069171078314285+0j)
IIXYYXZIIYZIYIXZ (0.010058654410095248+0j)
IIXXYYZIIYZIYIXZ (-0.010058654410095248+0j)
IIXYYXZIIXZIYIYI (-0.010058654410095248+0j)
IIXXYYZIIXZIYIYI (0.010058654410095248+0j)
IYYZIIIIIYZIYIXZ (-0.005143407029184661+0j)
IXXIIIIIIYZIYIXZ (-0.005143407029184661+0j)
IYYZIIIIIXZIYIYI (0.005143407029184661+0j)
IXXIIIIIIXZIYIYI (0.005143407029184661+0j)
IIIIZIXXZIIIXIXZ (0.0027522441940285272+0j)
IIIIIZYYZIIIXIXZ (0.0027522441940285272+0j)
IIIIZIXXIZZIYIYI (0.0027522441940285272+0j)
IIIIIZYYIZZIYIYI (0.0027522441940285272+0j)
IIXYYIXXZIIIXIXZ (-0.0007133034083705769+0j)
IIXXYIXYZIIIXIXZ (0.0007133034083705769+0j)
IIXYYIXXIZZIYIYI (-0.0007133034083705769+0j)
IIXXYIXYIZZIYIYI (0.0007133034083705769+0j)
ZIIIXIXZIIIIXIXZ (0.010905916307974106+0j)
IZZIYIYIZIIIXIXZ (0.010905916307974106+0j)
ZIIIXIXZZZZIYIYI (0.010905916307974106+0j)
IZZIYIYIIZZIYIYI (0.010905916307974106+0j)
IIIIZXZIZIIIXIXZ (0.010058654410095243+0j)
IIIIIXIIZIIIXIXZ (-0.010058654410095243+0j)
IIIIZXZIIZZIYIYI (0.010058654410095243+0j)
IIIIIXIIIZZIYIYI (-0.010058654410095243+0j)
IIXYYXZIZIIIXIXZ (-0.0026069171078314216+0j)
IIXXYYZIZIIIXIXZ (0.0026069171078314216+0j)
IIXYYXZIIZZIYIYI (-0.0026069171078314216+0j)
IIXXYYZIIZZIYIYI (0.0026069171078314216+0j)
ZIXZZIIIIIIIXIXZ (-0.005143407029184663+0j)
IZXIIIIIZIIIXIXZ (0.005143407029184663+0j)
ZIXZZIIIZZZIYIYI (-0.005143407029184663+0j)
IZXIIIIIIZZIYIYI (0.005143407029184663+0j)
IIIIIIIIIIIIZIZI (0.10095198316933242+0j)
IIIIIIIIIIIZIZII (0.10095198316933246+0j)
IIIIIIIIIIZZIZII (0.07855163694481083+0j)
IIIIIIIIIZIIIZII (0.09969879673275397+0j)
IIIIIIIIZZZIZZII (0.09969879673275399+0j)
IIIIIIIZIIIIIZII (0.14697008934301894+0j)
IIIIIYYXIIIIIZII (0.001330360359660175+0j)
IIIIIXYYIIIIIZII (-0.001330360359660175+0j)
IIIIIIZZIIIIIZII (0.11277343373796793+0j)
IIYIYIXZIIIIIZII (0.0012786998576286303+0j)
IIXZYIYIIIIIIZII (-0.0012786998576286303+0j)
IIIIIZIIIIIIIZII (0.119607047169982+0j)
IIIIZZZIIIIIIZII (0.11222990619051937+0j)
IIIZIIIIIIIIIZII (0.11222990619051941+0j)
IIZZIIIIIIIIIZII (0.1220747617313577+0j)
IZIIIIIIIIIIIZII (0.1177861832637039+0j)
ZZZIZIIIZIIIIZII (0.11778618326370392+0j)
IIIIIIIIIYYZZXZI (-0.00028890751346515855+0j)
IIIIIIIIIXXIZXZI (0.0061421256933743085+0j)
IIIIIIIIIYXIIYII (0.006431033206839467+0j)
IIIIIIIIIXYZZYZI (0.006431033206839467+0j)
IIIIIIIIIYYZIXII (-0.0061421256933743085+0j)
IIIIIIIIIXXIIXII (0.00028890751346515855+0j)
IIIIIIIIZIXZIXZI (-0.0011147346517831349+0j)
IIIIIIIIIZXIZXZI (-0.0236990733258918+0j)
IIIIIIIIZIYIZYII (-0.024813807977674934+0j)
IIIIIIIIIZYZZYZI (-0.024813807977674934+0j)
IIIIIIIIZIXZZXII (-0.0236990733258918+0j)
IIIIIIIIIZXIIXII (-0.0011147346517831349+0j)
IIIIZIXXIIIIZXZI (0.002673438660849136+0j)
IIIIIZYYIIIIZXZI (0.002673438660849136+0j)
IIIIZIXXIIIIIXII (-0.002673438660849136+0j)
IIIIIZYYIIIIIXII (-0.002673438660849136+0j)
IYZIYIXZIIIIZXZI (0.0026069171078314285+0j)
IXZIYIYIIIIIZXZI (-0.0026069171078314285+0j)
IYZIYIXZIIIIIXII (-0.0026069171078314285+0j)
IXZIYIYIIIIIIXII (0.0026069171078314285+0j)
ZIIIXIXZZIIIZXZI (0.010058654410095243+0j)
IZZIYIYIIIIIZXZI (0.010058654410095243+0j)
ZIIIXIXZZIIIIXII (-0.010058654410095243+0j)
IZZIYIYIIIIIIXII (-0.010058654410095243+0j)
IIIIZXZIIIIIZXZI (0.011277923021186948+0j)
IIIIIXIIIIIIZXZI (-0.011277923021186948+0j)
IIIIZXZIIIIIIXII (-0.011277923021186948+0j)
IIIIIXIIIIIIIXII (0.011277923021186948+0j)
IYYZIIIIIIIIZXZI (-0.0018665950209481152+0j)
IXXIIIIIIIIIZXZI (-0.0018665950209481152+0j)
IYYZIIIIIIIIIXII (0.0018665950209481152+0j)
IXXIIIIIIIIIIXII (0.0018665950209481152+0j)
ZIXZZIIIZIIIZXZI (-0.007202160046791813+0j)
IZXIIIIIIIIIZXZI (0.007202160046791813+0j)
ZIXZZIIIZIIIIXII (0.007202160046791813+0j)
IZXIIIIIIIIIIXII (-0.007202160046791813+0j)
IIIIIIIIIYZXYXZI (0.001114734651783136+0j)
IIIIIIIIIXIYYXZI (0.023699073325891797+0j)
IIIIIIIIIYIXYXZI (-0.024813807977674934+0j)
IIIIIIIIIXZXYYZI (-0.024813807977674934+0j)
IIIIIIIIIYZYYYZI (-0.023699073325891797+0j)
IIIIIIIIIXIXYYZI (0.001114734651783136+0j)
IIIIIIIIZIIXXXZI (-0.00028890751346515714+0j)
IIIIIIIIIZIYYXZI (0.006142125693374294+0j)
IIIIIIIIZIZXXXZI (0.006431033206839451+0j)
IIIIIIIIIZZXYYZI (-0.006431033206839451+0j)
IIIIIIIIZIIYXYZI (0.006142125693374294+0j)
IIIIIIIIIZIXYYZI (0.00028890751346515714+0j)
IIXYYIXXIIXYYXZI (0.002673438660849137+0j)
IIXXYIXYIIXYYXZI (-0.002673438660849137+0j)
IIXYYIXXIIXXYYZI (-0.002673438660849137+0j)
IIXXYIXYIIXXYYZI (0.002673438660849137+0j)
IYZIYIXZIIXYYXZI (0.010058654410095248+0j)
IXZIYIYIIIXYYXZI (-0.010058654410095248+0j)
IYZIYIXZIIXXYYZI (-0.010058654410095248+0j)
IXZIYIYIIIXXYYZI (0.010058654410095248+0j)
ZIIIXIXZZIXYYXZI (-0.0026069171078314216+0j)
IZZIYIYIIIXYYXZI (-0.0026069171078314216+0j)
ZIIIXIXZZIXXYYZI (0.0026069171078314216+0j)
IZZIYIYIIIXXYYZI (0.0026069171078314216+0j)
IIXYYXZIIIXYYXZI (0.011277923021186952+0j)
IIXXYYZIIIXYYXZI (-0.011277923021186952+0j)
IIXYYXZIIIXXYYZI (-0.011277923021186952+0j)
IIXXYYZIIIXXYYZI (0.011277923021186952+0j)
IYYZIIIIIIXYYXZI (-0.0072021600467918135+0j)
IXXIIIIIIIXYYXZI (-0.0072021600467918135+0j)
IYYZIIIIIIXXYYZI (0.0072021600467918135+0j)
IXXIIIIIIIXXYYZI (0.0072021600467918135+0j)
ZIXZZIIIZIXYYXZI (0.0018665950209481098+0j)
IZXIIIIIIIXYYXZI (-0.0018665950209481098+0j)
ZIXZZIIIZIXXYYZI (-0.0018665950209481098+0j)
IZXIIIIIIIXXYYZI (0.0018665950209481098+0j)
IIIIIIZXIIYIYXZI (-0.0026398981309504435+0j)
IIIIIIIXIIYIYXZI (0.0026398981309504435+0j)
IIIIIIZXIIXZYYZI (0.0026398981309504435+0j)
IIIIIIIXIIXZYYZI (-0.0026398981309504435+0j)
IIYIYIXXIIYIYXZI (0.00369945301481451+0j)
IIXZYIXYIIYIYXZI (-0.00369945301481451+0j)
IIYIYIXXIIXZYYZI (-0.00369945301481451+0j)
IIXZYIXYIIXZYYZI (0.00369945301481451+0j)
IIIIIYYZIIYIYXZI (-0.024131474077341585+0j)
IIIIIXXIIIYIYXZI (-0.024131474077341585+0j)
IIIIIYYZIIXZYYZI (0.024131474077341585+0j)
IIIIIXXIIIXZYYZI (0.024131474077341585+0j)
IIYIYXZIIIYIYXZI (0.04352312478654686+0j)
IIXZYYZIIIYIYXZI (-0.04352312478654686+0j)
IIYIYXZIIIXZYYZI (-0.04352312478654686+0j)
IIXZYYZIIIXZYYZI (0.04352312478654686+0j)
IYZIYZZIIIYIYXZI (0.008008720714322425+0j)
IXZIXIIIIIYIYXZI (0.008008720714322425+0j)
IYZIYZZIIIXZYYZI (-0.008008720714322425+0j)
IXZIXIIIIIXZYYZI (-0.008008720714322425+0j)
ZIIIXZZIZIYIYXZI (0.03090123337268361+0j)
IZZIXIIIIIYIYXZI (-0.03090123337268361+0j)
ZIIIXZZIZIXZYYZI (-0.03090123337268361+0j)
IZZIXIIIIIXZYYZI (0.03090123337268361+0j)
IYYXIIIIIIYIYXZI (-0.03090123337268361+0j)
IXYYIIIIIIYIYXZI (0.03090123337268361+0j)
IYYXIIIIIIXZYYZI (0.03090123337268361+0j)
IXYYIIIIIIXZYYZI (-0.03090123337268361+0j)
ZIXXZIIIZIYIYXZI (0.008008720714322404+0j)
IZYYIIIIIIYIYXZI (0.008008720714322404+0j)
ZIXXZIIIZIXZYYZI (-0.008008720714322404+0j)
IZYYIIIIIIXZYYZI (-0.008008720714322404+0j)
IYZIYIXXIYZIYXZI (0.0043449708450445+0j)
IXZIYIXYIYZIYXZI (-0.0043449708450445+0j)
IYZIYIXXIXZIYYZI (-0.0043449708450445+0j)
IXZIYIXYIXZIYYZI (0.0043449708450445+0j)
IIIIZIXZIYZIYXZI (0.004285362192664058+0j)
IIIIIZXIIYZIYXZI (-0.004285362192664058+0j)
IIIIZIXZIXZIYYZI (-0.004285362192664058+0j)
IIIIIZXIIXZIYYZI (0.004285362192664058+0j)
IIXYYIXZIYZIYXZI (0.016534847689864882+0j)
IIXXYIYIIYZIYXZI (-0.016534847689864882+0j)
IIXYYIXZIXZIYYZI (-0.016534847689864882+0j)
IIXXYIYIIXZIYYZI (0.016534847689864882+0j)
IYZIYXZIIYZIYXZI (0.018087386530949923+0j)
IXZIYYZIIYZIYXZI (-0.018087386530949923+0j)
IYZIYXZIIXZIYYZI (-0.018087386530949923+0j)
IXZIYYZIIXZIYYZI (0.018087386530949923+0j)
IIYIYZZIIYZIYXZI (0.0015776875074829564+0j)
IIXZXIIIIYZIYXZI (0.0015776875074829564+0j)
IIYIYZZIIXZIYYZI (-0.0015776875074829564+0j)
IIXZXIIIIXZIYYZI (-0.0015776875074829564+0j)
IIZXIIIIIYZIYXZI (0.006087425395008678+0j)
IIIXIIIIIYZIYXZI (-0.006087425395008678+0j)
IIZXIIIIIXZIYYZI (-0.006087425395008678+0j)
IIIXIIIIIXZIYYZI (0.006087425395008678+0j)
ZIIIXIXXIIIIXXZI (0.004344970845044502+0j)
IZZIYIXYZIIIXXZI (0.004344970845044502+0j)
ZIIIXIXXZZZIYYZI (0.004344970845044502+0j)
IZZIYIXYIZZIYYZI (0.004344970845044502+0j)
IIIIZIXZZIIIXXZI (0.016534847689864882+0j)
IIIIIZXIZIIIXXZI (-0.016534847689864882+0j)
IIIIZIXZIZZIYYZI (0.016534847689864882+0j)
IIIIIZXIIZZIYYZI (-0.016534847689864882+0j)
IIXYYIXZZIIIXXZI (-0.004285362192664046+0j)
IIXXYIYIZIIIXXZI (0.004285362192664046+0j)
IIXYYIXZIZZIYYZI (-0.004285362192664046+0j)
IIXXYIYIIZZIYYZI (0.004285362192664046+0j)
ZIIIXXZIIIIIXXZI (0.01808738653094993+0j)
IZZIYYZIZIIIXXZI (0.01808738653094993+0j)
ZIIIXXZIZZZIYYZI (0.01808738653094993+0j)
IZZIYYZIIZZIYYZI (0.01808738653094993+0j)
IIYIYZZIZIIIXXZI (0.006087425395008678+0j)
IIXZXIIIZIIIXXZI (0.006087425395008678+0j)
IIYIYZZIIZZIYYZI (0.006087425395008678+0j)
IIXZXIIIIZZIYYZI (0.006087425395008678+0j)
IIZXIIIIZIIIXXZI (-0.0015776875074829525+0j)
IIIXIIIIZIIIXXZI (0.0015776875074829525+0j)
IIZXIIIIIZZIYYZI (-0.0015776875074829525+0j)
IIIXIIIIIZZIYYZI (0.0015776875074829525+0j)
IIIIIIIIIIIZZZZI (0.1134067834069121+0j)
IIIIIIIIIIZZZZZI (0.11074579074002447+0j)
IIIIIIIIIZIIZZZI (0.11307941866977439+0j)
IIIIIIIIZXZIIZZI (0.006658050510819519+0j)
IIIIIIIIIXIIZZZI (-0.006658050510819519+0j)
IIIIIIIIZZZIIZZI (0.08911525350891358+0j)
IIIIIIIZIIIIZZZI (0.15113123336739723+0j)
IIIIIYYXIIIIZZZI (0.0018840466639704276+0j)
IIIIIXYYIIIIZZZI (-0.0018840466639704276+0j)
IIIIIIZZIIIIZZZI (0.13271283266173758+0j)
IIYIYIXZIIIIZZZI (-0.012431851272252914+0j)
IIXZYIYIIIIIZZZI (0.012431851272252914+0j)
IIIIIZIIIIIIZZZI (0.11222990619051937+0j)
IIIIZZZIIIIIZZZI (0.12916055194795112+0j)
IIIZIIIIIIIIZZZI (0.11865803958725846+0j)
IIZZIIIIIIIIZZZI (0.11645829653653447+0j)
IZIIIIIIIIIIZZZI (0.1196317124161006+0j)
ZXZIZIIIZIIIZZZI (-0.002443000326695465+0j)
IXIIIIIIIIIIZZZI (0.002443000326695465+0j)
ZZZIZIIIZIIIZZZI (0.12842474623610983+0j)
IIIIIIIIIZXYYZZI (-0.006658050510819524+0j)
IIIIIIIIIZXXXIII (-0.006658050510819524+0j)
IIIIIIIIZXYYXZZI (0.026525855325642164+0j)
IIIIIIIIIXXYYZZI (0.002561690164781303+0j)
IIIIIIIIZYYXXZZI (-0.029087545490423465+0j)
IIIIIIIIIYXYXIII (-0.029087545490423465+0j)
IIIIIIIIZXYXYIII (0.002561690164781303+0j)
IIIIIIIIIXXXXIII (-0.026525855325642164+0j)
IIIIIIIIZZYYXZZI (0.0066580505108195884+0j)
IIIIIIIIZZYXYIII (-0.0066580505108195884+0j)
IIXYYZZIIIXYYZZI (0.005251256180346355+0j)
IIXXXIIIIIXYYZZI (0.005251256180346355+0j)
IIXYYZZIIIXXXIII (0.005251256180346355+0j)
IIXXXIIIIIXXXIII (0.005251256180346355+0j)
IZIIIIIIIIXYYZZI (0.0024430003266954596+0j)
IZIIIIIIIIXXXIII (0.0024430003266954596+0j)
ZXZIZIIIZIXYYZZI (-0.004396516910004599+0j)
IXIIIIIIIIXYYZZI (0.004396516910004599+0j)
ZXZIZIIIZIXXXIII (-0.004396516910004599+0j)
IXIIIIIIIIXXXIII (0.004396516910004599+0j)
ZZZIZIIIZIXYYZZI (-0.002443000326695366+0j)
ZZZIZIIIZIXXXIII (-0.002443000326695366+0j)
IYZIYIXXIIYIYZZI (0.00023977572627537576+0j)
IXZIYIXYIIYIYZZI (-0.00023977572627537576+0j)
IYZIYIXXIIXZXIII (0.00023977572627537576+0j)
IXZIYIXYIIXZXIII (-0.00023977572627537576+0j)
ZIIIXIXXZIYIYZZI (0.0009251621999365674+0j)
IZZIYIXYIIYIYZZI (0.0009251621999365674+0j)
ZIIIXIXXZIXZXIII (0.0009251621999365674+0j)
IZZIYIXYIIXZXIII (0.0009251621999365674+0j)
IIIIZIXZIIYIYZZI (0.001057708185661716+0j)
IIIIIZXIIIYIYZZI (-0.001057708185661716+0j)
IIIIZIXZIIXZXIII (0.001057708185661716+0j)
IIIIIZXIIIXZXIII (-0.001057708185661716+0j)
IYZIYXZIIIYIYZZI (0.0015776875074829564+0j)
IXZIYYZIIIYIYZZI (-0.0015776875074829564+0j)
IYZIYXZIIIXZXIII (0.0015776875074829564+0j)
IXZIYYZIIIXZXIII (-0.0015776875074829564+0j)
ZIIIXXZIZIYIYZZI (0.006087425395008678+0j)
IZZIYYZIIIYIYZZI (0.006087425395008678+0j)
ZIIIXXZIZIXZXIII (0.006087425395008678+0j)
IZZIYYZIIIXZXIII (0.006087425395008678+0j)
IIYIYZZIIIYIYZZI (0.005712505796510005+0j)
IIXZXIIIIIYIYZZI (0.005712505796510005+0j)
IIYIYZZIIIXZXIII (0.005712505796510005+0j)
IIXZXIIIIIXZXIII (0.005712505796510005+0j)
IIIIIIZXIYZIYZZI (-0.0005089427850248747+0j)
IIIIIIIXIYZIYZZI (0.0005089427850248747+0j)
IIIIIIZXIXZIXIII (-0.0005089427850248747+0j)
IIIIIIIXIXZIXIII (0.0005089427850248747+0j)
IIYIYIXXIYZIYZZI (0.0002626196978612791+0j)
IIXZYIXYIYZIYZZI (-0.0002626196978612791+0j)
IIYIYIXXIXZIXIII (0.0002626196978612791+0j)
IIXZYIXYIXZIXIII (-0.0002626196978612791+0j)
IIIIIYYZIYZIYZZI (-0.006383132931819641+0j)
IIIIIXXIIYZIYZZI (-0.006383132931819641+0j)
IIIIIYYZIXZIXIII (-0.006383132931819641+0j)
IIIIIXXIIXZIXIII (-0.006383132931819641+0j)
IIYIYXZIIYZIYZZI (0.008008720714322425+0j)
IIXZYYZIIYZIYZZI (-0.008008720714322425+0j)
IIYIYXZIIXZIXIII (0.008008720714322425+0j)
IIXZYYZIIXZIXIII (-0.008008720714322425+0j)
IYZIYZZIIYZIYZZI (0.006552293746326211+0j)
IXZIXIIIIYZIYZZI (0.006552293746326211+0j)
IYZIYZZIIXZIXIII (0.006552293746326211+0j)
IXZIXIIIIXZIXIII (0.006552293746326211+0j)
ZIIIXZZIZYZIYZZI (0.009101050837514986+0j)
IZZIXIIIIYZIYZZI (-0.009101050837514986+0j)
ZIIIXZZIZXZIXIII (0.009101050837514986+0j)
IZZIXIIIIXZIXIII (-0.009101050837514986+0j)
IYYXIIIIIYZIYZZI (-0.009101050837514986+0j)
IXYYIIIIIYZIYZZI (0.009101050837514986+0j)
IYYXIIIIIXZIXIII (-0.009101050837514986+0j)
IXYYIIIIIXZIXIII (0.009101050837514986+0j)
ZIXXZIIIZYZIYZZI (-0.0018348267452232955+0j)
IZYYIIIIIYZIYZZI (-0.0018348267452232955+0j)
ZIXXZIIIZXZIXIII (-0.0018348267452232955+0j)
IZYYIIIIIXZIXIII (-0.0018348267452232955+0j)
IIIIIIZXZIIIXZZI (-0.001963729331361477+0j)
IIIIIIIXZIIIXZZI (0.001963729331361477+0j)
IIIIIIZXIZZIXIII (0.001963729331361477+0j)
IIIIIIIXIZZIXIII (-0.001963729331361477+0j)
IIYIYIXXZIIIXZZI (0.0010133044791238732+0j)
IIXZYIXYZIIIXZZI (-0.0010133044791238732+0j)
IIYIYIXXIZZIXIII (-0.0010133044791238732+0j)
IIXZYIXYIZZIXIII (0.0010133044791238732+0j)
IIIIIYYZZIIIXZZI (-0.02462898725164359+0j)
IIIIIXXIZIIIXZZI (-0.02462898725164359+0j)
IIIIIYYZIZZIXIII (0.02462898725164359+0j)
IIIIIXXIIZZIXIII (0.02462898725164359+0j)
IIYIYXZIZIIIXZZI (0.03090123337268361+0j)
IIXZYYZIZIIIXZZI (-0.03090123337268361+0j)
IIYIYXZIIZZIXIII (-0.03090123337268361+0j)
IIXZYYZIIZZIXIII (0.03090123337268361+0j)
IYZIYZZIZIIIXZZI (0.009101050837514986+0j)
IXZIXIIIZIIIXZZI (0.009101050837514986+0j)
IYZIYZZIIZZIXIII (-0.009101050837514986+0j)
IXZIXIIIIZZIXIII (-0.009101050837514986+0j)
ZIIIXZZIIIIIXZZI (0.039309492727196256+0j)
IZZIXIIIZIIIXZZI (-0.039309492727196256+0j)
ZIIIXZZIZZZIXIII (-0.039309492727196256+0j)
IZZIXIIIIZZIXIII (0.039309492727196256+0j)
IYYXIIIIZIIIXZZI (-0.03092237223564676+0j)
IXYYIIIIZIIIXZZI (0.03092237223564676+0j)
IYYXIIIIIZZIXIII (0.03092237223564676+0j)
IXYYIIIIIZZIXIII (-0.03092237223564676+0j)
ZIXXZIIIIIIIXZZI (0.009101050837514954+0j)
IZYYIIIIZIIIXZZI (0.009101050837514954+0j)
ZIXXZIIIZZZIXIII (-0.009101050837514954+0j)
IZYYIIIIIZZIXIII (-0.009101050837514954+0j)
IIIIIIIIIIZIIIII (0.11074579074002451+0j)
IIIIIIIIIZIZIIII (0.08911525350891356+0j)
IIIIIIIIZXZZZIII (-0.006658050510819599+0j)
IIIIIIIIIXIZIIII (0.006658050510819599+0j)
IIIIIIIIZZZZZIII (0.11307941866977447+0j)
IIIIIIIZIIIZIIII (0.15113123336739728+0j)
IIIIIYYXIIIZIIII (0.0018840466639704313+0j)
IIIIIXYYIIIZIIII (-0.0018840466639704313+0j)
IIIIIIZZIIIZIIII (0.13271283266173767+0j)
IIYIYIXZIIIZIIII (-0.012431851272252919+0j)
IIXZYIYIIIIZIIII (0.012431851272252919+0j)
IIIIIZIIIIIZIIII (0.11222990619051941+0j)
IIIIZZZIIIIZIIII (0.11865803958725846+0j)
IIIZIIIIIIIZIIII (0.12916055194795123+0j)
IIZZIIIIIIIZIIII (0.11645829653653451+0j)
IZIIIIIIIIIZIIII (0.1284247462361098+0j)
ZXZIZIIIZIIZIIII (0.0024430003266953603+0j)
IXIIIIIIIIIZIIII (-0.0024430003266953603+0j)
ZZZIZIIIZIIZIIII (0.11963171241610068+0j)
IYZIYIXXIIZXIIII (0.0009251621999365675+0j)
IXZIYIXYIIZXIIII (-0.0009251621999365675+0j)
IYZIYIXXIIIXIIII (-0.0009251621999365675+0j)
IXZIYIXYIIIXIIII (0.0009251621999365675+0j)
ZIIIXIXXZIZXIIII (-0.0002397757262753751+0j)
IZZIYIXYIIZXIIII (-0.0002397757262753751+0j)
ZIIIXIXXZIIXIIII (0.0002397757262753751+0j)
IZZIYIXYIIIXIIII (0.0002397757262753751+0j)
IIXYYIXZIIZXIIII (0.0010577081856617163+0j)
IIXXYIYIIIZXIIII (-0.0010577081856617163+0j)
IIXYYIXZIIIXIIII (-0.0010577081856617163+0j)
IIXXYIYIIIIXIIII (0.0010577081856617163+0j)
IYZIYXZIIIZXIIII (0.006087425395008678+0j)
IXZIYYZIIIZXIIII (-0.006087425395008678+0j)
IYZIYXZIIIIXIIII (-0.006087425395008678+0j)
IXZIYYZIIIIXIIII (0.006087425395008678+0j)
ZIIIXXZIZIZXIIII (-0.0015776875074829525+0j)
IZZIYYZIIIZXIIII (-0.0015776875074829525+0j)
ZIIIXXZIZIIXIIII (0.0015776875074829525+0j)
IZZIYYZIIIIXIIII (0.0015776875074829525+0j)
IIZXIIIIIIZXIIII (0.0057125057965100095+0j)
IIIXIIIIIIZXIIII (-0.0057125057965100095+0j)
IIZXIIIIIIIXIIII (-0.0057125057965100095+0j)
IIIXIIIIIIIXIIII (0.0057125057965100095+0j)
IIIIIIZXIYYXIIII (0.001963729331361482+0j)
IIIIIIIXIYYXIIII (-0.001963729331361482+0j)
IIIIIIZXIXYYIIII (-0.001963729331361482+0j)
IIIIIIIXIXYYIIII (0.001963729331361482+0j)
IIYIYIXXIYYXIIII (-0.0010133044791238706+0j)
IIXZYIXYIYYXIIII (0.0010133044791238706+0j)
IIYIYIXXIXYYIIII (0.0010133044791238706+0j)
IIXZYIXYIXYYIIII (-0.0010133044791238706+0j)
IIIIIYYZIYYXIIII (0.024628987251643582+0j)
IIIIIXXIIYYXIIII (0.024628987251643582+0j)
IIIIIYYZIXYYIIII (-0.024628987251643582+0j)
IIIIIXXIIXYYIIII (-0.024628987251643582+0j)
IIYIYXZIIYYXIIII (-0.03090123337268361+0j)
IIXZYYZIIYYXIIII (0.03090123337268361+0j)
IIYIYXZIIXYYIIII (0.03090123337268361+0j)
IIXZYYZIIXYYIIII (-0.03090123337268361+0j)
IYZIYZZIIYYXIIII (-0.009101050837514986+0j)
IXZIXIIIIYYXIIII (-0.009101050837514986+0j)
IYZIYZZIIXYYIIII (0.009101050837514986+0j)
IXZIXIIIIXYYIIII (0.009101050837514986+0j)
ZIIIXZZIZYYXIIII (-0.03092237223564676+0j)
IZZIXIIIIYYXIIII (0.03092237223564676+0j)
ZIIIXZZIZXYYIIII (0.03092237223564676+0j)
IZZIXIIIIXYYIIII (-0.03092237223564676+0j)
IYYXIIIIIYYXIIII (0.039309492727196256+0j)
IXYYIIIIIYYXIIII (-0.039309492727196256+0j)
IYYXIIIIIXYYIIII (-0.039309492727196256+0j)
IXYYIIIIIXYYIIII (0.039309492727196256+0j)
ZIXXZIIIZYYXIIII (-0.009101050837514958+0j)
IZYYIIIIIYYXIIII (-0.009101050837514958+0j)
ZIXXZIIIZXYYIIII (0.009101050837514958+0j)
IZYYIIIIIXYYIIII (0.009101050837514958+0j)
IIIIIIZXZIXXZIII (-0.0005089427850248732+0j)
IIIIIIIXZIXXZIII (0.0005089427850248732+0j)
IIIIIIZXIZYYIIII (-0.0005089427850248732+0j)
IIIIIIIXIZYYIIII (0.0005089427850248732+0j)
IIYIYIXXZIXXZIII (0.00026261969786127865+0j)
IIXZYIXYZIXXZIII (-0.00026261969786127865+0j)
IIYIYIXXIZYYIIII (0.00026261969786127865+0j)
IIXZYIXYIZYYIIII (-0.00026261969786127865+0j)
IIIIIYYZZIXXZIII (-0.006383132931819622+0j)
IIIIIXXIZIXXZIII (-0.006383132931819622+0j)
IIIIIYYZIZYYIIII (-0.006383132931819622+0j)
IIIIIXXIIZYYIIII (-0.006383132931819622+0j)
IIYIYXZIZIXXZIII (0.008008720714322404+0j)
IIXZYYZIZIXXZIII (-0.008008720714322404+0j)
IIYIYXZIIZYYIIII (0.008008720714322404+0j)
IIXZYYZIIZYYIIII (-0.008008720714322404+0j)
IYZIYZZIZIXXZIII (-0.0018348267452232955+0j)
IXZIXIIIZIXXZIII (-0.0018348267452232955+0j)
IYZIYZZIIZYYIIII (-0.0018348267452232955+0j)
IXZIXIIIIZYYIIII (-0.0018348267452232955+0j)
ZIIIXZZIIIXXZIII (0.009101050837514954+0j)
IZZIXIIIZIXXZIII (-0.009101050837514954+0j)
ZIIIXZZIZZYYIIII (0.009101050837514954+0j)
IZZIXIIIIZYYIIII (-0.009101050837514954+0j)
IYYXIIIIZIXXZIII (-0.009101050837514958+0j)
IXYYIIIIZIXXZIII (0.009101050837514958+0j)
IYYXIIIIIZYYIIII (-0.009101050837514958+0j)
IXYYIIIIIZYYIIII (0.009101050837514958+0j)
