Jordan-Wigner mapping of C2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIII (-36.41716132236646+0j)
ZIIIIIIIIIYZZZYI (-0.007612831048648757+0j)
ZIIIIIIIIIXZZZXI (-0.007612831048648757+0j)
IIIIYZZYIYZZZZYI (-0.0007133034083705788+0j)
IIIIXZZXIYZZZZYI (-0.0007133034083705788+0j)
IIIIYZZYIXZZZZXI (-0.0007133034083705788+0j)
IIIIXZZXIXZZZZXI (-0.0007133034083705788+0j)
IIIYZZZYIYZZZZYI (0.002752244194028527+0j)
IIIXZZZXIYZZZZYI (0.002752244194028527+0j)
IIIYZZZYIXZZZZXI (0.002752244194028527+0j)
IIIXZZZXIXZZZZXI (0.002752244194028527+0j)
IYZZZZYIIYZZZZYI (0.010905916307974104+0j)
IXZZZZXIIYZZZZYI (0.010905916307974104+0j)
IYZZZZYIIXZZZZXI (0.010905916307974104+0j)
IXZZZZXIIXZZZZXI (0.010905916307974104+0j)
IIIIYYIIIYZZZZYI (-0.0026069171078314285+0j)
IIIIXXIIIYZZZZYI (-0.0026069171078314285+0j)
IIIIYYIIIXZZZZXI (-0.0026069171078314285+0j)
IIIIXXIIIXZZZZXI (-0.0026069171078314285+0j)
IIIYZYIIIYZZZZYI (0.010058654410095248+0j)
IIIXZXIIIYZZZZYI (0.010058654410095248+0j)
IIIYZYIIIXZZZZXI (0.010058654410095248+0j)
IIIXZXIIIXZZZZXI (0.010058654410095248+0j)
IYYIIIIIIYZZZZYI (-0.005143407029184661+0j)
IXXIIIIIIYZZZZYI (-0.005143407029184661+0j)
IYYIIIIIIXZZZZXI (-0.005143407029184661+0j)
IXXIIIIIIXZZZZXI (-0.005143407029184661+0j)
IIIIYZZYYZZZZZYI (0.0027522441940285272+0j)
IIIIXZZXYZZZZZYI (0.0027522441940285272+0j)
IIIIYZZYXZZZZZXI (0.0027522441940285272+0j)
IIIIXZZXXZZZZZXI (0.0027522441940285272+0j)
IIIYZZZYYZZZZZYI (0.0007133034083705769+0j)
IIIXZZZXYZZZZZYI (0.0007133034083705769+0j)
IIIYZZZYXZZZZZXI (0.0007133034083705769+0j)
IIIXZZZXXZZZZZXI (0.0007133034083705769+0j)
YZZZZZYIYZZZZZYI (0.010905916307974106+0j)
XZZZZZXIYZZZZZYI (0.010905916307974106+0j)
YZZZZZYIXZZZZZXI (0.010905916307974106+0j)
XZZZZZXIXZZZZZXI (0.010905916307974106+0j)
IIIIYYIIYZZZZZYI (0.010058654410095243+0j)
IIIIXXIIYZZZZZYI (0.010058654410095243+0j)
IIIIYYIIXZZZZZXI (0.010058654410095243+0j)
IIIIXXIIXZZZZZXI (0.010058654410095243+0j)
IIIYZYIIYZZZZZYI (0.0026069171078314216+0j)
IIIXZXIIYZZZZZYI (0.0026069171078314216+0j)
IIIYZYIIXZZZZZXI (0.0026069171078314216+0j)
IIIXZXIIXZZZZZXI (0.0026069171078314216+0j)
YZYIIIIIYZZZZZYI (-0.005143407029184663+0j)
XZXIIIIIYZZZZZYI (-0.005143407029184663+0j)
YZYIIIIIXZZZZZXI (-0.005143407029184663+0j)
XZXIIIIIXZZZZZXI (-0.005143407029184663+0j)
IIIIIIIIIIIIZZII (0.10095198316933242+0j)
IIIIIIIIIIIZIZII (0.10095198316933246+0j)
IIIIIIIIIIZIIZII (0.07855163694481083+0j)
IIIIIIIIIZIIIZII (0.09969879673275397+0j)
IIIIIIIIZIIIIZII (0.09969879673275399+0j)
IIIIIIIZIIIIIZII (0.14697008934301894+0j)
IIIIIYZYIIIIIZII (0.001330360359660175+0j)
IIIIIXZXIIIIIZII (0.001330360359660175+0j)
IIIIIIZIIIIIIZII (0.11277343373796793+0j)
IIYZZZYIIIIIIZII (0.0012786998576286303+0j)
IIXZZZXIIIIIIZII (0.0012786998576286303+0j)
IIIIIZIIIIIIIZII (0.119607047169982+0j)
IIIIZIIIIIIIIZII (0.11222990619051937+0j)
IIIZIIIIIIIIIZII (0.11222990619051941+0j)
IIZIIIIIIIIIIZII (0.1220747617313577+0j)
IZIIIIIIIIIIIZII (0.1177861832637039+0j)
ZIIIIIIIIIIIIZII (0.11778618326370392+0j)
IIIIIIIIIYYIYYII (0.00028890751346515855+0j)
IIIIIIIIIXXIYYII (-0.0061421256933743085+0j)
IIIIIIIIIYXIXYII (0.006431033206839467+0j)
IIIIIIIIIXYIYXII (0.006431033206839467+0j)
IIIIIIIIIYYIXXII (-0.0061421256933743085+0j)
IIIIIIIIIXXIXXII (0.00028890751346515855+0j)
IIIIIIIIYZYIYYII (-0.0011147346517831349+0j)
IIIIIIIIXZXIYYII (0.0236990733258918+0j)
IIIIIIIIYZXIXYII (-0.024813807977674934+0j)
IIIIIIIIXZYIYXII (-0.024813807977674934+0j)
IIIIIIIIYZYIXXII (0.0236990733258918+0j)
IIIIIIIIXZXIXXII (-0.0011147346517831349+0j)
IIIIYZZYIIIIYYII (0.002673438660849136+0j)
IIIIXZZXIIIIYYII (0.002673438660849136+0j)
IIIIYZZYIIIIXXII (0.002673438660849136+0j)
IIIIXZZXIIIIXXII (0.002673438660849136+0j)
IYZZZZYIIIIIYYII (-0.0026069171078314285+0j)
IXZZZZXIIIIIYYII (-0.0026069171078314285+0j)
IYZZZZYIIIIIXXII (-0.0026069171078314285+0j)
IXZZZZXIIIIIXXII (-0.0026069171078314285+0j)
YZZZZZYIIIIIYYII (0.010058654410095243+0j)
XZZZZZXIIIIIYYII (0.010058654410095243+0j)
YZZZZZYIIIIIXXII (0.010058654410095243+0j)
XZZZZZXIIIIIXXII (0.010058654410095243+0j)
IIIIYYIIIIIIYYII (0.011277923021186948+0j)
IIIIXXIIIIIIYYII (0.011277923021186948+0j)
IIIIYYIIIIIIXXII (0.011277923021186948+0j)
IIIIXXIIIIIIXXII (0.011277923021186948+0j)
IYYIIIIIIIIIYYII (0.0018665950209481152+0j)
IXXIIIIIIIIIYYII (0.0018665950209481152+0j)
IYYIIIIIIIIIXXII (0.0018665950209481152+0j)
IXXIIIIIIIIIXXII (0.0018665950209481152+0j)
YZYIIIIIIIIIYYII (-0.007202160046791813+0j)
XZXIIIIIIIIIYYII (-0.007202160046791813+0j)
YZYIIIIIIIIIXXII (-0.007202160046791813+0j)
XZXIIIIIIIIIXXII (-0.007202160046791813+0j)
IIIIIIIIIYYYZYII (-0.001114734651783136+0j)
IIIIIIIIIXXYZYII (0.023699073325891797+0j)
IIIIIIIIIYXXZYII (-0.024813807977674934+0j)
IIIIIIIIIXYYZXII (-0.024813807977674934+0j)
IIIIIIIIIYYXZXII (0.023699073325891797+0j)
IIIIIIIIIXXXZXII (-0.001114734651783136+0j)
IIIIIIIIYZYYZYII (-0.00028890751346515714+0j)
IIIIIIIIXZXYZYII (0.006142125693374294+0j)
IIIIIIIIYZXXZYII (-0.006431033206839451+0j)
IIIIIIIIXZYYZXII (-0.006431033206839451+0j)
IIIIIIIIYZYXZXII (0.006142125693374294+0j)
IIIIIIIIXZXXZXII (-0.00028890751346515714+0j)
IIIYZZZYIIIYZYII (0.002673438660849137+0j)
IIIXZZZXIIIYZYII (0.002673438660849137+0j)
IIIYZZZYIIIXZXII (0.002673438660849137+0j)
IIIXZZZXIIIXZXII (0.002673438660849137+0j)
IYZZZZYIIIIYZYII (0.010058654410095248+0j)
IXZZZZXIIIIYZYII (0.010058654410095248+0j)
IYZZZZYIIIIXZXII (0.010058654410095248+0j)
IXZZZZXIIIIXZXII (0.010058654410095248+0j)
YZZZZZYIIIIYZYII (0.0026069171078314216+0j)
XZZZZZXIIIIYZYII (0.0026069171078314216+0j)
YZZZZZYIIIIXZXII (0.0026069171078314216+0j)
XZZZZZXIIIIXZXII (0.0026069171078314216+0j)
IIIYZYIIIIIYZYII (0.011277923021186952+0j)
IIIXZXIIIIIYZYII (0.011277923021186952+0j)
IIIYZYIIIIIXZXII (0.011277923021186952+0j)
IIIXZXIIIIIXZXII (0.011277923021186952+0j)
IYYIIIIIIIIYZYII (-0.0072021600467918135+0j)
IXXIIIIIIIIYZYII (-0.0072021600467918135+0j)
IYYIIIIIIIIXZXII (-0.0072021600467918135+0j)
IXXIIIIIIIIXZXII (-0.0072021600467918135+0j)
YZYIIIIIIIIYZYII (-0.0018665950209481098+0j)
XZXIIIIIIIIYZYII (-0.0018665950209481098+0j)
YZYIIIIIIIIXZXII (-0.0018665950209481098+0j)
XZXIIIIIIIIXZXII (-0.0018665950209481098+0j)
IIIIIIYYIIYZZYII (0.0026398981309504435+0j)
IIIIIIXXIIYZZYII (0.0026398981309504435+0j)
IIIIIIYYIIXZZXII (0.0026398981309504435+0j)
IIIIIIXXIIXZZXII (0.0026398981309504435+0j)
IIYZZZZYIIYZZYII (0.00369945301481451+0j)
IIXZZZZXIIYZZYII (0.00369945301481451+0j)
IIYZZZZYIIXZZXII (0.00369945301481451+0j)
IIXZZZZXIIXZZXII (0.00369945301481451+0j)
IIIIIYYIIIYZZYII (-0.024131474077341585+0j)
IIIIIXXIIIYZZYII (-0.024131474077341585+0j)
IIIIIYYIIIXZZXII (-0.024131474077341585+0j)
IIIIIXXIIIXZZXII (-0.024131474077341585+0j)
IIYZZYIIIIYZZYII (0.04352312478654686+0j)
IIXZZXIIIIYZZYII (0.04352312478654686+0j)
IIYZZYIIIIXZZXII (0.04352312478654686+0j)
IIXZZXIIIIXZZXII (0.04352312478654686+0j)
IYZZYIIIIIYZZYII (0.008008720714322425+0j)
IXZZXIIIIIYZZYII (0.008008720714322425+0j)
IYZZYIIIIIXZZXII (0.008008720714322425+0j)
IXZZXIIIIIXZZXII (0.008008720714322425+0j)
YZZZYIIIIIYZZYII (-0.03090123337268361+0j)
XZZZXIIIIIYZZYII (-0.03090123337268361+0j)
YZZZYIIIIIXZZXII (-0.03090123337268361+0j)
XZZZXIIIIIXZZXII (-0.03090123337268361+0j)
IYZYIIIIIIYZZYII (-0.03090123337268361+0j)
IXZXIIIIIIYZZYII (-0.03090123337268361+0j)
IYZYIIIIIIXZZXII (-0.03090123337268361+0j)
IXZXIIIIIIXZZXII (-0.03090123337268361+0j)
YZZYIIIIIIYZZYII (-0.008008720714322404+0j)
XZZXIIIIIIYZZYII (-0.008008720714322404+0j)
YZZYIIIIIIXZZXII (-0.008008720714322404+0j)
XZZXIIIIIIXZZXII (-0.008008720714322404+0j)
IYZZZZZYIYZZZYII (0.0043449708450445+0j)
IXZZZZZXIYZZZYII (0.0043449708450445+0j)
IYZZZZZYIXZZZXII (0.0043449708450445+0j)
IXZZZZZXIXZZZXII (0.0043449708450445+0j)
IIIIYZYIIYZZZYII (-0.004285362192664058+0j)
IIIIXZXIIYZZZYII (-0.004285362192664058+0j)
IIIIYZYIIXZZZXII (-0.004285362192664058+0j)
IIIIXZXIIXZZZXII (-0.004285362192664058+0j)
IIIYZZYIIYZZZYII (0.016534847689864882+0j)
IIIXZZXIIYZZZYII (0.016534847689864882+0j)
IIIYZZYIIXZZZXII (0.016534847689864882+0j)
IIIXZZXIIXZZZXII (0.016534847689864882+0j)
IYZZZYIIIYZZZYII (0.018087386530949923+0j)
IXZZZXIIIYZZZYII (0.018087386530949923+0j)
IYZZZYIIIXZZZXII (0.018087386530949923+0j)
IXZZZXIIIXZZZXII (0.018087386530949923+0j)
IIYZYIIIIYZZZYII (0.0015776875074829564+0j)
IIXZXIIIIYZZZYII (0.0015776875074829564+0j)
IIYZYIIIIXZZZXII (0.0015776875074829564+0j)
IIXZXIIIIXZZZXII (0.0015776875074829564+0j)
IIYYIIIIIYZZZYII (-0.006087425395008678+0j)
IIXXIIIIIYZZZYII (-0.006087425395008678+0j)
IIYYIIIIIXZZZXII (-0.006087425395008678+0j)
IIXXIIIIIXZZZXII (-0.006087425395008678+0j)
YZZZZZZYYZZZZYII (0.004344970845044502+0j)
XZZZZZZXYZZZZYII (0.004344970845044502+0j)
YZZZZZZYXZZZZXII (0.004344970845044502+0j)
XZZZZZZXXZZZZXII (0.004344970845044502+0j)
IIIIYZYIYZZZZYII (0.016534847689864882+0j)
IIIIXZXIYZZZZYII (0.016534847689864882+0j)
IIIIYZYIXZZZZXII (0.016534847689864882+0j)
IIIIXZXIXZZZZXII (0.016534847689864882+0j)
IIIYZZYIYZZZZYII (0.004285362192664046+0j)
IIIXZZXIYZZZZYII (0.004285362192664046+0j)
IIIYZZYIXZZZZXII (0.004285362192664046+0j)
IIIXZZXIXZZZZXII (0.004285362192664046+0j)
YZZZZYIIYZZZZYII (0.01808738653094993+0j)
XZZZZXIIYZZZZYII (0.01808738653094993+0j)
YZZZZYIIXZZZZXII (0.01808738653094993+0j)
XZZZZXIIXZZZZXII (0.01808738653094993+0j)
IIYZYIIIYZZZZYII (-0.006087425395008678+0j)
IIXZXIIIYZZZZYII (-0.006087425395008678+0j)
IIYZYIIIXZZZZXII (-0.006087425395008678+0j)
IIXZXIIIXZZZZXII (-0.006087425395008678+0j)
IIYYIIIIYZZZZYII (-0.0015776875074829525+0j)
IIXXIIIIYZZZZYII (-0.0015776875074829525+0j)
IIYYIIIIXZZZZXII (-0.0015776875074829525+0j)
IIXXIIIIXZZZZXII (-0.0015776875074829525+0j)
IIIIIIIIIIIZZIII (0.1134067834069121+0j)
IIIIIIIIIIZIZIII (0.11074579074002447+0j)
IIIIIIIIIZIIZIII (0.11307941866977439+0j)
IIIIIIIIYYIIZIII (-0.006658050510819519+0j)
IIIIIIIIXXIIZIII (-0.006658050510819519+0j)
IIIIIIIIZIIIZIII (0.08911525350891358+0j)
IIIIIIIZIIIIZIII (0.15113123336739723+0j)
IIIIIYZYIIIIZIII (0.0018840466639704276+0j)
IIIIIXZXIIIIZIII (0.0018840466639704276+0j)
IIIIIIZIIIIIZIII (0.13271283266173758+0j)
IIYZZZYIIIIIZIII (-0.012431851272252914+0j)
IIXZZZXIIIIIZIII (-0.012431851272252914+0j)
IIIIIZIIIIIIZIII (0.11222990619051937+0j)
IIIIZIIIIIIIZIII (0.12916055194795112+0j)
IIIZIIIIIIIIZIII (0.11865803958725846+0j)
IIZIIIIIIIIIZIII (0.11645829653653447+0j)
IZIIIIIIIIIIZIII (0.1196317124161006+0j)
YYIIIIIIIIIIZIII (0.002443000326695465+0j)
XXIIIIIIIIIIZIII (0.002443000326695465+0j)
ZIIIIIIIIIIIZIII (0.12842474623610983+0j)
IIIIIIIIIZIYYIII (-0.006658050510819524+0j)
IIIIIIIIIZIXXIII (-0.006658050510819524+0j)
IIIIIIIIYYIYYIII (-0.026525855325642164+0j)
IIIIIIIIXXIYYIII (0.002561690164781303+0j)
IIIIIIIIYXIXYIII (-0.029087545490423465+0j)
IIIIIIIIXYIYXIII (-0.029087545490423465+0j)
IIIIIIIIYYIXXIII (0.002561690164781303+0j)
IIIIIIIIXXIXXIII (-0.026525855325642164+0j)
IIIIIIIIZIIYYIII (0.0066580505108195884+0j)
IIIIIIIIZIIXXIII (0.0066580505108195884+0j)
IIIYYIIIIIIYYIII (0.005251256180346355+0j)
IIIXXIIIIIIYYIII (0.005251256180346355+0j)
IIIYYIIIIIIXXIII (0.005251256180346355+0j)
IIIXXIIIIIIXXIII (0.005251256180346355+0j)
IZIIIIIIIIIYYIII (0.0024430003266954596+0j)
IZIIIIIIIIIXXIII (0.0024430003266954596+0j)
YYIIIIIIIIIYYIII (0.004396516910004599+0j)
XXIIIIIIIIIYYIII (0.004396516910004599+0j)
YYIIIIIIIIIXXIII (0.004396516910004599+0j)
XXIIIIIIIIIXXIII (0.004396516910004599+0j)
ZIIIIIIIIIIYYIII (-0.002443000326695366+0j)
ZIIIIIIIIIIXXIII (-0.002443000326695366+0j)
IYZZZZZYIIYZYIII (0.00023977572627537576+0j)
IXZZZZZXIIYZYIII (0.00023977572627537576+0j)
IYZZZZZYIIXZXIII (0.00023977572627537576+0j)
IXZZZZZXIIXZXIII (0.00023977572627537576+0j)
YZZZZZZYIIYZYIII (-0.0009251621999365674+0j)
XZZZZZZXIIYZYIII (-0.0009251621999365674+0j)
YZZZZZZYIIXZXIII (-0.0009251621999365674+0j)
XZZZZZZXIIXZXIII (-0.0009251621999365674+0j)
IIIIYZYIIIYZYIII (-0.001057708185661716+0j)
IIIIXZXIIIYZYIII (-0.001057708185661716+0j)
IIIIYZYIIIXZXIII (-0.001057708185661716+0j)
IIIIXZXIIIXZXIII (-0.001057708185661716+0j)
IYZZZYIIIIYZYIII (0.0015776875074829564+0j)
IXZZZXIIIIYZYIII (0.0015776875074829564+0j)
IYZZZYIIIIXZXIII (0.0015776875074829564+0j)
IXZZZXIIIIXZXIII (0.0015776875074829564+0j)
YZZZZYIIIIYZYIII (-0.006087425395008678+0j)
XZZZZXIIIIYZYIII (-0.006087425395008678+0j)
YZZZZYIIIIXZXIII (-0.006087425395008678+0j)
XZZZZXIIIIXZXIII (-0.006087425395008678+0j)
IIYZYIIIIIYZYIII (0.005712505796510005+0j)
IIXZXIIIIIYZYIII (0.005712505796510005+0j)
IIYZYIIIIIXZXIII (0.005712505796510005+0j)
IIXZXIIIIIXZXIII (0.005712505796510005+0j)
IIIIIIYYIYZZYIII (0.0005089427850248747+0j)
IIIIIIXXIYZZYIII (0.0005089427850248747+0j)
IIIIIIYYIXZZXIII (0.0005089427850248747+0j)
IIIIIIXXIXZZXIII (0.0005089427850248747+0j)
IIYZZZZYIYZZYIII (0.0002626196978612791+0j)
IIXZZZZXIYZZYIII (0.0002626196978612791+0j)
IIYZZZZYIXZZXIII (0.0002626196978612791+0j)
IIXZZZZXIXZZXIII (0.0002626196978612791+0j)
IIIIIYYIIYZZYIII (-0.006383132931819641+0j)
IIIIIXXIIYZZYIII (-0.006383132931819641+0j)
IIIIIYYIIXZZXIII (-0.006383132931819641+0j)
IIIIIXXIIXZZXIII (-0.006383132931819641+0j)
IIYZZYIIIYZZYIII (0.008008720714322425+0j)
IIXZZXIIIYZZYIII (0.008008720714322425+0j)
IIYZZYIIIXZZXIII (0.008008720714322425+0j)
IIXZZXIIIXZZXIII (0.008008720714322425+0j)
IYZZYIIIIYZZYIII (0.006552293746326211+0j)
IXZZXIIIIYZZYIII (0.006552293746326211+0j)
IYZZYIIIIXZZXIII (0.006552293746326211+0j)
IXZZXIIIIXZZXIII (0.006552293746326211+0j)
YZZZYIIIIYZZYIII (-0.009101050837514986+0j)
XZZZXIIIIYZZYIII (-0.009101050837514986+0j)
YZZZYIIIIXZZXIII (-0.009101050837514986+0j)
XZZZXIIIIXZZXIII (-0.009101050837514986+0j)
IYZYIIIIIYZZYIII (-0.009101050837514986+0j)
IXZXIIIIIYZZYIII (-0.009101050837514986+0j)
IYZYIIIIIXZZXIII (-0.009101050837514986+0j)
IXZXIIIIIXZZXIII (-0.009101050837514986+0j)
YZZYIIIIIYZZYIII (0.0018348267452232955+0j)
XZZXIIIIIYZZYIII (0.0018348267452232955+0j)
YZZYIIIIIXZZXIII (0.0018348267452232955+0j)
XZZXIIIIIXZZXIII (0.0018348267452232955+0j)
IIIIIIYYYZZZYIII (-0.001963729331361477+0j)
IIIIIIXXYZZZYIII (-0.001963729331361477+0j)
IIIIIIYYXZZZXIII (-0.001963729331361477+0j)
IIIIIIXXXZZZXIII (-0.001963729331361477+0j)
IIYZZZZYYZZZYIII (-0.0010133044791238732+0j)
IIXZZZZXYZZZYIII (-0.0010133044791238732+0j)
IIYZZZZYXZZZXIII (-0.0010133044791238732+0j)
IIXZZZZXXZZZXIII (-0.0010133044791238732+0j)
IIIIIYYIYZZZYIII (0.02462898725164359+0j)
IIIIIXXIYZZZYIII (0.02462898725164359+0j)
IIIIIYYIXZZZXIII (0.02462898725164359+0j)
IIIIIXXIXZZZXIII (0.02462898725164359+0j)
IIYZZYIIYZZZYIII (-0.03090123337268361+0j)
IIXZZXIIYZZZYIII (-0.03090123337268361+0j)
IIYZZYIIXZZZXIII (-0.03090123337268361+0j)
IIXZZXIIXZZZXIII (-0.03090123337268361+0j)
IYZZYIIIYZZZYIII (-0.009101050837514986+0j)
IXZZXIIIYZZZYIII (-0.009101050837514986+0j)
IYZZYIIIXZZZXIII (-0.009101050837514986+0j)
IXZZXIIIXZZZXIII (-0.009101050837514986+0j)
YZZZYIIIYZZZYIII (0.039309492727196256+0j)
XZZZXIIIYZZZYIII (0.039309492727196256+0j)
YZZZYIIIXZZZXIII (0.039309492727196256+0j)
XZZZXIIIXZZZXIII (0.039309492727196256+0j)
IYZYIIIIYZZZYIII (0.03092237223564676+0j)
IXZXIIIIYZZZYIII (0.03092237223564676+0j)
IYZYIIIIXZZZXIII (0.03092237223564676+0j)
IXZXIIIIXZZZXIII (0.03092237223564676+0j)
YZZYIIIIYZZZYIII (0.009101050837514954+0j)
XZZXIIIIYZZZYIII (0.009101050837514954+0j)
YZZYIIIIXZZZXIII (0.009101050837514954+0j)
XZZXIIIIXZZZXIII (0.009101050837514954+0j)
IIIIIIIIIIZZIIII (0.11074579074002451+0j)
IIIIIIIIIZIZIIII (0.08911525350891356+0j)
IIIIIIIIYYIZIIII (0.006658050510819599+0j)
IIIIIIIIXXIZIIII (0.006658050510819599+0j)
IIIIIIIIZIIZIIII (0.11307941866977447+0j)
IIIIIIIZIIIZIIII (0.15113123336739728+0j)
IIIIIYZYIIIZIIII (0.0018840466639704313+0j)
IIIIIXZXIIIZIIII (0.0018840466639704313+0j)
IIIIIIZIIIIZIIII (0.13271283266173767+0j)
IIYZZZYIIIIZIIII (-0.012431851272252919+0j)
IIXZZZXIIIIZIIII (-0.012431851272252919+0j)
IIIIIZIIIIIZIIII (0.11222990619051941+0j)
IIIIZIIIIIIZIIII (0.11865803958725846+0j)
IIIZIIIIIIIZIIII (0.12916055194795123+0j)
IIZIIIIIIIIZIIII (0.11645829653653451+0j)
IZIIIIIIIIIZIIII (0.1284247462361098+0j)
YYIIIIIIIIIZIIII (-0.0024430003266953603+0j)
XXIIIIIIIIIZIIII (-0.0024430003266953603+0j)
ZIIIIIIIIIIZIIII (0.11963171241610068+0j)
IYZZZZZYIIYYIIII (-0.0009251621999365675+0j)
IXZZZZZXIIYYIIII (-0.0009251621999365675+0j)
IYZZZZZYIIXXIIII (-0.0009251621999365675+0j)
IXZZZZZXIIXXIIII (-0.0009251621999365675+0j)
YZZZZZZYIIYYIIII (-0.0002397757262753751+0j)
XZZZZZZXIIYYIIII (-0.0002397757262753751+0j)
YZZZZZZYIIXXIIII (-0.0002397757262753751+0j)
XZZZZZZXIIXXIIII (-0.0002397757262753751+0j)
IIIYZZYIIIYYIIII (-0.0010577081856617163+0j)
IIIXZZXIIIYYIIII (-0.0010577081856617163+0j)
IIIYZZYIIIXXIIII (-0.0010577081856617163+0j)
IIIXZZXIIIXXIIII (-0.0010577081856617163+0j)
IYZZZYIIIIYYIIII (-0.006087425395008678+0j)
IXZZZXIIIIYYIIII (-0.006087425395008678+0j)
IYZZZYIIIIXXIIII (-0.006087425395008678+0j)
IXZZZXIIIIXXIIII (-0.006087425395008678+0j)
YZZZZYIIIIYYIIII (-0.0015776875074829525+0j)
XZZZZXIIIIYYIIII (-0.0015776875074829525+0j)
YZZZZYIIIIXXIIII (-0.0015776875074829525+0j)
XZZZZXIIIIXXIIII (-0.0015776875074829525+0j)
IIYYIIIIIIYYIIII (0.0057125057965100095+0j)
IIXXIIIIIIYYIIII (0.0057125057965100095+0j)
IIYYIIIIIIXXIIII (0.0057125057965100095+0j)
IIXXIIIIIIXXIIII (0.0057125057965100095+0j)
IIIIIIYYIYZYIIII (-0.001963729331361482+0j)
IIIIIIXXIYZYIIII (-0.001963729331361482+0j)
IIIIIIYYIXZXIIII (-0.001963729331361482+0j)
IIIIIIXXIXZXIIII (-0.001963729331361482+0j)
IIYZZZZYIYZYIIII (-0.0010133044791238706+0j)
IIXZZZZXIYZYIIII (-0.0010133044791238706+0j)
IIYZZZZYIXZXIIII (-0.0010133044791238706+0j)
IIXZZZZXIXZXIIII (-0.0010133044791238706+0j)
IIIIIYYIIYZYIIII (0.024628987251643582+0j)
IIIIIXXIIYZYIIII (0.024628987251643582+0j)
IIIIIYYIIXZXIIII (0.024628987251643582+0j)
IIIIIXXIIXZXIIII (0.024628987251643582+0j)
IIYZZYIIIYZYIIII (-0.03090123337268361+0j)
IIXZZXIIIYZYIIII (-0.03090123337268361+0j)
IIYZZYIIIXZXIIII (-0.03090123337268361+0j)
IIXZZXIIIXZXIIII (-0.03090123337268361+0j)
IYZZYIIIIYZYIIII (-0.009101050837514986+0j)
IXZZXIIIIYZYIIII (-0.009101050837514986+0j)
IYZZYIIIIXZXIIII (-0.009101050837514986+0j)
IXZZXIIIIXZXIIII (-0.009101050837514986+0j)
YZZZYIIIIYZYIIII (0.03092237223564676+0j)
XZZZXIIIIYZYIIII (0.03092237223564676+0j)
YZZZYIIIIXZXIIII (0.03092237223564676+0j)
XZZZXIIIIXZXIIII (0.03092237223564676+0j)
IYZYIIIIIYZYIIII (0.039309492727196256+0j)
IXZXIIIIIYZYIIII (0.039309492727196256+0j)
IYZYIIIIIXZXIIII (0.039309492727196256+0j)
IXZXIIIIIXZXIIII (0.039309492727196256+0j)
YZZYIIIIIYZYIIII (0.009101050837514958+0j)
XZZXIIIIIYZYIIII (0.009101050837514958+0j)
YZZYIIIIIXZXIIII (0.009101050837514958+0j)
XZZXIIIIIXZXIIII (0.009101050837514958+0j)
IIIIIIYYYZZYIIII (-0.0005089427850248732+0j)
IIIIIIXXYZZYIIII (-0.0005089427850248732+0j)
IIIIIIYYXZZXIIII (-0.0005089427850248732+0j)
IIIIIIXXXZZXIIII (-0.0005089427850248732+0j)
IIYZZZZYYZZYIIII (-0.00026261969786127865+0j)
IIXZZZZXYZZYIIII (-0.00026261969786127865+0j)
IIYZZZZYXZZXIIII (-0.00026261969786127865+0j)
IIXZZZZXXZZXIIII (-0.00026261969786127865+0j)
IIIIIYYIYZZYIIII (0.006383132931819622+0j)
IIIIIXXIYZZYIIII (0.006383132931819622+0j)
IIIIIYYIXZZXIIII (0.006383132931819622+0j)
IIIIIXXIXZZXIIII (0.006383132931819622+0j)
IIYZZYIIYZZYIIII (-0.008008720714322404+0j)
IIXZZXIIYZZYIIII (-0.008008720714322404+0j)
IIYZZYIIXZZXIIII (-0.008008720714322404+0j)
IIXZZXIIXZZXIIII (-0.008008720714322404+0j)
IYZZYIIIYZZYIIII (0.0018348267452232955+0j)
IXZZXIIIYZZYIIII (0.0018348267452232955+0j)
IYZZYIIIXZZXIIII (0.0018348267452232955+0j)
IXZZXIIIXZZXIIII (0.0018348267452232955+0j)
YZZZYIIIYZZYIIII (0.009101050837514954+0j)
XZZZXIIIYZZYIIII (0.009101050837514954+0j)
YZZZYIIIXZZXIIII (0.009101050837514954+0j)
XZZZXIIIXZZXIIII (0.009101050837514954+0j)
IYZYIIIIYZZYIIII (0.009101050837514958+0j)
IXZXIIIIYZZYIIII (0.009101050837514958+0j)
IYZYIIIIXZZXIIII (0.009101050837514958+0j)
IXZXIIIIXZZXIIII (0.009101050837514958+0j)
YZZYIIIIYZZYIIII (0.006552293746326203+0j)
XZZXIIIIYZZYIIII (0.006552293746326203+0j)
YZZYIIIIXZZXIIII (0.006552293746326203+0j)
XZZXIIIIXZZXIIII (0.006552293746326203+0j)
IIIIIIIIIZZIIIII (0.11326114393875639+0j)
IIIIIIIIZIZIIIII (0.11326114393875643+0j)
IIIIIIIZIIZIIIII (0.15407030061554947+0j)
IIIIIYZYIIZIIIII (0.0012648145836422376+0j)
IIIIIXZXIIZIIIII (0.0012648145836422376+0j)
IIIIIIZIIIZIIIII (0.12369877119922451+0j)
IIYZZZYIIIZIIIII (-0.005757008969943829+0j)
IIXZZZXIIIZIIIII (-0.005757008969943829+0j)
IIIIIZIIIIZIIIII (0.1220747617313577+0j)
IIIIZIIIIIZIIIII (0.11645829653653447+0j)
IIIZIIIIIIZIIIII (0.11645829653653451+0j)
