Bravyi-Kitaev mapping of C2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIII (-61.68813609254261+0j)
IIIIIIIIZZIIIIIIZZ (0.49092072115361296+0j)
IIIIIIZIXZIIIIIIZZ (-0.044573421412316794+0j)
IIIIIIIZXIIIIIIIZZ (0.044573421412316794+0j)
IIZIIIXIXZZIIIIIZZ (0.0145369922137881+0j)
IIIZZIYIYIIIIIIIZZ (0.0145369922137881+0j)
IIIIIIIZIIIIIIIIZZ (0.4908611092085489+0j)
IIIIXYYXZIIIIIIIZZ (0.043355755306305796+0j)
IIIIXXYYZIIIIIIIZZ (-0.043355755306305796+0j)
IIIIIIZZZIIIIIIIZZ (0.168956570757888+0j)
IIZIIIXZZIZIIIIIZZ (0.016062622983098844+0j)
IIIZZIXIIIIIIIIIZZ (-0.016062622983098844+0j)
IIIIIZIIIIIIIIIIZZ (0.14697008934301922+0j)
IIIIZZIIIIIIIIIIZZ (0.15113123336739737+0j)
IIIZIIIIIIIIIIIIZZ (0.15113123336739745+0j)
IIZZZIZIIIZIIIIIZZ (0.15407030061554974+0j)
IZIIIIIIIIIIIIIIZZ (0.15978328073908118+0j)
ZZIIIIIIIIIIIIIIZZ (0.15978328073908124+0j)
IIIIIIIIIIIIIIZZXZ (-0.001756703381653946+0j)
IIIIIIIIIIIIIIIIXI (0.001756703381653946+0j)
IIIIIIIIIIIYZIYXXZ (-0.00339244774415246+0j)
IIIIIIIIIIIXZIXYYZ (0.0040647357623166454+0j)
IIIIIIIIIIIYZIXXYZ (-0.0006722880181641856+0j)
IIIIIIIIIIIXZIYXYI (-0.0006722880181641856+0j)
IIIIIIIIIIIYZIYYYI (-0.0040647357623166454+0j)
IIIIIIIIIIIXZIXXXI (0.00339244774415246+0j)
IIIIIIIIIIZIXXZYYZ (0.0065461810240101045+0j)
IIIIIIIIIIIZYYIYYZ (0.00486595770705341+0j)
IIIIIIIIIIZIXYZXYZ (-0.0016802233169566942+0j)
IIIIIIIIIIIZYXIYXI (-0.0016802233169566942+0j)
IIIIIIIIIIZIXXZXXI (0.00486595770705341+0j)
IIIIIIIIIIIZYYIXXI (0.0065461810240101045+0j)
IIIIIIXIXYYIXXZYYZ (0.00032047458472341287+0j)
IIIIIIXIXXYIXYZYYZ (-0.0002382176370818348+0j)
IIIIIIXIXYYIXYZXYZ (-8.225694764157801e-05+0j)
IIIIIIXIXXYIXXZYXI (8.225694764157801e-05+0j)
IIIIIIXIXYYIXXZXXI (0.0002382176370818348+0j)
IIIIIIXIXXYIXYZXXI (-0.00032047458472341287+0j)
IIIIIIIIIIZIXZZYYZ (0.0003204745847234103+0j)
IIIIIIIIIIIZXIIYYZ (-0.0002382176370818328+0j)
IIIIIIIIIIZIYIZXYZ (-8.225694764157749e-05+0j)
IIIIIIIIIIIZYZIYXI (-8.225694764157749e-05+0j)
IIIIIIIIIIZIXZZXXI (0.0002382176370818328+0j)
IIIIIIIIIIIZXIIXXI (-0.0003204745847234103+0j)
IIIIIIXIXYYIXZZYYZ (-0.00654618102401011+0j)
IIIIIIXIXXYIYIZYYZ (0.004865957707053415+0j)
IIIIIIXIXYYIYIZXYZ (0.0016802233169566942+0j)
IIIIIIXIXXYIXZZYXI (-0.0016802233169566942+0j)
IIIIIIXIXYYIXZZXXI (-0.004865957707053415+0j)
IIIIIIXIXXYIYIZXXI (0.00654618102401011+0j)
IIIIIIIYYZIIIIIYYZ (-0.045809734165159405+0j)
IIIIIIIXXIIIIIIYYZ (-0.045809734165159405+0j)
IIIIIIIYYZIIIIIXXI (-0.045809734165159405+0j)
IIIIIIIXXIIIIIIXXI (-0.045809734165159405+0j)
IIIIXYYIXZIIIIIYYZ (0.0065857692419028025+0j)
IIIIXXYIYIIIIIIYYZ (-0.0065857692419028025+0j)
IIIIXYYIXZIIIIIXXI (0.0065857692419028025+0j)
IIIIXXYIYIIIIIIXXI (-0.0065857692419028025+0j)
IIIIIIZXZIIIIIIYYZ (-0.0075629935227487805+0j)
IIIIIIIXIIIIIIIYYZ (0.0075629935227487805+0j)
IIIIIIZXZIIIIIIXXI (-0.0075629935227487805+0j)
IIIIIIIXIIIIIIIXXI (0.0075629935227487805+0j)
IIZIIIXXZIZIIIIYYZ (0.001251100600257234+0j)
IIIZZIYYZIIIIIIYYZ (0.001251100600257234+0j)
IIZIIIXXZIZIIIIXXI (0.001251100600257234+0j)
IIIZZIYYZIIIIIIXXI (0.001251100600257234+0j)
IIIIXYYZZIIIIIIYYZ (-0.0023321082147603396+0j)
IIIIXXXIIIIIIIIYYZ (-0.0023321082147603396+0j)
IIIIXYYZZIIIIIIXXI (-0.0023321082147603396+0j)
IIIIXXXIIIIIIIIXXI (-0.0023321082147603396+0j)
IIZIXXZIIIZIIIIYYZ (-0.0026398981309504565+0j)
IIIZYYIIIIIIIIIYYZ (-0.0026398981309504565+0j)
IIZIXXZIIIZIIIIXXI (-0.0026398981309504565+0j)
IIIZYYIIIIIIIIIXXI (-0.0026398981309504565+0j)
XYYIXZZIIIZIIIIYYZ (-0.00202618267958047+0j)
XXYIYIZIIIZIIIIYYZ (0.00202618267958047+0j)
XYYIXZZIIIZIIIIXXI (-0.00202618267958047+0j)
XXYIYIZIIIZIIIIXXI (0.00202618267958047+0j)
YIYIXZZIIIZIIIIYYZ (9.919372080159008e-05+0j)
XZYIYIZIIIZIIIIYYZ (-9.919372080159008e-05+0j)
YIYIXZZIIIZIIIIXXI (9.919372080159008e-05+0j)
XZYIYIZIIIZIIIIXXI (-9.919372080159008e-05+0j)
XYYXZIZIIIZIIIIYYZ (-9.919372080158871e-05+0j)
XXYYZIZIIIZIIIIYYZ (9.919372080158871e-05+0j)
XYYXZIZIIIZIIIIXXI (-9.919372080158871e-05+0j)
XXYYZIZIIIZIIIIXXI (9.919372080158871e-05+0j)
YIYXZIZIIIZIIIIYYZ (-0.0020261826795804736+0j)
XZYYZIZIIIZIIIIYYZ (0.0020261826795804736+0j)
YIYXZIZIIIZIIIIXXI (-0.0020261826795804736+0j)
XZYYZIZIIIZIIIIXXI (0.0020261826795804736+0j)
IIIIIIIIIIIIIZZIXZ (-0.004557485324819542+0j)
IIIIIIIIIIIIIZIZXI (0.004557485324819542+0j)
IIIIIIIIIIIIZZZIXZ (-0.004557485324819547+0j)
IIIIIIIIIIIIZZIZXI (0.004557485324819547+0j)
IIIIIIIIIIIZIIZIXZ (-0.0049642675984567204+0j)
IIIIIIIIIIIZIIIZXI (0.0049642675984567204+0j)
IIIIIIIIIIZZZIIIXZ (-0.006258293357573504+0j)
IIIIIIIIIIZZZIZZXI (0.006258293357573504+0j)
IIIIIIIIIZIIIIZIXZ (-0.006258293357573516+0j)
IIIIIIIIIZIIIIIZXI (0.006258293357573516+0j)
IIIIIIIIZZIIIIZIXZ (-0.04335933905766109+0j)
IIIIIIIIZZIIIIIZXI (0.04335933905766109+0j)
IIIIIIZIXZIIIIZIXZ (0.0065514914447019+0j)
IIIIIIIZXIIIIIZIXZ (-0.0065514914447019+0j)
IIIIIIZIXZIIIIIZXI (-0.0065514914447019+0j)
IIIIIIIZXIIIIIIZXI (0.0065514914447019+0j)
IIZIIIXIXZZIIIZIXZ (-0.0030038750896082367+0j)
IIIZZIYIYIIIIIZIXZ (-0.0030038750896082367+0j)
IIZIIIXIXZZIIIIZXI (0.0030038750896082367+0j)
IIIZZIYIYIIIIIIZXI (0.0030038750896082367+0j)
IIIIIIIZIIIIIIZIXZ (-0.043355755306305796+0j)
IIIIIIIZIIIIIIIZXI (0.043355755306305796+0j)
IIIIXYYXZIIIIIZIXZ (-0.006980432722286158+0j)
IIIIXXYYZIIIIIZIXZ (0.006980432722286158+0j)
IIIIXYYXZIIIIIIZXI (0.006980432722286158+0j)
IIIIXXYYZIIIIIIZXI (-0.006980432722286158+0j)
IIIIIIZZZIIIIIZIXZ (-0.0040888115964142855+0j)
IIIIIIZZZIIIIIIZXI (0.0040888115964142855+0j)
IIZIIIXZZIZIIIZIXZ (-0.0014248376313661887+0j)
IIIZZIXIIIIIIIZIXZ (0.0014248376313661887+0j)
IIZIIIXZZIZIIIIZXI (0.0014248376313661887+0j)
IIIZZIXIIIIIIIIZXI (-0.0014248376313661887+0j)
IIIIIZIIIIIIIIZIXZ (-0.0013303603596601476+0j)
IIIIIZIIIIIIIIIZXI (0.0013303603596601476+0j)
IIIIZZIIIIIIIIZIXZ (-0.001884046663970402+0j)
IIIIZZIIIIIIIIIZXI (0.001884046663970402+0j)
IIIZIIIIIIIIIIZIXZ (-0.001884046663970408+0j)
IIIZIIIIIIIIIIIZXI (0.001884046663970408+0j)
IIZZZIZIIIZIIIZIXZ (-0.0012648145836421931+0j)
IIZZZIZIIIZIIIIZXI (0.0012648145836421931+0j)
IZIIIIIIIIIIIIZIXZ (-0.001913322512529+0j)
IZIIIIIIIIIIIIIZXI (0.001913322512529+0j)
ZZIIIIIIIIIIIIZIXZ (-0.001913322512529011+0j)
ZZIIIIIIIIIIIIIZXI (0.001913322512529011+0j)
IIIIIIIIIIZXYYXIXZ (0.0003813465539423182+0j)
IIIIIIIIIIIXXYYIXZ (-0.00029040104705607076+0j)
IIIIIIIIIIZYYXXIXZ (-9.094550688624732e-05+0j)
IIIIIIIIIIIYXYYIYI (9.094550688624732e-05+0j)
IIIIIIIIIIZXYXXIYI (-0.00029040104705607076+0j)
IIIIIIIIIIIXXXYIYI (0.0003813465539423182+0j)
IIIIIIXIXYYXYYXIXZ (1.8669187127902414e-05+0j)
IIIIIIXIXXYYYYXIXZ (-1.4216862414465973e-05+0j)
IIIIIIXIXYYYYXXIXZ (-4.452324713436441e-06+0j)
IIIIIIXIXXYXYYXIYI (-4.452324713436441e-06+0j)
IIIIIIXIXYYXYXXIYI (-1.4216862414465973e-05+0j)
IIIIIIXIXXYYYXXIYI (1.8669187127902414e-05+0j)
XYYIIIXIXZZIXYYIXZ (0.0027321664028462592+0j)
XXYIIIXIYIZIXYYIXZ (-0.0027321664028462592+0j)
XYYIIIXIXZZIXXYIYI (-0.0027321664028462592+0j)
XXYIIIXIYIZIXXYIYI (0.0027321664028462592+0j)
YIYIIIXIXZZIXYYIXZ (-0.0001337558326199538+0j)
XZYIIIXIYIZIXYYIXZ (0.0001337558326199538+0j)
YIYIIIXIXZZIXXYIYI (0.0001337558326199538+0j)
XZYIIIXIYIZIXXYIYI (-0.0001337558326199538+0j)
IIIIYIYXZIIIXYYIXZ (0.0022532350607875826+0j)
IIIIXZYYZIIIXYYIXZ (-0.0022532350607875826+0j)
IIIIYIYXZIIIXXYIYI (-0.0022532350607875826+0j)
IIIIXZYYZIIIXXYIYI (0.0022532350607875826+0j)
XYYIIIXZZIZIXYYIXZ (0.0028397750274729403+0j)
XXYIIIYIIIZIXYYIXZ (-0.0028397750274729403+0j)
XYYIIIXZZIZIXXYIYI (-0.0028397750274729403+0j)
XXYIIIYIIIZIXXYIYI (0.0028397750274729403+0j)
YIYIIIXZZIZIXYYIXZ (-0.00013902391628024477+0j)
XZYIIIYIIIZIXYYIXZ (0.00013902391628024477+0j)
YIYIIIXZZIZIXXYIYI (0.00013902391628024477+0j)
XZYIIIYIIIZIXXYIYI (-0.00013902391628024477+0j)
IIIIZXIIIIIIXYYIXZ (-0.002673438660849139+0j)
IIIIIXIIIIIIXYYIXZ (0.002673438660849139+0j)
IIIIZXIIIIIIXXYIYI (0.002673438660849139+0j)
IIIIIXIIIIIIXXYIYI (-0.002673438660849139+0j)
XYYZZIZIIIZIXYYIXZ (-0.0013359320945139298+0j)
XXXIIIIIIIIIXYYIXZ (-0.0013359320945139298+0j)
XYYZZIZIIIZIXXYIYI (0.0013359320945139298+0j)
XXXIIIIIIIIIXXYIYI (0.0013359320945139298+0j)
YIYZZIZIIIZIXYYIXZ (6.540183988767268e-05+0j)
XZXIIIIIIIIIXYYIXZ (6.540183988767268e-05+0j)
YIYZZIZIIIZIXXYIYI (-6.540183988767268e-05+0j)
XZXIIIIIIIIIXXYIYI (-6.540183988767268e-05+0j)
IIIIIIIIIIZXXIXIXZ (-1.86691871279024e-05+0j)
IIIIIIIIIIIXYIYIXZ (-1.4216862414465707e-05+0j)
IIIIIIIIIIZYYZXIXZ (-4.452324713436694e-06+0j)
IIIIIIIIIIIYYIYIYI (4.452324713436694e-06+0j)
IIIIIIIIIIZXYZXIYI (-1.4216862414465707e-05+0j)
IIIIIIIIIIIXXZYIYI (1.86691871279024e-05+0j)
IIIIIIXIXYYXXIXIXZ (0.00038134655394231825+0j)
IIIIIIXIXXYYXIXIXZ (-0.0002904010470560725+0j)
IIIIIIXIXYYYYZXIXZ (9.094550688624591e-05+0j)
IIIIIIXIXXYXXIXIYI (-9.094550688624591e-05+0j)
IIIIIIXIXYYXYZXIYI (0.0002904010470560725+0j)
IIIIIIXIXXYYYZXIYI (-0.00038134655394231825+0j)
XYYIIIXIXZZIYIYIXZ (0.00013375583261995337+0j)
XXYIIIXIYIZIYIYIXZ (-0.00013375583261995337+0j)
XYYIIIXIXZZIXZYIYI (-0.00013375583261995337+0j)
XXYIIIXIYIZIXZYIYI (0.00013375583261995337+0j)
YIYIIIXIXZZIYIYIXZ (0.00273216640284626+0j)
XZYIIIXIYIZIYIYIXZ (-0.00273216640284626+0j)
YIYIIIXIXZZIXZYIYI (-0.00273216640284626+0j)
XZYIIIXIYIZIXZYIYI (0.00273216640284626+0j)
IIIYZIYXZIIIYIYIXZ (0.002253235060787582+0j)
IIIXZIYYZIIIYIYIXZ (-0.002253235060787582+0j)
IIIYZIYXZIIIXZYIYI (-0.002253235060787582+0j)
IIIXZIYYZIIIXZYIYI (0.002253235060787582+0j)
XYYIIIXZZIZIYIYIXZ (0.0001390239162802441+0j)
XXYIIIYIIIZIYIYIXZ (-0.0001390239162802441+0j)
XYYIIIXZZIZIXZYIYI (-0.0001390239162802441+0j)
XXYIIIYIIIZIXZYIYI (0.0001390239162802441+0j)
YIYIIIXZZIZIYIYIXZ (0.0028397750274729403+0j)
XZYIIIYIIIZIYIYIXZ (-0.0028397750274729403+0j)
YIYIIIXZZIZIXZYIYI (-0.0028397750274729403+0j)
XZYIIIYIIIZIXZYIYI (0.0028397750274729403+0j)
IIIYYXIIIIIIYIYIXZ (0.002673438660849139+0j)
IIIXYYIIIIIIYIYIXZ (-0.002673438660849139+0j)
IIIYYXIIIIIIXZYIYI (-0.002673438660849139+0j)
IIIXYYIIIIIIXZYIYI (0.002673438660849139+0j)
XYYZZIZIIIZIYIYIXZ (-6.540183988767242e-05+0j)
XXXIIIIIIIIIYIYIXZ (-6.540183988767242e-05+0j)
XYYZZIZIIIZIXZYIYI (6.540183988767242e-05+0j)
XXXIIIIIIIIIXZYIYI (6.540183988767242e-05+0j)
YIYZZIZIIIZIYIYIXZ (-0.0013359320945139303+0j)
XZXIIIIIIIIIYIYIXZ (-0.0013359320945139303+0j)
YIYZZIZIIIZIXZYIYI (0.0013359320945139303+0j)
XZXIIIIIIIIIXZYIYI (0.0013359320945139303+0j)
IIIIIIIYYZIYZIYIXZ (0.010839291580633664+0j)
IIIIIIIXXIIYZIYIXZ (0.010839291580633664+0j)
IIIIIIIYYZIXZIYIYI (-0.010839291580633664+0j)
IIIIIIIXXIIXZIYIYI (-0.010839291580633664+0j)
IIIIXYYIXZIYZIYIXZ (-0.002891498346649742+0j)
IIIIXXYIYIIYZIYIXZ (0.002891498346649742+0j)
IIIIXYYIXZIXZIYIYI (0.002891498346649742+0j)
IIIIXXYIYIIXZIYIYI (-0.002891498346649742+0j)
IIIIIIZXZIIYZIYIXZ (0.001251100600257234+0j)
IIIIIIIXIIIYZIYIXZ (-0.001251100600257234+0j)
IIIIIIZXZIIXZIYIYI (-0.001251100600257234+0j)
IIIIIIIXIIIXZIYIYI (0.001251100600257234+0j)
IIZIIIXXZIZYZIYIXZ (-0.0029247419573847325+0j)
IIIZZIYYZIIYZIYIXZ (-0.0029247419573847325+0j)
IIZIIIXXZIZXZIYIYI (0.0029247419573847325+0j)
IIIZZIYYZIIXZIYIYI (0.0029247419573847325+0j)
IIIIXYYZZIIYZIYIXZ (-0.0007525496132020032+0j)
IIIIXXXIIIIYZIYIXZ (-0.0007525496132020032+0j)
IIIIXYYZZIIXZIYIYI (0.0007525496132020032+0j)
IIIIXXXIIIIXZIYIYI (0.0007525496132020032+0j)
IIZIXXZIIIZYZIYIXZ (-0.003699453014814527+0j)
IIIZYYIIIIIYZIYIXZ (-0.003699453014814527+0j)
IIZIXXZIIIZXZIYIYI (0.003699453014814527+0j)
IIIZYYIIIIIXZIYIYI (0.003699453014814527+0j)
XYYIXZZIIIZYZIYIXZ (-0.0010455310474578592+0j)
XXYIYIZIIIZYZIYIXZ (0.0010455310474578592+0j)
XYYIXZZIIIZXZIYIYI (0.0010455310474578592+0j)
XXYIYIZIIIZXZIYIYI (-0.0010455310474578592+0j)
YIYIXZZIIIZYZIYIXZ (5.1184977473206715e-05+0j)
XZYIYIZIIIZYZIYIXZ (-5.1184977473206715e-05+0j)
YIYIXZZIIIZXZIYIYI (-5.1184977473206715e-05+0j)
XZYIYIZIIIZXZIYIYI (5.1184977473206715e-05+0j)
XYYXZIZIIIZYZIYIXZ (-5.1184977473206715e-05+0j)
XXYYZIZIIIZYZIYIXZ (5.1184977473206715e-05+0j)
XYYXZIZIIIZXZIYIYI (5.1184977473206715e-05+0j)
XXYYZIZIIIZXZIYIYI (-5.1184977473206715e-05+0j)
YIYXZIZIIIZYZIYIXZ (-0.0010455310474578579+0j)
XZYYZIZIIIZYZIYIXZ (0.0010455310474578579+0j)
YIYXZIZIIIZXZIYIYI (0.0010455310474578579+0j)
XZYYZIZIIIZXZIYIYI (-0.0010455310474578579+0j)
IIIIYIYIXZZIIIXIXZ (-0.0028766466070186715+0j)
IIIIXZYIYIZIIIXIXZ (0.0028766466070186715+0j)
IIIIYIYIXZIZZIYIYI (-0.0028766466070186715+0j)
IIIIXZYIYIIZZIYIYI (0.0028766466070186715+0j)
IIIYZIYIXZZIIIXIXZ (-0.0001408289999007052+0j)
IIIXZIYIYIZIIIXIXZ (0.0001408289999007052+0j)
IIIYZIYIXZIZZIYIYI (-0.0001408289999007052+0j)
IIIXZIYIYIIZZIYIYI (0.0001408289999007052+0j)
XYYIIIXXZIIIIIXIXZ (-0.0034882105134476506+0j)
XXYIIIXYZIIIIIXIXZ (0.0034882105134476506+0j)
XYYIIIXXZIZZZIYIYI (-0.0034882105134476506+0j)
XXYIIIXYZIZZZIYIYI (0.0034882105134476506+0j)
IIIIYIYZZIZIIIXIXZ (-0.004519998344429634+0j)
IIIIXZXIIIZIIIXIXZ (-0.004519998344429634+0j)
IIIIYIYZZIIZZIYIYI (-0.004519998344429634+0j)
IIIIXZXIIIIZZIYIYI (-0.004519998344429634+0j)
IIIYZIYZZIZIIIXIXZ (-0.0002212808639218216+0j)
IIIXZIXIIIZIIIXIXZ (-0.0002212808639218216+0j)
IIIYZIYZZIIZZIYIYI (-0.0002212808639218216+0j)
IIIXZIXIIIIZZIYIYI (-0.0002212808639218216+0j)
XYYIXXZIIIIIIIXIXZ (-0.004344970845044504+0j)
XXYIXYZIIIIIIIXIXZ (0.004344970845044504+0j)
XYYIXXZIIIZZZIYIYI (-0.004344970845044504+0j)
XXYIXYZIIIZZZIYIYI (0.004344970845044504+0j)
IIZIXZZIIIIIIIXIXZ (-0.0009545855405716119+0j)
IIIZXIIIIIZIIIXIXZ (0.0009545855405716119+0j)
IIZIXZZIIIZZZIYIYI (-0.0009545855405716119+0j)
IIIZXIIIIIIZZIYIYI (0.0009545855405716119+0j)
IIZXZIZIIIIIIIXIXZ (-4.673265275977002e-05+0j)
IIIXIIIIIIZIIIXIXZ (4.673265275977002e-05+0j)
IIZXZIZIIIZZZIYIYI (-4.673265275977002e-05+0j)
IIIXIIIIIIIZZIYIYI (4.673265275977002e-05+0j)
IIIIYIZIIXYIIIXIXZ (0.0001408289999007058+0j)
IIIIXZZIZYYIIIXIXZ (-0.0001408289999007058+0j)
IIIIYIZIIYYIIIXIYI (0.0001408289999007058+0j)
IIIIXZZIZXYIIIXIYI (0.0001408289999007058+0j)
IIIYZIZIIXYIIIXIXZ (-0.002876646607018671+0j)
IIIXZIZIZYYIIIXIXZ (0.002876646607018671+0j)
IIIYZIZIIYYIIIXIYI (-0.002876646607018671+0j)
IIIXZIZIZXYIIIXIYI (-0.002876646607018671+0j)
YIYIIIIXYYXIIIXIXZ (0.0034882105134476506+0j)
XZYIIIIYYYXIIIXIXZ (-0.0034882105134476506+0j)
YIYIIIIXYXXIIIXIYI (-0.0034882105134476506+0j)
XZYIIIIYYXXIIIXIYI (0.0034882105134476506+0j)
IIIIYIZZYYYIIIXIXZ (-0.00022128086392182283+0j)
IIIIXZIIXYYIIIXIXZ (-0.00022128086392182283+0j)
IIIIYIZZYXYIIIXIYI (0.00022128086392182283+0j)
IIIIXZIIXXYIIIXIYI (0.00022128086392182283+0j)
IIIYZIZZYYYIIIXIXZ (0.004519998344429634+0j)
IIIXZIIIXYYIIIXIXZ (0.004519998344429634+0j)
IIIYZIZZYXYIIIXIYI (-0.004519998344429634+0j)
IIIXZIIIXXYIIIXIYI (-0.004519998344429634+0j)
YIYIXXYIXYXIIIXIXZ (0.004344970845044504+0j)
XZYIXYYIXYXIIIXIXZ (-0.004344970845044504+0j)
YIYIXXYIXXXIIIXIYI (-0.004344970845044504+0j)
XZYIXYYIXXXIIIXIYI (0.004344970845044504+0j)
IIZIXZYIXYXIIIXIXZ (-4.673265275977027e-05+0j)
IIIZXIXIXYYIIIXIXZ (4.673265275977027e-05+0j)
IIZIXZYIXXXIIIXIYI (4.673265275977027e-05+0j)
IIIZXIXIXXYIIIXIYI (-4.673265275977027e-05+0j)
IIZXZIYIXYXIIIXIXZ (0.0009545855405716119+0j)
IIIXIIXIXYYIIIXIXZ (-0.0009545855405716119+0j)
IIZXZIYIXXXIIIXIYI (-0.0009545855405716119+0j)
IIIXIIXIXXYIIIXIYI (0.0009545855405716119+0j)
IIIIIIIIIIIIIIZIZI (0.09487733384650324+0j)
IIIIIIIIIIIIIZIZII (0.10942036999135502+0j)
IIIIIIIIIIIIZZIZII (0.10942036999135506+0j)
IIIIIIIIIIIZIIIZII (0.10774488750066036+0j)
IIIIIIIIIIZZZIZZII (0.1182699662946035+0j)
IIIIIIIIIZIIIIIZII (0.11826996629460353+0j)
IIIIIIIIZZIIIIIZII (0.16893714853770833+0j)
IIIIIIZIXZIIIIIZII (-0.0006785514404977044+0j)
IIIIIIIZXIIIIIIZII (0.0006785514404977044+0j)
IIZIIIXIXZZIIIIZII (0.005307512738556891+0j)
IIIZZIYIYIIIIIIZII (0.005307512738556891+0j)
IIIIIIIZIIIIIIIZII (0.168956570757888+0j)
IIIIXYYXZIIIIIIZII (0.0040888115964142855+0j)
IIIIXXYYZIIIIIIZII (-0.0040888115964142855+0j)
IIIIIIZZZIIIIIIZII (0.1523308658830363+0j)
IIZIIIXZZIZIIIIZII (0.024874465712370956+0j)
IIIZZIXIIIIIIIIZII (-0.024874465712370956+0j)
IIIIIZIIIIIIIIIZII (0.11277343373796819+0j)
IIIIZZIIIIIIIIIZII (0.13271283266173783+0j)
IIIZIIIIIIIIIIIZII (0.1327128326617379+0j)
IIZZZIZIIIZIIIIZII (0.12369877119922479+0j)
IZIIIIIIIIIIIIIZII (0.12917588260257762+0j)
ZZIIIIIIIIIIIIIZII (0.12917588260257765+0j)
IIIIIIIIIIIYZIXYII (-0.02285277421971298+0j)
IIIIIIIIIIIXZIXXII (-0.02285277421971298+0j)
IIIIIIIIIIZIXXIXZI (0.015033719549730082+0j)
IIIIIIIIIIIZYYZXZI (0.008351561044725246+0j)
IIIIIIIIIIZIXYZYII (0.006682158505004837+0j)
IIIIIIIIIIIZYXZYZI (0.006682158505004837+0j)
IIIIIIIIIIZIXXZXII (-0.008351561044725246+0j)
IIIIIIIIIIIZYYIXII (-0.015033719549730082+0j)
IIIIIIXIXYYIXXIXZI (0.0007359901921252703+0j)
IIIIIIXIXXYIXYIXZI (-0.00040885869910774094+0j)
IIIIIIXIXYYIXYZYII (0.0003271314930175295+0j)
IIIIIIXIXXYIXXIYZI (-0.0003271314930175295+0j)
IIIIIIXIXYYIXXZXII (-0.00040885869910774094+0j)
IIIIIIXIXXYIXYZXII (0.0007359901921252703+0j)
IIIIIIIIIIZIXZIXZI (0.0007359901921252656+0j)
IIIIIIIIIIIZXIZXZI (-0.0004088586991077382+0j)
IIIIIIIIIIZIYIZYII (0.0003271314930175273+0j)
IIIIIIIIIIIZYZZYZI (0.0003271314930175273+0j)
IIIIIIIIIIZIXZZXII (-0.0004088586991077382+0j)
IIIIIIIIIIIZXIIXII (0.0007359901921252656+0j)
IIIIIIXIXYYIXZIXZI (-0.01503371954973008+0j)
IIIIIIXIXXYIYIIXZI (0.008351561044725238+0j)
IIIIIIXIXYYIYIZYII (-0.006682158505004844+0j)
IIIIIIXIXXYIXZIYZI (0.006682158505004844+0j)
IIIIIIXIXYYIXZZXII (0.008351561044725238+0j)
IIIIIIXIXXYIYIZXII (-0.01503371954973008+0j)
IIIIIIIYYZIIIIZXZI (-0.044809105875442116+0j)
IIIIIIIXXIIIIIZXZI (-0.044809105875442116+0j)
IIIIIIIYYZIIIIIXII (0.044809105875442116+0j)
IIIIIIIXXIIIIIIXII (0.044809105875442116+0j)
IIIIXYYIXZIIIIZXZI (0.0011737940895993901+0j)
IIIIXXYIYIIIIIZXZI (-0.0011737940895993901+0j)
IIIIXYYIXZIIIIIXII (-0.0011737940895993901+0j)
IIIIXXYIYIIIIIIXII (0.0011737940895993901+0j)
IIIIIIZXZIIIIIZXZI (-0.0023321082147603396+0j)
IIIIIIIXIIIIIIZXZI (0.0023321082147603396+0j)
IIIIIIZXZIIIIIIXII (0.0023321082147603396+0j)
IIIIIIIXIIIIIIIXII (-0.0023321082147603396+0j)
IIZIIIXXZIZIIIZXZI (-0.0007525496132020032+0j)
IIIZZIYYZIIIIIZXZI (-0.0007525496132020032+0j)
IIZIIIXXZIZIIIIXII (0.0007525496132020032+0j)
IIIZZIYYZIIIIIIXII (0.0007525496132020032+0j)
IIIIXYYZZIIIIIZXZI (-0.01789609989146496+0j)
IIIIXXXIIIIIIIZXZI (-0.01789609989146496+0j)
IIIIXYYZZIIIIIIXII (0.01789609989146496+0j)
IIIIXXXIIIIIIIIXII (0.01789609989146496+0j)
IIZIXXZIIIZIIIZXZI (-0.024131474077341626+0j)
IIIZYYIIIIIIIIZXZI (-0.024131474077341626+0j)
IIZIXXZIIIZIIIIXII (0.024131474077341626+0j)
IIIZYYIIIIIIIIIXII (0.024131474077341626+0j)
XYYIXZZIIIZIIIZXZI (-0.025412273773132314+0j)
XXYIYIZIIIZIIIZXZI (0.025412273773132314+0j)
XYYIXZZIIIZIIIIXII (0.025412273773132314+0j)
XXYIYIZIIIZIIIIXII (-0.025412273773132314+0j)
YIYIXZZIIIZIIIZXZI (0.0012440822907969845+0j)
XZYIYIZIIIZIIIZXZI (-0.0012440822907969845+0j)
YIYIXZZIIIZIIIIXII (-0.0012440822907969845+0j)
XZYIYIZIIIZIIIIXII (0.0012440822907969845+0j)
XYYXZIZIIIZIIIZXZI (-0.001244082290796977+0j)
XXYYZIZIIIZIIIZXZI (0.001244082290796977+0j)
XYYXZIZIIIZIIIIXII (0.001244082290796977+0j)
XXYYZIZIIIZIIIIXII (-0.001244082290796977+0j)
YIYXZIZIIIZIIIZXZI (-0.025412273773132314+0j)
XZYYZIZIIIZIIIZXZI (0.025412273773132314+0j)
YIYXZIZIIIZIIIIXII (0.025412273773132314+0j)
XZYYZIZIIIZIIIIXII (-0.025412273773132314+0j)
IIIIIIIIIIIYZZYXZI (-0.013489559457914644+0j)
IIIIIIIIIIIXZZYYZI (0.013489559457914644+0j)
