Jordan-Wigner mapping of C2 Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIII (-62.50754225107464+0j)
IIIIIIIIIIYXIIXZZZZY (-0.0045788231419502225+0j)
IIIIIIIIIIXYIIYZZZZX (-0.0045788231419502225+0j)
IIIIIIIIIIYYIIXZZZZX (-0.00029014403702365237+0j)
IIIIIIIIIIXXIIXZZZZX (-0.004868967178973874+0j)
IIIIYZZZZYIIIIYZZZZY (0.0023839259921840626+0j)
IIIIXZZZZXIIIIYZZZZY (0.0023839259921840626+0j)
IIIIYZZZZYIIIIXZZZZX (0.0023839259921840626+0j)
IIIIXZZZZXIIIIXZZZZX (0.0023839259921840626+0j)
IIYZZZZZYIIIIIYZZZZY (0.00013554999695702385+0j)
IIXZZZZZXIIIIIYZZZZY (0.00013554999695702385+0j)
IIYZZZZZYIIIIIXZZZZX (0.00013554999695702385+0j)
IIXZZZZZXIIIIIXZZZZX (0.00013554999695702385+0j)
IYZZZZZZYIIIIIYZZZZY (0.0028769001906931027+0j)
IXZZZZZZXIIIIIYZZZZY (0.0028769001906931027+0j)
IYZZZZZZYIIIIIXZZZZX (0.0028769001906931027+0j)
IXZZZZZZXIIIIIXZZZZX (0.0028769001906931027+0j)
IIIIYZZYIIIIIIYZZZZY (0.004003057298653022+0j)
IIIIXZZXIIIIIIYZZZZY (0.004003057298653022+0j)
IIIIYZZYIIIIIIXZZZZX (0.004003057298653022+0j)
IIIIXZZXIIIIIIXZZZZX (0.004003057298653022+0j)
IIYZZZYIIIIIIIYZZZZY (0.00017369606235704708+0j)
IIXZZZXIIIIIIIYZZZZY (0.00017369606235704708+0j)
IIYZZZYIIIIIIIXZZZZX (0.00017369606235704708+0j)
IIXZZZXIIIIIIIXZZZZX (0.00017369606235704708+0j)
IYZZZZYIIIIIIIYZZZZY (0.0036865086398789196+0j)
IXZZZZXIIIIIIIYZZZZY (0.0036865086398789196+0j)
IYZZZZYIIIIIIIXZZZZX (0.0036865086398789196+0j)
IXZZZZXIIIIIIIXZZZZX (0.0036865086398789196+0j)
IIIYYIIIIIIIIIYZZZZY (-0.0007058942480013141+0j)
IIIXXIIIIIIIIIYZZZZY (-0.0007058942480013141+0j)
IIIYYIIIIIIIIIXZZZZX (-0.0007058942480013141+0j)
IIIXXIIIIIIIIIXZZZZX (-0.0007058942480013141+0j)
YZYIIIIIIIIIIIYZZZZY (-0.00012076654384842325+0j)
XZXIIIIIIIIIIIYZZZZY (-0.00012076654384842325+0j)
YZYIIIIIIIIIIIXZZZZX (-0.00012076654384842325+0j)
XZXIIIIIIIIIIIXZZZZX (-0.00012076654384842325+0j)
YYIIIIIIIIIIIIYZZZZY (-0.0025631375937030056+0j)
XXIIIIIIIIIIIIYZZZZY (-0.0025631375937030056+0j)
YYIIIIIIIIIIIIXZZZZX (-0.0025631375937030056+0j)
XXIIIIIIIIIIIIXZZZZX (-0.0025631375937030056+0j)
IIIIIIIIIIIIZYZZZZZY (-0.0028452615066167524+0j)
IIIIIIIIIIIIZXZZZZZX (-0.0028452615066167524+0j)
IIIIIIIIIIIZIYZZZZZY (-0.002845261506616753+0j)
IIIIIIIIIIIZIXZZZZZX (-0.002845261506616753+0j)
IIIIIIIIIIZIIYZZZZZY (-0.0073554806105460635+0j)
IIIIIIIIIIZIIXZZZZZX (-0.0073554806105460635+0j)
IIIIIIIIIZIIIYZZZZZY (-0.014516632710289565+0j)
IIIIIIIIIZIIIXZZZZZX (-0.014516632710289565+0j)
IIIIIIIYZYIIIYZZZZZY (-0.0011590912139308213+0j)
IIIIIIIXZXIIIYZZZZZY (-0.0011590912139308213+0j)
IIIIIIIYZYIIIXZZZZZX (-0.0011590912139308213+0j)
IIIIIIIXZXIIIXZZZZZX (-0.0011590912139308213+0j)
IIIYZZZZZYIIIYZZZZZY (0.0031961070329269985+0j)
IIIXZZZZZXIIIYZZZZZY (0.0031961070329269985+0j)
IIIYZZZZZYIIIXZZZZZX (0.0031961070329269985+0j)
IIIXZZZZZXIIIXZZZZZX (0.0031961070329269985+0j)
IIIIIIIIZIIIIYZZZZZY (-0.014536992213788083+0j)
IIIIIIIIZIIIIXZZZZZX (-0.014536992213788083+0j)
IIIIIIYZYIIIIYZZZZZY (-0.003003875089608241+0j)
IIIIIIXZXIIIIYZZZZZY (-0.003003875089608241+0j)
IIIIIIYZYIIIIXZZZZZX (-0.003003875089608241+0j)
IIIIIIXZXIIIIXZZZZZX (-0.003003875089608241+0j)
YZZZZZZZYIIIIYZZZZZY (-0.002202819918704156+0j)
XZZZZZZZXIIIIYZZZZZY (-0.002202819918704156+0j)
YZZZZZZZYIIIIXZZZZZX (-0.002202819918704156+0j)
XZZZZZZZXIIIIXZZZZZX (-0.002202819918704156+0j)
IIIIIIIZIIIIIYZZZZZY (-0.0053075127385568644+0j)
IIIIIIIZIIIIIXZZZZZX (-0.0053075127385568644+0j)
IIIYZZZYIIIIIYZZZZZY (0.003771769995407484+0j)
IIIXZZZXIIIIIYZZZZZY (0.003771769995407484+0j)
IIIYZZZYIIIIIXZZZZZX (0.003771769995407484+0j)
IIIXZZZXIIIIIXZZZZZX (0.003771769995407484+0j)
IIIIIIZIIIIIIYZZZZZY (0.0011778949186724962+0j)
IIIIIIZIIIIIIXZZZZZX (0.0011778949186724962+0j)
YZZZZZYIIIIIIYZZZZZY (-0.0029906443997046936+0j)
XZZZZZXIIIIIIYZZZZZY (-0.0029906443997046936+0j)
YZZZZZYIIIIIIXZZZZZX (-0.0029906443997046936+0j)
XZZZZZXIIIIIIXZZZZZX (-0.0029906443997046936+0j)
IIIIIZIIIIIIIYZZZZZY (-0.0021240937811870175+0j)
IIIIIZIIIIIIIXZZZZZX (-0.0021240937811870175+0j)
IIIIZIIIIIIIIYZZZZZY (-0.0021240937811870192+0j)
IIIIZIIIIIIIIXZZZZZX (-0.0021240937811870192+0j)
IIIZIIIIIIIIIYZZZZZY (8.510377213376906e-06+0j)
IIIZIIIIIIIIIXZZZZZX (8.510377213376906e-06+0j)
IIZIIIIIIIIIIYZZZZZY (-0.0011927417135598674+0j)
IIZIIIIIIIIIIXZZZZZX (-0.0011927417135598674+0j)
IZIIIIIIIIIIIYZZZZZY (-0.0011927417135598674+0j)
IZIIIIIIIIIIIXZZZZZX (-0.0011927417135598674+0j)
ZIIIIIIIIIIIIYZZZZZY (-0.0052668880844362375+0j)
ZIIIIIIIIIIIIXZZZZZX (-0.0052668880844362375+0j)
IIYZZZZZZYIIYZZZZZZY (0.00332500389485288+0j)
IIXZZZZZZXIIYZZZZZZY (0.00332500389485288+0j)
IIYZZZZZZYIIXZZZZZZX (0.00332500389485288+0j)
IIXZZZZZZXIIXZZZZZZX (0.00332500389485288+0j)
IIIIIYZZYIIIYZZZZZZY (0.0027324072502252525+0j)
IIIIIXZZXIIIYZZZZZZY (0.0027324072502252525+0j)
IIIIIYZZYIIIXZZZZZZX (0.0027324072502252525+0j)
IIIIIXZZXIIIXZZZZZZX (0.0027324072502252525+0j)
IIIIYZZZYIIIYZZZZZZY (0.00012874196875219078+0j)
IIIIXZZZXIIIYZZZZZZY (0.00012874196875219078+0j)
IIIIYZZZYIIIXZZZZZZX (0.00012874196875219078+0j)
IIIIXZZZXIIIXZZZZZZX (0.00012874196875219078+0j)
IIYZZZZYIIIIYZZZZZZY (0.0033424682181839756+0j)
IIXZZZZXIIIIYZZZZZZY (0.0033424682181839756+0j)
IIYZZZZYIIIIXZZZZZZX (0.0033424682181839756+0j)
IIXZZZZXIIIIXZZZZZZX (0.0033424682181839756+0j)
IIIIIYYIIIIIYZZZZZZY (0.003181755269151689+0j)
IIIIIXXIIIIIYZZZZZZY (0.003181755269151689+0j)
IIIIIYYIIIIIXZZZZZZX (0.003181755269151689+0j)
IIIIIXXIIIIIXZZZZZZX (0.003181755269151689+0j)
IIIIYZYIIIIIYZZZZZZY (0.0001499137573304552+0j)
IIIIXZXIIIIIYZZZZZZY (0.0001499137573304552+0j)
IIIIYZYIIIIIXZZZZZZX (0.0001499137573304552+0j)
IIIIXZXIIIIIXZZZZZZX (0.0001499137573304552+0j)
YZZZZYIIIIIIYZZZZZZY (-0.0022729935566793515+0j)
XZZZZXIIIIIIYZZZZZZY (-0.0022729935566793515+0j)
YZZZZYIIIIIIXZZZZZZX (-0.0022729935566793515+0j)
XZZZZXIIIIIIXZZZZZZX (-0.0022729935566793515+0j)
YZZZYIIIIIIIYZZZZZZY (-0.00010709591896442973+0j)
XZZZXIIIIIIIYZZZZZZY (-0.00010709591896442973+0j)
YZZZYIIIIIIIXZZZZZZX (-0.00010709591896442973+0j)
XZZZXIIIIIIIXZZZZZZX (-0.00010709591896442973+0j)
IIYYIIIIIIIIYZZZZZZY (-0.0016525197930568852+0j)
IIXXIIIIIIIIYZZZZZZY (-0.0016525197930568852+0j)
IIYYIIIIIIIIXZZZZZZX (-0.0016525197930568852+0j)
IIXXIIIIIIIIXZZZZZZX (-0.0016525197930568852+0j)
IYZZZZZZZYIYZZZZZZZY (0.003325003894852882+0j)
IXZZZZZZZXIYZZZZZZZY (0.003325003894852882+0j)
IYZZZZZZZYIXZZZZZZZX (0.003325003894852882+0j)
IXZZZZZZZXIXZZZZZZZX (0.003325003894852882+0j)
IIIIIYZZYIIYZZZZZZZY (-0.00012874196875219154+0j)
IIIIIXZZXIIYZZZZZZZY (-0.00012874196875219154+0j)
IIIIIYZZYIIXZZZZZZZX (-0.00012874196875219154+0j)
IIIIIXZZXIIXZZZZZZZX (-0.00012874196875219154+0j)
IIIIYZZZYIIYZZZZZZZY (0.0027324072502252533+0j)
IIIIXZZZXIIYZZZZZZZY (0.0027324072502252533+0j)
IIIIYZZZYIIXZZZZZZZX (0.0027324072502252533+0j)
IIIIXZZZXIIXZZZZZZZX (0.0027324072502252533+0j)
IYZZZZZYIIIYZZZZZZZY (0.0033424682181839756+0j)
IXZZZZZXIIIYZZZZZZZY (0.0033424682181839756+0j)
IYZZZZZYIIIXZZZZZZZX (0.0033424682181839756+0j)
IXZZZZZXIIIXZZZZZZZX (0.0033424682181839756+0j)
IIIIIYYIIIIYZZZZZZZY (-0.00014991375733045613+0j)
IIIIIXXIIIIYZZZZZZZY (-0.00014991375733045613+0j)
IIIIIYYIIIIXZZZZZZZX (-0.00014991375733045613+0j)
IIIIIXXIIIIXZZZZZZZX (-0.00014991375733045613+0j)
IIIIYZYIIIIYZZZZZZZY (0.0031817552691516893+0j)
IIIIXZXIIIIYZZZZZZZY (0.0031817552691516893+0j)
IIIIYZYIIIIXZZZZZZZX (0.0031817552691516893+0j)
IIIIXZXIIIIXZZZZZZZX (0.0031817552691516893+0j)
YZZZZYIIIIIYZZZZZZZY (0.00010709591896443043+0j)
XZZZZXIIIIIYZZZZZZZY (0.00010709591896443043+0j)
YZZZZYIIIIIXZZZZZZZX (0.00010709591896443043+0j)
XZZZZXIIIIIXZZZZZZZX (0.00010709591896443043+0j)
YZZZYIIIIIIYZZZZZZZY (-0.0022729935566793533+0j)
XZZZXIIIIIIYZZZZZZZY (-0.0022729935566793533+0j)
YZZZYIIIIIIXZZZZZZZX (-0.0022729935566793533+0j)
XZZZXIIIIIIXZZZZZZZX (-0.0022729935566793533+0j)
IYZYIIIIIIIYZZZZZZZY (-0.0016525197930568852+0j)
IXZXIIIIIIIYZZZZZZZY (-0.0016525197930568852+0j)
IYZYIIIIIIIXZZZZZZZX (-0.0016525197930568852+0j)
IXZXIIIIIIIXZZZZZZZX (-0.0016525197930568852+0j)
IIIIIIIIYYYZZZZZZZZY (0.032733838412762846+0j)
IIIIIIIIXXYZZZZZZZZY (0.032733838412762846+0j)
IIIIIIIIYYXZZZZZZZZX (0.032733838412762846+0j)
IIIIIIIIXXXZZZZZZZZX (0.032733838412762846+0j)
IIIIIIYZZYYZZZZZZZZY (-0.0034688894596430074+0j)
IIIIIIXZZXYZZZZZZZZY (-0.0034688894596430074+0j)
IIIIIIYZZYXZZZZZZZZX (-0.0034688894596430074+0j)
IIIIIIXZZXXZZZZZZZZX (-0.0034688894596430074+0j)
YZZZZZZZZYYZZZZZZZZY (0.008358652503468485+0j)
XZZZZZZZZXYZZZZZZZZY (0.008358652503468485+0j)
YZZZZZZZZYXZZZZZZZZX (0.008358652503468485+0j)
XZZZZZZZZXXZZZZZZZZX (0.008358652503468485+0j)
IIIIIIIYYIYZZZZZZZZY (-0.006216237041639281+0j)
IIIIIIIXXIYZZZZZZZZY (-0.006216237041639281+0j)
IIIIIIIYYIXZZZZZZZZX (-0.006216237041639281+0j)
IIIIIIIXXIXZZZZZZZZX (-0.006216237041639281+0j)
IIIYZZZZYIYZZZZZZZZY (-0.0019154368047033228+0j)
IIIXZZZZXIYZZZZZZZZY (-0.0019154368047033228+0j)
IIIYZZZZYIXZZZZZZZZX (-0.0019154368047033228+0j)
IIIXZZZZXIXZZZZZZZZX (-0.0019154368047033228+0j)
IIIIIIYYIIYZZZZZZZZY (0.0026087697399921894+0j)
IIIIIIXXIIYZZZZZZZZY (0.0026087697399921894+0j)
IIIIIIYYIIXZZZZZZZZX (0.0026087697399921894+0j)
IIIIIIXXIIXZZZZZZZZX (0.0026087697399921894+0j)
YZZZZZZYIIYZZZZZZZZY (0.0015918135691290575+0j)
XZZZZZZXIIYZZZZZZZZY (0.0015918135691290575+0j)
YZZZZZZYIIXZZZZZZZZX (0.0015918135691290575+0j)
XZZZZZZXIIXZZZZZZZZX (0.0015918135691290575+0j)
IIIYZZYIIIYZZZZZZZZY (-0.005853567610424272+0j)
IIIXZZXIIIYZZZZZZZZY (-0.005853567610424272+0j)
IIIYZZYIIIXZZZZZZZZX (-0.005853567610424272+0j)
IIIXZZXIIIXZZZZZZZZX (-0.005853567610424272+0j)
IIYZZYIIIIYZZZZZZZZY (0.0023058295852708675+0j)
IIXZZXIIIIYZZZZZZZZY (0.0023058295852708675+0j)
IIYZZYIIIIXZZZZZZZZX (0.0023058295852708675+0j)
IIXZZXIIIIXZZZZZZZZX (0.0023058295852708675+0j)
IYZZZYIIIIYZZZZZZZZY (-0.00010864304374479629+0j)
IXZZZXIIIIYZZZZZZZZY (-0.00010864304374479629+0j)
IYZZZYIIIIXZZZZZZZZX (-0.00010864304374479629+0j)
IXZZZXIIIIXZZZZZZZZX (-0.00010864304374479629+0j)
IIYZYIIIIIYZZZZZZZZY (0.00010864304374479564+0j)
IIXZXIIIIIYZZZZZZZZY (0.00010864304374479564+0j)
IIYZYIIIIIXZZZZZZZZX (0.00010864304374479564+0j)
IIXZXIIIIIXZZZZZZZZX (0.00010864304374479564+0j)
IYZZYIIIIIYZZZZZZZZY (0.0023058295852708684+0j)
IXZZXIIIIIYZZZZZZZZY (0.0023058295852708684+0j)
IYZZYIIIIIXZZZZZZZZX (0.0023058295852708684+0j)
IXZZXIIIIIXZZZZZZZZX (0.0023058295852708684+0j)
YZZYIIIIIIYZZZZZZZZY (-0.002088592526109826+0j)
XZZXIIIIIIYZZZZZZZZY (-0.002088592526109826+0j)
YZZYIIIIIIXZZZZZZZZX (-0.002088592526109826+0j)
XZZXIIIIIIXZZZZZZZZX (-0.002088592526109826+0j)
IIIIIIIIIIIIIIIIIZZI (0.161393577235139+0j)
IIIIIIIIIIIIIYZZZYZI (-0.01731372358335607+0j)
IIIIIIIIIIIIIXZZZXZI (-0.01731372358335607+0j)
IIIIIIIIIIIIIIIIZIZI (0.139989656620733+0j)
IIIIIIIIIIYZZZZZYIZI (0.007927607032706785+0j)
IIIIIIIIIIXZZZZZXIZI (0.007927607032706785+0j)
IIIIIIIIIIIIIIIZIIZI (0.14887799830660975+0j)
IIIIIIIIIIIIIIZIIIZI (0.14887799830660986+0j)
IIIIIIIIIIIIIZIIIIZI (0.15114555865816495+0j)
IIIIIIIIIIIIZIIIIIZI (0.15629507022563335+0j)
IIIIIIIIIIIZIIIIIIZI (0.15629507022563338+0j)
IIIIIIIIIIZIIIIIIIZI (0.18760498511954954+0j)
IIIIIIIIIZIIIIIIIIZI (0.49092072115361257+0j)
IIIIIIIYZYIIIIIIIIZI (0.04457342141231674+0j)
IIIIIIIXZXIIIIIIIIZI (0.04457342141231674+0j)
IIIYZZZZZYIIIIIIIIZI (-0.014536992213788083+0j)
IIIXZZZZZXIIIIIIIIZI (-0.014536992213788083+0j)
IIIIIIIIZIIIIIIIIIZI (0.49086110920854836+0j)
IIIIIIYZYIIIIIIIIIZI (0.043355755306305754+0j)
IIIIIIXZXIIIIIIIIIZI (0.043355755306305754+0j)
YZZZZZZZYIIIIIIIIIZI (-0.028440475425688498+0j)
XZZZZZZZXIIIIIIIIIZI (-0.028440475425688498+0j)
IIIIIIIZIIIIIIIIIIZI (0.16895657075788778+0j)
IIIYZZZYIIIIIIIIIIZI (-0.016062622983098834+0j)
IIIXZZZXIIIIIIIIIIZI (-0.016062622983098834+0j)
IIIIIIZIIIIIIIIIIIZI (0.14697008934301917+0j)
YZZZZZYIIIIIIIIIIIZI (0.011269122177675263+0j)
XZZZZZXIIIIIIIIIIIZI (0.011269122177675263+0j)
IIIIIZIIIIIIIIIIIIZI (0.15113123336739734+0j)
IIIIZIIIIIIIIIIIIIZI (0.15113123336739745+0j)
IIIZIIIIIIIIIIIIIIZI (0.1540703006155497+0j)
IIZIIIIIIIIIIIIIIIZI (0.159783280739081+0j)
IZIIIIIIIIIIIIIIIIZI (0.15978328073908102+0j)
ZIIIIIIIIIIIIIIIIIZI (0.19623659345537164+0j)
IIIIIIIIIIIIIIIIYIYI (0.001756703381653959+0j)
IIIIIIIIIIIIIIIIXIXI (0.001756703381653959+0j)
IIIIIIIIIIYZZZZZZIYI (0.005478060029793806+0j)
IIIIIIIIIIXZZZZZZIXI (0.005478060029793806+0j)
IIIIIIIIIIIIIYZZYYYI (0.003392447744152469+0j)
IIIIIIIIIIIIIXZZXYYI (0.00406473576231666+0j)
IIIIIIIIIIIIIYZZXXYI (-0.0006722880181641913+0j)
IIIIIIIIIIIIIXZZYYXI (-0.0006722880181641913+0j)
IIIIIIIIIIIIIYZZYXXI (0.00406473576231666+0j)
IIIIIIIIIIIIIXZZXXXI (0.003392447744152469+0j)
IIIIIIIIIIIIYZZYIYYI (-0.006546758086424898+0j)
IIIIIIIIIIIIXZZXIYYI (-0.004866386653532956+0j)
IIIIIIIIIIIIYZZXIXYI (-0.0016803714328919425+0j)
IIIIIIIIIIIIXZZYIYXI (-0.0016803714328919425+0j)
IIIIIIIIIIIIYZZYIXXI (-0.004866386653532956+0j)
IIIIIIIIIIIIXZZXIXXI (-0.006546758086424898+0j)
IIIIIIIIIIIYZZZYIYYI (0.0003084615314650443+0j)
IIIIIIIIIIIXZZZXIYYI (0.0002292880017916709+0j)
IIIIIIIIIIIYZZZXIXYI (7.917352967337349e-05+0j)
IIIIIIIIIIIXZZZYIYXI (7.917352967337349e-05+0j)
IIIIIIIIIIIYZZZYIXXI (0.0002292880017916709+0j)
IIIIIIIIIIIXZZZXIXXI (0.0003084615314650443+0j)
IIIIIIIIIIIIYZYIIYYI (-0.0003084615314650423+0j)
IIIIIIIIIIIIXZXIIYYI (-0.0002292880017916692+0j)
IIIIIIIIIIIIYZXIIXYI (-7.917352967337302e-05+0j)
IIIIIIIIIIIIXZYIIYXI (-7.917352967337302e-05+0j)
IIIIIIIIIIIIYZYIIXXI (-0.0002292880017916692+0j)
IIIIIIIIIIIIXZXIIXXI (-0.0003084615314650423+0j)
IIIIIIIIIIIYZZYIIYYI (-0.006546758086424902+0j)
IIIIIIIIIIIXZZXIIYYI (-0.004866386653532957+0j)
IIIIIIIIIIIYZZXIIXYI (-0.0016803714328919436+0j)
IIIIIIIIIIIXZZYIIYXI (-0.0016803714328919436+0j)
IIIIIIIIIIIYZZYIIXXI (-0.004866386653532957+0j)
IIIIIIIIIIIXZZXIIXXI (-0.006546758086424902+0j)
IIIIIIIIIIYZZYIIIYYI (0.006423917988164673+0j)
IIIIIIIIIIXZZXIIIYYI (0.004265667310086652+0j)
IIIIIIIIIIYZZXIIIXYI (0.0021582506780780195+0j)
IIIIIIIIIIXZZYIIIYXI (0.0021582506780780195+0j)
IIIIIIIIIIYZZYIIIXXI (0.004265667310086652+0j)
IIIIIIIIIIXZZXIIIXXI (0.006423917988164673+0j)
IIIIIIIIYYIIIIIIIYYI (-0.04580973416515933+0j)
IIIIIIIIXXIIIIIIIYYI (-0.04580973416515933+0j)
IIIIIIIIYYIIIIIIIXXI (-0.04580973416515933+0j)
IIIIIIIIXXIIIIIIIXXI (-0.04580973416515933+0j)
IIIIIIYZZYIIIIIIIYYI (0.006585769241902794+0j)
IIIIIIXZZXIIIIIIIYYI (0.006585769241902794+0j)
IIIIIIYZZYIIIIIIIXXI (0.006585769241902794+0j)
IIIIIIXZZXIIIIIIIXXI (0.006585769241902794+0j)
YZZZZZZZZYIIIIIIIYYI (-0.006216237041639281+0j)
XZZZZZZZZXIIIIIIIYYI (-0.006216237041639281+0j)
YZZZZZZZZYIIIIIIIXXI (-0.006216237041639281+0j)
XZZZZZZZZXIIIIIIIXXI (-0.006216237041639281+0j)
IIIIIIIYYIIIIIIIIYYI (0.007562993522748772+0j)
IIIIIIIXXIIIIIIIIYYI (0.007562993522748772+0j)
IIIIIIIYYIIIIIIIIXXI (0.007562993522748772+0j)
IIIIIIIXXIIIIIIIIXXI (0.007562993522748772+0j)
IIIYZZZZYIIIIIIIIYYI (-0.0012511006002572345+0j)
IIIXZZZZXIIIIIIIIYYI (-0.0012511006002572345+0j)
IIIYZZZZYIIIIIIIIXXI (-0.0012511006002572345+0j)
IIIXZZZZXIIIIIIIIXXI (-0.0012511006002572345+0j)
IIIIIIYYIIIIIIIIIYYI (-0.0023321082147603326+0j)
IIIIIIXXIIIIIIIIIYYI (-0.0023321082147603326+0j)
IIIIIIYYIIIIIIIIIXXI (-0.0023321082147603326+0j)
IIIIIIXXIIIIIIIIIXXI (-0.0023321082147603326+0j)
YZZZZZZYIIIIIIIIIYYI (0.0013641056408108827+0j)
XZZZZZZXIIIIIIIIIYYI (0.0013641056408108827+0j)
YZZZZZZYIIIIIIIIIXXI (0.0013641056408108827+0j)
XZZZZZZXIIIIIIIIIXXI (0.0013641056408108827+0j)
IIIYZZYIIIIIIIIIIYYI (0.0026398981309504735+0j)
IIIXZZXIIIIIIIIIIYYI (0.0026398981309504735+0j)
IIIYZZYIIIIIIIIIIXXI (0.0026398981309504735+0j)
IIIXZZXIIIIIIIIIIXXI (0.0026398981309504735+0j)
IIYZZYIIIIIIIIIIIYYI (-0.0020263612927085835+0j)
IIXZZXIIIIIIIIIIIYYI (-0.0020263612927085835+0j)
IIYZZYIIIIIIIIIIIXXI (-0.0020263612927085835+0j)
IIXZZXIIIIIIIIIIIXXI (-0.0020263612927085835+0j)
IYZZZYIIIIIIIIIIIYYI (9.547542453821008e-05+0j)
IXZZZXIIIIIIIIIIIYYI (9.547542453821008e-05+0j)
IYZZZYIIIIIIIIIIIXXI (9.547542453821008e-05+0j)
IXZZZXIIIIIIIIIIIXXI (9.547542453821008e-05+0j)
IIYZYIIIIIIIIIIIIYYI (-9.547542453820932e-05+0j)
IIXZXIIIIIIIIIIIIYYI (-9.547542453820932e-05+0j)
IIYZYIIIIIIIIIIIIXXI (-9.547542453820932e-05+0j)
IIXZXIIIIIIIIIIIIXXI (-9.547542453820932e-05+0j)
IYZZYIIIIIIIIIIIIYYI (-0.0020263612927085843+0j)
IXZZXIIIIIIIIIIIIYYI (-0.0020263612927085843+0j)
IYZZYIIIIIIIIIIIIXXI (-0.0020263612927085843+0j)
IXZZXIIIIIIIIIIIIXXI (-0.0020263612927085843+0j)
YZZYIIIIIIIIIIIIIYYI (0.0017064974383694846+0j)
XZZXIIIIIIIIIIIIIYYI (0.0017064974383694846+0j)
YZZYIIIIIIIIIIIIIXXI (0.0017064974383694846+0j)
XZZXIIIIIIIIIIIIIXXI (0.0017064974383694846+0j)
IIIIIIIIIIYZZZZZIZYI (-0.0019446926939611065+0j)
IIIIIIIIIIXZZZZZIZXI (-0.0019446926939611065+0j)
IIIIIIIIIIIIIIIZYZYI (0.004557485324819552+0j)
IIIIIIIIIIIIIIIZXZXI (0.004557485324819552+0j)
IIIIIIIIIIIIIIZIYZYI (0.004557485324819554+0j)
IIIIIIIIIIIIIIZIXZXI (0.004557485324819554+0j)
IIIIIIIIIIIIIZIIYZYI (0.004964267598456735+0j)
IIIIIIIIIIIIIZIIXZXI (0.004964267598456735+0j)
IIIIIIIIIIIIZIIIYZYI (0.006258293357573504+0j)
IIIIIIIIIIIIZIIIXZXI (0.006258293357573504+0j)
IIIIIIIIIIIZIIIIYZYI (0.006258293357573506+0j)
IIIIIIIIIIIZIIIIXZXI (0.006258293357573506+0j)
IIIIIIIIIIZIIIIIYZYI (0.008206952461215685+0j)
IIIIIIIIIIZIIIIIXZXI (0.008206952461215685+0j)
IIIIIIIIIZIIIIIIYZYI (0.04335933905766105+0j)
IIIIIIIIIZIIIIIIXZXI (0.04335933905766105+0j)
IIIIIIIYZYIIIIIIYZYI (0.006551491444701887+0j)
IIIIIIIXZXIIIIIIYZYI (0.006551491444701887+0j)
IIIIIIIYZYIIIIIIXZXI (0.006551491444701887+0j)
IIIIIIIXZXIIIIIIXZXI (0.006551491444701887+0j)
IIIYZZZZZYIIIIIIYZYI (-0.003003875089608241+0j)
IIIXZZZZZXIIIIIIYZYI (-0.003003875089608241+0j)
IIIYZZZZZYIIIIIIXZXI (-0.003003875089608241+0j)
IIIXZZZZZXIIIIIIXZXI (-0.003003875089608241+0j)
IIIIIIIIZIIIIIIIYZYI (0.043355755306305754+0j)
IIIIIIIIZIIIIIIIXZXI (0.043355755306305754+0j)
IIIIIIYZYIIIIIIIYZYI (0.00698043272228615+0j)
IIIIIIXZXIIIIIIIYZYI (0.00698043272228615+0j)
IIIIIIYZYIIIIIIIXZXI (0.00698043272228615+0j)
IIIIIIXZXIIIIIIIXZXI (0.00698043272228615+0j)
YZZZZZZZYIIIIIIIYZYI (-0.003341515144968478+0j)
XZZZZZZZXIIIIIIIYZYI (-0.003341515144968478+0j)
YZZZZZZZYIIIIIIIXZXI (-0.003341515144968478+0j)
XZZZZZZZXIIIIIIIXZXI (-0.003341515144968478+0j)
IIIIIIIZIIIIIIIIYZYI (0.004088811596414292+0j)
IIIIIIIZIIIIIIIIXZXI (0.004088811596414292+0j)
IIIYZZZYIIIIIIIIYZYI (-0.0014248376313661867+0j)
IIIXZZZXIIIIIIIIYZYI (-0.0014248376313661867+0j)
IIIYZZZYIIIIIIIIXZXI (-0.0014248376313661867+0j)
IIIXZZZXIIIIIIIIXZXI (-0.0014248376313661867+0j)
IIIIIIZIIIIIIIIIYZYI (0.0013303603596601424+0j)
IIIIIIZIIIIIIIIIXZXI (0.0013303603596601424+0j)
YZZZZZYIIIIIIIIIYZYI (0.0018050373028650564+0j)
XZZZZZXIIIIIIIIIYZYI (0.0018050373028650564+0j)
YZZZZZYIIIIIIIIIXZXI (0.0018050373028650564+0j)
XZZZZZXIIIIIIIIIXZXI (0.0018050373028650564+0j)
IIIIIZIIIIIIIIIIYZYI (0.0018840466639704128+0j)
IIIIIZIIIIIIIIIIXZXI (0.0018840466639704128+0j)
IIIIZIIIIIIIIIIIYZYI (0.0018840466639704141+0j)
IIIIZIIIIIIIIIIIXZXI (0.0018840466639704141+0j)
IIIZIIIIIIIIIIIIYZYI (0.0012648145836422142+0j)
IIIZIIIIIIIIIIIIXZXI (0.0012648145836422142+0j)
IIZIIIIIIIIIIIIIYZYI (0.0019133225125290017+0j)
IIZIIIIIIIIIIIIIXZXI (0.0019133225125290017+0j)
IZIIIIIIIIIIIIIIYZYI (0.001913322512529003+0j)
IZIIIIIIIIIIIIIIXZXI (0.001913322512529003+0j)
ZIIIIIIIIIIIIIIIYZYI (0.00501288239529606+0j)
